Entity,Year,Share of people who disagree vaccines are important for children to have,Share of people who agree vaccines are safe,Share of people who disagree vaccines are safe,Share of people who agree vaccines are effective,Share of people who disagree vaccines are effective,Share of people who agree vaccines are important for children to have
Italy,2018,8.231379081,75.69166719,13.71469477,84.85658922,5.635365621,83.82051173
