Entity,Year,Share of GDP spent on healthcare,Share receiving any treatment for mental health,Mental health specialty (%),General medical (%),Human services (%),Complementary & alternative medicine (%),Severe mental health who received treatment in last year (%),Moderate mental health who received treatment in last year (%),Mild mental health who received treatment in last year (%)
Italy,2003,8.7,4.3,47.1,70.9,9.1,1.5,51.0,25.9,17.3
