Entity,Year,Mammals (total endemic),Mammals (threatened endemic),Birds (total endemic),Birds (threatened endemic),Crocodiles & Alligators (total endemic),Crocodiles & Alligators (threatened endemic),Chameleons (total endemic),Chameleons (threatened endemic),Amphibians (total endemic),Amphibians (threatened endemic),Groupers (total endemic),Groupers (threatened endemic),"Herrings, anchovies etc. (total endemic)","Herrings, anchovies etc. (threatened endemic)",Seahorses & Pipefishes (total endemic),Seahorses & Pipefishes (threatened endemic),Sturgeons (total endemic),Sturgeons (threatened endemic),Wrasses & Parrotfishes (total endemic),Wrasses & Parrotfishes (threatened endemic),Sharks & Rays (total endemic),Sharks & Rays (threatened endemic)
Italy,2020,4,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0
