Entity,Year,"Average harmonised learning outcome score in 2005-2015 (Altinok, Angrist, and Patrinos, 2018) ","Year of the latest learning outcome score (Altinok, Angrist, and Patrinos, 2018) "
Italy,1,500.75,2015
