Entity,Year,% global domestic CO2,% global domestic RPKs,% global international CO2,% global international RPKs,% global total CO2,% global total RPKs,Domestic RPKs (billions),Domestic aviation CO2 (Mt),International RPKs (billions),International aviation CO2 (Mt),Total RPKs (billions),Total aviation CO2 (Mt),Per capita total RPKs,Per capita domestic RPKs,Per capita international RPKs,Per capita aviation CO2,Per capita domestic aviation CO2,Per capita international aviation CO2,Inbound-outbound flight ratio,Per capita international RPKs - adjusted,Per capita international CO2 - adjusted,Per capita total RPKs - adjusted,Per capita aviation CO2 - adjusted
Italy,2018,0.0030144924077088,0.0026019381769539,0.0129079978044101,0.0133884379423613,0.0159224902121189,0.0159903761193152,22.12337437299948,2.251218413566506,113.8372262231412,9.639673420723708,135.9606005961407,11.890891834290214,2242.5751001392227,364.9096008873848,1877.665499251838,0.1961319516764843,0.0371322746229651,0.1589996770535191,0.5416374303200405,1017.0139160153616,0.0861201765009844,1381.9235169027463,0.1232524511239495
