Entity,Year,biomass_nox_per_capita,brown_coal_nox_per_capita,coal_coke_nox_per_capita,diesel_oil_nox_per_capita,hard_coal_nox_per_capita,heavy_oil_nox_per_capita,light_oil_nox_per_capita,natural_gas_nox_per_capita,process_nox_per_capita,biomass_so2_per_capita,brown_coal_so2_per_capita,coal_coke_so2_per_capita,diesel_oil_so2_per_capita,hard_coal_so2_per_capita,heavy_oil_so2_per_capita,light_oil_so2_per_capita,natural_gas_so2_per_capita,process_so2_per_capita,biomass_co_per_capita,brown_coal_co_per_capita,coal_coke_co_per_capita,diesel_oil_co_per_capita,hard_coal_co_per_capita,heavy_oil_co_per_capita,light_oil_co_per_capita,natural_gas_co_per_capita,process_co_per_capita,biomass_oc_per_capita,brown_coal_oc_per_capita,coal_coke_oc_per_capita,diesel_oil_oc_per_capita,hard_coal_oc_per_capita,heavy_oil_oc_per_capita,light_oil_oc_per_capita,natural_gas_oc_per_capita,process_oc_per_capita,biomass_nmvoc_per_capita,brown_coal_nmvoc_per_capita,coal_coke_nmvoc_per_capita,diesel_oil_nmvoc_per_capita,hard_coal_nmvoc_per_capita,heavy_oil_nmvoc_per_capita,light_oil_nmvoc_per_capita,natural_gas_nmvoc_per_capita,process_nmvoc_per_capita,biomass_bc_per_capita,brown_coal_bc_per_capita,coal_coke_bc_per_capita,diesel_oil_bc_per_capita,hard_coal_bc_per_capita,heavy_oil_bc_per_capita,light_oil_bc_per_capita,natural_gas_bc_per_capita,process_bc_per_capita,biomass_nh3_per_capita,brown_coal_nh3_per_capita,coal_coke_nh3_per_capita,diesel_oil_nh3_per_capita,hard_coal_nh3_per_capita,heavy_oil_nh3_per_capita,light_oil_nh3_per_capita,natural_gas_nh3_per_capita,process_nh3_per_capita
Italy,1881,0.2737623460048553,0.0169843689014858,0.062185307411714,0.0157630955684647,0.2722815522050751,0.0139301991589377,0.0117578487688933,0.0,0.0916929408303497,0.1779586762184546,0.0628144402411681,0.002737906289116,0.0036993923507762,0.6262224761925907,0.0718876443375008,0.0002537391940096,0.0,0.0724148861232927,85.83859565082705,0.0159173249920429,0.0582785120567978,0.0077235902876807,0.6185133435011141,0.013237424749622,0.2138927839664526,0.0,0.1090241528387337,1.5589608503700911,0.0043355693469869,9.779678375704426e-05,9.529954658913124e-05,0.013098012288664,0.0001008219168823,0.0001750720778506,0.0,0.0077021050089457,6.754577016300052,0.0064159853335986,0.0234910123910447,0.0014925365849465,0.1065605466987457,0.0015770071122311,0.0342841116041143,0.0,2.0068794305436533,0.1578948580797804,0.0003284731588216,6.112298984815265e-05,0.0003065475555595,0.0185254743639868,0.0002625863145457,0.0001566063761469,0.0,0.0046280192378314,0.0410545447271831,1.8472991555026252e-06,0.0,2.3753065611636784e-06,3.654989673563507e-05,7.428396037662213e-06,3.991651733110441e-06,0.0,4.713322758176908
Italy,1882,0.2742040950037619,0.0177929982930317,0.0651459630349578,0.0159048985159276,0.2852362893148563,0.0136919790659326,0.0119011261706834,0.0,0.0947177449343385,0.1772485663441534,0.0658050490113338,0.0028682585859555,0.0037526421091356,0.6568784311898159,0.0730930946110276,0.0002547355148313,0.0,0.1003945233919902,85.4086817639544,0.0166751521976347,0.0610531643278381,0.007792560128508,0.6722130844475502,0.0128469441999451,0.2156646521759484,0.0,0.1109611654029317,1.5491913325533844,0.0045419723008132,0.0001024529092924,9.78331030245977e-05,0.0144665143882397,9.373710121221224e-05,0.0001771112377436,0.0,0.0074832473414253,6.710472129610078,0.006721451750783,0.024609424453733,0.0015065687701487,0.1118753770799765,0.0014552886787128,0.0345751198114983,0.0,2.009403989636344,0.1569960911586902,0.0003441200090038,6.403306830776629e-05,0.0003143257730994,0.0199230020971676,0.0002451637784628,0.0001585127579869,0.0,0.0044966598374484,0.0407873888118113,1.935249458559612e-06,0.0,2.404658945720702e-06,3.875586910388985e-05,7.150423843850869e-06,4.136879034655723e-06,0.0,4.726110002704203
Italy,1883,0.2744206432500977,0.0187235093450701,0.0685528671216877,0.0166540401006414,0.3001445513865753,0.0139492988280549,0.0125013067393854,0.0,0.0982282721621642,0.1764038468921597,0.0692464209699291,0.0030182583932044,0.0039504940372587,0.6921176069619888,0.0771330286058763,0.0002653750087666,0.0,0.1284148390991472,84.91487121817754,0.0175472038417018,0.0642460294781266,0.0081590604460541,0.7328197254253835,0.0129056383833913,0.2256618593996807,0.0,0.1147986582991225,1.5382845752689291,0.0047794862591274,0.0001078108350809,0.0001042120284884,0.0160069204895298,8.977547890060586e-05,0.0001859440799348,0.0,0.0072650199288161,6.661460653190078,0.0070729599697377,0.0258964105513752,0.0015781698113856,0.1179793105980191,0.0013775190979407,0.0361852632392577,0.0,2.012159715524611,0.1559810952240369,0.000362124872862,6.738177192562018e-05,0.0003344348331031,0.0215073909071726,0.000236178427354,0.0001665045503653,0.0,0.0043656771131876,0.0404903996696518,2.036456179314842e-06,0.0,2.5263565706712146e-06,4.127206827835691e-05,7.124738370229415e-06,4.44722011836317e-06,0.0,4.737466814781983
Italy,1884,0.2745885106524788,0.0205700630398741,0.0753137017355419,0.0189092391391353,0.3297365880964235,0.0153901832844885,0.0142395555831009,0.0,0.1051042361772348,0.1756875670657924,0.0760756553905401,0.0033159256779601,0.0045096173753882,0.7613514879362925,0.0882698754964887,0.0002997539260557,0.0,0.1586737675216138,84.49704203898582,0.0192777476991708,0.0705821142858909,0.0092632977661827,0.8329794907502296,0.0140180573834132,0.2560354518235881,0.0,0.1194793584536569,1.5290717658538489,0.0052508330426571,0.0001184433768865,0.0001203525188475,0.018446722106097,9.24114574719547e-05,0.0002116859862868,0.0,0.0070494463057078,6.620077514066806,0.007770510846799,0.0284503715479229,0.0017926097397222,0.1298919865153643,0.0013933130030152,0.0410642063288436,0.0,2.0179767646096414,0.1551233444536624,0.0003978478741373,7.402711055410998e-05,0.000385798238974,0.0242244842559194,0.0002450584949805,0.000189653823307,0.0,0.0042362869818338,0.0402396289282842,2.2372959691702827e-06,0.0,2.878125006016616e-06,4.587922235154702e-05,7.67630707459595e-06,5.181740352933672e-06,0.0,4.748825562027531
Italy,1885,0.2746812234009827,0.0231666818564936,0.0848207691031376,0.0235247386101056,0.3713508230697832,0.0185792509926234,0.0177722234892288,0.0,0.1148719445587009,0.1750390045353454,0.0856789063815949,0.0037345046095469,0.0056406952768948,0.8585596922469222,0.1106937287004789,0.0003709658487592,0.0,0.1908769831904424,84.12209164269105,0.0217112337959648,0.0794918996237512,0.0115235725380371,0.9694522829334892,0.0166308057185039,0.318299025999192,0.0,0.1302249141641721,1.520866368893329,0.0059136421787452,0.0001333948284466,0.0001522755506177,0.0217451761192525,0.000103110641372,0.0002640620623075,0.0,0.0068365002325067,6.583269560168695,0.0087514050054816,0.032041744600983,0.0022310823476948,0.1465998883352514,0.0015151675720689,0.0510609998259739,0.0,2.0275048912683467,0.1543571971824242,0.0004480800093414,8.337176777913398e-05,0.0004875937453057,0.0279536314654973,0.0002763998530197,0.0002367016819309,0.0,0.0041084736974199,0.0400165593535576,2.519716339036587e-06,0.0,3.592767736695086e-06,5.227429861451421e-05,9.033814244176912e-06,6.612611932424219e-06,0.0,4.760425425229592
Italy,1886,0.2718957302681211,0.0230486233211374,0.0843885183462042,0.017894539876991,0.3691403715500782,0.0141202237304865,0.0135625125596499,0.0,0.1139795564652537,0.1735287876234998,0.0852422825154326,0.0037154733927669,0.0043139886056545,0.8543541522159774,0.0846184595806126,0.0002806823604317,0.0,0.2141834564686618,83.41996856072129,0.0216005922945791,0.0790868050443722,0.008765029176256,0.9909400632723154,0.0126097586394435,0.2419426359966817,0.0,0.1272234693012049,1.5087093157662912,0.0058835472164737,0.0001327150419252,0.0001177858801238,0.0224647430357759,7.809899245936626e-05,0.0002017222779392,0.0,0.0065608733991346,6.53111605187748,0.0087068074207409,0.0318784583150451,0.0016978212669326,0.1460002688283703,0.001133963405319,0.0388202226655069,0.0,2.0214298534314983,0.153094133114283,0.0004458047122315,8.29469012032903e-05,0.0003767516455105,0.0283753124578435,0.0002065743762444,0.0001806598178314,0.0,0.0039430522717187,0.0396992928710316,2.506875742254427e-06,0.0,2.742217292264812e-06,5.249037847575896e-05,6.829282459537608e-06,5.1574797547604274e-06,0.0,4.770655372734512
Italy,1887,0.2690499768517554,0.028011943967086,0.1025608520926892,0.0188746766119056,0.4482456819892857,0.0148797193536967,0.0143519182715109,0.0,0.1315653772071156,0.1719222281926719,0.1035984669530787,0.0045155682853274,0.004575063406401,1.038541271265318,0.0896985817955049,0.0002944597775255,0.0,0.2512682605094196,82.66636464461146,0.026252092048236,0.0961174609247541,0.0092444819028774,1.2363615018773946,0.0132554880591226,0.2550055488698089,0.0,0.1494192240821542,1.4955051211637436,0.007150568084765,0.0001612940723705,0.0001263177224976,0.0283115256684362,8.203972868805798e-05,0.0002136842672854,0.0,0.006288722851478,6.474322502731948,0.0105817427012368,0.0387432071597612,0.0017915674220743,0.1776182850753164,0.0011757793139254,0.0409249165498542,0.0,2.0309221380310385,0.1517302172336252,0.0005418147744823,0.0001008087952315,0.0004036183457964,0.0351713051119151,0.0002140468972716,0.0001912023059493,0.0,0.0037797169303213,0.0393538765228549,3.046709638405111e-06,0.0,2.902325901988611e-06,6.437908470873376e-05,7.158488172970738e-06,5.575643487925376e-06,0.0,4.7827770838016415
Italy,1888,0.2661910354417802,0.0299563347540512,0.1096799001725596,0.0172057214966813,0.4789477810531314,0.0135505972421534,0.0131256969824413,0.0,0.1386963300964473,0.1703182080693208,0.1107895389088123,0.0048290070592382,0.0041933220984446,1.110856691990572,0.0821780071543831,0.0002669542681141,0.0,0.2798122545135627,81.91495933317279,0.0280743263771755,0.1027892544178502,0.0084264742772936,1.3563412111853332,0.0120406442506389,0.2322833403651003,0.0,0.1582579010060488,1.4823625647710974,0.0076469634919634,0.0001724899646897,0.0001170620397345,0.0313559566717434,7.449258290277576e-05,0.0001956290179317,0.0,0.0060200133573472,6.417816453248479,0.0113162523462117,0.0414324862454055,0.0016338429713252,0.1901366179055726,0.0010526669938616,0.0372863400228705,0.0,2.0323612406422624,0.1503716381738028,0.0005794342993825,0.0001078062279311,0.0003736609594338,0.0383458548801251,0.0001916487777004,0.0001748909058634,0.0,0.0036184465313681,0.0390101974111083,3.2581906465925725e-06,0.0,2.654809059178312e-06,6.947273710952244e-05,6.484562047778688e-06,5.207433176921368e-06,0.0,4.797103829022799
Italy,1889,0.2634309892859652,0.0307565272637542,0.1126096656229601,0.0170168096273133,0.4913191903646395,0.0133878171465602,0.0130243180721793,0.0,0.142021830429659,0.1688701074155731,0.1137489449882319,0.0049579993177983,0.0041700368094618,1.1407665799604545,0.0816869668517677,0.0002625575357689,0.0,0.3053350014386842,81.24679184202996,0.0288242467484898,0.1055349571928536,0.0083333731075435,1.4275477315147636,0.0118643695980349,0.2295594381549484,0.0,0.1628188848612427,1.4709113403966234,0.0078512839374644,0.0001770975102682,0.0001176867817391,0.0333016085719837,7.339922031537958e-05,0.0001943182636209,0.0,0.0057559419228018,6.368804459217329,0.0116185316617451,0.0425392292907128,0.0016165939858721,0.1954087330023974,0.0010215249456559,0.0368571156640783,0.0,2.033780318996636,0.1491762327254078,0.0005949229896947,0.0001106859439176,0.0003752790692007,0.0401229405969062,0.0001861422677967,0.0001735647185994,0.0,0.0034599606447064,0.0387119833395786,3.3452233150407365e-06,0.0,2.6347583014367217e-06,7.196898748221415e-05,6.372799161973229e-06,5.274822976789611e-06,0.0,4.811918344841295
Italy,1890,0.2607252546753465,0.0331740875668152,0.1214611414419436,0.0171185023636921,0.5294837940961657,0.0134529904307501,0.0131455386486362,0.0,0.1510593930858162,0.1674855667144845,0.1226899717680237,0.0053477137426592,0.0042180594027666,1.2306934562202352,0.0825938364564127,0.0002626385714101,0.0,0.3364904118037163,80.61175857228065,0.0310899236926779,0.1138303385571645,0.0083825827308559,1.5773783468617963,0.0118891105227994,0.2307551204510916,0.0,0.1744648460321121,1.4601172274725025,0.0084684790475407,0.0001910179346036,0.0001203292158674,0.0371143895698787,7.357529647288255e-05,0.0001963288678929,0.0,0.0054963591093051,6.322690894676124,0.012531784991174,0.0458829472330577,0.0016269552401127,0.2109755679885896,0.0010072674995155,0.0370572367862601,0.0,2.041352866434431,0.1480449244464971,0.0006416975344917,0.0001193862091273,0.0003833296569907,0.0440886956110827,0.0001838637146725,0.0001752049467085,0.0,0.0033044417479802,0.0384313600936245,3.6081684460672257e-06,0.0,2.6597402444987504e-06,7.831562501332216e-05,6.370011064060752e-06,5.432808514807805e-06,0.0,4.828209360930553
Italy,1891,0.2564888723667174,0.0295195467442659,0.1080806769797641,0.020606687470682,0.4685021138130974,0.0160889866293427,0.0158768758609623,0.0,0.1393079704616311,0.1656460373788441,0.1091741362701942,0.0047585961628465,0.005105627566409,1.0947528956113004,0.0999895608121963,0.0003143478499234,0.0,0.3072057841183471,79.80458214941771,0.0276649795981042,0.1012905025100116,0.0100899583879217,1.5134490908683715,0.0141331606720308,0.2775613617551937,0.0,0.1579019590305604,1.4472451779967943,0.0075355777023101,0.0001699749190741,0.0001472041863408,0.0364638520184393,8.547788682157926e-05,0.0002371274419321,0.0,0.0050199387285642,6.268595419306344,0.0111512520756141,0.040828366503916,0.00195932594556,0.1878634908115797,0.0011557491214365,0.0445838119547733,0.0,2.0394461991343995,0.1466628426096461,0.00057096397917,0.0001062343244213,0.000468495597328,0.0415202191339715,0.0002133510595506,0.0002117729793884,0.0,0.0030185480253503,0.0381017270359826,3.210683546017254e-06,0.0,3.21292892382717e-06,7.156305092939726e-05,7.54957444497197e-06,6.693475149235608e-06,0.0,4.841596810855445
Italy,1892,0.2523611284683534,0.0290403209381764,0.1063260751900744,0.0203920433148855,0.4582892104939054,0.0158148692639925,0.0157641448986967,0.0,0.1382562397971082,0.1638847798088044,0.1074017830592366,0.0046813442286705,0.0050804788468592,1.076637128855657,0.0995158603365027,0.0003092679556572,0.0,0.2891657493069035,79.03583072782645,0.0272158611796134,0.0996461336741657,0.0099841421563405,1.5966388875487494,0.0138044495953692,0.2744564513887919,0.0,0.1568695199358191,1.435086070242488,0.007413251191048,0.0001672155146593,0.0001480238434598,0.0392541531117527,8.152615086813338e-05,0.000235449683775,0.0,0.0045503435784482,6.217602416967344,0.0109702205777005,0.0401655512168572,0.0019397670894554,0.1849374444062263,0.001085944538543,0.0440949811493227,0.0,2.044693077602213,0.1453521948588775,0.0005616529915839,0.000104509696662,0.0004706630283629,0.0430974732976799,0.0002032959666218,0.0002104326234558,0.0,0.0027372887498697,0.0377909438922236,3.158560712837283e-06,0.0,3.190670074213468e-06,7.224232739556654e-05,7.353340194659728e-06,6.777206178386715e-06,0.0,4.857261524525597
Italy,1893,0.2483457691859995,0.0278149022274363,0.1018394180951046,0.0218423173708348,0.436455684164839,0.0168229586298756,0.0169422014921825,0.0,0.1347399250413664,0.1622151789691883,0.1028697341604723,0.0044838048550031,0.0054721071215515,1.0308916417425769,0.1072101433522819,0.0003293109361969,0.0,0.266392703245972,78.31292009889812,0.0260674294667063,0.0954413510577071,0.0106934354253171,1.632193895233076,0.0145865997325955,0.2937445805339002,0.0,0.1489884665396137,1.4237960488031645,0.0071004402783667,0.0001601594968961,0.0001610950765131,0.0408372796461849,8.404088112374648e-05,0.0002530511974943,0.0,0.0040869820781134,6.170408250842342,0.0105073085601137,0.0384706795212891,0.0020786414514097,0.1772486535582124,0.0010995740384268,0.0472045814482005,0.0,2.045341428577907,0.1441278191303842,0.000537912751138,0.00010009968556,0.0005117554496597,0.0434351923498317,0.0002094319298494,0.0002263337306181,0.0,0.0024592304405809,0.0375032331339156,3.025278460045474e-06,0.0,3.4297061867666785e-06,7.095401726734498e-05,7.749917970920748e-06,7.425097747245378e-06,0.0,4.873448797367076
Italy,1894,0.2443622147392438,0.0345232736329936,0.1264009511438846,0.0213447239936947,0.5386254879120249,0.0163231840407285,0.0166123802089082,0.0,0.1586291055884982,0.1605456317346672,0.1276797578483741,0.0055652046036504,0.0053773400788457,1.2791486377005414,0.1053789554322756,0.0003198833986239,0.0,0.2640431923841843,77.58822828407708,0.0323543470701175,0.118459804443163,0.0104490621180696,2.1532456223514744,0.0140540656110406,0.2868247795830879,0.0,0.1799820349206295,1.412433314048648,0.0088129265104706,0.000198786610539,0.0001599343377486,0.0547072239674956,7.891351720406698e-05,0.000248131106444,0.0,0.0036288833353682,6.122861456915382,0.0130414511473382,0.0477490010606833,0.00203219396348,0.2201357568145023,0.0010106584467415,0.046103148641453,0.0,2.0572186706832736,0.1428978484318919,0.0006675962776583,0.0001242416315869,0.0005076123635832,0.0565872249990591,0.0001965949210722,0.0002220995731917,0.0,0.0021843300281971,0.037213398013238,3.754912213537419e-06,0.0,3.363525406034213e-06,9.024721997429448e-05,7.449430731936703e-06,7.41958554677957e-06,0.0,4.8925783848894415
Italy,1895,0.2403553578622906,0.0315753237473506,0.1156075462822544,0.0197712262201188,0.489804586554465,0.0150095536044293,0.0154402360056978,0.0,0.1487771619361419,0.1587596204999043,0.1167771554025768,0.0050899905654536,0.0050088825162181,1.169597530427149,0.0981846869506516,0.0002945018099532,0.0,0.238426727654194,76.79848147167155,0.0295916022980155,0.1083444958350087,0.0096780597909747,2.0855794942921166,0.0128276977276975,0.265467388305244,0.0,0.166859967529049,1.3996905001394588,0.0080603968964804,0.0001818121783911,0.0001504903601378,0.0537132690027651,7.011619169101182e-05,0.0002306290519994,0.0,0.0031760607757584,6.069151627530496,0.0119278387817464,0.0436717034175691,0.0018832314564827,0.2014609646281897,0.0008753877748959,0.0426801366761858,0.0,2.0541391826602764,0.1415370989284742,0.0006105445798452,0.0001136326114944,0.000477218884759,0.0542030757318505,0.000174693780061,0.0002065883622643,0.0,0.001912859717427,0.0368861967215772,3.4342794384366383e-06,0.0,3.1267470094515294e-06,8.453168428124122e-05,6.785072485306343e-06,7.025630862076775e-06,0.0,4.907689239471304
Italy,1896,0.2399165489117166,0.0276741385323223,0.1087336492521348,0.0222481571928378,0.4609374072819912,0.0169614594031993,0.0174342107745355,0.0,0.1430792295978618,0.1577184214138393,0.108624139689264,0.0047873453475905,0.0056681437081862,1.12987753039023,0.1110079715535074,0.0003293518419552,0.0,0.2131912872770889,76.23001299373904,0.1154000348635775,0.1019024517634935,0.0108897111906137,2.5797377624506668,0.0144951479887194,0.2984829166455809,0.0,0.1580729963813703,1.3878874365407647,0.0084526396897206,0.0001710018270492,0.0001720087575408,0.0504464081321753,7.933115908380833e-05,0.0002604414796216,0.0,0.0040157163445941,6.016630358670184,0.016142825498681,0.0410750321614439,0.0021201245788185,0.2052281953783783,0.0009884282549687,0.0479994105124343,0.0,2.0519361438774286,0.1403989232573616,0.0006166888617709,0.0001068761419058,0.0005449867031123,0.054349277684042,0.0001973372026554,0.0002331400274655,0.0,0.0024163482214052,0.0365676643311096,4.626636619751165e-06,0.0,3.5311587566338018e-06,0.0001250740101007,7.658893487180818e-06,8.07960199603896e-06,0.0,4.923074110030018
Italy,1897,0.2394494744318683,0.0266851202192127,0.1131199494140242,0.02069217072594,0.4797973625714888,0.0158422709120149,0.0162708865879825,0.0,0.1476001306052713,0.1568099356983816,0.1117476531476452,0.0049804661875291,0.0053015371588884,1.206561107030885,0.103735304572601,0.0003043976127032,0.0,0.195507028149517,75.73879889696104,0.2111556501180246,0.1060131823767059,0.0101273467974034,3.3269838754695207,0.0135378999400697,0.2773803635651757,0.0,0.1642926650484144,1.3777836185505337,0.0097002797931232,0.0001779000167709,0.0001624810643149,0.0524050197610936,7.417557638666207e-05,0.000243089827944,0.0,0.0048454452043753,5.971744897841894,0.021916869305653,0.042731993198423,0.0019727516562831,0.2298891063252391,0.0009223978591045,0.0446164537520941,0.0,2.0504035124294977,0.1394194409015531,0.0006857298205134,0.0001111875104818,0.000514365944643,0.0600465173320078,0.0001842437824879,0.0002174644328873,0.0,0.0029138840174472,0.0362954040043281,6.266166995032624e-06,0.0,3.296116063454295e-06,0.000177527091464,7.145628351261301e-06,7.677717682241856e-06,0.0,4.939389880099095
Italy,1898,0.2388719812631622,0.0254593241025736,0.1171679808072916,0.0199531181411846,0.4972417662624668,0.0153416356111445,0.0157442488385697,0.0,0.1519341150759475,0.1558562964240256,0.1144431762867975,0.0051586936671616,0.0051412053730334,1.2820370678991353,0.1005083755442618,0.0002916563749286,0.0,0.1847195221556069,75.22813799864154,0.3130723675470002,0.1098068959752721,0.009764890996996,4.112318708014263,0.0131091906844869,0.2672519993483596,0.0,0.1719424487253575,1.3673787694792263,0.0109865145211458,0.0001842662223472,0.0001591137066486,0.0542009048645912,7.189729697410893e-05,0.0002352475688178,0.0,0.005665393340869,5.925603499507287,0.0280073380821337,0.0442611704201257,0.001903171713585,0.2550850328079966,0.0008924029183906,0.0429976122872958,0.0,2.0522170606736894,0.138407217626039,0.0007560182157333,0.000115166388967,0.0005032903580737,0.0658253448171386,0.0001783490745911,0.0002103106501732,0.0,0.0034058142140342,0.0360154856182524,7.995288362378986e-06,0.0,3.189993033118088e-06,0.0002329849936246,6.912241777748762e-06,7.562356573101234e-06,0.0,4.955644927393204
Italy,1899,0.2380839245371825,0.0254179687362901,0.1279360862170196,0.0189583012516521,0.543239142159553,0.014639195246455,0.0150115583526724,0.0,0.1626119693038228,0.1548003314930641,0.1235376768103502,0.0056327938163812,0.004912715212662,1.435216189312418,0.0959560751505373,0.0002753219849236,0.0,0.1736311504215272,74.67114790349575,0.4448771719748391,0.11989849457098,0.0092773239764053,5.217853405786357,0.0125079947888653,0.2537151401829933,0.0,0.1893346678010895,1.3562002101620203,0.0130216242806631,0.0002012008668808,0.0001535173381895,0.0590950419942494,6.865806974381641e-05,0.0002243244086448,0.0,0.0064726595862988,5.876172481397985,0.0363751208444743,0.0483289109867721,0.0018091279827417,0.2970580516288292,0.0008506764345321,0.0408295835467442,0.0,2.0558786639560345,0.1373136936740922,0.0008754581058562,0.0001257505418005,0.0004851960425308,0.0758383693583568,0.000170111978527,0.0002004136215504,0.0,0.0038901325444293,0.0357155411106909,1.0373268800351312e-05,0.0,3.0420774399210192e-06,0.0003080160141584,6.588595330348556e-06,7.337704010568851e-06,0.0,4.970238642867182
Italy,1900,0.237070123870551,0.0234226808253664,0.1300789742118206,0.0190012517572901,0.5526418580976639,0.0147354827285076,0.0150984732309361,0.0,0.1651902057565563,0.1536046704178858,0.1241598681615904,0.0057271412878666,0.0049520159612766,1.4952938873277175,0.0966379189789262,0.000274131262727,0.0,0.1628443285908521,74.04739283952716,0.5570869516005506,0.1219067555097667,0.0092976216268521,6.045127967173687,0.0125891682428262,0.2540751194086642,0.0,0.195245272461298,1.3438228605629818,0.0142823225688738,0.000204570916215,0.0001562297030299,0.0599959530550035,6.915281692424222e-05,0.0002256478831291,0.0,0.0072662650411633,5.82156039739888,0.0428752573825488,0.0491384045879731,0.0018140807451427,0.3208750669635841,0.0008553398627426,0.0408975283405093,0.0,2.0557578128033245,0.1360983124762157,0.0009409236708863,0.0001278568226344,0.0004933773917327,0.0811383010455439,0.0001711574587155,0.0002014635399805,0.0,0.0043662517384695,0.0353840994443434,1.2217728891851697e-05,0.0,3.060232361590903e-06,0.0003676932864448,6.624795720004315e-06,7.508535903285926e-06,0.0,4.981284274994899
Italy,1901,0.2515178925778908,0.0235406069366467,0.1262725730220184,0.014971736293858,0.5312326953191027,0.0146965204409016,0.0119386940364301,0.0,0.1641389562564826,0.1525699730776877,0.1206575637663119,0.0055454337016817,0.0039242747774272,1.4018129763946836,0.0744194150076752,0.0002145538551689,0.0,0.1768549388047351,73.1586427893693,0.5111312207343933,0.126477882712017,0.0073253410536945,5.142339749205459,0.0142956172550509,0.2000235744252308,0.0,0.1940352353108125,1.326012528882087,0.0135137605234436,0.0001980804027947,0.0001249799144885,0.0588100882867956,0.000105715437792,0.0001784172597752,0.0,0.0129045196843154,5.78509376032874,0.0394394796183589,0.0471298149877553,0.0014300558081306,0.2895407367860347,0.0018241477569367,0.0322050258674574,0.0,2.0546441416416683,0.1344853681531792,0.000896248057673,0.0001238002517467,0.0003943832756108,0.0749320431937384,0.0002424706187443,0.0001592410961096,0.0,0.0076821598863833,0.0348910878212483,1.1325571262512008e-05,0.0,2.4202223262456404e-06,0.0003031481958482,7.522689319567579e-06,6.038916191418312e-06,0.0,4.992363324530314
Italy,1902,0.265704443451803,0.026893079846005,0.1397131684559971,0.0150396666106748,0.5821360832828856,0.0179151287686654,0.0120355560748202,0.0003088527128711,0.1799775469382118,0.1517264740342639,0.1336445802409742,0.0061201536249592,0.0039648131600793,1.496208668171675,0.0729652037587311,0.0002140631150343,3.969984412751883e-06,0.2051509304175808,72.3865585506255,0.5326985519860253,0.1488993628153198,0.0073579965552201,4.915641931976409,0.0188491846424887,0.2007577767177074,3.4297437291132775e-05,0.2269992688685243,1.3109462538444467,0.0145662818376864,0.0002186091404951,0.0001274551105819,0.0656970258576115,0.0001572569591607,0.0001798572509889,0.0,0.0184549611727313,5.760042660787096,0.0412609836970163,0.0515181296638842,0.0014372335729795,0.296155956901784,0.0030159740262042,0.0323313320575668,1.8138153559689231e-06,2.067741713247086,0.1331232569283847,0.0009726987731518,0.0001366307128094,0.0004018877415411,0.0786894456001035,0.0003507167093277,0.0001604720117793,0.0,0.0109458221801788,0.0344732636713642,1.1942527514965717e-05,0.0,2.4402923557237563e-06,0.0002762047200135,9.881646495041372e-06,6.19075737136963e-06,2.0310143946296483e-07,5.00294567906672
Italy,1903,0.2794265358336503,0.0281106876176011,0.141794146294117,0.014601739086807,0.5852354354043933,0.0205048444077533,0.0117269587439844,0.0003063888175024,0.1848422507570416,0.1507285157436284,0.135780664765555,0.0061956170360166,0.0038716522192532,1.4630675337941683,0.0690426396441326,0.0002063944857159,3.937972152323058e-06,0.2152781553848045,71.54392503567551,0.5072780315857703,0.1601636907636544,0.007143175276684,4.232587558116758,0.022749623844731,0.1947421261534471,3.404088268713473e-05,0.262884504124356,1.2947410799848984,0.014393661892062,0.0002213046596669,0.0001256145594284,0.067308731785102,0.0002018812603113,0.0001752382352641,0.0,0.023911081278559,5.729030212191863,0.0395007786846421,0.0516511023811936,0.0013960597097951,0.2760799827264799,0.0041049579180768,0.031370475932666,1.8001890604792456e-06,2.0689023743413344,0.1316404136246683,0.0009679775359078,0.0001383154122918,0.000395788472259,0.0756017699291621,0.0004435756359286,0.0001562979299731,0.0,0.0141526719737324,0.0340259476594703,1.152610907500012e-05,0.0,2.3781461600464745e-06,0.0002205276587191,1.1862459655611734e-05,6.132494362324897e-06,2.0146088922802521e-07,5.0098114625598456
Italy,1904,0.2928422512485147,0.0303636222039681,0.1490489664345795,0.0149051942669243,0.6094829016064439,0.024160070020409,0.0120138160805456,0.0003039445772916,0.1947534287948836,0.1497368709962249,0.1428799778598129,0.0064961984825176,0.0039750875308684,1.479875614519658,0.0685818304875865,0.0002092040490043,3.9062180449275246e-06,0.241953640298817,70.71393968969304,0.4981422677687481,0.1778198306222824,0.00729103817128,3.684757203780019,0.0278587314747051,0.1986140907023038,3.378623568140087e-05,0.2873529088922392,1.2790228165465338,0.0147227498678338,0.000232041294022,0.0001301534692518,0.0714146780851094,0.000255938686369,0.0001795172020985,0.0,0.0292798884507922,5.699311550279333,0.0390642442036659,0.0536303353828143,0.001425769372124,0.2645458813580081,0.0054202378570949,0.0320023952808947,1.7866645905505128e-06,2.0808028678764243,0.1301959673197312,0.0009973322802603,0.0001450258087637,0.0004097894734647,0.0750147056062498,0.0005570007740913,0.0001600602134733,0.0,0.0173081483715166,0.0335925719760204,1.1494280011619267e-05,0.0,2.436754406410987e-06,0.0001692754772549,1.4436508226681345e-05,6.385701770630954e-06,1.9983359149982293e-07,5.016859808995087
