Entity,Year,Probability of plastic being emitted to ocean,Mismanaged plastic waste (metric tons year-1),Mismanaged waste emitted to the ocean (metric tons year-1),Share of mismanaged plastic waste emitted to ocean,Share of global mismanaged plastic waste,Share of global plastics emitted to ocean,Mismanaged plastic waste per capita (kg per year),Mismanaged plastic waste to ocean per capita (kg per year)
Italy,2015,0.88,38803,414,1.07,0.062814758,0.042268275,0.640546073,0.006834164
