Entity,Year,"Average test score in math and science, primary through end of secondary school","Average test score in math and science, only lower secondary","Share of students reaching basic literacy (based on average test scores in math and science, primary through end of secondary school)","Share of top-performing students (based on average test scores in math and science, primary through end of secondary school)"
Italy,2017,4.758,4.693,0.875,0.054
