Entity,Year,Children (1-14) who experienced any violent discipline,Children (13-15) who reported being bullied,Children (13-15) who reported being in a physical fight during past year,Girls (15-19) who experienced any physical violence since age 15,Girls (15-19) who ever experienced forced sexual intercourse or any other forced sexual acts,"Number of homicide victims among children (0-19) per 100,000 population",Women (15 and above) who experienced any intimate partner physical and/or sexual violence last year
Italy,2015,58.1,9.0,35.0,4.9,3.0,,6.0
