Entity,Year,Child deaths from rotavirus,"Child mortality from rotavirus per 100,000","Rotavirus incidence per 1,000 children",Rotavirus cases in children,Deaths averted from rotavirus vaccine,Avertable deaths if rotavirus vaccine coverage was 100%
Italy,2016,5,0.2,212.7,572733,0,3
