Entity,Year,Coal production (TWh),Oil production (TWh),Gas production (TWh),Annual change coal production (%),Annual change in coal production (TWh),Annual change oil production (%),Annual change in oil production (TWh),Annual change gas production (%),Annual change in gas production (TWh),Coal production per capita (kWh),Oil production per capita (kWh),Gas production per capita (kWh)
Italy,2006,,6.7093523674776e-05,105.344624275632,0.0,,-5.596465390279826,-3.977463181968006e-06,-9.047093081634705,-10.478638382904007,,0.0011460554408686,1799.4401427264063
Italy,2007,,6.815894448912198e-05,93.126821445842,0.0,,1.587963719882146,1.0654208143459794e-06,-11.597936689984667,-12.217802829790015,,0.0011601917425124,1585.1913502730647
Italy,2008,,6.089456282529129e-05,88.15184996586801,0.0,,-10.658001995600252,-7.264381663830691e-06,-5.342146765813527,-4.974971479973988,,0.0010334775266503,1496.077016494145
Italy,2009,,5.317564899683518e-05,76.32400967027,0.0,,-12.675867056640111,-7.718913828456113e-06,-13.417574673903832,-11.827840295598008,,0.000899665837594,1291.3073067077794
Italy,2010,,5.938506721341577e-05,80.065714608076,0.0,,11.677183699159263,6.20941821658059e-06,4.902395660252479,3.741704937805992,,0.001001012510972,1349.6117085221406
Italy,2011,,6.172006918951585e-05,80.47833660484,0.0,,3.931968229839056,2.3350019761000804e-06,0.515354167241,0.4126219967640026,,0.0010357627949708,1350.556925017033
Italy,2012,,6.276463725761965e-05,81.95810639976601,0.0,,1.692428543617441,1.0445680681037996e-06,1.838718166097153,1.479769794926014,,0.0010481911397588,1368.72870956038
Italy,2013,,6.398585977072688e-05,73.67500921773801,0.0,,1.9457174715989731,1.221222513107231e-06,-10.106501413814572,-8.283097182028001,,0.0010634710018901,1224.5086046792762
Italy,2014,,6.704893931304855e-05,68.09561697645,0.0,,4.787119456231803,3.063079542321671e-06,-7.572978002349151,-5.579392241288005,,0.0011098980187559,1127.2242505619931
Italy,2015,,6.361853960375098e-05,64.496929930836,0.0,,-5.116262456116106,-3.4303997092975744e-06,-5.284755767553384,-3.598687045614,,0.0010501921424238,1064.6922963920235
Italy,2016,,4.372321787462633e-05,55.097676578106,0.0,,-31.27283627232401,-1.989532172912465e-05,-14.573179471967723,-9.39925335273,,0.0007207559447212,908.258354814401
Italy,2017,,4.8243568309223776e-05,52.730627740024005,0.0,,10.338558446359736,4.520350434597448e-06,-4.296095561718449,-2.367048838081999,,0.0007951275391308,869.0811177773676
Italy,2018,,5.447727678878657e-05,51.892010680242,0.0,,12.921325469971425,6.233708479562797e-06,-1.5903794354897638,-0.8386170597820026,,0.0008985646129412,855.9224550157851
Italy,2019,,4.9759782275093975e-05,46.21251141442401,0.0,,-8.659563751658805,-4.717494513692598e-06,-10.944843322443232,-5.679499265817995,,0.0008217965693657,763.212409817077
