Entity,Year,Coastal population,Per capita waste generation rate,Share of plastics in waste stream,Share of plastic inadequately managed,Municipal waste generated,Plastic waste generated,Inadequately managed plastic waste,Plastic waste littered,Per capita mismanaged plastic waste,Total mismanaged plastic waste in 2010,Total mismanaged plastic waste in 2025,Per capita plastic waste (kg/person/day)
Italy,2010,33822532.0,2.23,6.0,0.0,75424246.0,4487743.0,0.0,89755.0,0.003,32761,45058,0.134
