Entity,Year,Excess mortality from air pollution (all sources),Excess mortality from fossil fuels,Excess mortality from all anthropogenic pollution,Total Years Life Lost from air pollution (all sources),Total Years Life Lost from fossil fuels,Total Years Life Lost from all anthropogenic pollution,"Death rates from all air pollution (per 100,000)","Death rates from air pollution from fossil fuels (per 100,000)","Death rates from all anthropogenic air pollution (per 100,000)","YLL rates from all air pollution (per 100,000)","YLL rates from air pollution from fossil fuels (per 100,000)","YLL rates from anthropogenic air pollution (per 100,000)",Deaths from fossil pollution as a share of total air pollution deaths,Deaths from fossil pollution as a share of total anthropogenic air pollution deaths,Deaths from anthropogenic pollution as a share of total air pollution deaths
Italy,2015,81473,40630,49771,1242579,617655,756837,136.2470453,67.94542305,83.23188902,2077.96101,1032.902542,1265.656169,49.86928185,81.63388318,61.08894971
