Entity,Year,All levels of education (active),All levels of education (employed),All levels of education (total),Below upper secondary education (active),Below upper secondary education (employed),Below upper secondary education (total),Tertiary education (active),Tertiary education (employed),Tertiary education (total),Upper secondary and post-secondary non-tertiary education (active),Upper secondary and post-secondary non-tertiary education (employed),Upper secondary and post-secondary non-tertiary education (total)
Italy,2014,2.9,2.2,3.9,4.0,3.0,5.3,1.9,1.5,1.9,2.6,2.1,3.3
