Entity,Year,deaths_drought,injured_drought,affected_drought,homeless_drought,total_affected_drought,reconstruction_costs_drought,insured_damages_drought,total_damages_drought,affected_rate_per_100k_drought,homeless_rate_per_100k_drought,deaths_earthquake,injured_earthquake,affected_earthquake,homeless_earthquake,total_affected_earthquake,reconstruction_costs_earthquake,insured_damages_earthquake,total_damages_earthquake,affected_rate_per_100k_earthquake,homeless_rate_per_100k_earthquake,deaths_all_disasters,injured_all_disasters,affected_all_disasters,homeless_all_disasters,total_affected_all_disasters,reconstruction_costs_all_disasters,insured_damages_all_disasters,total_damages_all_disasters,affected_rate_per_100k_all_disasters,homeless_rate_per_100k_all_disasters,deaths_volcanic,injured_volcanic,affected_volcanic,homeless_volcanic,total_affected_volcanic,reconstruction_costs_volcanic,insured_damages_volcanic,total_damages_volcanic,affected_rate_per_100k_volcanic,homeless_rate_per_100k_volcanic,deaths_flood,injured_flood,affected_flood,homeless_flood,total_affected_flood,reconstruction_costs_flood,insured_damages_flood,total_damages_flood,affected_rate_per_100k_flood,homeless_rate_per_100k_flood,deaths_mass_movement,injured_mass_movement,affected_mass_movement,homeless_mass_movement,total_affected_mass_movement,reconstruction_costs_mass_movement,insured_damages_mass_movement,total_damages_mass_movement,affected_rate_per_100k_mass_movement,homeless_rate_per_100k_mass_movement,deaths_storm,injured_storm,affected_storm,homeless_storm,total_affected_storm,reconstruction_costs_storm,insured_damages_storm,total_damages_storm,affected_rate_per_100k_storm,homeless_rate_per_100k_storm,deaths_landslide,injured_landslide,affected_landslide,homeless_landslide,total_affected_landslide,reconstruction_costs_landslide,insured_damages_landslide,total_damages_landslide,affected_rate_per_100k_landslide,homeless_rate_per_100k_landslide,deaths_fog,injured_fog,affected_fog,homeless_fog,total_affected_fog,reconstruction_costs_fog,insured_damages_fog,total_damages_fog,affected_rate_per_100k_fog,homeless_rate_per_100k_fog,deaths_wildfire,injured_wildfire,affected_wildfire,homeless_wildfire,total_affected_wildfire,reconstruction_costs_wildfire,insured_damages_wildfire,total_damages_wildfire,affected_rate_per_100k_wildfire,homeless_rate_per_100k_wildfire,deaths_temperature,injured_temperature,affected_temperature,homeless_temperature,total_affected_temperature,reconstruction_costs_temperature,insured_damages_temperature,total_damages_temperature,affected_rate_per_100k_temperature,homeless_rate_per_100k_temperature,deaths_glacial_lake,injured_glacial_lake,affected_glacial_lake,homeless_glacial_lake,total_affected_glacial_lake,reconstruction_costs_glacial_lake,insured_damages_glacial_lake,total_damages_glacial_lake,total_damages_pct_gdp_all_disasters,total_damages_pct_gdp_drought,total_damages_pct_gdp_earthquake,total_damages_pct_gdp_temperature,total_damages_pct_gdp_flood,total_damages_pct_gdp_landslide,total_damages_pct_gdp_mass_movement,total_damages_pct_gdp_storm,total_damages_pct_gdp_volcanic,total_damages_pct_gdp_wildfire,deaths_rate_per_100k_all_disasters,deaths_rate_per_100k_drought,deaths_rate_per_100k_earthquake,deaths_rate_per_100k_temperature,deaths_rate_per_100k_flood,deaths_rate_per_100k_fog,deaths_rate_per_100k_glacial_lake,deaths_rate_per_100k_landslide,deaths_rate_per_100k_mass_movement,deaths_rate_per_100k_storm,deaths_rate_per_100k_volcanic,deaths_rate_per_100k_wildfire,injured_rate_per_100k_all_disasters,injured_rate_per_100k_drought,injured_rate_per_100k_earthquake,injured_rate_per_100k_temperature,injured_rate_per_100k_flood,injured_rate_per_100k_fog,injured_rate_per_100k_glacial_lake,injured_rate_per_100k_landslide,injured_rate_per_100k_mass_movement,injured_rate_per_100k_storm,injured_rate_per_100k_volcanic,injured_rate_per_100k_wildfire,total_affected_rate_per_100k_all_disasters,total_affected_rate_per_100k_drought,total_affected_rate_per_100k_earthquake,total_affected_rate_per_100k_temperature,total_affected_rate_per_100k_flood,total_affected_rate_per_100k_fog,total_affected_rate_per_100k_glacial_lake,total_affected_rate_per_100k_landslide,total_affected_rate_per_100k_mass_movement,total_affected_rate_per_100k_storm,total_affected_rate_per_100k_volcanic,total_affected_rate_per_100k_wildfire,total_damages_pct_gdp_glacial_lake
Italy,1968,,,,,,,,,,,224.0,563.0,55000.0,0.0,55563.0,0.0,0.0,250000.0,104.17653186854815,0.0,296.0,563.0,55000.0,3000.0,58563.0,0.0,0.0,250000.0,104.17653186854815,5.68235628373899,,,,,,,,,,,72.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,5.68235628373899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2842775254048289,,0.2842775254048289,,0.0,,,,,,0.5606591533289138,,0.4242826025191779,,0.1363765508097357,,,,,,,,1.066388862581684,,1.066388862581684,,0.0,,,,,,,,110.92527701486884,,105.24292073112984,,5.68235628373899,,,,,,,,
Italy,1970,,,,,,,,,,,,,,,,,,,,,72.0,0.0,1300200.0,1650.0,1301850.0,0.0,0.0,271500.0,2429.417590014761,3.0830172462116257,,,,,,,,,,,37.0,0.0,1300000.0,1650.0,1301650.0,0.0,0.0,268300.0,2429.043890954614,3.0830172462116257,,,,,,,,,,,35.0,0.0,200.0,0.0,200.0,0.0,0.0,3200.0,0.3736990601468637,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2394285462321971,,,,0.2366065523171215,,,0.0028219939150756,,,0.1345316616528709,,,,0.0691343261271697,,,,,0.0653973355257011,,,0.0,,,,0.0,,,,,0.0,,,2432.5006072609726,,,,2432.1269082008257,,,,,0.3736990601468637,,,
Italy,1971,,,,,,,,,,,22.0,100.0,4120.0,0.0,4220.0,0.0,0.0,41600.0,7.645345061144203,0.0,22.0,100.0,4120.0,0.0,4220.0,0.0,0.0,41600.0,7.645345061144203,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0333675564681724,,0.0333675564681724,,,,,,,,0.0408246580934884,,0.0408246580934884,,,,,,,,,,0.1855666276976748,,0.1855666276976748,,,,,,,,,,7.830911688841878,,7.830911688841878,,,,,,,,,,
Italy,1972,,,,,,,,,,,3.0,0.0,450.0,0.0,450.0,0.0,0.0,300000.0,0.8293554986269559,0.0,3.0,0.0,450.0,0.0,450.0,0.0,0.0,300000.0,0.8293554986269559,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2065262288310615,,0.2065262288310615,,,,,,,,0.005529036657513,,0.005529036657513,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.8293554986269559,,0.8293554986269559,,,,,,,,,,
Italy,1973,,,,,,,,,,,,,,,,,,,,,38.0,0.0,5000.0,0.0,5000.0,0.0,0.0,480000.0,9.154323587030154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,5000.0,0.0,5000.0,0.0,0.0,480000.0,9.154323587030154,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2735167415038862,,,,,,,0.2735167415038862,,,0.0695728592614291,,,,,,,,,0.0695728592614291,,,0.0,,,,,,,,,0.0,,,9.154323587030154,,,,,,,,,9.154323587030154,,,
Italy,1975,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.021713561928888,,,,,,,0.021713561928888,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,
Italy,1976,,,,,,,,,,,945.0,1750.0,111472.0,137000.0,250222.0,0.0,0.0,3600000.0,200.71302531599983,246.6779502322734,945.0,1750.0,111472.0,137000.0,250222.0,0.0,0.0,3600000.0,200.71302531599983,246.6779502322734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6020149788400522,,1.6020149788400522,,,,,,,,1.701537685908747,,1.701537685908747,,,,,,,,,,3.1509957146458283,,3.1509957146458283,,,,,,,,,,450.5419712629191,,450.5419712629191,,,,,,,,,,
Italy,1977,,,,,,,,,,,,,,,,,,,,,23.0,0.0,1000.0,0.0,1000.0,0.0,0.0,194000.0,1.7928215425436551,0.0,,,,,,,,,,,23.0,0.0,1000.0,0.0,1000.0,0.0,0.0,194000.0,1.7928215425436551,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0753117284429882,,,,0.0753117284429882,,,,,,0.041234895478504,,,,0.041234895478504,,,,,,,,0.0,,,,0.0,,,,,,,,1.7928215425436551,,,,1.7928215425436551,,,,,,,,
Italy,1978,,,,,,,,,,,5.0,0.0,900.0,0.0,900.0,0.0,0.0,0.0,1.6074586079408455,0.0,6.0,19.0,900.0,0.0,919.0,0.0,0.0,1000.0,1.6074586079408455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,0.0,0.0,19.0,0.0,0.0,1000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003174018752102,,0.0,,,,,0.0003174018752102,,,0.0107163907196056,,0.0089303255996713,,,,,,,0.0017860651199342,,,0.0339352372787511,,0.0,,,,,,,0.0339352372787511,,,1.6413938452195969,,1.6074586079408455,,,,,,,0.0339352372787511,,,
Italy,1979,,,,,,,,,,,5.0,0.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,8.900281248887465,14.0,24.0,0.0,5000.0,5024.0,0.0,0.0,0.0,0.0,8.900281248887465,9.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0249207874968849,,0.0089002812488874,,,,,,,,0.0160205062479974,,0.0427213499946598,,0.0,,,,,,,,0.0427213499946598,,8.943002598882124,,8.900281248887465,,,,,,,,0.0427213499946598,,
Italy,1980,,,,,,,,,,,4689.0,7700.0,400000.0,0.0,407700.0,0.0,0.0,20000000.0,709.861754423326,0.0,4689.0,7700.0,400000.0,0.0,407700.0,0.0,0.0,20000000.0,709.861754423326,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.190614281194409,,4.190614281194409,,,,,,,,8.32135441622744,,8.32135441622744,,,,,,,,,,13.664838772649029,,13.664838772649029,,,,,,,,,,723.5265931959751,,723.5265931959751,,,,,,,,,,
Italy,1981,,,,,,,,,,,12.0,6.0,300.0,0.0,306.0,0.0,0.0,500.0,0.5309264666843642,0.0,12.0,6.0,300.0,0.0,306.0,0.0,0.0,500.0,0.5309264666843642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001160892772978,,0.0001160892772978,,,,,,,,0.0212370586673745,,0.0212370586673745,,,,,,,,,,0.0106185293336872,,0.0106185293336872,,,,,,,,,,0.5415449960180515,,0.5415449960180515,,,,,,,,,,
Italy,1982,,,,,,,,,,,0.0,0.0,6000.0,0.0,6000.0,0.0,0.0,35000.0,10.592285285550355,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,735000.0,17.653808809250595,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4000.0,0.0,4000.0,0.0,0.0,700000.0,7.061523523700238,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1720211667949999,,0.0081914841330952,,,0.1638296826619047,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,17.653808809250595,,10.592285285550355,,,,,7.061523523700238,,,,,
Italy,1983,,,,,,,,,,,0.0,30.0,20000.0,1000.0,21030.0,0.0,0.0,0.0,35.23297806747115,1.7616489033735576,7.0,50.0,20000.0,1000.0,21050.0,0.0,0.0,0.0,35.23297806747115,1.7616489033735576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,0.0123315423236149,,0.0,,,,,0.0,,,,0.0123315423236149,0.0880824451686778,,0.0528494671012067,,,,,0.0,,,,0.0352329780674711,37.082709416013394,,37.04747643794592,,,,,0.0,,,,0.0352329780674711,
Italy,1984,,,,,,,,,,,4.0,285.0,5000.0,4300.0,9585.0,0.0,0.0,0.0,8.793064031092275,7.562035066739356,4.0,285.0,5000.0,4300.0,9585.0,0.0,0.0,0.0,8.793064031092275,7.562035066739356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0070344512248738,,0.0070344512248738,,,,,,,,,,0.5012046497722596,,0.5012046497722596,,,,,,,,,,16.85630374760389,,16.85630374760389,,,,,,,,,,
Italy,1985,,,,,,,,,,,,,,,,,,,,,329.0,30.0,0.0,0.0,30.0,0.0,0.0,15000.0,0.0,0.0,,,,,,,,,,,329.0,30.0,0.0,0.0,30.0,0.0,0.0,15000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033169916212791,,,,0.0033169916212791,,,,,,0.5778316384776157,,,,0.5778316384776157,,,,,,,,0.0526898150587491,,,,0.0526898150587491,,,,,,,,0.0526898150587491,,,,0.0526898150587491,,,,,,,,
Italy,1986,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003123116370439,,,,0.003123116370439,,,,,,0.0035097571248069,,,,0.0035097571248069,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,
Italy,1987,,,,,,,,,,,,,,,,,,,,,90.0,189.0,6000.0,0.0,6189.0,0.0,0.0,1898700.0,10.524838619141171,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,,,,,,,,,,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1203700.0,0.0,0.0,57.0,189.0,6000.0,0.0,6189.0,0.0,0.0,625000.0,10.524838619141171,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2356546313637734,,,,0.0086879571261727,0.0775710457693992,,0.1493956284682014,,,0.1578725792871176,,,,0.0,,,0.0999859668818411,,0.0578866124052764,,,0.3315324165029469,,,,0.0,,,0.3315324165029469,,0.0,,,10.85637103564412,,,,0.0,,,10.85637103564412,,0.0,,,
Italy,1990,,,,,,,,,,,21.0,216.0,0.0,2500.0,2716.0,0.0,0.0,500000.0,0.0,4.382274575795821,27.0,216.0,0.0,2500.0,2716.0,0.0,0.0,2105000.0,0.0,4.382274575795821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.1782055840571612,,0.0423291173532449,,,,,0.0016931646941297,,0.1341833020097865,0.0473285654185948,,0.0368111064366849,,,,,,,0.0105174589819099,,0.0,0.3786285233487589,,0.3786285233487589,,,,,,,0.0,,0.0,4.76090309914458,,4.76090309914458,,,,,,,0.0,,0.0,
Italy,1991,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7000.0,0.0,7000.0,0.0,0.0,0.0,12.26177130044843,0.0,0.0,0.0,7000.0,0.0,7000.0,0.0,0.0,0.0,12.26177130044843,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,12.26177130044843,,,,,,,,,,12.26177130044843,,
Italy,1992,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1000.0,0.0,1000.0,0.0,0.0,697300.0,1.7499343774608451,0.0,,,,,,,,,,,2.0,0.0,1000.0,0.0,1000.0,0.0,0.0,697300.0,1.7499343774608451,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0528193552296691,,,,0.0528193552296691,,,,,,0.0034998687549216,,,,0.0034998687549216,,,,,,,,0.0,,,,0.0,,,,,,,,1.7499343774608451,,,,1.7499343774608451,,,,,,,,
Italy,1993,,,,,,,,,,,,,,,,,,,,,8.0,0.0,1000.0,0.0,1000.0,0.0,0.0,625000.0,1.74831287807266,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,1000.0,0.0,1000.0,0.0,0.0,625000.0,1.74831287807266,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0586876502403846,,,,,,,0.0586876502403846,,,0.0139865030245812,,,,,,,,,0.0139865030245812,,,0.0,,,,,,,,,0.0,,,1.74831287807266,,,,,,,,,1.74831287807266,,,
Italy,1994,,,,,,,,,,,,,,,,,,,,,72.0,100.0,7300.0,10300.0,17700.0,0.0,0.0,9300000.0,12.759114901947076,18.002586779459573,,,,,,,,,,,68.0,0.0,7000.0,10300.0,17300.0,0.0,0.0,9300000.0,12.234767714195826,18.002586779459573,,,,,,,,,,,3.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.5243471877512497,0.0,,,,,,,,,,,,,,,,,,,0.8460544749913574,,,,0.8460544749913574,,,0.0,,0.0,0.1258433250602999,,,,0.1188520292236166,,,,,0.0052434718775124,,0.0017478239591708,0.1747823959170832,,,,0.0,,,,,0.1747823959170832,,0.0,30.936484077323733,,,,30.2373544936554,,,,,0.1747823959170832,,0.5243471877512497,
Italy,1996,,,,,,,,,,,,,,,,,,,,,17.0,0.0,600.0,0.0,600.0,0.0,13000.0,32000.0,1.051432576886007,0.0,,,,,,,,,,,17.0,0.0,500.0,0.0,500.0,0.0,13000.0,32000.0,0.8761938140716727,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.1752387628143345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024382252767766,,,,0.0024382252767766,0.0,,,,,0.0297905896784368,,,,0.0297905896784368,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,,,1.051432576886007,,,,0.8761938140716727,,,0.1752387628143345,,,,,
Italy,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,14.0,100.0,0.0,38000.0,38100.0,0.0,4100.0,4524900.0,0.0,66.77913679178968,36.0,100.0,0.0,38000.0,38100.0,0.0,4100.0,5324900.0,0.0,66.77913679178968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4287773375849518,0.0644184623313041,0.3643588752536477,,,,,0.0,,,0.0632644453816954,0.0,0.0246028398706593,,,,,,,0.0386616055110361,,,0.1757345705047097,0.0,0.1757345705047097,,,,,,,0.0,,,66.95487136229438,0.0,66.95487136229438,,,,,,,0.0,,,
Italy,1998,,,,,,,,,,,0.0,5.0,900.0,0.0,905.0,0.0,0.0,0.0,1.5860987258340236,0.0,170.0,5.0,4363.0,219.0,4587.0,0.0,0.0,28700.0,7.689054156459828,0.3859506899529457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,0.0,3463.0,219.0,3682.0,0.0,0.0,28700.0,6.102955430625804,0.3859506899529457,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0022597535530097,,0.0,0.0,,0.0022597535530097,,,,,0.2995964259908711,,0.0,0.0176233191759335,,,,0.2819731068149375,,,,,0.0088116595879667,,0.0088116595879667,0.0,,,,0.0,,,,,8.08381650600074,,1.5949103854219904,0.0,,,,6.488906120578751,,,,,
Italy,1999,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0004400888164725,,,,,0.0004400888164725,,,,0.0,0.0017650381248234,,,,,,,0.0017650381248234,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,
Italy,2000,,,,,,,,,,,,,,,,,,,,,46.0,22.0,46000.0,0.0,46022.0,0.0,300000.0,8050000.0,81.1401961476046,0.0,,,,,,,,,,,46.0,22.0,46000.0,0.0,46022.0,0.0,300000.0,8050000.0,81.1401961476046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703775910755969,,,,0.703775910755969,,,,,,0.0811401961476045,,,,0.0811401961476045,,,,,,,,0.0388061807662456,,,,0.0388061807662456,,,,,,,,81.17900232837084,,,,81.17900232837084,,,,,,,,
Italy,2001,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,30000.0,278100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,175000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238301299903171,,,,0.0085689068645512,,,0.0149955870129647,0.000265636112801,,0.0035164835164835,,,,0.0035164835164835,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,
Italy,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0,0.0,9500.0,9542.0,0.0,0.0,1296000.0,0.0,16.61332913628176,34.0,62.0,10000.0,9500.0,19562.0,0.0,30000.0,1942000.0,17.487714880296593,16.61332913628176,,,,,,,,,,,2.0,20.0,10000.0,0.0,10020.0,0.0,30000.0,646000.0,17.487714880296593,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1528279465810452,0.0,0.101990225936681,,0.0508377206443641,,,,,,0.0594582305930084,0.0,0.055960687616949,,0.0034975429760593,,,,,,,,0.1084238322578388,0.0,0.0734484024972456,,0.0349754297605931,,,,,,,,34.20946784883619,0.0,16.68677753877901,,17.522690310057186,,,,,,,,
Italy,2003,,,,,,,,,,,0.0,2.0,230.0,0.0,232.0,0.0,0.0,561352.0,0.3995483366629028,0.0,20092.0,2.0,1580.0,0.0,1582.0,0.0,100000.0,5766352.0,2.744723356206028,0.0,,,,,,,,,,,3.0,0.0,1350.0,0.0,1350.0,0.0,100000.0,805000.0,2.345175019543125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20089.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,0.0,0.0,,,,,,,,,0.3663152812629038,,0.0356606422513737,0.2795159292316488,0.0511387097798812,,,,,,34.903152957526274,,0.0,34.89794145748285,0.0052115000434291,,,,,,,,0.0034743333622861,,0.0034743333622861,0.0,0.0,,,,,,,,2.7481976895683142,,0.4030226700251889,0.0,2.345175019543125,,,,,,,,
Italy,2004,,,,,,,,,,,,,,,,,,,,,2.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.3451370193967005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.3451370193967005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.003451370193967,,,,,,,,,0.003451370193967,,,0.0,,,,,,,,,0.0,,,0.3451370193967005,,,,,,,,,0.3451370193967005,,,
Italy,2005,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,0.015442425490297,,,0.015442425490297,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,
Italy,2006,,,,,,,,,,,,,,,,,,,,,5.0,9.0,150.0,0.0,159.0,0.0,0.0,0.0,0.256221922347676,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,150.0,0.0,159.0,0.0,0.0,0.0,0.256221922347676,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,0.0085407307449225,,,,,,,0.006832584595938,,0.0017081461489845,,,0.0153733153408605,,,,,,,0.0153733153408605,,0.0,,,0.2715952376885366,,,,,,,0.2715952376885366,,0.0,,,
Italy,2007,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,0.0289371553074147,,,0.010213113637911,,,,,,,,0.0187240416695036,0.0,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,,,,,,0.0,
