Entity,Year,biomass_nox,brown_coal_nox,coal_coke_nox,diesel_oil_nox,hard_coal_nox,heavy_oil_nox,light_oil_nox,natural_gas_nox,process_nox,biomass_so2,brown_coal_so2,coal_coke_so2,diesel_oil_so2,hard_coal_so2,heavy_oil_so2,light_oil_so2,natural_gas_so2,process_so2,biomass_co,brown_coal_co,coal_coke_co,diesel_oil_co,hard_coal_co,heavy_oil_co,light_oil_co,natural_gas_co,process_co,biomass_oc,brown_coal_oc,coal_coke_oc,diesel_oil_oc,hard_coal_oc,heavy_oil_oc,light_oil_oc,natural_gas_oc,process_oc,biomass_nmvoc,brown_coal_nmvoc,coal_coke_nmvoc,diesel_oil_nmvoc,hard_coal_nmvoc,heavy_oil_nmvoc,light_oil_nmvoc,natural_gas_nmvoc,process_nmvoc,biomass_bc,brown_coal_bc,coal_coke_bc,diesel_oil_bc,hard_coal_bc,heavy_oil_bc,light_oil_bc,natural_gas_bc,process_bc,biomass_nh3,brown_coal_nh3,coal_coke_nh3,diesel_oil_nh3,hard_coal_nh3,heavy_oil_nh3,light_oil_nh3,natural_gas_nh3,process_nh3
Italy,1862,7098.40141166973,106.939727881956,391.541180684242,0.0,1584.11196425423,0.0,0.0,0.0,1119.33411702256,5067.04509450362,395.502428462931,17.2388479797299,0.0,3580.21958630232,0.0,0.0,0.0,276.320626923362,2483769.98609339,100.221233601963,366.942584494503,0.0,1484.59004306084,0.0,0.0,0.0,1199.10385466876,45996.7997043793,27.2985495767624,0.615763912299,0.0,12.669587605515,0.0,0.0,0.0,0.0,200110.868638242,40.3973635787926,147.907907991225,0.0,598.4113503648721,0.0,0.0,0.0,53450.5784143797,4617.35959179948,2.0705567945463,0.3848524451868,0.0,63.7827406226931,0.0,0.0,0.0,0.0,1215.86512211152,0.0116312634370969,0.0,0.0,0.172295403542,0.0,0.0,0.0,122597.98886471
Italy,1863,7099.37822526667,93.2131359448693,341.2836559994,0.0,1380.77818973801,0.0,0.0,0.0,1077.7504650708202,5076.320489681159,344.736445107988,15.0261003286004,0.0,3118.2448839490703,0.0,0.0,0.0,240.852606154094,2489001.15250142,87.35701555753201,319.842491559388,0.0,1294.03072410079,0.0,0.0,0.0,1054.31452186757,46108.8567233586,23.7944471988032,0.536725559377,0.0,11.0422991454284,0.0,0.0,0.0,0.0,200611.531239053,35.2120303433058,128.922713831158,0.0,521.60034121356,0.0,0.0,0.0,53544.0370894729,4627.80199372531,1.8040132993285,0.3354534746106,0.0,55.5938214785926,0.0,0.0,0.0,0.0,1218.9002379677302,0.0101382952944248,0.0,0.0,0.1501798741321,0.0,0.0,0.0,123139.606010302
Italy,1864,7099.91861239725,139.50048084899998,510.756704355265,9.9936723036045,2066.43859217642,20.689942382682297,7.0833977286868,0.0,1246.36267653246,5086.2366536961,515.924063397913,22.487691245199898,2.1478470463454,4663.06051401479,36.34822235732,0.1735918153455,0.0,361.828850155015,2494622.40644713,130.736355474799,478.668386340592,4.901743638698,1936.6144740823504,23.8537774754476,137.11258916797,0.0,1211.87503862535,46229.811671661,35.6100191693353,0.8032502378348,0.0438385266964605,16.524071866447,0.3316109965022,0.1113418227687,0.0,0.0,201152.414721045,52.6974563699472,192.942554603479,0.9402665542811,780.614209281939,4.8343250828144,21.9080302057143,0.0,53749.002939538994,4639.06167946815,2.6986886597743003,0.5020313986467,0.1446880010517,83.19752766611151,0.867768385445,0.0964151283261693,0.0,0.0,1222.17896942375,0.0151727227522727,0.0,0.0014269472410619,0.2247554965608,0.0163512574007545,0.0014493503508224,0.0,123707.255192481
Italy,1865,7099.52755183432,108.535843223478,397.385078903411,69.6844685615126,1607.75542640728,145.282294782278,49.5336503082851,0.0,1151.17131734926,5095.74188167661,401.405449783272,17.4961442182333,15.0523076690406,3625.18785308944,253.685140617535,1.2055572111945998,0.0,290.068265698182,2500062.49343437,101.717072909455,372.41933948695896,34.17723255158,1506.7481034050302,167.97323199907598,955.4897123093748,0.0,1014.8291957056,46347.8583224757,27.7056082996226,0.6249544184527,0.3120315966617,12.855042967101,2.3139995172955,0.7725549432254,0.0,351.999999999999,201681.046834138,41.0003093038491,150.115488707513,6.5586405654116,607.342863056886,34.172521813915395,152.695645453574,0.0,53871.8943357108,4650.00846126798,2.0987690375736,0.3905965115329,1.0279131267432,64.7281519238725,6.0321913689119,0.6709610857342999,0.0,211.0,1225.38305813817,0.0118048643839193,0.0,0.0099801568626299,0.1748669767291999,0.1142752565876,0.0105203514102921,0.0,124240.143522961
Italy,1866,7322.2651344938095,125.454665843609,459.33040002658896,99.161577165338,1883.4954710597,208.193149742936,70.6907043503164,0.0,1219.64484688632,5154.21142988406,463.977475778902,20.2234843463698,21.5281344992512,4243.62338170228,361.331960691796,1.7085246106326,0.0,337.908999239083,2520701.00559297,117.57296956887,430.472942406986,48.6317092051589,1765.16476460161,241.386411893082,1358.84184015243,0.0,1163.4221281994298,46553.3099838618,32.024263158875705,0.7223737836821,0.4531370329114,15.0638689860847,3.2953123601058003,1.0931304038813,0.0,357.20000000000005,202415.678944468,47.3915339894492,173.515844300154,9.3362919681952,711.505937507123,49.2927479884126,217.192528882635,0.0,54046.6635428507,4678.62328154032,2.4258456123660004,0.4514836148013,1.4900247342327,75.8317711416298,8.5571204133851,0.9542105918681,0.0,214.2,1229.92738147348,0.0136450344202361,0.0,0.014245255815338,0.204857749691,0.1629880363453,0.015564894109716,0.0,124798.120647086
Italy,1867,7534.087843026659,122.900881297173,449.980162875921,158.03797119705402,1869.76260687678,334.144747293644,112.99042810316,0.0,1223.51420903236,5199.18636389082,454.532641666353,19.8118103647642,34.4847743347157,4209.39984881652,576.409718523389,2.7117091497406003,0.0,339.55896939771304,2534269.58626621,115.179626676883,421.710134419057,77.5019362345049,1752.29466836554,388.498769449497,2164.31280035276,0.0,1208.88982169318,46617.8095033189,31.3722124773176,0.7076689738362,0.7368289547461,14.9581122702113,5.2558500056199,1.7322085736950998,0.0,362.4,202528.0473082,46.42682082935861,169.983715154095,14.884930992698798,706.318234879079,79.6285280522861,345.996766892788,0.0,54217.753440107896,4693.5384446075,2.3763817698499,0.4422931086476,2.4185795976809,75.28119162325329,13.5948741614072,1.5198590545473,0.0,217.4,1230.69543686332,0.0133672729053202,0.0,0.0227730224204963,0.2033640993497,0.260360933274,0.0257615450938619,0.0,125349.329768599
Italy,1868,7735.98607014331,138.542811644086,507.250365423766,285.3185450019509,2135.4723323675403,607.515453932383,204.587161886284,0.0,1298.2896584846,5232.77083758236,512.382250605707,22.333313502097894,62.5757506683962,4803.84353320214,1041.62108227039,4.8752056796606,0.0,397.848138331209,2541911.14864188,129.838851890304,475.382333345118,139.912300005592,2001.3111657529,708.289380767216,3904.98421629803,0.0,1258.98152323479,46564.978487697095,35.3648622180103,0.7977359341426,1.3569175911689,17.0884473222839,9.4960362915096,3.1092344101589,0.0,367.6,202123.133552637,52.3356889349134,191.618006173708,26.8825830316793,806.692273598534,145.705090324386,624.378663250387,0.0,54488.0773218919,4697.01433847715,2.678737064129,0.4985849588391,4.4463086345165,85.9819635553325,24.465687698452,2.7422973998316,0.0,220.6,1228.32396617667,0.0150685621841793,0.0,0.041240947951635,0.2322639280307,0.4711427212283,0.0482481361900499,0.0,125905.231268412
Italy,1869,7938.623549021089,155.14241119591298,568.02690690311,244.993741406162,2422.39899530614,525.340028672712,176.188858099491,0.0,1358.1886444634602,5277.6206473540005,573.7736723372659,25.0091943825335,54.00679451010341,5445.04547502394,895.256971827165,4.1684654267403,0.0,435.24058386652,2555931.6408066503,145.395580688221,532.340585266653,120.131101941724,2270.21164532718,614.160930405548,3350.9854547855703,0.0,1304.0083065131,46649.1461987304,39.6019282701418,0.8933171981412,1.1882264953127,19.389769083335302,8.1601985373663,2.6542218292854,0.0,372.8,202331.293394575,58.606324475502,214.576845623091,23.0915374985391,915.081185303777,126.796654576483,535.893881577311,0.0,54594.001552807495,4713.39610299322,2.9995872626401,0.5583232488383,3.8870440440003,97.5376936447696,20.9401586068461,2.3533356208568,0.0,223.8,1229.66888154024,0.0168740120311315,0.0,0.0355222209451472,0.2634714097577,0.4055007708262,0.0429346556483976,0.0,126466.56367384
Italy,1870,8137.62948554082,222.817701676434,815.808191395826,322.110049927107,3523.69733424258,695.587988668224,232.332393657361,0.0,1608.9590813399,5324.4497561301005,824.061776319778,35.918554895079005,71.3710872775069,7914.34714002113,1178.1837846593698,5.457079669213,0.0,621.104403565392,2571287.16634699,208.81916732588095,764.554996946758,157.935262116386,3302.3208556090503,815.402594636379,4402.989358323581,0.0,1657.73697125035,46766.0692718474,56.8765583289248,1.2829946590588,1.5928507339469,28.212646633804106,10.7370736311982,3.4691156860364,0.0,377.999999999999,202689.222657384,84.1712232179021,308.178267993658,30.3710820741278,1331.10570947168,168.941559260523,704.258527191197,0.0,54903.7246999744,4732.7056023418,4.3078991508877005,0.8018716619117,5.202237105612499,141.885755349485,27.4416600393345,3.0922824226903,0.0,227.0,1231.92011823217,0.024234692176399,0.0,0.0468492899749222,0.3832537521734,0.5343937045952,0.0584452691267295,0.0,127050.466845315
Italy,1871,8259.64952456131,189.618502572782,694.255108437135,349.993920504052,2988.8894415243203,761.157973224746,253.194963913356,0.0,1506.27530838243,5350.25833477572,701.278932856659,30.5667931342077,77.9489937721915,6723.93903612982,1281.41094551863,5.9037422674958,0.0,539.4456194138551,2579046.81134375,177.705709730048,650.6384931036871,171.59691352596502,3097.56461109518,894.6708750805091,4781.09279587882,0.0,1470.5143662381,46802.1116742135,48.4018529681991,1.0918321310615,1.7642770109032,32.7222894705599,11.6756389908905,3.7777742108273,0.0,392.4,202748.484148953,71.6299521367247,262.26058909488995,33.0123089572759,1132.1184031864,186.01338582318,764.875273833871,0.0,55221.3047381213,4741.04208394993,3.6658722703053,0.6823950819134,5.753028556574501,126.440819464088,29.7187824886681,3.3709270141356,0.0,235.6,1232.32941079714,0.0206237924824943,0.0,0.0510646140375836,0.3307175067027,0.5820283474739,0.0656919524972746,0.0,128128.178401822
Italy,1872,8377.284345411039,247.717101004173,906.973003614844,338.911225586292,3891.89872650119,742.285620062887,245.910278306094,0.0,1717.42250713316,5373.78805340387,916.148908917118,39.9323762157326,75.8709210227071,8769.57755719223,1242.04176285859,5.6916645506659,0.0,688.191300797826,2585757.34758994,232.154260522756,849.9923748290599,166.15325172738,4420.9524390554,874.819222083425,4626.72202291324,0.0,1877.38155091734,46820.223716967295,63.2317091899669,1.4263665550568,1.7411636242377,54.1313154275168,11.3148088977886,3.6663106915514,0.0,406.799999999999,202731.08293618905,93.5771765287853,342.616527167735,31.9787924400253,1478.12661893288,182.513034020342,740.3150619483961,0.0,55654.623997883,4747.50893349562,4.7888736957103,0.8914790969105,5.6689557011143,172.62268737596702,28.681631386082906,3.2748827837939,0.0,244.2,1232.27222027296,0.0269428669468274,0.0,0.0496036442713477,0.4380039407046,0.5649401534556,0.0657478266954156,0.0,129242.966244939
Italy,1873,8489.81999610495,232.07517065726,849.702801066997,279.684240950763,3634.18284811401,616.919161603075,203.545753659336,0.0,1666.3612041692,5393.522074473651,858.299299977763,37.4108730783989,62.936743726173496,8202.24967639304,1025.99146296693,4.676090190387701,0.0,639.5255821776091,2590594.8744948,217.495035309335,796.320175902995,137.108564211702,4491.5252043279,728.9952741699,3815.6951109818297,0.0,1919.93043931315,46803.377686831605,59.2386656744379,1.3362995947504,1.4641437763003,61.3775025231051,9.3448647068212,3.0323966695364,0.0,421.200000000001,202561.340108673,87.6683084232304,320.982236148122,26.4001333219094,1383.96485918279,152.606701877584,610.657003306382,0.0,55914.1927047488,4750.476338248301,4.486284895733601,0.835187246719,4.7599147579621,168.693424599827,23.5893480182848,2.7114762773814,0.0,252.8,1231.28953366758,0.0252415776679685,0.0,0.0410649247461223,0.4159151801175,0.4673300134702999,0.056035754797723,0.0,130335.107737522
Italy,1874,8595.967618378429,249.313216345695,912.816901834012,355.398772324072,3891.27639237574,789.506701144892,259.430193818621,0.0,1744.96213141829,5406.72213457012,922.05193023746,40.189672454236,80.3908491508722,8796.972502727529,1305.02973109747,5.9151658314525,0.0,695.0650464917339,2592072.0496209203,233.650099830248,855.469129821515,174.21517368122198,5199.84814417801,935.388426131882,4845.48448256914,0.0,2015.53916438444,46720.8344520596,63.638443295656,1.4355570612105,1.8954451723225,77.3929270605037,11.884129321903,3.8620295733675,0.0,435.600000000001,202102.636690354,94.1801222538418,344.824107884022,33.5596476378785,1485.8625542894,196.468681335942,775.60779174068,0.0,56366.301379205805,4747.00202301813,4.8193031815383,0.8972231632566,6.1531309246838,188.712252337875,29.8728220021185,3.4569162436592,0.0,261.40000000000003,1228.55272006355,0.0271164678936497,0.0,0.0523482003801736,0.4527792858704,0.5952743710607,0.0734838756770696,0.0,131444.82541333098
Italy,1875,8698.6116661063,255.05923157517304,933.854935423015,363.524796905663,3967.82593348061,813.313765544791,266.16838765254505,0.0,1776.02754476076,5419.51644401266,943.302806990691,41.1159389128484,82.6583574465745,8984.92843683153,1336.1970788298402,6.0227552467537,0.0,711.286903569469,2593517.5327399103,239.03512133721895,875.185447794354,178.187540644289,5701.99977864867,966.105751313391,4952.999699527611,0.0,2037.54815456491,46641.38763897,65.1047911090915,1.4686428833639,1.9748268182013,90.89715132555612,12.1656302669754,3.9593362762717,0.0,449.99999999999903,201660.724791968,96.3507268640455,352.771398462655,34.33999273722,1519.17409325201,203.59073867077095,792.967393834626,0.0,56730.629332599005,4743.67142243852,4.9301572237276,0.9179018021024,6.4017724498517,200.722788520949,30.4501030811445,3.5477195109633,0.0,270.0,1225.91624843256,0.0277414313022101,0.0,0.053716799804751,0.4693113072983,0.6103617997979001,0.0775146501080264,0.0,132549.00662610502
Italy,1876,8566.398457321031,346.03780604191195,1266.95713391558,352.517261514324,5415.996214119699,697.9695373588189,258.897594044798,0.0,2102.00594253701,5392.90838202583,1279.7750222502,55.7818245075441,80.5754691835822,12300.4473968841,1351.73152696684,5.8133336567038,0.0,944.990867261222,2585882.8431574404,324.297961864262,1187.36048236431,172.781279641359,8618.87188376839,816.523221372474,4799.82001011188,0.0,2273.60731683872,46619.1329423591,88.3284669051732,1.9925017341258,1.9502830739936,149.130001324353,9.9283516081084,3.8523429226515,0.0,406.6,201671.329534748,130.718633192272,478.60349929101096,33.3129119201692,2082.16909050599,167.299454080091,768.590223803787,0.0,57219.9513226666,4736.359607855919,6.6894031137485,1.2453135838285998,6.3135162050133,291.338045037304,24.808540750941702,3.4503230740673,0.0,244.0,1225.92625891424,0.0376366852710838,0.0,0.0522581781227938,0.6565390930659,0.5089397089528,0.0774666403621725,0.0,133696.367994481
Italy,1877,8436.63136060145,317.94617603113,1164.10452525823,398.518125765358,5006.53173633274,684.746930817048,293.58125621939,0.0,2019.62305291709,5369.008132596669,1175.8818470121798,51.2534107098835,91.568904216584,11403.4718154026,1593.6345715685002,6.5410819545442,0.0,879.279043418983,2579652.21742681,297.971190052403,1090.9695944970902,195.315696483953,8728.452618456879,783.901912935029,5422.50841490892,0.0,2110.8261722603097,46624.5707601946,81.1588694424327,1.8307488258204,2.2449809682133,160.738411726986,9.108796270002902,4.3697455113495,0.0,363.2000000000001,201803.935411736,120.106788431276,439.750078684361,37.6745189885276,1932.50970358943,154.113662895413,868.46801940535,0.0,57566.1349002892,4731.7513857698,6.1469759735051,1.1442180161377,7.2577876432897,285.16125008384404,22.7533492230865,3.9120009976822,0.0,218.0,1226.67677078091,0.0345813086070106,0.0,0.0592689643991589,0.6214341911557,0.4812050853077,0.0901971848370177,0.0,134798.35428497
Italy,1878,8304.92004701989,316.988506826216,1160.59818632673,377.981670377883,5021.58646340619,548.853961324743,279.312966685929,0.0,2025.4358654977705,5338.488155675211,1172.34003421997,51.0990329667814,87.30839196318111,11470.3367850527,1575.77186457268,6.1744928283945,0.0,926.919150132511,2569759.21596548,297.073686467908,1087.68354150162,185.238961342143,9506.95589972886,608.488394621031,5139.58125495396,0.0,2181.20605227315,46552.992169758494,80.9153912534333,1.8252345221281,2.1677540172017,183.897721820855,6.6310095725502,4.1586244130715,0.0,319.80192080388696,201593.167556596,119.745020996242,438.425530254588,35.746967058445506,1945.97820204222,112.037511748415,823.314666698378,0.0,57977.120833169305,4719.822483506759,6.129083141052001,1.1407715763301,6.998975221280101,301.72387716625,16.6022352326732,3.7213503003509,0.0,192.009719564596,1225.3451600195,0.0344771480389171,0.0,0.0563979149607448,0.6376777624343,0.3667427631600999,0.0880574537066334,0.0,135910.685349794
Italy,1879,8173.446721258269,363.595074798651,1331.24001432642,461.116381996174,5794.48901311957,544.7613402427501,341.805136988785,0.0,2206.58415336718,5305.98468738478,1344.70825677397,58.6120831310817,107.075229530764,13272.8296185973,2003.37293113213,7.4962134481171,0.0,1006.85428373238,2558722.10297638,340.75219424667404,1247.60478728131,225.966696341274,11825.5422496037,573.8780528088861,6265.700041538081,0.0,2268.68135098433,46456.4423277668,92.8134366280356,2.0935973018167,2.6918699506939,238.055784436922,5.636543086183,5.0905868618308,0.0,276.4,201270.339665613,137.35103616789502,502.88688717016703,43.6263869958285,2254.19040969421,93.8982128475065,1003.90605948132,0.0,58402.0006076614,4705.55473118665,7.0309509896076,1.3084983136354,8.680120304149899,366.069024817743,14.231117410561,4.5533056346550005,0.0,166.0,1223.33440655204,0.0395462956861295,0.0,0.0690277384968439,0.7521871228005,0.337563408664,0.1105119524703,0.0,137050.984318149
Italy,1880,8038.948232583371,425.843573117998,1559.15204487397,459.204320110716,6827.045498762551,416.11638571814,341.45172386804103,0.0,2433.77247821631,5264.56495123993,1574.92608826731,68.6466364327155,107.197736420776,15680.9677230365,2078.39891409145,7.4286414579682,0.0,1167.69763373255,2542775.20251338,399.089927238861,1461.19823198707,225.015218341562,14925.7999732436,399.98987279722496,6235.3988200366,0.0,2656.19361746389,46257.09498061901,108.704669217,2.4520270418116,2.7282583138085,310.574286930717,3.167610389676,5.0868522927688,0.0,233.0,200489.557761066,160.865919445102,588.982535105358,43.462662480197,2665.95996192425,49.755496541372,999.249466094489,0.0,58852.670220197295,4681.495964223141,8.2355053583292,1.5325169011322,8.7865459265939,452.145016305429,8.2257831559618,4.5479557131255,0.0,140.0,1218.54657016273,0.0463167326122007,0.0,0.0689680031224022,0.9052372765116,0.2263168209815,0.1131547648892,0.0,138201.253019008
Italy,1881,8103.99427385249,502.7763325793479,1840.82793903786,466.623836657076,8060.15937599564,412.365892772025,348.059331337864,0.0,2714.32166726344,5267.98558714553,1859.45171590781,81.0483151285808,109.510511087206,18537.6237283285,2128.03939830907,7.5112629816129,0.0,2143.64696624289,2541019.6025186903,471.189381859977,1725.17782262341,228.636013602241,18309.415692783,391.858178953462,6331.71771713177,0.0,3227.3653525055897,46148.822104028,128.34281147360298,2.8950094384208,2.8210854820968,387.7312498786821,2.9845603276596,5.182535644942,0.0,228.0,199950.994945888,189.927903392831,695.3879256303879,44.1825112709526,3154.43695185864,46.6830329073801,1014.88845408614,0.0,59408.2409461441,4674.05048365051,9.7235600039669,1.809380899013,9.0745117842965,548.396594188624,7.7731580713174,4.6359084587943,0.0,137.0,1215.30882621386,0.0546842982490379,0.0,0.0703145302896158,1.0819608984876,0.2198975857405,0.1181620601241,0.0,139525.18014441198
Italy,1882,8171.25378809032,530.229516453522,1941.34298840755,473.964337570096,8500.01204224492,408.01956589095,354.65233407037,0.0,2822.57904311556,5281.98902045344,1960.9836826177,85.47381043084,111.828348330104,19574.9095909781,2178.16669081988,7.5910921042174,0.0,2991.7464564454003,2545169.91947162,496.917817948839,1819.37800849365,232.217489195848,20031.8806785893,382.837613923113,6426.78442138409,0.0,3306.63130000733,46165.742143383606,135.350306741088,3.0530861442647,2.9154163933234,431.1006387185621,2.7933559612025,5.277896642303699,0.0,223.0,199971.378283751,200.298569863805,733.358313950525,44.8955941738496,3333.8747138194603,43.3674527309097,1030.33500914531,0.0,59880.0319225521,4678.46734593158,10.2547408239538,1.9081788401654,9.3668756628087,593.703410426381,7.3058553463233,4.7236638611978,0.0,134.0,1215.45998549093,0.0576702345343822,0.0,0.0716585889026055,1.1549209074414,0.2130818940531,0.1232785691341999,0.0,140837.591291255
Italy,1883,8234.48535787703,561.832600215652,2057.05217314706,499.734450491929,9006.37752454669,418.573820073679,375.1242110673901,0.0,2947.51611711563,5293.31495292366,2077.8635047604703,90.5682759532078,118.541684477215,20768.234608587,2314.51536277081,7.963054813058901,0.0,3853.31839388029,2548023.55766961,526.53543623718,1927.81775734425,244.82729499265704,21989.5749368944,387.256909842748,6771.39028263434,0.0,3444.74037985011,46158.9975931797,143.417088280387,3.2350581661083,3.1270694964486,480.3164617452241,2.6938748402747,5.5795868177899,0.0,218.0,199889.117528144,212.236895219926,777.0684121330061,47.355825896287904,3540.18157725264,41.3349400680897,1085.80395696776,0.0,60378.4741518039,4680.49352816863,10.8662086349984,2.0219113538177,10.0353191499584,645.367977473348,7.086958833929,4.9962687419037,0.0,131.0,1214.98732480731,0.0611075332814646,0.0,0.075807876344817,1.238442698415,0.2137905993278,0.1334468446476999,0.0,142156.21921779998
Italy,1884,8296.730017167629,621.527313988561,2275.61396654394,571.345288973214,9963.03684271918,465.016527176299,430.250151241621,0.0,3175.73910558398,5308.42425946474,2298.63650214127,100.191155273236,136.25871583417,23004.3410358519,2667.0865576391,9.05710654157,0.0,4794.349941319249,2553089.8702968,582.4798263373771,2132.64839406208,279.891829603602,25168.5910971674,423.557552349808,7736.14676577752,0.0,3610.08542330807,46201.1159462495,158.654650249678,3.5787830962573004,3.6364680859778,557.370272530094,2.7922250327077,6.3961215000093,0.0,213.0,200026.562278303,234.787065337042,859.6319309221379,54.1639524584627,3924.70442754786,42.0991460566133,1240.76070215069,0.0,60973.4484414506,4687.07341481229,12.0210288179152,2.2367394351608,11.6569474165574,731.9461589959179,7.4044764889669,5.7304166331051,0.0,128.0,1215.84598137653,0.0676002086926198,0.0,0.0869629471161679,1.3862470805639,0.2319406852656,0.1565670050257999,0.0,143486.424443415
Italy,1885,8357.15534620192,704.8445348159989,2580.66545358451,715.738384332331,11298.3205692356,565.272299427492,540.718548970802,0.0,3494.97018293069,5325.54841002354,2606.77421506314,113.622018923115,171.617725106685,26121.613386076,3367.8482829886902,11.2866077550943,0.0,5807.41770691849,2559408.2449499103,660.562638188462,2418.53500466826,350.603818678268,29495.5120298779,505.991000044248,9684.22367529944,0.0,3962.08311635146,46272.2436877355,179.922113851519,4.0585275174813,4.6329720546035,661.595330794874,3.1371334273351,8.0340681769918,0.0,208.0,200295.476039646,266.26083218499804,974.8676443123188,67.8805108663568,4460.29046100851,46.098858227460894,1553.52703906927,0.0,61686.6822264677,4696.30599312827,13.6328002301318,2.5365796984258,14.8350026438025,850.487112861764,8.4094445217379,7.2016306834204,0.0,125.0,1217.50077707348,0.0766621781167464,0.0,0.1093096853386,1.5904415624999,0.2748531118092,0.2011882154855,0.0,144835.581770278
Italy,1886,8329.84245528965,706.121427089215,2585.34057215984,548.220076270576,11309.0453309695,432.5895040441,415.503372592007,0.0,3491.89649849633,5316.2565698835,2611.49663211941,113.827855913918,132.16406673095398,26174.1347757238,2592.38508975748,8.5990311067769,0.0,6561.75971264424,2555667.9211210697,661.759309634454,2422.91640866222,268.526880073595,30358.603283521097,386.314646288168,7412.19451692928,0.0,3897.63919738415,46221.0675348532,180.249323309179,4.0658799224043,3.6085076581453,688.233574326634,2.3926536193189003,6.1799969911223,0.0,201.0,200088.348999467,266.743188765043,976.633708885346,52.0147324742574,4472.88832587031,34.7402899893168,1189.30274691721,0.0,61928.8585256532,4690.21712262114,13.657746721704,2.5411749515027,11.5422255758821,869.310754385051,6.328646675398399,5.5347239879529,0.0,120.8,1216.23408678025,0.076801058874204,0.0,0.084011021431678,1.6081038958958,0.2092230242619999,0.158005400751,0.0,146154.585157231
Italy,1887,8299.88802845279,864.136845899865,3163.88649585745,582.262463967394,13827.8732199945,459.022542858394,442.740475360385,0.0,4058.6433495286497,5303.6066395483,3195.89574283329,139.30018352575797,141.135540840887,32037.8257054398,2767.09997869248,9.0837516915759,0.0,7751.34215484948,2550164.01896058,809.84740107616,2965.11515291528,285.1818296837,38140.356480782,408.916841177915,7866.63328136893,0.0,4609.414368630471,46134.644562619695,220.58695242363495,4.9757400316223,3.8967591263449,873.37860315878,2.5308330071729,6.5919183962176,0.0,194.0,199725.539699175,326.434815545646,1195.18419979775,55.2678322913734,5479.3235635296605,36.2714643797561,1262.48747133222,0.0,62651.6550471637,4680.70589824208,16.7143740839001,3.1098375197639,12.4511702827091,1084.99505429911,6.603105121883201,5.8983752711348005,0.0,116.6,1214.02266020348,0.0939875526096159,0.0,0.0895334773504053,1.9860220792778,0.220831278203,0.172002306701,0.0,147543.27327995302
Italy,1888,8268.706508243931,930.535244107172,3406.9926617748297,534.462255960374,14877.5807860336,420.922933865263,407.724234153214,0.0,4308.33159138777,5290.603694440551,3441.46142975954,150.0037070475,130.257390783379,34506.6014095645,2552.69987384899,8.2924148459595,0.0,8691.82317181654,2544528.80517415,872.0743162678281,3192.94816060142,261.752025505184,42132.10028547541,374.019182552386,7215.42994506149,0.0,4915.97372487755,46046.7083970631,237.53803988689,5.3580650876169,3.6363044616246,974.011775316028,2.3139671253084,6.076834747981399,0.0,187.0,199356.979049346,351.51735770800104,1287.01955759529,50.7521524457979,5906.22402937817,32.6990516743408,1158.2275935927898,0.0,63131.3469655776,4671.0023166613,17.9989989311726,3.3487906797605,11.6070505605869,1191.13936081749,5.9531963307439,5.4326456529457,0.0,112.4,1211.77586873192,0.1012093519974,0.0,0.0824664771649451,2.1580353843609,0.2014303010564999,0.1617587779761,0.0,149012.695284542
Italy,1889,8238.02232674236,961.819104800995,3521.5330668705096,532.150215203251,15364.5494432971,418.66424621738,407.29689153137,0.0,4441.3112258948695,5280.91140294324,3557.16064763823,155.046713322168,130.405524546668,35674.0889930539,2554.51744137142,8.2107076604063,0.0,9548.44593571058,2540752.2743813,901.3927666946688,3300.2925584535496,260.60151048704,44642.318341457096,371.022945729577,7178.79009588357,0.0,5091.6773775851,45998.3865060461,245.525602533475,5.5381990082298005,3.6803048045245,1041.40896891455,2.2953427664776,6.0767269581402,0.0,180.0,199165.45685038695,363.335093919109,1330.28813963451,50.5541788572027,6110.82815153043,31.945160789351892,1152.59690047476,0.0,63600.443216633,4665.0439234284,18.6044507712691,3.4613743801436,11.7357390609771,1254.72588228055,5.8210469550923,5.4277214341119,0.0,108.2,1210.60238177877,0.1046119305551,0.0,0.0823942459147948,2.2506164795514,0.1992903793228,0.1649544329245,0.0,150478.464461264
Italy,1890,8206.5179810677,1044.17865642352,3823.07821497957,538.8173755224391,16665.8894718303,423.442707943867,413.76543835457903,0.0,4754.70482179241,5271.73064428767,3861.75654776791,168.323199228945,132.766503103503,38736.9761714484,2599.70137856004,8.2667410239304,0.0,10591.281686013,2537314.02825805,978.578074961258,3582.89311606424,263.847919121666,49649.1365310466,374.218444644905,7263.18609819116,0.0,5491.40856266318,45958.2570803903,266.55156847953,6.0124291257615,3.7874500300861,1168.20254233071,2.3158362400257,6.1795946333319,0.0,173.00192080388695,199011.317796975,394.447093332032,1444.19930459492,51.209605486828096,6640.61022558106,31.7044808597935,1166.40361668763,0.0,64253.07369996909,4659.822217793269,20.1978989790271,3.7577682036009,12.0655811677622,1387.72392319532,5.7872448236936,5.514703772466899,0.0,104.009719564596,1209.65515227106,0.1135697394111,0.0,0.0837172684657169,2.4650415460162,0.2005007547194,0.1710016193866,0.0,151971.419056332
