Entity,Year,Primary energy (TWh),Fossil Fuels (TWh),Low-carbon energy (TWh),Coal (% primary direct energy),Gas (% primary direct energy),Oil (% primary direct energy),Nuclear (% primary direct energy),Hydro (% primary direct energy),Renewables (% primary direct energy),Solar (% primary direct energy),Wind (% primary direct energy),Other renewables (% primary direct energy),Coal (% sub energy),Gas (% sub energy),Oil (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Renewables (% sub energy),Solar (% sub energy),Wind (% sub energy),Other renewables (% sub energy),Fossil fuels (% sub energy),Low-carbon energy (% sub energy),Coal (% growth),Coal (TWh growth – sub method),Gas (% growth),Gas (TWh growth – sub method),Oil (% growth),Oil (TWh growth – sub method),Nuclear (% growth),Nuclear (TWh growth – sub method),Hydro (% growth),Hydro (TWh growth – sub method),Solar (% growth),Solar (TWh growth – sub method),Wind (% growth),Wind (TWh growth – sub method),Other renewables (% growth),Other renewables (TWh growth – sub method),Renewables (% growth),Renewables ((TWh growth – sub method),Fossil fuels (% growth),Fossil fuels (TWh growth – sub method),Low-carbon energy (% growth),Low-carbon energy (TWh growth – sub method),Fossil Fuels (% primary direct energy),Low-carbon energy (% primary direct energy),Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Solar per capita (kWh),Wind per capita (kWh),Hydro per capita (kWh),Renewables per capita (kWh),Fossil fuels per capita (kWh),Low-carbon energy per capita(kWh),Other renewables per capita (kWh),Hydro (TWh – sub method),Nuclear (TWh – sub method),Renewables (TWh – sub method),Solar (TWh – sub method),Wind (TWh – sub method),Other renewables (TWh – sub method),Low-carbon energy (TWh – sub method),Primary energy – direct (TWh),Biofuels (TWh),Biofuels (% primary direct energy),Biofuels (% sub energy),Biofuels (% growth),Biofuels (TWh growth – sub method),Biofuels per capita (kWh)
Italy,1987,,1604.47216135448,,,,,,,,,,,9.917819840550615,21.20671817226843,61.89103509483525,0.0280201576885583,6.361703043025842,,0.0,0.0,0.5947036916312982,93.01557310765432,,-0.7355422093258679,-1.267671014135999,10.925126562990384,36.02852882280001,4.273351508887124,43.75216527948192,-98.01324503311258,-23.84446352,-3.871423009538655,-4.419447980000015,,0.0,,0.0,5.484147386461036,0.5333337600000014,,,5.145158944252315,78.5130230881457,,,,,3000.9373572452987,18727.01080284592,6416.736118509683,8.47834900364861,0.0,0.0,1924.9263068341288,,28144.684278600897,,179.9456486808869,109.7361989,0.4833337199999999,,0.0,0.0,10.258341540000002,,,,,,,,
Italy,1988,,1643.895740948874,,,,,,,,,,,9.072886141447883,22.45376714174164,61.48522062654865,0.0,6.392933829194844,,0.0,0.0,0.5951922610669896,93.01187390973816,,-6.267845003399031,-10.722868578287972,8.486352018151756,31.0435248348,1.7893511089561276,19.102923337881972,-100.0,-0.4833337199999999,2.964181749145678,3.2527803800000044,,0.0,,0.0,2.545356079068495,0.2611113199999995,,,2.4571058659635936,39.42357959439392,,,,,2812.349929558245,19058.75960550216,6960.062041439546,0.0,0.0,0.0,1981.6370142761937,,28831.171576499943,,184.49354344242167,112.98897928,0.0,,0.0,0.0,10.51945286,,,,,,,,
Italy,1989,,1714.7101973226163,,,,,,,,,,,9.201896047448749,23.61003820833219,61.4959355479271,0.0,5.203091228532742,,0.0003086380156761,0.0003055519410713,0.4884247778024832,94.30786980370804,,4.337104728749619,6.954745563791988,8.171884232899963,32.43002594400002,2.8922339166134403,31.42968486595009,,0.0,-16.272494837250473,-18.386125820000004,,0.005611671156,,0.00555556,-15.579614470557168,-1.6388902000000003,,,4.307721871270709,70.81445637374236,,,,,2933.758506152028,19606.201056523383,7527.378060684916,0.0,0.0984003078433779,0.0974164021813463,1658.8552045450565,,30067.33762336033,,155.72011888688212,94.60285346,0.0,,0.005611671156,0.00555556,8.88056266,,,,,,,,
Italy,1990,1826.2731479340164,1729.3205170664182,34.902919192,9.650659459017126,25.74847403521632,62.622493558515465,0.0,1.7926300801826285,1.978372947251083,0.0002267286511329,0.0001087839533562,0.1854073544639656,9.32276730452327,24.87364028295417,60.49482296565315,0.0,4.810346709529447,5.308769445348405,0.0006084040611559,0.0002919107475324,0.4975224210102707,94.6912305531306,5.308769445348405,1.7631308229603349,2.949882082125981,5.819473838079459,24.98176998539998,-1.191402355605009,-13.321332323723936,,0.0,-7.13803329711954,-6.752783180000009,98.000198000198,0.005499448844,-4.040500000000002,-0.0002244724018,2.31467000312795,0.2055557200000013,,,0.8520576693726412,14.610319743801938,,,98.02162705274893,1.978372947251083,2984.4901824686226,19366.160211203693,7962.778947696676,0.0,0.1947679147384658,0.093449158571729,1539.9325178796803,1699.492197230371,30313.429341368992,1699.492197230371,159.27146227738046,87.85007028,0.0,96.9526308675982,0.01111112,0.0053310875982,9.086118380000002,96.9526308675982,1764.223436258418,0.0,0.0,0.0,,,0.0
Italy,1991,1867.5875576521844,1741.0905709268982,45.538878788,9.05192264652557,27.01077082002697,61.38843559687655,0.0,2.364172380945601,2.54887093657092,0.0002798565757884,0.0001611295504201,0.1842575694991103,8.659530585497283,25.839880121341945,58.72730649670614,0.0,6.28247114506137,6.7732827949672645,0.0007436813306495,0.0004281804755721,0.4896397880996717,93.22671720354538,6.7732827949672645,-5.012874702384684,-8.534880161231968,6.234696960607944,28.32177265740006,-0.7256366310779416,-8.016838635688146,,0.0,33.55783216340986,29.480579140000003,24.99999999999998,0.0027777799999999,50.00026052657629,0.0026655576879999,0.642005502904297,0.0583333799999987,30.472980045311804,29.544355857688004,0.6806172565653856,11.770053860479948,30.472980045311804,29.544355857688004,97.4511290634291,2.54887093657092,2832.8951052452007,19212.161384057246,8453.306930801571,0.0,0.243289307735426,0.1400757652431334,2055.259413887332,2215.824459173315,30498.36342010401,2215.824459173315,160.18168021300448,117.33064942,0.0,126.4969867252862,0.0138889,0.0079966452862,9.14445176,126.4969867252862,1786.629449714898,0.0,0.0,0.0,,0.0,0.0
Italy,1992,1866.341400821926,1739.2109680343278,45.766919192,7.947493654528317,26.78659976290085,62.70190175542327,0.0,2.364174945919048,2.564004827147584,0.0005042079268547,0.0001075190910618,0.1992181542106193,7.601021134582335,25.6188327757138,59.96840024526745,0.0,6.280861365805382,6.811745842948056,0.0013395201964987,0.0002856437517687,0.5292593131944061,93.18825415556358,6.811745842948056,-12.282204659104869,-19.863311446192,-0.921605032927042,-4.447503557999994,2.045180709137373,22.43121211162179,,0.0,-0.0923317313383242,-0.1083334199999797,80.00000000000003,0.01111112,-33.33344912272168,-0.0026655576879999,8.019441069258804,0.7333339199999998,0.500759803620987,0.6334460623120037,-0.1079554920321967,-1.8796028925703467,0.500759803620987,0.6334460623120037,97.43599517285242,2.564004827147584,2482.474482842699,19585.52946372704,8367.046679632514,0.0,0.4374839443520869,0.0932905345734535,2051.313605739785,2224.699147564935,30435.050626202254,2224.699147564935,172.85476734622452,117.22231600000002,0.0,127.1304327875982,0.02500002,0.0053310875982,9.87778568,127.1304327875982,1784.9778872263278,0.0,0.0,0.0,,0.0,0.0
Italy,1993,1836.4773685696089,1710.8582725744122,45.222838384,7.06514273510378,27.782067539803627,62.57757619413451,0.0,2.358945708230503,2.57521353095808,0.0006263947565609,0.0002185766919333,0.2154228512790824,6.75584895044418,26.56584004982521,59.8380907935435,0.0,6.265774817913718,6.840220203162003,0.0016638146770561,0.0005805775436471,0.5722009930275823,93.15977979381287,6.840220203162003,-12.541407960322138,-17.791367288638014,2.0372405672462124,9.74075779259988,-1.8139575051137944,-20.302085963877744,,0.0,-1.8364928909952671,-2.1527795000000083,22.22222222222221,0.0055555599999999,100.0,0.0053310875982,6.3835770528684055,0.6305560600000018,-1.1888080290947012,-1.5113367924018064,-1.6302044996852838,-28.352695459915594,-1.1888080290947012,-1.5113367924018064,97.42478646904192,2.57521353095808,2169.1254420330783,19212.43741460897,8529.592648347845,0.0,0.5342071401097941,0.1864081820413301,2011.77552536802,2196.214832602476,29911.1555049899,2196.214832602476,183.71869191230468,115.0695365,0.0,125.6190959951964,0.03055558,0.0106621751964,10.508341740000002,125.6190959951964,1756.0811109584122,0.0,0.0,0.0,,0.0,0.0
Italy,1994,1833.0981694495847,1699.098847889102,48.239717172000006,7.497267490707562,26.980668576848714,62.76131005585811,0.0,2.55577258425807,2.760753876585625,0.0006295288285825,0.0003844230382315,0.2039673404607407,7.146515575011571,25.718405865558523,59.825086990459006,0.0,6.767237090832323,7.309991564424847,0.0016668818128701,0.0010178844097233,0.5400697073699313,92.6900084310291,7.309991564424847,5.58799825911247,6.933009157513993,-3.368074113208253,-16.432013145600024,-0.2056960566499288,-2.260420697223936,,0.0,7.80446590223296,8.98056274000001,0.0,0.0,75.00013026328818,0.0079966452862,-5.789056304520246,-0.6083338200000021,6.671139844539775,8.380225565286224,-0.6873406683544414,-11.75942468531025,6.671139844539775,8.380225565286224,97.23924612341438,2.760753876585625,2289.6956372727304,19167.556446736464,8240.004669392107,0.0,0.5340577481036111,0.3261233348935576,2168.177355891915,2342.0722473604824,29697.2567534013,2342.0722473604824,173.03471038556998,124.05009924000002,0.0,133.99932156048263,0.03055558,0.0186588204826,9.90000792,133.99932156048263,1747.338565061102,0.0,0.0,0.0,,0.0,0.0
Italy,1995,1908.484868342229,1793.324675214148,41.457636364,7.67978157123401,28.303421183406225,61.75725745677628,0.0,2.059208864265899,2.2595397885834814,0.0007085309204239,0.0004707023795412,0.1991516910176167,7.383200998158395,27.210389461512296,59.37229342645607,0.0,5.499131049455385,6.034116122606176,0.0018921365635201,0.001257013271671,0.5318359233155994,93.96588388612676,6.034116122606176,7.560631738295642,9.904627645917998,10.15233540834448,47.86253829000003,3.3245407192247445,36.45866138912788,,0.0,-15.397017331721097,-19.100015280000022,18.181818181818187,0.00555556,28.571407303968765,0.0053310875981999,2.525252525252508,0.2500001999999988,-14.059122250032065,-18.83912843240182,5.545635407975746,94.22582732504613,-14.059122250032065,-18.83912843240182,97.74046021141652,2.2595397885834814,2464.5341210487286,19818.64546704285,9082.907710578234,0.0,0.6316007276034563,0.4195947122957988,1835.62605310106,2014.2056376688847,31366.087298669816,2014.2056376688847,177.52838912792524,104.95008396,0.0,115.1601931280808,0.03611114,0.0239899080808,10.15000812,115.1601931280808,1834.782311578148,0.0,0.0,0.0,,0.0,0.0
Italy,1996,1911.093182206656,1782.69956088073,46.22166666700001,7.0892945187675815,29.29361694400358,61.08982459765637,0.0,2.2984587508104117,2.5272639395724736,0.0007654785667708,0.0017314396335406,0.2263082705617501,6.784473595756749,28.034068856170823,58.463123637337866,0.0,6.11009127902237,6.71833391073456,0.0020349044390968,0.0046027648858248,0.6016049623872681,93.28166608926544,6.71833391073456,-7.983733694790141,-11.24966149972201,3.1678832749300723,16.45101316080013,-1.3967265959964226,-15.826465994495948,,0.0,11.26197660261501,11.8194539,7.692307692307665,0.0027777799999999,266.6672070177714,0.0639732178452,13.273125342090864,1.3472233000000011,11.491321643692444,13.233428197845171,-0.5924813548973895,-10.625114333417969,11.491321643692444,13.233428197845171,97.47273606042754,2.5272639395724736,2272.1039575417158,19579.160079527068,9388.542514770876,0.0,0.681484622798563,1.5414549360553758,2046.2549348988,2249.9539354407425,31239.806551839654,2249.9539354407425,201.47606098308947,116.76953786,0.0,128.39362132592598,0.03888892,0.087963125926,11.49723142,128.39362132592598,1828.92122754773,0.0,0.0,0.0,,0.0,0.0
Italy,1997,1937.90911699272,1809.55901431272,46.206,7.088783484835649,29.97676056762264,60.44459329555545,0.0,2.2418247827248545,2.489862651986266,0.0008082919919446,0.0063585636699644,0.2408710135995024,6.788304090137174,28.706105470080303,57.8824675309448,0.0,5.963333384763375,6.623122908837741,0.0021500853489279,0.0169140047449,0.640725433980537,93.37687709116229,6.623122908837741,1.4604244831508018,1.893551514840027,3.834023556399413,20.541056432831965,0.3960356037577384,4.424845484317984,,0.0,-1.0324238171134814,-1.2055565199999876,7.14285714285714,0.00277778,272.63118670401394,0.239814914074,7.997100748973174,0.9194451800000004,-0.0338947102484832,-0.0435186459259568,1.5066730267617512,26.859453431990005,-0.0338947102484832,-0.0435186459259568,97.51013734801374,2.489862651986266,2311.8087278918533,19712.31574972814,9776.083140697176,0.0,0.7322279628848587,5.760193308027556,2030.8586626599188,2255.555016870519,31800.207618317167,2255.555016870519,218.2039329396879,115.56398134,0.0,128.35010268000002,0.0416667,0.32777804,12.4166766,128.35010268000002,1855.76501431272,0.0,0.0,0.0,,0.0,0.0
Italy,1998,1989.448624335404,1860.345743275404,46.477,7.161771037898419,31.41065320666221,58.99017038234396,0.0,2.161711157755294,2.43740537309541,0.0008390921524523,0.0121668362105586,0.262688286977105,6.864328000306018,30.10610436628309,56.54018763732639,0.0,5.755368105484501,6.489379996084502,0.0022340099390526,0.032393144116264,0.6993847365446837,93.51062000391548,6.489379996084502,3.809251832723648,5.01111512,7.666255513975706,42.64724411776797,0.2788930113376553,3.128369724915956,,0.0,-0.9206066870177664,-1.0638897400000076,6.666666666666687,0.00277778,96.6101694915254,0.31666692,12.05816554809842,1.4972234199999992,0.5865039172401776,0.7527783799999952,2.806580418819493,50.78672896268381,0.5865039172401776,0.7527783799999952,97.56259462690458,2.43740537309541,2406.680629715701,19823.378833467494,10555.40734814867,0.0,0.7832592566483972,11.35725922140176,2017.871659940433,2275.2212794529723,32785.46681133186,2275.2212794529723,245.20910103448884,114.5000916,0.0,129.10288106000002,0.04444448,0.6444449600000001,13.91390002,129.10288106000002,1906.822743275404,0.0,0.0,0.0,,0.0,0.0
Italy,1999,2052.193151753208,1909.651371053208,51.315000000000005,6.954705881807882,33.19798903287975,57.23048305524158,0.0,2.3134002025560023,2.616822030070788,0.000866919507185,0.0205510918467997,0.2820038161608,6.645546177337243,31.722228497086025,54.68639858513442,0.0,6.140454644454157,6.945826740442302,0.0023010631313947,0.0545487318795332,0.7485223009772178,93.0541732595577,6.945826740442302,-0.133884280067964,-0.1828354240460044,8.69126213592233,52.05592164470397,-0.2282513994686597,-2.567458442854104,,0.0,10.055798156234852,11.513898100000006,6.249999999999978,0.0027777799999999,73.70689655172411,0.4750003799999999,10.401277700139763,1.4472233800000025,10.40944983540244,13.438899639999988,2.650347547278731,49.30562777780392,10.40944983540244,13.438899639999988,97.3831779699292,2.616822030070788,2407.1491730427847,19808.502659993504,11490.42291726744,0.0,0.833490892403276,19.75863703756001,2224.194960816153,2515.9167731573007,33706.07475030373,2515.9167731573007,271.12968441118335,126.0139897,0.0,142.5417807,0.04722226,1.11944534,15.361123400000002,142.5417807,1960.966371053208,0.0,0.0,0.0,,0.0,0.0
Italy,2000,2081.305001709336,1939.971555309336,50.88000000000001,7.312461732394706,34.095233831861016,56.03661414008613,0.0,2.2201554848288154,2.555690295658148,0.0009041357178035,0.0282793560624122,0.3063513190491164,6.9946623878392495,32.61345609944176,53.60126474660706,0.0,5.89908138880005,6.790616766111912,0.0024023408370678,0.0751398828482902,0.8139931536265044,93.20938323388808,6.790616766111912,6.7464819796215325,9.200814582867991,4.267900528798063,27.784092227256,-0.5938606062805607,-6.664722553995944,,0.0,-2.568059076380469,-3.236113700000004,5.882352941176494,0.00277778,39.70223325062037,0.4444448000000001,10.28933092224229,1.5805568199999964,-0.8477053493130549,-1.20833429999999,1.5877340081926097,30.320184256128183,-0.8477053493130549,-1.20833429999999,97.44430970434183,2.555690295658148,2567.9153695544346,19678.36386351859,11973.214792703731,0.0,0.8819593593452341,27.585728850631483,2165.700204614408,2493.005122415861,34219.49402577676,2493.005122415861,298.8372295914767,122.777876,0.0,141.3334464,0.05000004,1.56389014,16.94168022,141.3334464,1990.851555309336,0.0,0.0,0.0,,0.0,0.0
Italy,2001,2092.0007202659044,1942.0169961123545,54.34700000000001,7.74891947463912,34.09429822627866,55.43448315394469,0.0,2.3448128743634937,2.722299145137528,0.0009517302474398,0.0590573664069248,0.3174771741196689,7.394674246589744,32.535662536505406,52.90027161762168,0.0,6.175251447264476,7.169391612561266,0.0025064542974104,0.1555322835593702,0.8361014274400096,92.83060840071684,7.169391612561266,6.262099316010561,9.11638034865399,0.2741368971130198,1.8608014886401636,-0.8006180140911257,-8.931741034275774,,0.0,5.219530542986428,6.408428737850002,4.869999999999974,0.0024350019479999,108.0540319715808,1.689846351876,3.2438793244794484,0.5495676618760044,6.120474646226404,8.65027775355,0.1054366388734129,2.045440803018437,6.120474646226404,8.65027775355,97.27770085486247,2.722299145137528,2719.9408963416968,19458.00550534189,11967.407376116049,0.0,0.9219348034813186,57.20855370331429,2271.40755583033,2637.0764686338466,34145.35377779964,2637.0764686338466,307.53842429672096,129.18630473785,0.0,149.98372415355,0.052435041948,3.253736491876,17.491247881876003,149.98372415355,1996.3639961123545,0.0,0.0,0.0,,0.0,0.0
Italy,2002,2075.2373004662904,1942.7578397605844,48.316,8.019712590291702,33.95299397355353,55.6006631909495,0.0,1.9848083587272651,2.4266302452052573,0.001054707242928,0.0705147128129021,0.3702524664221616,7.694464596990038,32.57599410826533,53.345719023624895,0.0,5.221505751719113,6.383822257734381,0.002774651438626,0.1855055601767427,0.9740362943998988,93.61617772888025,6.383822257734381,3.220342070013582,4.981760929850026,-0.6783425886373484,-4.617113693688111,0.0339934244965034,0.376196412067884,,0.0,-16.12219635815293,-20.82766971767801,9.813207887013563,0.005145559672,18.315683810104662,0.5959440878660001,15.563878807736751,2.7223166222960025,-11.67077531020868,-17.50426344784401,0.0381481547130135,0.7408436482298839,-11.67077531020868,-17.50426344784401,97.57336975479474,2.4266302452052573,2792.4103214116785,19359.779296790795,11822.205564991556,0.0,1.006953143766504,67.32211635874299,1894.944914050889,2316.7630363168428,33974.39518319404,2316.7630363168428,353.4890527634438,108.358635020172,0.0,132.479460705706,0.05758060162,3.849680579742,20.213564504172005,132.479460705706,1991.0738397605844,0.0,0.0,0.0,,0.0,0.0
Italy,2003,2143.2034509502782,2015.523541028654,46.866,8.354347104032184,36.13926425818181,53.233976027672384,0.0,1.7780346181211808,2.272412610113642,0.0011636986865259,0.0706946952064543,0.422519598099481,8.039329202199355,34.77655870397997,51.22667908086934,0.0,4.661355107869492,5.957433012951328,0.0030507964375014,0.1853355757573457,1.1076915328869898,94.04256698704866,5.957433012951328,7.903875246868375,12.620781485506,10.251513900357834,69.30322544253602,-0.8272709916416598,-9.15830565997203,,0.0,-7.804003331798858,-8.456311487265992,13.553475806840654,0.00780417291,3.180468436064543,0.1224378757280004,17.446297776021314,3.5265186545459954,-3.622864071543797,-4.799550784082001,3.74548488642501,72.76570126806973,-3.622864071543797,-4.799550784082001,97.72758738988637,2.272412610113642,2993.123962386694,19072.213217552613,12947.66622540516,0.0,1.1358425176756712,69.002318343959,1735.4698781013813,2218.012853671919,35013.00340534447,2218.012853671919,412.404814708903,99.902323532906,0.0,127.679909921624,0.06538477453,3.97211845547,23.740083158718,127.679909921624,2062.389541028654,0.0,0.0,0.0,,0.0,0.0
Italy,2004,2182.101878408995,2033.51882542487,56.62479632081308,9.234431397274992,37.00314517567221,51.05328919667297,0.0,2.025602430355451,2.709134230379833,0.0013874644640821,0.088367133281367,0.4620256665393403,8.845273484253099,35.44375660778918,48.90179869098324,0.0,5.252244561740614,6.809171214734043,0.0035975918050846,0.2291297616561994,1.198000044217851,93.19082878302552,6.809171214734043,12.021936408671753,20.71369795983398,3.7683149468691113,28.08647246916007,-2.805821276332088,-30.80488603277809,,0.0,14.721383036895809,14.707003710037997,20.06330055016248,0.0131183438279999,25.873507783251483,1.0277263777359993,10.115795694692451,2.401498310086001,16.371520840931364,20.90314306250106,0.8928342452915183,17.995284396215993,16.371520840931364,20.90314306250106,97.29086576962015,2.709134230379833,3330.7944856530685,18414.56250147784,13346.77432758004,0.0,1.354716614171326,86.28157715893559,1977.796079984538,2564.075601990148,35092.131314710954,2564.075601990148,451.12137552295167,114.609327242944,0.0,148.58305298412506,0.078503118358,4.999844833206,26.141581468804,148.58305298412506,2090.143621745683,2.7537963208130725,0.1317515357395923,0.1261992553142941,,2.7537963208130725,47.5218527095512
Italy,2005,2184.4169067535163,2052.18925980565,50.37176437871027,9.1095420812663,39.36609318996871,49.128630964117136,0.0,1.7153842188238673,2.395733764647845,0.0014743924025713,0.1114355290072454,0.4755153303518736,8.76818343012542,37.89094149165789,47.28765113783175,0.0,4.441264931942614,6.053223930173711,0.0038173197411941,0.2885153633037501,1.2311466677096377,93.94677605961506,6.053223930173711,-0.7663724726680643,-1.4791975722459938,7.017834050103722,54.2772534217678,-3.198204017031392,-34.12762146874184,,0.0,-15.35091916967094,-17.593585185967996,6.220210819819472,0.004883059462,26.05147930542457,1.3025335420260005,2.87585696076249,0.7517944903239986,-11.007585123456998,-16.355406036258785,0.9181343269285548,18.67043438078008,-11.007585123456998,-16.355406036258785,97.60426623535214,2.395733764647845,3286.3828912060194,17723.776983354714,14201.817610479848,0.0,1.430760931006675,108.1377871901992,1664.6204090008066,2268.795095277471,35211.97748504058,2268.795095277471,461.4432827015322,97.015742056976,0.0,132.22764694786628,0.08338617782,6.302378375232,26.893375959128,132.22764694786628,2102.5610241843606,1.9327643787102664,0.091924294062287,0.0884796474765151,-29.814548588705804,-0.8210319421028063,33.16285545392609
Italy,2006,2174.1400835065087,2036.6166645698056,52.813185105046685,9.280588681125792,38.79471658722268,49.39705853877982,0.0,1.7705308462859777,2.527636192871717,0.0016750981137484,0.1421918998841877,0.5089905268489856,8.918992459495486,37.2831720700427,47.4724188051388,0.0,4.548161968901796,6.325416653888083,0.0043030073763424,0.3652643467935095,1.307501279267974,93.67458333467698,6.325416653888083,1.241405078569202,2.3777088466100054,-2.066911155137774,-17.107743686183994,-0.0815676161570078,-0.8425603962700734,,0.0,1.9251209581298223,1.8676703830240056,12.192944468503274,0.0101672303559999,26.005741047111684,1.638980200071999,5.702272006975373,1.5335334490480008,4.005041389660646,5.295771988836407,-0.758828415139412,-15.572595235844346,4.005041389660646,5.295771988836407,97.47236380712827,2.527636192871717,3312.289942930632,17630.064840726067,13846.03434176916,0.0,1.598028939002101,135.65001068110618,1689.0732015783274,2349.100984519117,34788.389125425856,2349.100984519117,485.5731583310729,98.88341244,0.0,137.52341893670268,0.093553408176,7.941358575303999,28.426909408176,137.52341893670268,2089.4298496748524,2.17818510504669,0.1042478217388178,0.1001860515484624,12.697912329085504,0.2454207263364238,37.206584989609176
Italy,2007,2133.441102132905,2004.720712386398,49.69231918546519,9.241008424574291,39.64937422881406,48.6908087418276,0.0,1.5972932168801877,2.4188086047840547,0.001898352444258,0.196357788721459,0.5270118439482491,8.898698031421906,38.18066083121355,46.88717767500596,0.0,4.085648933509494,6.033463480235292,0.0048557221326124,0.5022553031088095,1.3480213666387693,93.96653653764142,6.033463480235292,-2.095239894457679,-4.062908805880028,0.4902022629215352,3.97352262326001,-3.08168255292871,-31.80656600078794,,0.0,-11.85082364177764,-11.718498819236018,10.732440200479832,0.010040563588,34.93057857345037,2.7739624969460017,1.169077099856719,0.332332488088003,-6.401112812827348,-8.803029190195502,-1.566124481758835,-31.89595218340787,-6.401112812827348,-8.803029190195502,97.58119139521597,2.4188086047840547,3231.5735228962344,17027.138285045246,13865.35560518574,0.0,1.7633616763804727,182.39465296265408,1483.7086134126098,2191.059946662136,34124.06741312722,2191.059946662136,489.5356760445292,87.164913620764,0.0,128.72038974650718,0.103593971764,10.71532107225,28.759241896264005,128.72038974650718,2054.413031571863,1.977319185465194,0.0962474027899013,0.0926821548456083,-9.221710272286089,-0.2008659195814961,33.657642565962995
Italy,2008,2103.868362171121,1942.316659963196,66.17870993478505,9.14620261916386,40.25480051920516,47.304057230371264,0.0,2.072347321473496,3.2949396312597177,0.0096091832170767,0.2420219669337305,0.5718708727012607,8.731585085012604,38.42996164082162,45.15966000008124,0.0,5.222497222704705,7.678793269859503,0.0242159804843833,0.6099166049487916,1.4411648175776326,92.32120672591547,7.678793269859503,-3.2380691975362863,-6.147425195713993,-0.7422525435091476,-6.04610650354789,-5.019494423036042,-50.21052072394002,,0.0,26.053548640491343,22.709553167628,391.79729606529776,0.405878380258,19.752291146172563,2.116521415437999,5.427711740123353,1.5609687487739947,25.50591442899879,32.83131246141784,-3.112855174171203,-62.40405242320185,25.50591442899879,32.83131246141784,96.70506036874028,3.2949396312597177,3117.6989261633007,16124.703832963884,13721.798387527648,0.0,8.64655565021554,217.77676398778047,1864.7443533551475,2741.789182443315,32964.20114665483,2741.789182443315,514.5821704123757,109.874466788392,0.0,161.55170220792502,0.509472352022,12.831842487688,30.320210645038,161.55170220792502,2008.4953698979807,8.015709934785042,0.3990902869341535,0.3809986441439916,305.3827016754114,6.038390749319848,136.03933903779645
Italy,2009,1964.093484379086,1769.473073632882,82.18500539263606,7.767284811087303,40.135713373918655,47.65854709575733,0.0,2.653729679178141,4.438454719236718,0.0365618257316863,0.3533589745382916,0.6966026906429867,7.322643136538311,37.83812660610455,44.93031236475058,0.0,6.563410748006876,9.908917895152245,0.0904275541267675,0.8739549133967769,1.7228919887755303,90.09108210739343,9.908917895152245,-21.707822612799543,-39.877499401974006,-8.081428335263718,-65.33962532721398,-7.117827164557012,-67.62646160112615,,0.0,17.32618743864269,19.037056062966,248.61198877486984,1.26660934662,33.77105841557746,4.333449022312003,11.606115438072994,3.5189986485300047,20.469427487503665,33.068708538279054,-8.89883662603137,-172.8435863303141,20.469427487503665,33.068708538279054,95.56154528076328,4.438454719236718,2433.315682425134,14930.351193529792,12573.616540836634,0.0,30.0490931316956,290.41538101038816,2181.022617862112,3292.735267928875,29937.28341679156,3292.735267928875,572.5173297730857,128.911522851358,0.0,194.62041074620407,1.776081698642,17.165291510000003,33.839209293568004,194.62041074620407,1851.658079025518,12.928305392636045,0.6982015491456117,0.6582326908462921,61.28709119740301,4.912595457851001,218.7308461515928
Italy,2010,2023.4852925980504,1806.889844955164,92.88531682545216,8.3708664951034,41.66280601750648,45.07704802453026,0.0,2.6906868259130823,4.889279462859849,0.1003118704959712,0.4803673710233425,0.7798817616982262,7.859095545463249,39.11566065176388,42.32116562119927,0.0,6.586686273220084,10.704078177729844,0.2455591703723854,1.175918775698065,1.90911719331932,89.29592181842641,10.704078177729844,10.571345974565771,15.204085774370014,6.502288758323771,48.32346115873804,-2.9588175072249645,-26.110775610825957,,0.0,3.38922779384574,4.369105161948028,179.76492866860843,3.1927719986600005,38.62009547698033,6.629251970064001,14.159598977700538,4.791496333193997,11.291229328119543,21.975036896682127,2.114571387371389,37.4167713222821,11.291229328119543,21.975036896682127,95.11072053714015,4.889279462859849,2680.617656970754,14435.104290500563,13341.755422190108,0.0,83.75648878722292,401.0879642657228,2246.6182555972364,3650.9978532302775,30457.477369661425,3650.9978532302775,651.1707648843153,133.28062801330603,0.0,216.5954476428862,4.968853697302,23.794543480064004,38.630705626762,216.5954476428862,1899.7751617806164,15.92071682545216,0.8380316337292267,0.7867967651199891,23.14620007754917,2.9924114328161178,268.3643796957802
