Entity,Year,Percentage of students at end of lower secondary education achieving at least a minimum proficiency level in reading (GEM Report (2017/8)),Percentage of students at end of lower secondary education achieving at least a minimum proficiency level in mathematics (GEM Report (2017/8)),Percentage of pupils in early primary education grades (2 or 3) achieving at least a minimum proficiency level in reading (GEM Report (2017/8)),Percentage of pupils in early primary education grades (2 or 3) achieving at least a minimum proficiency level in mathematics (GEM Report (2017/8)),Percentage of pupils at end of primary education achieving at least a minimum proficiency level in reading (GEM Report (2017/8)),Percentage of pupils at end of primary education achieving at least a minimum proficiency level in mathematics (GEM Report (2017/8))
Italy,2015,79.0,77.0,,,98.0,93.0
