Entity,Year,"Employment rate, ages 25-34, below upper secondary education (OECD (2017))","Employment rate, ages 25-34, upper secondary or post-secondary non-tertiary (vocational) education (OECD (2017))","Employment rate, ages 25-34, upper secondary or post-secondary non-tertiary (general or no-distinction) education (OECD (2017))","Employment rate, ages 25-34, tertiary education (OECD (2017))"
Italy,2016,51.075878,67.729912,49.160671,64.335258
