Entity,Year,Imported deforestation (hectares),Exported deforestation (hectares),Net deforestation in trade (hectares),embodied_deforestation,deforestation_domestic_consumption,share_deforestation_exported,share_deforestation_domestic_consumption,imported_deforestation_per_capita,exported_deforestation_per_capita,domestic_consumption_deforestation_per_capita,net_traded_deforestation_per_capita,domestic_and_imported_deforestation
Italy,2005,45018.11021268423,756.1099076558703,-44262.00030502836,7282.741549655871,6526.631642,10.382215303131256,89.61778469686874,0.0007724320140815,1.29735232349457e-05,0.0001119855809268,-0.0007594584908465,51544.74185468423
Italy,2006,45730.57403248004,728.0961491127428,-45002.4778833673,7096.027690112743,6367.931541,10.260615951756169,89.73938404824383,0.0007811450392443,1.243694633197381e-05,0.0001087735773875,-0.0007687080929123,52098.50557348004
Italy,2007,40820.52103643983,774.4748361662778,-40046.04620027355,7771.434191166278,6996.959355,9.96566164127873,90.03433835872127,0.0006948410335064,1.3182999185781266e-05,0.0001191012350207,-0.0006816580343207,47817.48039143983
Italy,2008,35206.44520784906,1047.070221853195,-34159.37498599586,10084.792954853196,9037.722733,10.38266453798939,89.6173354620106,0.0005975093379017,1.777044604482528e-05,0.0001533845207732,-0.0005797388918569,44244.16794084906
Italy,2009,46770.17826319743,1108.1495734536893,-45662.02868974374,12319.881246153687,11211.7316727,8.994807265692254,91.00519273430776,0.0007912932403342,1.8748512392205343e-05,0.0001896885539995,-0.000772544727942,57981.90993589743
Italy,2010,42982.10574082276,1114.5198365330962,-41867.58590428966,10866.022711533096,9751.502875,10.256925336168818,89.74307466383118,0.0007245192708103,1.878668076751953e-05,0.0001643742583227,-0.0007057325900428,52733.60861582276
Italy,2011,38614.41387501616,1148.1247052952913,-37466.28916972087,9790.637476295293,8642.512771,11.726761491017168,88.27323850898283,0.0006480124498651,1.926739339970953e-05,0.0001450353718135,-0.0006287450564654,47256.92664601616
Italy,2012,38541.74862201703,1086.621148307555,-37455.12747370948,8183.324594307555,7096.703446,13.278480350925165,86.72151964907484,0.0006436605257605,1.814694881857671e-05,0.0001185174008583,-0.0006255135769419,45638.45206801703
Italy,2013,35308.85482446055,913.9384213763278,-34394.91640308422,5862.219809376328,4948.281388,15.590313074145207,84.4096869258548,0.0005868475214729,1.5190028111362171e-05,8.224244831884589e-05,-0.0005716574933615,40257.13621246055
