city,date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
Bari,2015-01-01,41.1171,16.8719,4.33,6.69,2.39,0.02,7.18,45.9,1.9493,65.21,100.87
Bari,2015-01-02,41.1171,16.8719,7.13,11.64,2.38,0.0,5.42,350.3,1.9006,77.33,101.14
Bari,2015-01-03,41.1171,16.8719,9.51,14.2,6.91,0.01,5.05,279.5,2.0858,83.48,100.87
Bari,2015-01-04,41.1171,16.8719,10.35,14.97,7.26,0.13,7.72,335.4,1.2367,76.33,100.13
Bari,2015-01-05,41.1171,16.8719,6.76,7.88,5.42,0.41,8.92,1.4,1.8866,58.45,100.72
Bari,2015-01-06,41.1171,16.8719,6.41,8.2,4.21,0.94,7.52,350.7,1.3202,65.29,100.59
Bari,2015-01-07,41.1171,16.8719,5.61,9.02,2.92,0.0,3.17,44.8,2.286,63.57,101.29
Bari,2015-01-08,41.1171,16.8719,7.45,11.31,4.92,0.0,1.62,174.3,1.9783,65.8,101.63
Bari,2015-01-09,41.1171,16.8719,8.55,13.34,4.97,0.03,3.33,268.3,2.0909,86.88,101.47
Bari,2015-01-10,41.1171,16.8719,10.53,16.04,6.18,0.0,4.49,269.6,2.1677,84.35,100.46
Bari,2015-01-11,41.1171,16.8719,10.83,16.78,6.78,0.77,4.94,261.5,2.4156,89.16,99.85
Bari,2015-01-12,41.1171,16.8719,8.48,11.27,5.92,0.02,6.78,352.9,2.3124,58.74,101.09
Bari,2015-01-13,41.1171,16.8719,8.06,13.4,4.52,0.0,2.77,277.3,2.6431,65.17,101.14
Bari,2015-01-14,41.1171,16.8719,7.83,14.72,3.12,0.0,4.19,279.0,2.4456,78.14,100.48
Bari,2015-01-15,41.1171,16.8719,9.39,14.23,6.07,0.01,3.74,281.2,2.5498,82.24,100.51
Bari,2015-01-16,41.1171,16.8719,8.62,14.04,4.75,0.0,4.37,191.9,2.5423,88.43,100.39
Bari,2015-01-17,41.1171,16.8719,11.83,16.62,7.83,0.16,5.73,177.8,2.3275,88.68,100.16
Bari,2015-01-18,41.1171,16.8719,12.28,14.03,10.48,12.75,7.02,178.0,0.8563,93.73,99.91
Bari,2015-01-19,41.1171,16.8719,10.65,12.78,9.08,6.11,2.98,268.8,1.7911,86.08,99.5
Bari,2015-01-20,41.1171,16.8719,10.76,13.0,9.37,2.88,4.92,165.7,0.984,93.81,99.32
Bari,2015-01-21,41.1171,16.8719,10.33,14.22,7.78,2.8,3.14,239.1,1.9858,89.02,99.4
Bari,2015-01-22,41.1171,16.8719,10.59,13.29,7.17,12.91,5.53,140.1,1.4755,91.66,99.19
Bari,2015-01-23,41.1171,16.8719,10.39,12.52,9.08,6.02,6.94,153.2,2.0141,85.5,98.22
Bari,2015-01-24,41.1171,16.8719,9.4,10.69,8.44,7.49,4.69,7.3,1.5094,87.22,98.66
Bari,2015-01-25,41.1171,16.8719,9.31,11.94,7.39,1.58,4.68,336.2,1.385,81.84,99.26
Bari,2015-01-26,41.1171,16.8719,8.77,11.18,6.95,0.21,4.7,6.7,2.1005,74.26,99.87
Bari,2015-01-27,41.1171,16.8719,7.25,9.47,5.44,0.88,6.15,319.5,1.8326,78.2,99.54
Bari,2015-01-28,41.1171,16.8719,6.31,7.32,5.11,1.54,3.95,330.5,1.3289,87.29,99.19
Bari,2015-01-29,41.1171,16.8719,8.06,11.06,6.4,1.22,4.4,246.3,2.4161,74.42,98.82
Bari,2015-01-30,41.1171,16.8719,10.2,13.39,6.99,10.68,10.3,209.2,0.6619,81.85,97.13
Bari,2015-01-31,41.1171,16.8719,7.73,10.61,4.65,5.7,4.72,191.6,1.2994,82.87,97.14
Bari,2015-02-01,41.1171,16.8719,9.05,13.25,6.66,1.01,6.2,244.1,1.5804,81.03,97.32
Bari,2015-02-02,41.1171,16.8719,6.56,8.55,4.25,2.48,5.19,279.5,1.825,83.52,98.31
Bari,2015-02-03,41.1171,16.8719,6.88,10.61,2.36,0.53,5.72,196.2,1.8187,78.04,98.9
Bari,2015-02-04,41.1171,16.8719,10.6,13.76,8.55,0.81,6.36,194.7,2.364,78.53,98.66
Bari,2015-02-05,41.1171,16.8719,13.05,16.27,10.31,1.14,9.09,150.0,1.8967,91.36,98.38
Bari,2015-02-06,41.1171,16.8719,9.15,12.32,6.82,2.74,5.85,213.8,2.6179,82.21,98.48
Bari,2015-02-07,41.1171,16.8719,8.7,12.72,6.06,1.37,3.04,223.3,2.2238,79.81,99.58
Bari,2015-02-08,41.1171,16.8719,6.75,8.55,5.52,6.33,7.84,324.6,1.7381,84.72,99.22
Bari,2015-02-09,41.1171,16.8719,4.07,5.06,3.09,0.44,12.02,8.8,2.1427,62.06,99.52
Bari,2015-02-10,41.1171,16.8719,7.87,10.65,4.39,1.1,9.23,359.4,2.2634,67.35,100.08
Bari,2015-02-11,41.1171,16.8719,7.9,11.21,5.33,0.79,5.79,11.7,2.8135,70.74,100.5
Bari,2015-02-12,41.1171,16.8719,6.66,9.92,3.75,0.25,3.39,65.1,2.0712,62.93,100.67
Bari,2015-02-13,41.1171,16.8719,7.8,11.2,5.07,0.0,1.12,52.2,3.5746,56.37,100.59
Bari,2015-02-14,41.1171,16.8719,7.96,12.1,5.17,0.0,2.58,177.1,3.5782,70.23,100.17
Bari,2015-02-15,41.1171,16.8719,8.9,12.79,5.3,0.11,4.4,171.0,3.4661,84.53,99.84
Bari,2015-02-16,41.1171,16.8719,10.21,12.78,8.57,1.13,5.75,145.4,2.9534,89.36,99.99
Bari,2015-02-17,41.1171,16.8719,10.23,14.24,7.73,0.15,4.4,95.5,3.4008,79.08,100.57
Bari,2015-02-18,41.1171,16.8719,7.61,10.87,5.02,0.0,5.85,59.4,3.5167,68.32,101.27
Bari,2015-02-19,41.1171,16.8719,7.2,11.09,3.6,0.0,3.62,47.2,3.9398,58.5,101.34
Bari,2015-02-20,41.1171,16.8719,7.69,12.46,3.02,0.0,3.14,285.5,4.0054,64.29,100.7
Bari,2015-02-21,41.1171,16.8719,8.38,12.67,3.75,3.42,5.94,178.1,3.3158,82.49,99.64
Bari,2015-02-22,41.1171,16.8719,12.07,13.62,10.58,18.8,11.8,154.9,1.2067,91.01,98.13
Bari,2015-02-23,41.1171,16.8719,11.08,13.65,7.97,1.44,4.2,159.8,1.7611,89.66,98.51
Bari,2015-02-24,41.1171,16.8719,10.28,13.96,7.42,4.41,4.61,174.7,1.7827,89.62,98.47
Bari,2015-02-25,41.1171,16.8719,9.81,12.48,7.71,4.14,2.86,160.4,2.509,80.7,98.47
Bari,2015-02-26,41.1171,16.8719,9.72,13.61,7.09,6.14,4.67,141.7,3.4056,83.71,99.41
Bari,2015-02-27,41.1171,16.8719,9.82,11.83,7.99,12.8,5.74,41.3,1.0176,91.52,99.01
Bari,2015-02-28,41.1171,16.8719,9.89,11.35,8.4,2.9,5.05,324.9,3.3487,84.71,99.66
Bari,2015-03-01,41.1171,16.8719,10.4,14.14,7.02,0.07,3.95,302.2,4.2029,81.25,100.05
Bari,2015-03-02,41.1171,16.8719,10.89,15.91,5.96,0.01,5.4,247.4,2.9287,82.91,99.98
Bari,2015-03-03,41.1171,16.8719,12.45,16.14,10.29,0.02,4.52,309.9,4.2698,81.49,100.27
Bari,2015-03-04,41.1171,16.8719,12.86,17.03,8.96,0.2,3.54,182.1,4.3205,78.36,100.27
Bari,2015-03-05,41.1171,16.8719,11.57,14.44,8.87,9.54,6.64,184.4,1.1227,81.62,98.82
Bari,2015-03-06,41.1171,16.8719,8.91,9.53,7.78,13.61,9.15,47.8,1.6738,84.13,99.59
