city,date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
Palermo,2015-01-01,38.1157,13.3615,8.01,10.95,5.37,0.58,8.0,33.5,1.5295,70.87,99.57
Palermo,2015-01-02,38.1157,13.3615,7.85,11.85,5.85,0.0,4.02,10.2,2.3261,71.72,100.27
Palermo,2015-01-03,38.1157,13.3615,10.28,14.29,5.96,0.16,4.65,282.3,2.3659,88.1,100.34
Palermo,2015-01-04,38.1157,13.3615,12.97,15.05,11.56,0.51,7.01,297.3,1.6488,88.51,99.53
Palermo,2015-01-05,38.1157,13.3615,9.94,12.73,6.29,0.16,6.67,20.7,2.0561,68.24,99.91
Palermo,2015-01-06,38.1157,13.3615,9.24,13.56,6.0,0.0,4.1,315.7,2.5164,71.67,99.9
Palermo,2015-01-07,38.1157,13.3615,10.78,14.53,8.73,0.03,1.73,238.3,2.7134,75.65,100.25
Palermo,2015-01-08,38.1157,13.3615,11.16,14.3,8.1,0.01,3.08,286.2,2.1024,78.92,100.69
Palermo,2015-01-09,38.1157,13.3615,10.97,13.28,8.32,0.02,4.43,280.1,2.436,81.97,100.82
Palermo,2015-01-10,38.1157,13.3615,12.56,15.52,10.03,0.01,4.88,289.9,2.4768,90.16,100.03
Palermo,2015-01-11,38.1157,13.3615,13.17,16.71,11.3,0.14,5.56,274.1,2.8433,91.29,99.49
Palermo,2015-01-12,38.1157,13.3615,11.74,14.38,8.8,0.01,4.76,359.1,2.8754,69.49,100.19
Palermo,2015-01-13,38.1157,13.3615,10.78,15.51,7.84,0.0,1.27,251.5,3.0924,56.75,100.33
Palermo,2015-01-14,38.1157,13.3615,11.09,16.6,7.82,0.0,3.38,241.4,2.8154,83.66,99.76
Palermo,2015-01-15,38.1157,13.3615,11.56,16.18,8.53,0.02,2.27,258.0,2.9933,85.54,99.73
Palermo,2015-01-16,38.1157,13.3615,11.08,16.21,6.81,0.1,5.63,169.8,2.7106,90.72,99.38
Palermo,2015-01-17,38.1157,13.3615,13.48,17.25,11.3,0.23,4.05,176.4,2.8865,85.77,99.2
Palermo,2015-01-18,38.1157,13.3615,12.46,15.91,10.61,11.0,4.51,184.8,0.7606,89.8,98.77
Palermo,2015-01-19,38.1157,13.3615,11.16,12.78,10.02,1.1,3.85,217.4,1.4909,84.89,98.57
Palermo,2015-01-20,38.1157,13.3615,10.73,13.18,8.84,0.29,4.04,197.1,1.9848,79.06,98.26
Palermo,2015-01-21,38.1157,13.3615,10.38,14.22,7.56,0.28,4.31,204.6,2.6081,79.16,98.53
Palermo,2015-01-22,38.1157,13.3615,8.82,10.97,7.63,13.31,4.32,205.3,0.6994,91.18,98.05
Palermo,2015-01-23,38.1157,13.3615,9.41,11.11,7.54,16.16,7.97,275.0,1.0632,89.82,97.46
Palermo,2015-01-24,38.1157,13.3615,10.73,12.54,8.85,5.46,5.42,324.8,2.2478,84.37,97.93
Palermo,2015-01-25,38.1157,13.3615,9.49,11.55,8.24,2.25,3.68,270.1,2.4902,81.3,98.3
Palermo,2015-01-26,38.1157,13.3615,9.02,11.56,7.5,1.33,2.67,109.4,2.5478,77.08,98.69
Palermo,2015-01-27,38.1157,13.3615,8.16,10.77,6.82,1.57,3.83,326.7,2.5058,80.86,98.78
Palermo,2015-01-28,38.1157,13.3615,7.69,9.32,6.59,2.36,6.05,333.7,1.9222,74.53,98.36
Palermo,2015-01-29,38.1157,13.3615,9.22,11.59,6.73,1.77,6.22,286.9,2.4974,75.06,98.29
Palermo,2015-01-30,38.1157,13.3615,11.22,12.66,9.69,10.35,10.59,233.3,1.5197,85.24,97.02
Palermo,2015-01-31,38.1157,13.3615,11.47,14.35,8.53,39.8,8.47,234.5,0.613,91.71,96.41
Palermo,2015-02-01,38.1157,13.3615,9.38,10.85,7.41,5.5,9.24,263.6,2.1703,79.92,97.17
Palermo,2015-02-02,38.1157,13.3615,7.99,9.37,7.06,3.35,9.4,273.6,2.5361,72.52,97.99
Palermo,2015-02-03,38.1157,13.3615,9.38,12.58,5.78,2.82,7.95,217.2,2.5342,76.42,97.99
Palermo,2015-02-04,38.1157,13.3615,11.29,15.26,7.99,0.27,8.0,192.3,3.3636,77.1,97.74
Palermo,2015-02-05,38.1157,13.3615,9.43,11.98,7.3,8.21,6.58,228.7,1.4779,84.66,97.43
Palermo,2015-02-06,38.1157,13.3615,8.64,10.59,6.9,7.43,9.62,245.8,2.4614,78.23,97.98
Palermo,2015-02-07,38.1157,13.3615,8.22,10.5,6.53,2.62,6.38,248.3,2.4506,79.32,98.85
Palermo,2015-02-08,38.1157,13.3615,8.55,9.68,7.22,9.28,6.57,280.0,2.4914,85.38,98.53
Palermo,2015-02-09,38.1157,13.3615,5.89,8.36,4.45,6.85,10.95,8.9,2.3959,71.17,98.71
Palermo,2015-02-10,38.1157,13.3615,8.61,11.98,6.14,0.07,6.01,0.3,3.7754,70.75,99.4
Palermo,2015-02-11,38.1157,13.3615,9.82,13.65,7.18,0.0,3.31,12.7,3.7243,75.71,99.55
Palermo,2015-02-12,38.1157,13.3615,9.67,14.13,6.21,0.02,2.78,82.6,3.8568,73.68,99.46
Palermo,2015-02-13,38.1157,13.3615,9.73,12.54,6.87,1.17,2.01,147.5,3.181,76.29,99.47
Palermo,2015-02-14,38.1157,13.3615,9.38,11.56,7.86,1.56,3.53,165.3,2.1643,86.04,99.11
Palermo,2015-02-15,38.1157,13.3615,10.18,11.94,7.84,3.23,4.61,203.4,2.2778,88.48,98.78
Palermo,2015-02-16,38.1157,13.3615,10.94,13.15,8.94,15.27,5.93,171.4,1.6889,86.33,98.55
Palermo,2015-02-17,38.1157,13.3615,10.85,12.93,8.79,16.67,5.46,82.6,2.3074,86.73,98.81
Palermo,2015-02-18,38.1157,13.3615,10.76,12.99,9.37,18.98,7.01,84.9,2.9242,84.56,99.63
Palermo,2015-02-19,38.1157,13.3615,9.72,13.32,6.53,0.37,3.25,67.8,3.7939,73.13,100.21
Palermo,2015-02-20,38.1157,13.3615,8.86,12.92,5.39,0.0,1.53,42.3,4.2466,65.71,99.85
Palermo,2015-02-21,38.1157,13.3615,10.43,12.5,7.52,22.11,7.22,168.4,1.0034,85.45,98.43
Palermo,2015-02-22,38.1157,13.3615,10.84,11.79,9.74,27.46,5.1,216.4,1.8751,90.06,96.94
Palermo,2015-02-23,38.1157,13.3615,10.42,11.91,8.92,8.48,6.1,319.6,2.441,87.67,97.73
Palermo,2015-02-24,38.1157,13.3615,10.05,13.72,7.7,10.1,8.78,262.3,1.8564,82.67,97.83
Palermo,2015-02-25,38.1157,13.3615,8.19,9.06,7.37,15.8,7.9,236.9,3.2206,84.78,97.57
Palermo,2015-02-26,38.1157,13.3615,9.4,11.68,7.55,11.63,4.91,70.7,3.673,86.38,97.82
Palermo,2015-02-27,38.1157,13.3615,9.73,12.78,7.77,1.66,4.59,331.5,2.8572,83.33,98.3
Palermo,2015-02-28,38.1157,13.3615,10.08,13.61,7.94,0.63,2.3,299.0,4.5934,79.62,98.89
Palermo,2015-03-01,38.1157,13.3615,9.5,13.15,7.33,0.28,2.41,291.9,4.577,81.33,99.35
Palermo,2015-03-02,38.1157,13.3615,10.37,14.38,6.18,0.06,5.16,244.5,3.6583,88.32,99.56
Palermo,2015-03-03,38.1157,13.3615,13.24,17.33,10.34,0.08,4.05,270.0,4.7928,85.78,99.71
Palermo,2015-03-04,38.1157,13.3615,13.94,18.26,10.4,0.73,4.4,195.8,3.5551,82.74,99.45
Palermo,2015-03-05,38.1157,13.3615,10.09,13.19,8.22,10.36,10.41,258.3,2.6566,80.96,98.18
Palermo,2015-03-06,38.1157,13.3615,8.48,9.71,7.02,7.19,9.15,353.6,1.1059,81.98,98.72
Palermo,2015-03-07,38.1157,13.3615,8.7,10.47,7.49,0.28,6.94,12.3,3.8256,72.9,99.19
Palermo,2015-03-08,38.1157,13.3615,9.14,12.23,6.93,3.2,4.15,50.9,1.9236,82.8,98.98
Palermo,2015-03-09,38.1157,13.3615,9.6,11.74,7.67,1.37,4.53,38.6,4.6099,85.42,99.25
Palermo,2015-03-10,38.1157,13.3615,10.07,12.53,8.12,0.39,3.27,4.3,4.7374,80.2,99.59
Palermo,2015-03-11,38.1157,13.3615,10.03,13.19,8.02,0.16,3.69,305.6,4.2444,83.57,99.51
Palermo,2015-03-12,38.1157,13.3615,10.39,14.13,7.46,0.21,5.23,333.6,3.9454,82.3,98.97
Palermo,2015-03-13,38.1157,13.3615,9.69,13.38,7.27,0.04,4.16,342.5,5.1497,72.06,99.17
Palermo,2015-03-14,38.1157,13.3615,10.51,14.36,6.85,0.0,2.57,243.6,4.794,75.16,99.38
Palermo,2015-03-15,38.1157,13.3615,11.89,15.97,8.76,0.03,5.95,146.3,3.2674,78.4,99.32
Palermo,2015-03-16,38.1157,13.3615,12.58,15.76,10.21,5.76,10.69,145.6,0.6998,82.25,99.17
Palermo,2015-03-17,38.1157,13.3615,11.6,13.6,8.71,25.76,5.15,210.8,2.0381,88.66,99.17
Palermo,2015-03-18,38.1157,13.3615,11.85,16.37,8.74,0.3,2.5,89.4,5.279,79.17,99.38
Palermo,2015-03-19,38.1157,13.3615,12.63,17.15,8.88,0.09,2.1,135.8,5.1643,80.58,99.42
Palermo,2015-03-20,38.1157,13.3615,13.29,17.43,10.01,0.37,2.7,113.5,5.3009,79.15,99.38
Palermo,2015-03-21,38.1157,13.3615,11.28,15.24,8.7,0.01,5.39,139.5,4.7285,72.39,99.06
Palermo,2015-03-22,38.1157,13.3615,13.3,18.08,9.75,0.57,5.21,179.8,4.2782,85.5,98.22
Palermo,2015-03-23,38.1157,13.3615,12.77,16.26,9.92,0.1,3.89,261.6,5.2891,85.12,98.66
Palermo,2015-03-24,38.1157,13.3615,12.51,15.58,9.45,7.81,7.6,132.6,1.6874,83.92,98.03
Palermo,2015-03-25,38.1157,13.3615,13.9,16.49,11.28,7.94,7.68,191.6,5.1408,84.52,97.37
Palermo,2015-03-26,38.1157,13.3615,13.45,18.4,10.24,4.2,3.26,160.7,3.0595,79.77,97.79
Palermo,2015-03-27,38.1157,13.3615,11.73,13.07,10.74,4.22,6.02,307.6,3.5551,87.41,97.95
Palermo,2015-03-28,38.1157,13.3615,12.22,15.07,9.44,0.75,6.25,348.5,3.1819,85.27,98.32
Palermo,2015-03-29,38.1157,13.3615,12.05,16.03,9.44,0.03,3.77,306.2,6.1841,83.43,98.78
Palermo,2015-03-30,38.1157,13.3615,12.92,15.76,10.49,0.05,7.31,280.8,4.2254,88.5,98.66
Palermo,2015-03-31,38.1157,13.3615,13.42,16.93,10.18,0.02,4.95,276.5,6.0821,88.66,98.95
Palermo,2015-04-01,38.1157,13.3615,12.86,16.18,10.15,0.01,6.25,291.4,6.1687,85.66,98.93
Palermo,2015-04-02,38.1157,13.3615,12.45,16.54,9.75,0.02,3.99,268.2,6.2306,79.7,99.14
Palermo,2015-04-03,38.1157,13.3615,12.61,16.13,9.94,0.07,3.63,322.4,5.9033,77.48,98.91
Palermo,2015-04-04,38.1157,13.3615,12.49,14.94,9.82,0.08,6.1,194.7,4.0085,84.61,98.64
Palermo,2015-04-05,38.1157,13.3615,12.76,15.38,10.78,0.24,7.4,259.8,5.9381,77.79,98.15
Palermo,2015-04-06,38.1157,13.3615,11.12,13.59,8.73,1.44,6.93,315.5,4.6699,77.64,98.7
Palermo,2015-04-07,38.1157,13.3615,9.59,12.25,6.97,1.01,6.21,13.7,6.1565,66.81,99.46
Palermo,2015-04-08,38.1157,13.3615,9.7,12.5,6.99,1.9,6.93,4.0,5.7749,67.46,99.84
Palermo,2015-04-09,38.1157,13.3615,10.5,14.64,7.1,0.02,4.6,21.5,6.6528,66.8,100.05
Palermo,2015-04-10,38.1157,13.3615,12.14,17.28,7.67,0.0,2.04,178.3,6.875,66.39,100.26
Palermo,2015-04-11,38.1157,13.3615,12.15,17.03,7.24,0.0,3.49,187.3,6.5878,78.79,100.08
Palermo,2015-04-12,38.1157,13.3615,13.05,18.12,8.64,0.0,2.28,74.2,6.4176,75.12,100.07
Palermo,2015-04-13,38.1157,13.3615,13.24,17.93,9.45,0.0,2.95,26.6,6.4102,78.7,100.08
Palermo,2015-04-14,38.1157,13.3615,13.69,19.13,9.17,0.0,2.27,346.3,6.7524,74.81,100.02
Palermo,2015-04-15,38.1157,13.3615,15.06,20.35,10.25,0.01,2.17,30.9,6.6648,66.12,99.73
Palermo,2015-04-16,38.1157,13.3615,15.53,21.16,10.48,0.0,2.99,183.8,6.9005,70.51,99.53
Palermo,2015-04-17,38.1157,13.3615,15.89,21.13,12.0,0.0,5.95,186.0,6.2842,67.59,99.23
Palermo,2015-04-18,38.1157,13.3615,16.32,21.19,12.79,0.01,2.55,327.8,6.8179,68.26,98.93
Palermo,2015-04-19,38.1157,13.3615,16.17,22.23,12.95,0.32,2.74,152.7,5.712,77.87,98.77
Palermo,2015-04-20,38.1157,13.3615,14.76,18.89,11.83,0.04,3.33,247.0,6.3658,84.67,99.17
Palermo,2015-04-21,38.1157,13.3615,14.42,18.68,10.87,0.69,3.92,3.3,6.9586,75.82,99.51
Palermo,2015-04-22,38.1157,13.3615,15.17,20.22,10.24,0.0,2.7,33.4,7.3152,69.86,99.75
Palermo,2015-04-23,38.1157,13.3615,15.68,19.86,11.52,1.03,5.36,175.8,6.6168,71.77,99.38
Palermo,2015-04-24,38.1157,13.3615,16.07,20.39,13.31,0.05,4.84,198.0,5.5822,79.96,99.02
Palermo,2015-04-25,38.1157,13.3615,16.33,21.21,12.11,0.05,1.31,1.0,6.4771,76.18,99.06
Palermo,2015-04-26,38.1157,13.3615,16.32,20.33,12.71,0.01,3.7,178.9,6.1114,75.47,98.91
Palermo,2015-04-27,38.1157,13.3615,15.88,20.74,12.93,0.2,5.11,193.9,3.833,77.92,98.36
Palermo,2015-04-28,38.1157,13.3615,15.35,18.47,12.96,0.06,8.92,261.8,7.1539,80.17,98.66
Palermo,2015-04-29,38.1157,13.3615,14.38,18.48,10.88,0.0,4.16,280.8,7.4681,69.49,99.24
Palermo,2015-04-30,38.1157,13.3615,14.44,19.09,10.34,0.0,3.61,286.0,7.5466,74.02,99.44
Palermo,2015-05-01,38.1157,13.3615,16.19,21.15,11.63,0.0,2.11,223.8,7.4974,62.9,99.37
Palermo,2015-05-02,38.1157,13.3615,18.18,22.96,13.74,0.0,4.45,220.6,6.2047,65.91,98.97
Palermo,2015-05-03,38.1157,13.3615,20.87,26.34,15.88,0.0,1.73,223.8,7.4494,56.89,98.94
Palermo,2015-05-04,38.1157,13.3615,22.0,29.38,16.02,0.0,2.65,165.5,7.5271,59.83,98.92
Palermo,2015-05-05,38.1157,13.3615,20.84,26.28,16.4,0.08,5.38,173.8,6.9348,58.72,98.87
Palermo,2015-05-06,38.1157,13.3615,21.51,27.66,16.2,0.08,3.82,208.4,6.9216,63.4,98.87
Palermo,2015-05-07,38.1157,13.3615,18.79,23.22,15.51,0.08,3.36,311.5,6.8465,81.46,99.05
Palermo,2015-05-08,38.1157,13.3615,19.96,26.01,14.85,0.0,1.85,9.5,7.7191,62.11,99.07
Palermo,2015-05-09,38.1157,13.3615,17.81,21.83,14.61,0.08,3.92,320.6,7.657,71.97,99.06
Palermo,2015-05-10,38.1157,13.3615,18.3,22.82,14.59,0.22,3.52,344.9,6.8695,82.09,99.33
Palermo,2015-05-11,38.1157,13.3615,18.65,23.34,14.91,0.03,3.72,11.6,7.7105,73.41,99.67
Palermo,2015-05-12,38.1157,13.3615,18.29,22.53,14.94,0.01,3.36,36.6,7.8595,65.14,99.7
Palermo,2015-05-13,38.1157,13.3615,18.86,24.01,13.7,0.0,2.53,254.4,7.9536,65.45,99.72
Palermo,2015-05-14,38.1157,13.3615,19.8,24.47,15.29,0.0,4.6,221.9,6.5736,59.21,99.17
Palermo,2015-05-15,38.1157,13.3615,21.04,25.36,16.99,0.01,7.7,189.1,5.203,67.36,98.55
Palermo,2015-05-16,38.1157,13.3615,16.39,17.83,14.54,5.92,5.22,2.2,2.0563,82.32,98.87
Palermo,2015-05-17,38.1157,13.3615,15.82,17.45,14.01,49.84,3.69,2.8,2.077,90.0,98.42
Palermo,2015-05-18,38.1157,13.3615,17.44,21.8,12.94,2.3,2.69,4.5,7.2082,77.29,98.46
Palermo,2015-05-19,38.1157,13.3615,19.54,24.0,14.37,0.21,2.64,267.4,7.6123,70.15,98.52
Palermo,2015-05-20,38.1157,13.3615,21.04,27.82,16.05,0.2,3.63,183.5,7.2072,66.71,98.57
Palermo,2015-05-21,38.1157,13.3615,17.45,21.8,12.82,3.09,4.44,345.8,2.4226,83.31,98.91
Palermo,2015-05-22,38.1157,13.3615,15.34,18.87,12.56,0.01,5.91,287.2,7.4498,70.67,98.81
Palermo,2015-05-23,38.1157,13.3615,15.94,19.56,12.7,0.01,5.18,259.7,7.6795,76.19,98.87
Palermo,2015-05-24,38.1157,13.3615,16.16,19.83,13.12,0.07,4.93,270.7,7.4088,78.21,98.84
Palermo,2015-05-25,38.1157,13.3615,17.53,21.83,14.01,0.2,2.19,331.9,7.9003,72.19,98.77
Palermo,2015-05-26,38.1157,13.3615,16.33,18.04,14.86,4.72,2.54,289.1,2.9914,80.75,98.5
Palermo,2015-05-27,38.1157,13.3615,17.69,21.33,14.73,4.94,4.42,306.6,7.5017,78.54,98.62
Palermo,2015-05-28,38.1157,13.3615,16.96,20.61,14.05,0.43,4.33,321.4,7.5898,79.38,99.07
Palermo,2015-05-29,38.1157,13.3615,18.06,22.7,13.84,0.0,2.92,350.5,8.0974,67.16,99.15
Palermo,2015-05-30,38.1157,13.3615,18.7,23.1,14.52,0.0,2.26,85.8,6.0538,66.7,99.06
