city,date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
Cagliari,2015-01-01,39.2238,9.1217,10.48,13.05,7.65,0.73,8.48,10.5,2.5337,68.42,102.1
Cagliari,2015-01-02,39.2238,9.1217,11.44,13.17,9.86,0.0,4.61,345.8,2.3962,70.07,102.53
Cagliari,2015-01-03,39.2238,9.1217,13.92,16.23,11.5,0.0,9.48,287.2,2.2042,81.28,102.33
Cagliari,2015-01-04,39.2238,9.1217,14.25,16.1,12.41,0.02,11.39,298.9,2.0906,81.13,101.71
Cagliari,2015-01-05,39.2238,9.1217,13.14,15.01,12.02,0.04,5.15,29.6,2.7751,69.58,102.15
Cagliari,2015-01-06,39.2238,9.1217,12.79,14.75,11.61,0.0,3.88,281.0,2.514,71.39,101.92
Cagliari,2015-01-07,39.2238,9.1217,13.51,15.01,12.18,0.0,3.41,299.8,1.5802,73.33,102.2
Cagliari,2015-01-08,39.2238,9.1217,12.59,14.42,11.15,0.0,5.33,302.5,2.4091,76.43,102.76
Cagliari,2015-01-09,39.2238,9.1217,13.32,15.41,11.75,0.0,9.0,298.9,2.0522,79.1,102.89
Cagliari,2015-01-10,39.2238,9.1217,14.92,17.18,13.07,0.0,10.75,294.4,2.1492,85.65,102.08
Cagliari,2015-01-11,39.2238,9.1217,14.49,16.59,12.16,0.0,9.9,291.7,2.5248,84.39,101.56
Cagliari,2015-01-12,39.2238,9.1217,12.54,14.8,10.89,0.0,4.17,305.5,2.9513,78.31,102.4
Cagliari,2015-01-13,39.2238,9.1217,12.36,13.61,11.3,0.0,2.71,188.9,2.5958,78.19,102.19
Cagliari,2015-01-14,39.2238,9.1217,13.37,16.43,11.62,0.0,4.08,294.7,2.8822,76.17,101.74
Cagliari,2015-01-15,39.2238,9.1217,13.48,16.02,11.67,0.0,3.64,243.5,2.9772,84.12,101.59
Cagliari,2015-01-16,39.2238,9.1217,14.47,15.99,13.52,0.12,4.43,199.8,2.478,93.25,101.0
Cagliari,2015-01-17,39.2238,9.1217,13.54,14.97,11.75,0.55,5.22,287.4,2.5193,75.08,101.11
Cagliari,2015-01-18,39.2238,9.1217,11.79,13.24,9.92,1.41,3.64,355.8,1.9788,65.87,100.95
Cagliari,2015-01-19,39.2238,9.1217,11.86,13.08,11.22,1.41,3.43,139.3,1.7777,68.64,100.45
Cagliari,2015-01-20,39.2238,9.1217,12.88,14.31,11.57,3.5,2.81,217.4,1.8564,70.84,100.0
Cagliari,2015-01-21,39.2238,9.1217,12.62,13.18,12.16,3.58,6.87,239.1,1.903,72.31,100.25
Cagliari,2015-01-22,39.2238,9.1217,11.5,12.68,10.66,4.81,3.93,250.1,1.9126,74.34,99.93
Cagliari,2015-01-23,39.2238,9.1217,11.4,12.98,9.77,3.58,8.86,313.6,1.4796,83.07,99.81
