DATE,VALUE
2010-07-18,0.00029348015
2010-07-19,0.00029518644
2010-07-20,0.00029973652
2010-07-21,0.00031310237
2010-07-22,0.00031054295
2010-07-23,0.00031395552
2010-07-24,0.00031517429
2010-07-25,0.00032955579
2010-07-26,0.00034637483
2010-07-27,0.00035601352
2010-07-28,0.00035769246
2010-07-29,0.00037381368
2010-07-30,0.00038620312
2010-07-31,0.00040669724
2010-08-01,0.00042875806
2010-08-02,0.00044887754
2010-08-03,0.0004695526
2010-08-04,0.00049709618
2010-08-05,0.00051462925
2010-08-06,0.00052445886
2010-08-07,0.00053118528
2010-08-08,0.00054691224
2010-08-09,0.00055739994
2010-08-10,0.00057327898
2010-08-11,0.00060377087
2010-08-12,0.00062982195
2010-08-13,0.00066197502
2010-08-14,0.00072155277
2010-08-15,0.00073690812
2010-08-16,0.00074807931
2010-08-17,0.00074640901
2010-08-18,0.00072762805
2010-08-19,0.00071778681
2010-08-20,0.00074874581
2010-08-21,0.00073475446
2010-08-22,0.00077097933
2010-08-23,0.00081633106
2010-08-24,0.00087542573
2010-08-25,0.00093245896
2010-08-26,0.00098609307
2010-08-27,0.00099660206
2010-08-28,0.001020017
2010-08-29,0.0010099371
2010-08-30,0.00098828893
2010-08-31,0.00099456178
2010-09-01,0.00097754825
2010-09-02,0.00096172254
2010-09-03,0.00095586348
2010-09-04,0.00096507057
2010-09-05,0.0009675816
2010-09-06,0.00097511467
2010-09-07,0.00095502648
2010-09-08,0.00097854591
2010-09-09,0.00097719127
2010-09-10,0.0010093419
2010-09-11,0.0010109915
2010-09-12,0.0010423051
2010-09-13,0.0010737348
2010-09-14,0.00113412
2010-09-15,0.0011409529
2010-09-16,0.0012213556
2010-09-17,0.001251028
2010-09-18,0.0013247305
2010-09-19,0.0014073685
2010-09-20,0.0014938589
2010-09-21,0.0015115168
2010-09-22,0.0015641834
2010-09-23,0.0016429323
2010-09-24,0.001724816
2010-09-25,0.0017530623
2010-09-26,0.0017536364
2010-09-27,0.0017856775
2010-09-28,0.001854885
2010-09-29,0.001930826
2010-09-30,0.001900956
2010-10-01,0.0018926445
2010-10-02,0.0018146027
2010-10-03,0.0017779777
2010-10-04,0.0017666633
2010-10-05,0.0017085807
2010-10-06,0.0017209746
2010-10-07,0.0017457623
2010-10-08,0.0017457623
2010-10-09,0.0018484542
2010-10-10,0.001947605
2010-10-11,0.0019582283
2010-10-12,0.0020192178
2010-10-13,0.0020420976
2010-10-14,0.0021381106
2010-10-15,0.00219294
2010-10-16,0.0023905573
2010-10-17,0.0025749666
2010-10-18,0.0027541611
2010-10-19,0.0029437459
2010-10-20,0.0031065678
2010-10-21,0.0032225518
2010-10-22,0.0033394164
2010-10-23,0.0033670051
2010-10-24,0.0034589543
2010-10-25,0.0035839878
2010-10-26,0.0038057165
2010-10-27,0.0039318506
2010-10-28,0.0040684782
2010-10-29,0.0042675739
2010-10-30,0.0045087397
2010-10-31,0.0046602898
2010-11-01,0.0044697338
2010-11-02,0.0041672983
2010-11-03,0.0039769131
2010-11-04,0.0037937751
2010-11-05,0.003639284
2010-11-06,0.0033798959
2010-11-07,0.0031749124
2010-11-08,0.0033937179
2010-11-09,0.0035812366
2010-11-10,0.0038220386
2010-11-11,0.004090696
2010-11-12,0.0041553673
2010-11-13,0.0043991723
2010-11-14,0.0046997312
2010-11-15,0.0047409251
2010-11-16,0.0048058106
2010-11-17,0.0049499521
2010-11-18,0.0051535395
2010-11-19,0.0053437483
2010-11-20,0.0051884516
2010-11-21,0.0050440636
2010-11-22,0.0051971846
2010-11-23,0.0052460773
2010-11-24,0.0053146543
2010-11-25,0.0052912061
2010-11-26,0.0055094001
2010-11-27,0.0058267733
2010-11-28,0.0059854599
2010-11-29,0.0062135718
2010-11-30,0.0065691379
2010-12-01,0.006788138
2010-12-02,0.0069873022
2010-12-03,0.0071278337
2010-12-04,0.0075711386
2010-12-05,0.0081124521
2010-12-06,0.0084819516
2010-12-07,0.0088263857
2010-12-08,0.0091180706
2010-12-09,0.0093614337
2010-12-10,0.0095594953
2010-12-11,0.009771948
2010-12-12,0.0098906722
2010-12-13,0.0097322945
2010-12-14,0.0098510188
2010-12-15,0.010196773
2010-12-16,0.010387348
2010-12-17,0.010555457
2010-12-18,0.010431587
2010-12-19,0.010546609
2010-12-20,0.01070587
2010-12-21,0.010986708
2010-12-22,0.010894722
