DATE,VALUE
2009-01-03,1
2009-01-07,0
2009-01-11,1
2009-01-15,1
2009-01-19,1
2009-01-23,1
2009-01-27,1
2009-01-31,1
2009-02-04,1
2009-02-08,1
2009-02-12,1
2009-02-16,1
2009-02-20,1
2009-02-24,1
2009-02-28,1
2009-03-04,1
2009-03-08,1
2009-03-12,1
2009-03-16,1
2009-03-20,1
2009-03-24,1
2009-03-28,1
2009-04-01,1
2009-04-05,1
2009-04-09,1
2009-04-13,1
2009-04-17,1
2009-04-21,1
2009-04-25,1
2009-04-29,1
2009-05-03,1
2009-05-07,1
2009-05-11,1
2009-05-15,1
2009-05-19,1
2009-05-23,1
2009-05-27,1
2009-05-31,1
2009-06-04,1
2009-06-08,1
2009-06-12,1
2009-06-16,1
2009-06-20,1
2009-06-24,1
2009-06-28,1
2009-07-02,1
2009-07-06,1
2009-07-10,1
2009-07-14,1
2009-07-18,1
2009-07-22,1
2009-07-26,1
2009-07-30,1
2009-08-03,1
2009-08-07,1
2009-08-11,1
2009-08-15,1
2009-08-19,1
2009-08-23,1
2009-08-27,1
2009-08-31,1
2009-09-04,1
2009-09-08,1
2009-09-12,1
2009-09-16,1
2009-09-20,1
2009-09-24,1
2009-09-28,1
2009-10-02,1
2009-10-06,1
2009-10-10,1
2009-10-14,1
2009-10-18,1
2009-10-22,1
2009-10-26,1
2009-10-30,1
2009-11-03,1
2009-11-07,1
2009-11-11,1
2009-11-15,1
2009-11-19,1
2009-11-23,1
2009-11-27,1
2009-12-01,1
2009-12-05,1
2009-12-09,1
2009-12-13,1
2009-12-17,1
2009-12-21,1
2009-12-25,1
2009-12-29,1
2010-01-02,1.1828995
2010-01-06,1.1828995
2010-01-10,1.1828995
2010-01-14,1.3050621
2010-01-18,1.3050621
2010-01-22,1.3050621
2010-01-26,1.344225
2010-01-30,1.344225
2010-02-03,1.344225
2010-02-07,1.8186485
2010-02-11,1.8186485
2010-02-15,2.5277382
2010-02-19,2.5277382
2010-02-23,2.5277382
2010-02-27,3.7811793
2010-03-03,3.7811793
2010-03-07,3.7811793
2010-03-11,4.5310818
2010-03-15,4.5310818
2010-03-19,4.5310818
2010-03-23,4.5651629
2010-03-27,4.5651629
2010-03-31,4.5651629
2010-04-04,6.0854769
2010-04-08,6.0854769
2010-04-12,7.819797
2010-04-16,7.819797
2010-04-20,7.819797
2010-04-24,11.464316
2010-04-28,11.464316
2010-05-02,11.464316
2010-05-06,12.849183
2010-05-10,12.849183
2010-05-14,12.849183
2010-05-18,12.849183
2010-05-22,11.846228
2010-05-26,11.846228
2010-05-30,16.619079
2010-06-03,16.619079
2010-06-07,16.619079
2010-06-11,16.619079
2010-06-15,17.381488
2010-06-19,17.381488
2010-06-23,17.381488
2010-06-27,19.404796
2010-07-01,19.404796
2010-07-05,19.404796
2010-07-09,23.501257
2010-07-13,45.385822
2010-07-17,181.54329
2010-07-21,181.54329
2010-07-25,181.54329
2010-07-29,244.21322
2010-08-02,244.21322
2010-08-06,352.16121
2010-08-10,352.16121
2010-08-14,352.16121
2010-08-18,511.77353
2010-08-22,511.77353
2010-08-26,511.77353
2010-08-30,623.38696
2010-09-03,623.38696
2010-09-07,623.38696
2010-09-11,712.88486
2010-09-15,712.88486
2010-09-19,917.83074
2010-09-23,917.83074
2010-09-27,917.83074
2010-10-01,1318.6701
2010-10-05,1318.6701
2010-10-09,1318.6701
2010-10-13,1378.0282
2010-10-17,1378.0282
2010-10-21,2149.0218
2010-10-25,2149.0218
2010-10-29,2149.0218
2010-11-02,3091.7369
2010-11-06,3091.7369
2010-11-10,4536.3537
2010-11-14,4536.3537
2010-11-18,4536.3537
2010-11-22,6866.8986
2010-11-26,6866.8986
2010-11-30,8078.1953
2010-12-04,8078.1953
2010-12-08,8078.1953
2010-12-12,12252
2010-12-16,12252
2010-12-20,12252
2010-12-24,14484.162
2010-12-28,14484.162
2011-01-01,14484.162
2011-01-05,16307.421
2011-01-09,16307.421
2011-01-13,16307.421
2011-01-17,18437.644
2011-01-21,18437.644
2011-01-25,18437.644
2011-01-29,22012.381
2011-02-02,22012.381
2011-02-06,22012.381
2011-02-10,25997.88
2011-02-14,25997.88
2011-02-18,36459.887
2011-02-22,36459.887
2011-02-26,36459.887
2011-03-02,55589.518
2011-03-06,55589.518
2011-03-10,76192.619
2011-03-14,76192.619
2011-03-18,76192.619
2011-03-22,76192.619
2011-03-26,68977.785
2011-03-30,68977.785
2011-04-03,68977.785
2011-04-07,82345.644
2011-04-11,82345.644
2011-04-15,82345.644
2011-04-19,92347.591
2011-04-23,92347.591
2011-04-27,92347.591
2011-05-01,109670.13
2011-05-05,109670.13
2011-05-09,109670.13
2011-05-13,157416.4
2011-05-17,157416.4
2011-05-21,244112.49
2011-05-25,244112.49
2011-05-29,434877.05
2011-06-02,434877.05
2011-06-06,567269.53
2011-06-10,567269.53
2011-06-14,567269.53
2011-06-18,876954.49
2011-06-22,876954.49
2011-06-26,1379192.3
2011-06-30,1379192.3
2011-07-04,1379192.3
2011-07-08,1563028
2011-07-12,1563028
2011-07-16,1563028
2011-07-20,1690895.8
2011-07-24,1690895.8
2011-07-28,1690895.8
2011-08-01,1888786.7
2011-08-05,1888786.7
2011-08-09,1888786.7
2011-08-13,1888786.7
2011-08-17,1805700.8
2011-08-21,1805700.8
2011-08-25,1805700.8
2011-08-29,1805700.8
2011-09-02,1777774.5
2011-09-06,1777774.5
2011-09-10,1777774.5
2011-09-14,1755425.3
2011-09-18,1755425.3
2011-09-22,1755425.3
2011-09-26,1755425.3
2011-09-30,1689334.4
2011-10-04,1689334.4
2011-10-08,1689334.4
2011-10-12,1689334.4
2011-10-16,1468195.4
2011-10-20,1468195.4
2011-10-24,1468195.4
2011-10-28,1468195.4
2011-11-01,1203461.9
2011-11-05,1203461.9
2011-11-09,1203461.9
2011-11-13,1203461.9
2011-11-17,1192497.8
2011-11-21,1192497.8
2011-11-25,1192497.8
2011-11-29,1192497.8
2011-12-03,1090715.7
