DATE,PNL
2024-05-20,60.3967
2024-05-21,82.3054
2024-05-22,66.6408
2024-05-23,88.6825
2024-05-24,98.7783
2024-05-25,72.0763
2024-05-26,53.3879
2024-05-27,92.0533
2024-05-28,79.5337
2024-05-29,70.9158
2024-05-30,85.0742
2024-05-31,71.7417
2024-06-01,44.4450
2024-06-02,13.3046
2024-06-03,103.3554
2024-06-04,84.0654
2024-06-05,75.9721
2024-06-06,81.0754
2024-06-07,76.7600
2024-06-08,41.1217
2024-06-09,25.6025
2024-06-10,89.7504
2024-06-11,63.4279
2024-06-12,86.4604
2024-06-13,82.8283
2024-06-14,77.2363
2024-06-15,10.3721
2024-06-16,24.1200
2024-06-17,89.4087
2024-06-18,96.2208
2024-06-19,76.9283
2024-06-20,92.3712
2024-06-21,93.0738
2024-06-22,52.9429
2024-06-23,53.6971
2024-06-24,88.7075
2024-06-25,71.1192
2024-06-26,103.0462
2024-06-27,74.4492
2024-06-28,57.7898
2024-06-29,67.5858
2024-06-30,47.4370
2024-07-01,87.9471
2024-07-02,87.3458
2024-07-03,86.8919
2024-07-04,-0.5433
2024-07-05,37.8392
2024-07-06,-10.3708
2024-07-07,27.2217
2024-07-08,89.0650
2024-07-09,75.7321
2024-07-10,73.6821
2024-07-11,90.6633
2024-07-12,85.7742
2024-07-13,32.6500
2024-07-14,23.7546
2024-07-15,77.1081
2024-07-16,46.3479
2024-07-17,77.1671
2024-07-18,89.8804
2024-07-19,85.7750
2024-07-20,63.8900
2024-07-21,60.7533
2024-07-22,75.5400
2024-07-23,76.2283
2024-07-24,65.2175
2024-07-25,77.2287
2024-07-26,90.6521
2024-07-27,79.2038
2024-07-28,40.8479
2024-07-29,69.0671
2024-07-30,78.3838
2024-07-31,77.3275
2024-08-01,92.4042
2024-08-02,91.1167
2024-08-03,73.1504
2024-08-04,59.7071
2024-08-05,94.0250
2024-08-06,84.1896
2024-08-07,79.8940
2024-08-08,88.2858
2024-08-09,50.3313
2024-08-10,52.1700
2024-08-11,56.2367
2024-08-12,83.0158
2024-08-13,98.8071
2024-08-14,108.8737
2024-08-15,71.1392
2024-08-16,107.7488
2024-08-17,87.5313
2024-08-18,73.2140
2024-08-19,104.8900
2024-08-20,83.4154
2024-08-21,48.3083
2024-08-22,42.8233
2024-08-23,37.9662
2024-08-24,39.8221
2024-08-25,27.9608
2024-08-26,85.2928
2024-08-27,88.3260
2024-08-28,95.4746
2024-08-29,111.8683
2024-08-30,105.0021
2024-08-31,72.1088
2024-09-01,59.1054
2024-09-02,115.5346
2024-09-03,131.5888
2024-09-04,123.0346
2024-09-05,69.7054
2024-09-06,79.3108
2024-09-07,77.7563
2024-09-08,66.2121
2024-09-09,95.7646
2024-09-10,59.8163
2024-09-11,77.0996
2024-09-12,102.8033
2024-09-13,86.6050
2024-09-14,70.7796
2024-09-15,66.2254
2024-09-16,90.9317
2024-09-17,80.2671
2024-09-18,73.8583
2024-09-19,77.5583
2024-09-20,74.1721
2024-09-21,70.1104
2024-09-22,75.5588
2024-09-23,113.0796
2024-09-24,86.0038
2024-09-25,94.9308
2024-09-26,47.3838
2024-09-27,20.2096
2024-09-28,48.6247
2024-09-29,61.0408
2024-09-30,34.6500
2024-10-01,74.4879
2024-10-02,94.2263
2024-10-03,86.7913
2024-10-04,97.0017
2024-10-05,80.4563
2024-10-06,52.1498
2024-10-07,83.9825
2024-10-08,84.2050
2024-10-09,80.3596
2024-10-10,65.4163
2024-10-11,96.5317
2024-10-12,67.2338
2024-10-13,41.0154
2024-10-14,116.3287
2024-10-15,87.4721
2024-10-16,38.3279
2024-10-17,89.9188
2024-10-18,106.0354
2024-10-19,84.0525
2024-10-20,30.6055
2024-10-21,89.7796
2024-10-22,100.9458
2024-10-23,107.6879
2024-10-24,98.7033
2024-10-25,110.8037
2024-10-26,99.4954
2024-10-27,89.9304
2024-10-28,105.7133
2024-10-29,134.1704
2024-10-30,118.7263
2024-10-31,109.8925
2024-11-01,105.9787
2024-11-02,105.2158
2024-11-03,92.0396
2024-11-04,120.7892
2024-11-05,157.1308
2024-11-06,181.6850
2024-11-07,146.3146
2024-11-08,113.1708
2024-11-09,114.0463
2024-11-10,113.3488
2024-11-11,107.9921
2024-11-12,144.6929
2024-11-13,145.7892
2024-11-14,123.0642
2024-11-15,123.3942
2024-11-16,104.7634
2024-11-17,78.1246
2024-11-18,115.3096
2024-11-19,120.2588
2024-11-20,114.0917
2024-11-21,122.8188
2024-11-22,115.7742
2024-11-23,78.7754
2024-11-24,13.5679
2024-11-25,80.7258
2024-11-26,112.9208
2024-11-27,110.6004
2024-11-28,109.5879
2024-11-29,124.3258
2024-11-30,107.4650
2024-12-01,93.3125
2024-12-02,110.5933
2024-12-03,141.6858
2024-12-04,175.8604
2024-12-05,99.7179
2024-12-06,89.9979
2024-12-07,66.1154
2024-12-08,89.3096
2024-12-09,97.1167
2024-12-10,133.2471
2024-12-11,227.7496
2024-12-12,355.9071
2024-12-13,177.3146
2024-12-14,101.6067
2024-12-15,62.0288
2024-12-16,61.2308
2024-12-17,91.6374
2024-12-18,60.0579
2024-12-19,69.9700
2024-12-20,82.1200
2024-12-21,32.4808
2024-12-22,28.1404
2024-12-23,70.6921
2024-12-24,102.7087
2024-12-25,98.9071
2024-12-26,113.0475
2024-12-27,122.2467
2024-12-28,122.3471
2024-12-29,109.7900
2024-12-30,87.6033
2024-12-31,71.9992
2025-01-01,38.1915
2025-01-02,132.7979
2025-01-03,115.7346
2025-01-04,124.3362
2025-01-05,62.1167
2025-01-06,54.5808
2025-01-07,84.1312
2025-01-08,109.0429
2025-01-09,114.8358
2025-01-10,113.8950
2025-01-11,113.5537
2025-01-12,113.4917
2025-01-13,124.9092
2025-01-14,117.9712
2025-01-15,208.0983
2025-01-16,143.9979
2025-01-17,144.0792
2025-01-18,133.9383
2025-01-19,128.2454
2025-01-20,224.4004
2025-01-21,164.2708
2025-01-22,157.5842
2025-01-23,102.5767
2025-01-24,78.8517
2025-01-25,100.5521
2025-01-26,87.4363
2025-01-27,55.6812
2025-01-28,89.7667
2025-01-29,107.0383
2025-01-30,133.7075
2025-01-31,140.3483
2025-02-01,134.4550
2025-02-02,136.2158
2025-02-03,152.4996
2025-02-04,132.3875
2025-02-05,138.6829
2025-02-06,139.3796
2025-02-07,112.6629
2025-02-08,124.1204
2025-02-09,126.4783
2025-02-10,117.3033
2025-02-11,131.7342
2025-02-12,154.2133
2025-02-13,168.1471
2025-02-14,173.9467
2025-02-15,131.5550
2025-02-16,130.1288
2025-02-17,152.2321
2025-02-18,130.2612
2025-02-19,109.4370
2025-02-20,96.4871
2025-02-21,84.0162
2025-02-22,87.9229
2025-02-23,79.1658
2025-02-24,81.9683
2025-02-25,134.9563
2025-02-26,122.2271
2025-02-27,117.6733
2025-02-28,123.3029
2025-03-01,119.1600
2025-03-02,89.7717
2025-03-03,106.0038
2025-03-04,104.4579
2025-03-05,79.0963
2025-03-06,84.7279
2025-03-07,95.8592
2025-03-08,79.0129
2025-03-09,73.2338
2025-03-10,107.5442
2025-03-11,115.8196
2025-03-12,119.0417
2025-03-13,121.7613
2025-03-14,118.4771
2025-03-15,91.1533
2025-03-16,70.4825
2025-03-17,96.5651
2025-03-18,85.1242
2025-03-19,98.1221
2025-03-20,98.7871
2025-03-21,63.9278
2025-03-22,42.6104
2025-03-23,81.0471
2025-03-24,124.3467
2025-03-25,108.5533
2025-03-26,112.7488
2025-03-27,94.6646
2025-03-28,86.8596
2025-03-29,74.5496
2025-03-30,15.7270
2025-03-31,94.1638
2025-04-01,79.4950
2025-04-02,49.6549
2025-04-03,75.4887
2025-04-04,82.1550
2025-04-05,47.0221
2025-04-06,36.9913
2025-04-07,91.1829
2025-04-08,90.5750
2025-04-09,80.0054
2025-04-10,80.2134
2025-04-11,73.0417
2025-04-12,54.9417
2025-04-13,40.5894
2025-04-14,93.0883
2025-04-15,70.4892
2025-04-16,85.7117
2025-04-17,97.9933
2025-04-18,85.9664
2025-04-19,64.5804
2025-04-20,70.0250
2025-04-21,83.2179
2025-04-22,111.2554
2025-04-23,105.6733
2025-04-24,94.4067
2025-04-25,87.9313
2025-04-26,59.3425
2025-04-27,28.5764
2025-04-28,74.3021
2025-04-29,71.0442
2025-04-30,74.2946
2025-05-01,45.0071
2025-05-02,64.5167
2025-05-03,53.4150
2025-05-04,35.9619
2025-05-05,73.5702
2025-05-06,88.5183
2025-05-07,95.9888
2025-05-08,98.3867
2025-05-09,80.8142
2025-05-10,48.1429
2025-05-11,4.2642
2025-05-12,63.0867
2025-05-13,76.0313
2025-05-14,64.9858
2025-05-15,64.1204
2025-05-16,71.0388
2025-05-17,59.5279
2025-05-18,62.6238
2025-05-19,90.1104
2025-05-20,85.2204
2025-05-21,73.3117
2025-05-22,62.0867
2025-05-23,76.6129
2025-05-24,50.9300
2025-05-25,23.4421
2025-05-26,65.5809
2025-05-27,54.6229
2025-05-28,86.5017
2025-05-29,54.9860
2025-05-30,53.6246
2025-05-31,68.4642
2025-06-01,38.7221
2025-06-02,85.9971
2025-06-03,58.6689
2025-06-04,78.9042
2025-06-05,75.8171
2025-06-06,49.7537
2025-06-07,66.7868
2025-06-08,29.5629
2025-06-09,49.0433
2025-06-10,62.2171
2025-06-11,78.3625
2025-06-12,56.9634
2025-06-13,72.2125
2025-06-14,56.7021
2025-06-15,64.2433
2025-06-16,84.3008
2025-06-17,86.7117
2025-06-18,81.0700
2025-06-19,68.4638
2025-06-20,87.4850
2025-06-21,72.0604
2025-06-22,47.9663
2025-06-23,43.0250
2025-06-24,58.1037
2025-06-25,100.4077
2025-06-26,88.5542
2025-06-27,83.4958
2025-06-28,51.5988
2025-06-29,54.4938
2025-06-30,101.7629
2025-07-01,145.4975
2025-07-02,109.3850
2025-07-03,89.0100
2025-07-04,75.4650
2025-07-05,50.3243
2025-07-06,82.7517
2025-07-07,89.9655
2025-07-08,88.9175
2025-07-09,95.2283
2025-07-10,92.3658
2025-07-11,92.9692
2025-07-12,75.5587
2025-07-13,80.5947
2025-07-14,95.6850
2025-07-15,81.0337
2025-07-16,93.3413
2025-07-17,93.1354
2025-07-18,101.1092
2025-07-19,69.8629
2025-07-20,74.3667
2025-07-21,93.9633
2025-07-22,77.2117
2025-07-23,86.2196
2025-07-24,97.6642
2025-07-25,95.1217
2025-07-26,87.0433
2025-07-27,79.0608
2025-07-28,87.2496
2025-07-29,77.0812
2025-07-30,74.3796
2025-07-31,86.7871
2025-08-01,90.7142
2025-08-02,66.8548
2025-08-03,41.9787
2025-08-04,56.8129
2025-08-05,36.2471
2025-08-06,65.5208
2025-08-07,67.5675
2025-08-08,76.3642
2025-08-09,58.0704
2025-08-10,47.9442
2025-08-11,86.4548
2025-08-12,83.7842
2025-08-13,99.5971
2025-08-14,103.8771
2025-08-15,74.6485
2025-08-16,64.4091
2025-08-17,66.0271
2025-08-18,87.6362
2025-08-19,77.6112
2025-08-20,86.0879
2025-08-21,86.0871
2025-08-22,85.5263
2025-08-23,69.6300
2025-08-24,62.9496
2025-08-25,87.2371
2025-08-26,91.1767
2025-08-27,99.4892
2025-08-28,98.6104
2025-08-29,84.3125
2025-08-30,65.4721
2025-08-31,53.3633
2025-09-01,84.8179
2025-09-02,91.0938
2025-09-03,57.0030
2025-09-04,76.2434
2025-09-05,94.4362
2025-09-06,67.7875
2025-09-07,38.8896
2025-09-08,121.3350
2025-09-09,134.2950
2025-09-10,113.4975
2025-09-11,61.3054
2025-09-12,51.1337
2025-09-13,57.4204
2025-09-14,58.9054
2025-09-15,8.2696
2025-09-16,32.8871
2025-09-17,80.7075
2025-09-18,66.8230
2025-09-19,97.6593
2025-09-20,52.3733
2025-09-21,39.1815
2025-09-22,91.6566
2025-09-23,102.0204
2025-09-24,73.9494
2025-09-25,76.4146
2025-09-26,95.1877
2025-09-27,88.7570
2025-09-28,82.6338
2025-09-29,120.2875
2025-09-30,123.1250
2025-10-01,112.3037
2025-10-02,94.7085
2025-10-03,68.3785
2025-10-04,-1.0204
2025-10-05,10.4171
2025-10-06,89.0115
2025-10-07,131.4192
2025-10-08,115.9733
2025-10-09,102.9575
2025-10-10,96.9977
2025-10-11,99.3133
2025-10-12,90.8271
2025-10-13,128.6698
2025-10-14,146.6388
2025-10-15,130.7823
2025-10-16,96.7371
2025-10-17,103.2515
2025-10-18,92.3331
2025-10-19,68.9237
2025-10-20,80.1077
2025-10-21,65.8767
2025-10-22,116.9092
2025-10-23,79.0952
2025-10-24,35.8185
2025-10-25,16.6796
2025-10-26,16.1094
2025-10-27,69.5429
2025-10-28,66.8502
2025-10-29,89.9471
2025-10-30,77.9938
2025-10-31,84.6794
2025-11-01,44.7260
2025-11-02,76.8321
2025-11-03,75.0310
2025-11-04,72.4527
2025-11-05,85.6800
2025-11-06,101.4298
2025-11-07,103.5115
2025-11-08,99.6000
2025-11-09,93.8048
2025-11-10,99.0475
2025-11-11,87.0865
2025-11-12,73.5381
2025-11-13,76.8357
2025-11-14,94.0527
2025-11-15,83.7365
2025-11-16,92.0851
2025-11-17,85.5929
2025-11-18,100.4083
2025-11-19,99.8721
2025-11-20,123.9488
2025-11-21,142.1342
2025-11-22,88.9250
2025-11-23,72.9025
2025-11-24,121.8998
2025-11-25,147.8865
2025-11-26,151.6800
2025-11-27,83.2479
2025-11-28,83.0577
2025-11-29,88.1944
2025-11-30,82.7433
2025-12-01,82.4688
2025-12-02,86.4277
2025-12-03,132.0492
2025-12-04,97.0044
2025-12-05,116.3656
2025-12-06,73.6437
2025-12-07,73.6431
2025-12-08,67.7371
2025-12-09,81.7960
2025-12-10,76.1104
2025-12-11,91.6594
2025-12-12,106.6915
2025-12-13,93.2519
2025-12-14,83.6456
2025-12-15,84.9715
2025-12-16,105.0810
2025-12-17,101.7700
2025-12-18,71.1990
2025-12-19,70.8075
2025-12-20,98.3329
2025-12-21,87.0683
2025-12-22,85.3744
2025-12-23,77.3292
2025-12-24,66.2354
2025-12-25,67.7433
2025-12-26,96.2210
2025-12-27,90.3871
2025-12-28,93.5565
2025-12-29,97.1100
2025-12-30,87.9304
2025-12-31,87.5487
2026-01-01,47.1852
2026-01-02,65.8257
2026-01-03,89.2946
2026-01-04,94.9440
2026-01-05,134.4248
2026-01-06,125.6098
2026-01-07,95.2444
2026-01-08,150.9806
2026-01-09,83.3746
2026-01-10,96.0371
2026-01-11,92.7008
2026-01-12,88.6640
2026-01-13,99.2048
2026-01-14,114.1021
2026-01-15,97.5588
2026-01-16,108.1662
2026-01-17,110.8958
2026-01-18,108.4898
2026-01-19,137.8923
2026-01-20,123.6952
2026-01-21,106.9877
2026-01-22,103.0517
2026-01-23,109.9879
2026-01-24,111.6735
2026-01-25,111.2644
2026-01-26,139.5027
2026-01-27,117.4681
2026-01-28,136.1010
2026-01-29,127.4894
2026-01-30,111.6412
2026-01-31,114.5419
2026-02-01,111.8893
2026-02-02,108.2157
2026-02-03,97.4021
2026-02-04,100.8751
2026-02-05,103.0679
2026-02-06,115.3189
2026-02-07,101.5598
2026-02-08,100.2058
2026-02-09,131.6232
2026-02-10,107.4235
2026-02-11,100.6562
2026-02-12,97.9607
2026-02-13,102.5808
2026-02-14,95.3092
2026-02-15,85.0696
2026-02-16,92.5082
2026-02-17,91.6693
2026-02-18,96.2134
2026-02-19,84.8201
2026-02-20,86.8364
2026-02-21,70.7039
2026-02-22,53.8617
2026-02-23,66.1616
2026-02-24,105.6771
2026-02-25,87.2328
2026-02-26,75.8091
2026-02-27,72.3556
2026-02-28,59.4505
2026-03-01,58.5541
2026-03-02,87.9543
2026-03-03,106.6223
2026-03-04,141.8603
2026-03-05,109.4438
2026-03-06,122.8167
2026-03-07,106.0806
2026-03-08,104.6548
2026-03-09,138.6793
2026-03-10,141.1685
2026-03-11,82.8364
2026-03-12,64.6106
2026-03-13,78.8192
2026-03-14,125.0801
2026-03-15,91.7303
2026-03-16,76.6754
2026-03-17,120.9956
2026-03-18,90.7887
2026-03-19,109.2169
2026-03-20,131.2628
2026-03-21,105.4127
2026-03-22,78.8197
2026-03-23,135.0287
2026-03-24,72.8930
2026-03-25,46.1492
2026-03-26,91.8387
2026-03-27,117.1842
2026-03-28,79.0363
2026-03-29,60.7752
2026-03-30,68.5453
2026-03-31,122.8938
2026-04-01,142.1699
2026-04-02,124.0408
2026-04-03,80.4547
2026-04-04,68.7113
2026-04-05,22.5222
2026-04-06,79.3107
2026-04-07,88.9310
2026-04-08,86.6093
2026-04-09,77.6396
2026-04-10,121.0073
2026-04-11,54.9142
2026-04-12,76.7878
2026-04-13,129.0772
2026-04-14,132.5397
2026-04-15,109.8750
2026-04-16,107.5084
2026-04-17,105.6167
2026-04-18,92.3038
2026-04-19,78.4226
2026-04-20,100.7695
2026-04-21,76.7154
2026-04-22,74.0004
2026-04-23,74.7865
2026-04-24,82.1260
2026-04-25,50.3501
2026-04-26,12.8490
2026-04-27,96.1077
2026-04-28,60.7957
2026-04-29,60.2473
2026-04-30,67.8936
2026-05-01,2.4167
2026-05-02,76.7231
2026-05-03,89.3768
2026-05-04,128.7403
2026-05-05,122.2236
2026-05-06,122.1197
2026-05-07,130.7146
2026-05-08,107.4750
2026-07-01,161.3050
2026-07-02,126.7300
2026-07-03,66.8744
2026-07-04,62.4793
2026-07-05,67.1642
2026-07-06,102.8883
2026-07-07,87.1991
2026-07-08,137.9000
2026-07-09,129.5761
2026-07-10,123.7697
2026-07-11,94.2349
2026-07-12,73.4121
2026-07-13,112.6539
2026-07-14,109.2441
2026-07-15,f

2026-07-16,168.7100
