DATE,VALUE
2021-07-07,3.596
2021-07-08,3.688
2021-07-09,3.674
2021-07-12,3.7490001
2021-07-13,3.6960001
2021-07-14,3.6600001
2021-07-15,3.6140001
2021-07-16,3.674
2021-07-19,3.779
2021-07-20,3.8759999
2021-07-21,3.9590001
2021-07-22,4.0029998
2021-07-23,4.0599999
2021-07-26,4.1020002
2021-07-27,3.971
2021-07-28,4.0440001
2021-07-29,4.059
2021-07-30,3.914
2021-08-02,3.9349999
2021-08-03,4.027
2021-08-04,4.158
2021-08-05,4.1399999
2021-08-06,4.1399999
2021-08-09,4.0599999
2021-08-10,4.0890002
2021-08-11,4.059
2021-08-12,3.9330001
2021-08-13,3.8610001
2021-08-16,3.9460001
2021-08-17,3.8369999
2021-08-18,3.852
2021-08-19,3.8299999
2021-08-20,3.8510001
2021-08-23,3.9449999
2021-08-24,3.8959999
2021-08-25,3.8970001
2021-08-26,4.184
2021-08-27,4.3699999
2021-08-30,4.3049998
2021-08-31,4.3769999
2021-09-01,4.6149998
2021-09-02,4.6409998
2021-09-03,4.7119999
2021-09-07,4.5679998
2021-09-08,4.914
2021-09-09,5.0310001
2021-09-10,4.9380002
2021-09-13,5.2309999
2021-09-14,5.2600002
2021-09-15,5.46
2021-09-16,5.335
2021-09-17,5.105
2021-09-20,4.9850001
2021-09-21,4.8049998
2021-09-22,4.8049998
2021-09-23,4.9759998
2021-09-24,5.1399999
2021-09-27,5.7059999
2021-09-28,5.8410001
2021-09-29,5.4770002
2021-09-30,5.8670001
2021-10-01,5.619
2021-10-04,5.7659998
2021-10-05,6.3119998
2021-10-06,5.6750002
2021-10-07,5.677
2021-10-08,5.5650001
2021-10-11,5.3449998
2021-10-12,5.5050001
2021-10-13,5.5900002
2021-10-14,5.6869998
2021-10-15,5.4099998
2021-10-18,4.9889998
2021-10-19,5.0879998
2021-10-20,5.1700001
2021-10-21,5.1149998
2021-10-22,5.2800002
2021-10-25,5.8979998
2021-10-26,5.882
2021-10-27,6.2020001
2021-10-28,5.7820001
2021-10-29,5.4260001
2021-11-01,5.1859999
2021-11-02,5.5419998
2021-11-03,5.6700001
2021-11-04,5.7160001
2021-11-05,5.5159998
2021-11-08,5.427
2021-11-09,4.9790001
2021-11-10,4.8800001
2021-11-11,5.1490002
2021-11-12,4.7909999
2021-11-15,5.0170002
2021-11-16,5.177
2021-11-17,4.816
2021-11-18,4.902
2021-11-19,5.0650001
2021-11-22,4.789
2021-11-23,4.967
2021-11-24,5.0679998
2021-11-26,5.447
2021-11-29,4.8540001
2021-11-30,4.5669999
2021-12-01,4.2579999
2021-12-02,4.0560002
2021-12-03,4.132
2021-12-06,3.6570001
2021-12-07,3.7079999
2021-12-08,3.8150001
2021-12-09,3.8139999
2021-12-10,3.925
2021-12-13,3.7939999
2021-12-14,3.747
2021-12-15,3.802
2021-12-16,3.766
2021-12-17,3.6900001
2021-12-20,3.8340001
2021-12-21,3.869
2021-12-22,3.9760001
2021-12-23,3.7309999
2021-12-27,4.0599999
2021-12-28,4.0549998
2021-12-29,4.0240002
2021-12-30,3.5610001
2021-12-31,3.73
2022-01-03,3.8150001
2022-01-04,3.717
2022-01-05,3.882
2022-01-06,3.812
2022-01-07,3.9159999
2022-01-10,4.079
2022-01-11,4.2490001
2022-01-12,4.8569999
2022-01-13,4.27
2022-01-14,4.2620001
2022-01-18,4.283
2022-01-19,4.0310001
2022-01-20,3.802
2022-01-21,3.9990001
2022-01-24,4.027
2022-01-25,4.053
2022-01-26,4.277
2022-01-27,6.2649999
2022-01-28,4.6389999
2022-01-31,4.8740001
2022-02-01,4.7509999
2022-02-02,5.5009999
2022-02-03,4.888
2022-02-04,4.572
2022-02-07,4.2319999
2022-02-08,4.2480001
2022-02-09,4.0089998
2022-02-10,3.9590001
2022-02-11,3.941
2022-02-14,4.1950002
2022-02-15,4.3060002
2022-02-16,4.717
2022-02-17,4.4860001
2022-02-18,4.4310002
2022-02-22,4.4980001
2022-02-23,4.6230001
2022-02-24,4.5679998
2022-02-25,4.4699998
2022-02-28,4.402
2022-03-01,4.573
2022-03-02,4.7620001
2022-03-03,4.7220001
2022-03-04,5.0159998
2022-03-07,4.8330002
2022-03-08,4.527
2022-03-09,4.526
2022-03-10,4.631
2022-03-11,4.7249999
2022-03-14,4.658
2022-03-15,4.5679998
2022-03-16,4.7480001
2022-03-17,4.9899998
2022-03-18,4.8629999
2022-03-21,4.9000001
2022-03-22,5.1869998
2022-03-23,5.2319999
2022-03-24,5.401
2022-03-25,5.5710001
2022-03-28,5.5079999
2022-03-29,5.336
2022-03-30,5.605
2022-03-31,5.6420002
2022-04-01,5.7199998
2022-04-04,5.7119999
2022-04-05,6.0320001
2022-04-06,6.0289998
2022-04-07,6.3590002
2022-04-08,6.2779999
2022-04-11,6.6430001
2022-04-12,6.6799998
2022-04-13,6.9970002
2022-04-14,7.3000002
2022-04-18,7.8200002
2022-04-19,7.1760001
2022-04-20,6.9369998
2022-04-21,6.9569998
2022-04-22,6.5339999
2022-04-25,6.6690001
2022-04-26,6.8499999
2022-04-27,7.2670002
2022-04-28,6.888
2022-04-29,7.244
2022-05-02,7.4749999
2022-05-03,7.954
2022-05-04,8.415
2022-05-05,8.783
2022-05-06,8.0430002
2022-05-09,7.026
2022-05-10,7.3850002
2022-05-11,7.6399999
2022-05-12,7.7389998
2022-05-13,7.6630001
2022-05-16,7.9559999
2022-05-17,8.3039999
2022-05-18,8.368
2022-05-19,8.3079996
2022-05-20,8.0830002
2022-05-23,8.7440004
2022-05-24,8.7959995
