DATE,VALUE
2021-07-07,23.57
2021-07-08,23.16
2021-07-09,23.219999
2021-07-12,23.49
2021-07-13,23.209999
2021-07-14,22.639999
2021-07-15,22.190001
2021-07-16,22.1
2021-07-19,21.940001
2021-07-20,22.16
2021-07-21,22.860001
2021-07-22,22.870001
2021-07-23,22.559999
2021-07-26,22.379999
2021-07-27,22.219999
2021-07-28,22.83
2021-07-29,22.77
2021-07-30,22.709999
2021-08-02,22.73
2021-08-03,23.17
2021-08-04,23.120001
2021-08-05,22.950001
2021-08-06,22.92
2021-08-09,23.280001
2021-08-10,23.25
2021-08-11,23.110001
2021-08-12,22.82
2021-08-13,22.6
2021-08-16,22.42
2021-08-17,22.18
2021-08-18,22.32
2021-08-19,22.32
2021-08-20,22.68
2021-08-23,22.969999
2021-08-24,23.110001
2021-08-25,23.190001
2021-08-26,22.92
2021-08-27,23.120001
2021-08-30,23.35
2021-08-31,23.33
2021-09-01,23.51
2021-09-02,23.790001
2021-09-03,23.6
2021-09-07,23.41
2021-09-08,22.959999
2021-09-09,22.93
2021-09-10,22.57
2021-09-13,23.02
2021-09-14,22.879999
2021-09-15,22.559999
2021-09-16,22.41
2021-09-17,22.52
2021-09-20,21.92
2021-09-21,22.18
2021-09-22,22.49
2021-09-23,22.690001
2021-09-24,22.25
2021-09-27,22.43
2021-09-28,21.940001
2021-09-29,21.709999
2021-09-30,21.65
2021-10-01,21.77
2021-10-04,21.200001
2021-10-05,21.24
2021-10-06,21.290001
2021-10-07,21.51
2021-10-08,21.34
2021-10-11,21.42
2021-10-12,22.23
2021-10-13,22.950001
2021-10-14,22.860001
2021-10-15,22.93
2021-10-18,23.02
2021-10-19,23.58
2021-10-20,23.719999
2021-10-21,23.75
2021-10-22,23.559999
2021-10-25,23.91
2021-10-26,23.75
2021-10-27,24.459999
2021-10-28,25.309999
2021-10-29,25.27
2021-11-01,25.790001
2021-11-02,25.299999
2021-11-03,24.719999
2021-11-04,24.59
2021-11-05,24.280001
2021-11-08,24.719999
2021-11-09,24.59
2021-11-10,24.24
2021-11-11,24.879999
2021-11-12,25.08
2021-11-15,24.780001
2021-11-16,24.719999
2021-11-17,24.57
2021-11-18,24.23
2021-11-19,24.690001
2021-11-22,24.120001
2021-11-23,23.84
2021-11-24,23.91
2021-11-26,23.6
2021-11-29,23.860001
2021-11-30,23.49
2021-12-01,22.76
2021-12-02,22.66
2021-12-03,21.950001
2021-12-06,22.209999
2021-12-07,22.93
2021-12-08,23
2021-12-09,22.34
2021-12-10,22.190001
2021-12-13,21.959999
2021-12-14,21.299999
2021-12-15,21.66
2021-12-16,21.18
2021-12-17,21.219999
2021-12-20,20.440001
2021-12-21,21.120001
2021-12-22,21.24
2021-12-23,21.24
2021-12-27,21.209999
2021-12-28,21
2021-12-29,20.93
2021-12-30,21.209999
2021-12-31,21.17
