DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2006,3260.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2007,3270.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2008,3240.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2009,3250.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2010,3220.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2011,3120.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2012,3060.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2013,3020.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2014,3050.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2015,3090.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2016,3110.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2017,3150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2018,3190.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2019,3180.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2020,3190.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2021,3340.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2022,3370.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2023,3410.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2024,3430.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S13,IT,2025,3440.0,e,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,1995,14230.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,1996,14400.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,1997,14900.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,1998,15400.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,1999,15820.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2000,16250.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2001,16350.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2002,16320.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2003,16350.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2004,16380.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2005,16490.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2006,16640.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2007,16720.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2008,16430.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2009,16080.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2010,16170.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2011,16150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2012,15520.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2013,15140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2014,15180.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2015,15480.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2016,15640.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2017,15850.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2018,15970.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2019,16000.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2020,14390.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2021,15300.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2022,16140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2023,16230.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2024,16430.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14,IT,2025,16600.0,e,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,1995,14330.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,1996,14510.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,1997,15010.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,1998,15520.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,1999,15950.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2000,16380.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2001,16490.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2002,16450.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2003,16480.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2004,16520.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2005,16630.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2006,16790.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2007,16870.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2008,16570.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2009,16230.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2010,16320.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2011,16290.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2012,15660.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2013,15280.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2014,15320.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2015,15620.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2016,15770.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2017,16000.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2018,16110.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2019,16150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2020,14510.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2021,15440.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2022,16280.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2023,16380.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2024,16580.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S14_S15,IT,2025,16760.0,e,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,1995,100.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,1996,110.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,1997,110.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,1998,120.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,1999,130.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2000,130.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2001,130.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2002,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2003,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2004,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2005,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2006,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2007,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2008,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2009,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2010,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2011,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2012,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2013,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2014,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2015,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2016,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2017,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2018,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2019,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2020,120.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2021,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2022,140.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2023,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2024,150.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P31_S15,IT,2025,160.0,e,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,1995,2190.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,1996,2180.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,1997,2160.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,1998,2240.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,1999,2260.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2000,2330.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2001,2460.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2002,2470.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2003,2500.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2004,2470.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2005,2440.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2006,2380.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2007,2360.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2008,2420.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2009,2400.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2010,2370.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2011,2330.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2012,2250.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2013,2220.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2014,2160.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2015,2120.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2016,2180.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2017,2160.0,,
ESTAT:NAMA_10_PC(1.0),22/07/26 23:00:00,A,CLV10_EUR_HAB,P32_S13,IT,2018,2130.0,,
