DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2014,20.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2015,19.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2016,17.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2017,19.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2018,17.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2019,17.7,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2020,16.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2021,15.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2022,17.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2023,18.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2024,15.5,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,BG,2025,15.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2010,67.4,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2011,67.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2012,66.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2013,67.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2014,67.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2015,68.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2016,69.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2017,67.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2018,67.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2019,66.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2020,64.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2021,64.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2022,64.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2023,64.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2024,64.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CH,2025,65.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2009,38.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2010,40.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2011,36.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2012,35.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2013,36.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2014,39.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2015,38.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2016,38.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2017,39.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2018,41.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2019,37.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2020,34.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2021,38.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2022,40.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2023,39.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2024,37.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CY,2025,38.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2009,26.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2010,25.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2011,24.1,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2012,25.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2013,26.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2014,26.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2015,27.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2016,26.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2017,26.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2018,26.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2019,25.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2020,21.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2021,21.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2022,23.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2023,23.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2024,23.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,CZ,2025,24.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2009,48.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2010,48.5,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2011,49.6,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2012,47.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2013,48.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2014,47.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2015,46.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2016,47.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2017,48.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2018,47.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2019,48.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2020,49.1,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2021,49.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2022,50.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2023,51.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2024,52.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DE,2025,53.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2009,67.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2010,63.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2011,63.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2012,60.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2013,59.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2014,58.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2015,58.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2016,61.2,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2017,61.2,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2018,60.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2019,61.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2020,60.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2021,59.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2022,62.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2023,65.6,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2024,69.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,DK,2025,69.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2009,40.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2010,39.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2011,39.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2012,39.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2013,39.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2014,38.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2015,38.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2016,38.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2017,38.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2018,38.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2019,38.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2020,36.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2021,38.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2022,39.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2023,40.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2024,39.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA20,2025,40.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2009,40.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2010,39.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2011,39.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2012,38.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2013,38.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2014,38.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2015,37.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2016,37.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2017,37.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2018,37.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2019,37.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2020,36.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2021,37.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2022,39.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2023,40.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2024,39.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EA21,2025,39.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2009,34.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2010,35.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2011,36.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2012,37.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2013,38.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2014,37.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2015,38.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2016,41.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2017,43.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2018,45.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2019,43.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2020,41.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2021,40.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2022,48.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2023,46.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2024,46.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EE,2025,42.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2009,27.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2010,27.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2011,26.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2012,27.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2013,25.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2014,26.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2015,24.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2016,23.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2017,24.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2018,21.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2019,21.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2020,18.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2021,18.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2022,21.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2023,23.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2024,22.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,EL,2025,21.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,ES,2009,41.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,ES,2010,40.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,ES,2011,39.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-24,PC_POP,ES,2012,37.6,,
