DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2018,1541541,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2019,1532980,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2020,1524826,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2021,1518495,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2022,1509227,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2023,1507636,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2024,1509140,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC3,2025,1510143,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2014,9929769,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2015,9954769,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2016,9958447,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2017,9970419,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2018,9986962,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2019,10010833,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2020,10027602,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2021,9981554,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2022,9943004,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2023,9976509,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2024,10012054,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITC4,2025,10033918,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2014,1329918,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2015,1325836,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2016,1319294,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2017,1313930,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2018,1306059,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2019,1300645,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2020,1293941,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2021,1281012,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2022,1275950,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2023,1272627,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2024,1269571,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF1,2025,1269118,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2014,312897,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2015,311398,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2016,310026,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2017,308400,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2018,306564,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2019,303790,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2020,300516,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2021,294294,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2022,292150,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2023,290636,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2024,289224,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF2,2025,287814,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2014,5812768,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2015,5804370,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2016,5790783,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2017,5776654,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2018,5762889,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2019,5740291,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2020,5712143,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2021,5624260,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2022,5624420,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2023,5609536,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2024,5593906,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF3,2025,5582337,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2014,4077788,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2015,4063269,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2016,4043735,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2017,4024067,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2018,4000966,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2019,3975528,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2020,3953305,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2021,3933777,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2022,3922941,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2023,3907683,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2024,3890661,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF4,2025,3877395,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2014,575814,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2015,573236,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2016,569887,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2017,566405,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2018,562968,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2019,558587,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2020,553254,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2021,545130,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2022,541168,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2023,537577,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2024,533233,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF5,2025,530004,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2014,1958226,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2015,1951733,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2016,1943085,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2017,1935097,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2018,1924257,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2019,1912021,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2020,1894110,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2021,1860601,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2022,1855454,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2023,1846610,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2024,1838568,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITF6,2025,1834646,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2014,5041754,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2015,5028266,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2016,5004400,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2017,4977900,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2018,4942188,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2019,4908548,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2020,4875290,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2021,4833705,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2022,4833329,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2023,4814016,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2024,4797359,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG1,2025,4787390,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2014,1652528,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2015,1648642,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2016,1642492,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2017,1636839,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2018,1631040,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2019,1622257,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2020,1611621,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2021,1590044,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2022,1587413,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2023,1578146,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2024,1570453,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITG2,2025,1562381,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2014,515389,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2015,517994,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2016,520252,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2017,523454,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2018,526772,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2019,530313,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2020,532644,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2021,534912,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2022,532616,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2023,534147,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2024,537533,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH1,2025,539679,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2014,536813,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2015,538188,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2016,539513,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2017,540280,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2018,541966,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2019,543721,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2020,545425,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2021,542166,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2022,540958,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2023,542996,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2024,545169,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH2,2025,546573,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2014,4905712,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2015,4902694,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2016,4890648,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2017,4883373,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2018,4880936,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2019,4884590,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2020,4879133,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2021,4869830,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2022,4847745,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2023,4849553,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2024,4852216,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH3,2025,4853472,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2014,1224984,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2015,1221664,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2016,1216208,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2017,1212809,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2018,1211155,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2019,1210414,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2020,1206216,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2021,1201510,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2022,1194647,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2023,1194248,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2024,1194616,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH4,2025,1193284,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2014,4432241,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2015,4434377,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2016,4435480,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2017,4439768,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2018,4445920,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2019,4459453,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2020,4464119,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2021,4438937,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2022,4425366,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2023,4437578,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2024,4451938,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITH5,2025,4461998,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2014,3744293,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2015,3739044,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2016,3726422,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2017,3721391,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2018,3712048,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2019,3701343,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2020,3692555,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2021,3692865,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2022,3663191,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2023,3661981,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2024,3660530,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI1,2025,3657716,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2014,892099,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2015,888288,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2016,884092,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2017,880992,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2018,876477,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2019,873744,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2020,870165,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2021,865452,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2022,858812,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2023,856407,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2024,853068,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI2,2025,851473,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2014,1549478,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2015,1545869,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2016,1538442,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2017,1532460,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2018,1526331,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2019,1520321,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2020,1512672,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2021,1498236,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2022,1487150,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2023,1484298,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2024,1482746,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI3,2025,1480545,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2014,5723955,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2015,5744899,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2016,5761508,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2017,5774092,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2018,5774606,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2019,5773076,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2020,5755700,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2021,5730399,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2022,5714882,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2023,5720536,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2024,5714745,,
ESTAT:TGS00096(1.0),09/07/26 11:00:00,A,NR,TOTAL,T,ITI4,2025,5709178,,
