DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2000,1355939.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2001,1363020.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2002,1367630.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2003,1376448.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2004,1382291.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2005,1392572.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2006,1422001.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2007,1435534.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2008,1438309.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2009,1443797.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2010,1452763.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2011,1445887.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2012,1443799.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2013,1458634.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2014,1489629.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2015,1522446.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2016,1549671.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2017,1553671.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2018,1538046.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2019,1504504.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2020,1462780.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2021,1406576.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2022,1457824.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2023,1514300.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2024,1578382.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y75-79,IT,2025,1631466.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1990,724814.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1991,762835.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1992,792614.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1993,834269.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1994,861844.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1995,886153.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1996,893534.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1997,860537.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1998,785389.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,1999,706414.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2000,668184.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2001,723720.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2002,813554.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2003,929192.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2004,1040980.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2005,1120318.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2006,1131071.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2007,1139993.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2008,1147851.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2009,1155607.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2010,1164466.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2011,1192439.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2012,1206049.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2013,1209554.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2014,1218225.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2015,1230838.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2016,1225432.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2017,1226243.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2018,1239119.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2019,1268626.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2020,1300749.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2021,1324845.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2022,1324533.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2023,1310541.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2024,1283887.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y80-84,IT,2025,1249885.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1990,2330646.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1991,2396795.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1992,2409548.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1993,2384415.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1994,2347862.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1995,2353354.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1996,2461140.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1997,2568613.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1998,2671515.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,1999,2766417.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2000,2855907.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2001,2950086.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2002,3044173.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2003,3133409.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2004,3204264.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2005,3298796.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2006,3400695.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2007,3492154.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2008,3567821.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2009,3637795.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2010,3707814.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2011,3782172.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2012,3840983.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2013,3898397.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2014,3982170.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2015,4070167.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2016,4128681.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2017,4171250.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2018,4187191.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2019,4209729.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2020,4227284.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2021,4195351.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2022,4252315.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2023,4298903.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2024,4373628.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE75,IT,2025,4438732.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1990,1190144.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1991,1256738.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1992,1312255.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1993,1383060.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1994,1446935.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1995,1506257.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1996,1558111.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1997,1567561.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1998,1539005.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,1999,1501049.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2000,1499968.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2001,1587066.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2002,1676543.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2003,1756961.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2004,1821973.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2005,1906224.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2006,1978694.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2007,2056620.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2008,2129512.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2009,2193998.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2010,2255051.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2011,2336285.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2012,2397184.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2013,2439763.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2014,2492541.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2015,2547721.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2016,2579010.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2017,2617579.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2018,2649145.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2019,2705225.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2020,2764504.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2021,2788775.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2022,2794491.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2023,2784603.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2024,2795246.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE80,IT,2025,2807266.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1990,465330.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1991,493903.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1992,519641.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1993,548791.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1994,585091.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1995,620104.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1996,664577.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1997,707024.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1998,753616.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,1999,794635.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2000,831784.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2001,863346.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2002,862989.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2003,827769.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2004,780993.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2005,785906.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2006,847623.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2007,916627.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2008,981661.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2009,1038391.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2010,1090585.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2011,1143846.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2012,1191135.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2013,1230209.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2014,1274316.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2015,1316883.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2016,1353578.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2017,1391336.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2018,1410026.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2019,1436599.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2020,1463755.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2021,1463930.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2022,1469958.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2023,1474062.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2024,1511359.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_GE85,IT,2025,1557381.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1990,1362810.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1991,1354972.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1992,1275839.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1993,1305819.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1994,1314475.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1995,1315133.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1996,1309725.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1997,1309820.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1998,1289832.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,1999,1277402.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2000,1276104.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2001,1277357.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2002,1272711.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2003,1288747.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2004,1305172.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2005,1324084.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2006,1332671.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2007,1343391.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2008,1355899.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2009,1368794.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2010,1368875.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2011,1365851.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2012,1351229.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2013,1341344.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2014,1315122.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2015,1282362.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2016,1245634.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2017,1211170.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2018,1173568.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2019,1136598.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2020,1101340.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2021,1077665.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2022,1041775.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2023,1013444.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2024,987373.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y_LT5,IT,2025,963282.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1990,27527829.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1991,27547371.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1992,27553963.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1993,27572056.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1994,27576391.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1995,27568963.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1996,27560294.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1997,27566774.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,M,TOTAL,IT,1998,27571578.0,,
