DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2010,1700.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2011,1680.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2012,1721.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2013,1662.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2014,1654.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2015,1583.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2016,1611.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2017,1593.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2018,1567.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2019,1558.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2020,1395.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2021,1472.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2022,1531.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2023,1515.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2024,1469.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-29,THS_PER,IT,2025,1426.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2009,50.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2010,50.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2011,51.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2012,53.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2013,53.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2014,54.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2015,54.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2016,55.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2017,55.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2018,56.2,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2019,56.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2020,54.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2021,55.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2022,56.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2023,57.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2024,57.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,PC_POP,IT,2025,57.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2009,9964.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2010,9992.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2011,10099.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2012,10466.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2013,10474.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2014,10609.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2015,10501.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2016,10666.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2017,10763.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2018,10768.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2019,10772.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2020,10263.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2021,10416.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2022,10526.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2023,10692.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2024,10692.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y15-64,THS_PER,IT,2025,10697.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2009,54.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2010,54.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2011,54.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2012,56.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2013,57.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2014,58.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2015,57.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2016,59.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2017,59.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2018,60.2,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2019,60.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2020,58.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2021,59.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2022,60.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2023,61.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2024,61.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,PC_POP,IT,2025,62.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2009,9865.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2010,9902.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2011,10013.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2012,10372.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2013,10392.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2014,10533.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2015,10431.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2016,10595.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2017,10684.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2018,10692.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2019,10696.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2020,10203.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2021,10355.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2022,10449.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2023,10618.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2024,10633.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y20-64,THS_PER,IT,2025,10641.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2009,64.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2010,64.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2011,64.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2012,66.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2013,65.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2014,66.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2015,65.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2016,66.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2017,67.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2018,67.5,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2019,67.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2020,65.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2021,67.3,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2022,68.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2023,69.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2024,70.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,PC_POP,IT,2025,69.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2009,8310.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2010,8302.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2011,8327.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2012,8529.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2013,8458.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2014,8461.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2015,8335.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2016,8371.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2017,8342.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2018,8251.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2019,8174.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2020,7739.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2021,7798.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2022,7789.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2023,7818.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2024,7812.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y25-54,THS_PER,IT,2025,7697.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2009,25.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2010,26.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2011,28.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2012,32.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2013,34.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2014,38.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2015,39.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2016,41.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2017,44.4,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2018,46.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2019,46.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2020,46.1,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2021,46.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2022,47.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2023,49.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2024,50.5,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,PC_POP,IT,2025,52.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2009,964.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2010,1016.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2011,1108.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2012,1238.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2013,1336.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2014,1483.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2015,1546.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2016,1651.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2017,1799.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2018,1905.0,b,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2019,1984.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2020,2000.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2021,2056.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2022,2136.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2023,2269.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2024,2335.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,F,Y55-64,THS_PER,IT,2025,2480.0,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2009,33.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2010,32.7,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2011,31.2,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2012,32.8,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2013,30.6,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2014,30.9,,
ESTAT:LFSI_EMP_A(1.0),11/06/26 23:00:00,A,ACT,M,Y15-24,PC_POP,IT,2015,30.3,,
