DATAFLOW,LAST UPDATE,freq,unit,landuse,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,1999,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2000,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2001,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2002,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2003,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2004,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2005,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2006,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2007,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2008,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2009,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2010,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2011,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG19,2012,2090.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1992,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1993,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1994,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1995,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1996,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1997,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1998,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,1999,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2000,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2001,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2002,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2003,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2004,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2005,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2006,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2007,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2008,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2009,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2010,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2011,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2,2012,23892.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2001,4257.7,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2003,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2004,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2005,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2006,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2007,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2008,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2009,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2010,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2011,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG25,2012,4282.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2001,3899.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2003,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2004,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2005,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2006,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2007,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2008,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2009,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2010,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2011,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG26,2012,3916.5,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2001,4521.1,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2003,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2004,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2005,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2006,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2007,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2008,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2009,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2010,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2011,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG27,2012,4551.3,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2001,3015.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2003,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2004,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2005,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2006,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2007,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2008,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2009,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2010,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2011,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG28,2012,3022.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2001,3375.8,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2003,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2004,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2005,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2006,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2007,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2008,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2009,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2010,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2011,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG29,2012,3382.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2001,1831.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2003,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2004,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2005,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2006,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2007,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2008,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2009,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2010,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2011,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2A,2012,1845.4,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2001,1504.7,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2003,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2004,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2005,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2006,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2007,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2008,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2009,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2010,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2011,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2B,2012,1506.9,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2001,1487.8,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2003,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2004,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2005,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2006,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2007,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2008,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2009,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2010,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2011,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITG2C,2012,1488.6,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1992,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1993,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1994,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1995,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1996,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1997,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1998,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,1999,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2000,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2001,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2002,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2003,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2004,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2005,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2006,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2007,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2008,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2009,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2010,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2011,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH1,2012,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1992,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1993,7371.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1994,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1995,7371.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1996,7372.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1997,7373.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1998,7374.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,1999,7369.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2000,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2001,7371.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2002,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2003,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2004,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2005,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2006,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2007,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2008,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2009,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2010,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2011,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH10,2012,7370.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1992,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1993,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1994,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1995,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1996,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1997,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1998,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,1999,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2000,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2001,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2002,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2003,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2004,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2005,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2006,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2007,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2008,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2009,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2010,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2011,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH2,2012,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1992,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1993,6141.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1994,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1995,6141.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1996,6142.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1997,6143.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1998,6144.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,1999,6139.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2000,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2001,6141.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2002,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2003,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2004,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2005,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2006,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2007,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2008,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2009,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2010,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2011,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH20,2012,6140.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1992,17537.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1993,17536.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1994,17536.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1995,17551.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1996,17551.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1997,17563.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1998,17562.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,1999,17564.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2000,17563.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2001,17563.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2002,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2003,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2004,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2005,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2006,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2007,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2008,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2009,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2010,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2011,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH3,2012,17571.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH31,1992,2871.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH31,1993,2871.0,,
ESTAT:DEMO_R_D3AREA(1.0),25/08/20 23:00:00,A,KM2,L0008,ITH31,1994,2871.0,,
