time,time_label,geo,geo_label,unit,unit_label,freq,freq_label,OBS_VALUE
2005,2005,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,92394.46
2006,2006,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,97407.59
2007,2007,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,102684.36
2008,2008,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,105059.8
2009,2009,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,101921.23
2010,2010,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,103172.84
2011,2011,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,106312.48
2012,2012,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,106444.7
2013,2013,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,104659.53
2014,2014,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,105508.03
2015,2015,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,107022.1
2016,2016,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,111497.32
2017,2017,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,114366.43
2018,2018,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,117001.86
2019,2019,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,122716.29
2020,2020,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,109133.39
2021,2021,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,121864.86
2022,2022,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,136202.58
2023,2023,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,144782.82
2024,2024,ITI1,Toscana,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,150170.03
2000,2000,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,17970.4
2001,2001,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,18610.74
2002,2002,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,18688.96
2003,2003,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,19120.24
2004,2004,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,19398.68
2005,2005,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,19751.19
2006,2006,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,20926.68
2007,2007,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21958.94
2008,2008,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,22534.42
2009,2009,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,20978.56
2010,2010,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21399.17
2011,2011,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21766.41
2012,2012,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21275.22
2013,2013,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,20781.66
2014,2014,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,20200.08
2015,2015,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,20868.91
2016,2016,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21364.05
2017,2017,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21959.24
2018,2018,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,22577.35
2019,2019,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,22941.62
2020,2020,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,21202.3
2021,2021,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,23484.88
2022,2022,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,25816.45
2023,2023,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,27880.12
2024,2024,ITI2,Umbria,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,28947.11
2000,2000,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,30897.41
2001,2001,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,32075.51
2002,2002,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,33098.68
2003,2003,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,33575.75
2004,2004,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,34104.11
2005,2005,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,35066.01
2006,2006,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,37326.99
2007,2007,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,39368.76
2008,2008,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,39751.51
2009,2009,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,38128.13
2010,2010,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,38265.06
2011,2011,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,39109.83
2012,2012,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,38469.57
2013,2013,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,37594.63
2014,2014,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,38205.99
2015,2015,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,38515.14
2016,2016,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,40018.37
2017,2017,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,41049.07
2018,2018,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,41664.76
2019,2019,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,42799.29
2020,2020,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,39668.36
2021,2021,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,44026.2
2022,2022,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,48369.19
2023,2023,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,51233.82
2024,2024,ITI3,Marche,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,52834.13
2000,2000,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,144663.07
2001,2001,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,151278.62
2002,2002,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,156200.6
2003,2003,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,159162.17
2004,2004,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,164990.77
2005,2005,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,169601.79
2006,2006,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,177212.41
2007,2007,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,186577.61
2008,2008,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,190078.92
2009,2009,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,185934.68
2010,2010,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,187318.06
2011,2011,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,192131.7
2012,2012,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,188318.93
2013,2013,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,184479.55
2014,2014,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,183230.38
2015,2015,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,184256.01
2016,2016,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,195860.75
2017,2017,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,199320.55
2018,2018,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,202231.07
2019,2019,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,207469.94
2020,2020,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,192816.91
2021,2021,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,208682.17
2022,2022,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,237526.11
2023,2023,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,250525.81
2024,2024,ITI4,Lazio,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,257829.75
2000,2000,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,907.56
2001,2001,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,718.29
2002,2002,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,683.31
2003,2003,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,708.1
2004,2004,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,933.86
2005,2005,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,914.15
2006,2006,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,983.45
2007,2007,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1052.85
2008,2008,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1496.72
2009,2009,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1215.58
2010,2010,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1315.53
2011,2011,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1452.22
2012,2012,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1522.41
2013,2013,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1692.84
2014,2014,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1376.78
2015,2015,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1178.6
2016,2016,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1181.9
2017,2017,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1381.32
2018,2018,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1463.77
2019,2019,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1185.15
2020,2020,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,961.39
2021,2021,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1825.66
2022,2022,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,911.35
2023,2023,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,994.64
2024,2024,ITZ,Extra-Regio NUTS 1,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,995.61
2000,2000,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,907.56
2001,2001,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,718.29
2002,2002,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,683.31
2003,2003,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,708.1
2004,2004,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,933.86
2005,2005,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,914.15
2006,2006,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,983.45
2007,2007,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1052.85
2008,2008,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1496.72
2009,2009,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1215.58
2010,2010,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1315.53
2011,2011,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1452.22
2012,2012,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1522.41
2013,2013,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1692.84
2014,2014,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1376.78
2015,2015,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1178.6
2016,2016,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1181.9
2017,2017,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1381.32
2018,2018,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1463.77
2019,2019,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1185.15
2020,2020,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,961.39
2021,2021,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,1825.66
2022,2022,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,911.35
2023,2023,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,994.64
2024,2024,ITZZ,Extra-Regio NUTS 2,MIO_PPS_EU27_2020,"Million purchasing power standards (PPS, EU27 from 2020)",A,Annual,995.61
2000,2000,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,22600.0
2001,2001,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,23300.0
2002,2002,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,23600.0
2003,2003,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24000.0
2004,2004,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24200.0
2005,2005,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24700.0
2006,2006,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25800.0
2007,2007,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26900.0
2008,2008,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27500.0
2009,2009,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26000.0
2010,2010,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26500.0
2011,2011,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27100.0
2012,2012,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26800.0
2013,2013,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26300.0
2014,2014,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26300.0
2015,2015,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26900.0
2016,2016,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28100.0
2017,2017,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28900.0
2018,2018,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29600.0
2019,2019,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30300.0
2020,2020,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28400.0
2021,2021,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31800.0
2022,2022,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35300.0
2023,2023,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,37700.0
2024,2024,IT,Italy,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,39000.0
2000,2000,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27900.0
2001,2001,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28700.0
2002,2002,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29300.0
2003,2003,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29800.0
2004,2004,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29700.0
2005,2005,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30300.0
2006,2006,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31400.0
2007,2007,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32800.0
2008,2008,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34000.0
2009,2009,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31600.0
2010,2010,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32700.0
2011,2011,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33500.0
2012,2012,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32800.0
2013,2013,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32200.0
2014,2014,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32300.0
2015,2015,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33100.0
2016,2016,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34700.0
2017,2017,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35800.0
2018,2018,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,36700.0
2019,2019,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,37400.0
2020,2020,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35100.0
2021,2021,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,39600.0
2022,2022,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,43700.0
2023,2023,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,46700.0
2024,2024,ITC,Nord-Ovest,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,48200.0
2000,2000,ITC1,Piemonte,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24000.0
2001,2001,ITC1,Piemonte,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24600.0
