time,time_label,geo,geo_label,unit,unit_label,freq,freq_label,OBS_VALUE
2021,2021,ITG1,Sicilia,MIO_EUR,Million euro,A,Annual,92299.85
2022,2022,ITG1,Sicilia,MIO_EUR,Million euro,A,Annual,102503.44
2023,2023,ITG1,Sicilia,MIO_EUR,Million euro,A,Annual,107067.1
2024,2024,ITG1,Sicilia,MIO_EUR,Million euro,A,Annual,112029.68
2000,2000,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,24394.08
2001,2001,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,25952.69
2002,2002,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,26474.81
2003,2003,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,27782.29
2004,2004,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,29064.08
2005,2005,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,29696.18
2006,2006,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,31176.94
2007,2007,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32061.7
2008,2008,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32871.43
2009,2009,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32204.47
2010,2010,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32435.76
2011,2011,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32999.53
2012,2012,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,33072.2
2013,2013,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32271.93
2014,2014,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32413.98
2015,2015,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,33496.92
2016,2016,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,33124.6
2017,2017,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,33750.12
2018,2018,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,34244.13
2019,2019,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,34959.95
2020,2020,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,32333.23
2021,2021,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,35700.02
2022,2022,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,38868.25
2023,2023,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,41800.26
2024,2024,ITG2,Sardegna,MIO_EUR,Million euro,A,Annual,43467.53
2000,2000,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,274682.63
2001,2001,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,286527.33
2002,2002,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,294464.6
2003,2003,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,304862.76
2004,2004,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,318862.31
2005,2005,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,328100.6
2006,2006,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,343543.64
2007,2007,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,359446.32
2008,2008,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,361607.34
2009,2009,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,347056.53
2010,2010,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,355427.26
2011,2011,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,368756.84
2012,2012,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,363895.52
2013,2013,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,366127.72
2014,2014,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,371592.41
2015,2015,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,378678.28
2016,2016,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,389879.98
2017,2017,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,400204.77
2018,2018,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,409883.99
2019,2019,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,416443.09
2020,2020,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,386091.32
2021,2021,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,427403.77
2022,2022,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,460669.78
2023,2023,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,495046.67
2024,2024,ITH,Nord-Est,MIO_EUR,Million euro,A,Annual,505378.11
2000,2000,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,14629.46
2001,2001,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,15125.91
2002,2002,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,15371.31
2003,2003,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,15975.65
2004,2004,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,16992.09
2005,2005,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,17308.45
2006,2006,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,18311.32
2007,2007,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,19155.81
2008,2008,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,19773.86
2009,2009,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,19679.37
2010,2010,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,20368.21
2011,2011,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,21087.48
2012,2012,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,21940.65
2013,2013,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,22212.21
2014,2014,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,22437.52
2015,2015,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,22934.56
2016,2016,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,23474.13
2017,2017,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,24331.23
2018,2018,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,25347.73
2019,2019,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,26112.74
2020,2020,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,24348.13
2021,2021,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,26606.37
2022,2022,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,29801.65
2023,2023,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,32935.64
2024,2024,ITH1,Provincia Autonoma di Bolzano/Bozen,MIO_EUR,Million euro,A,Annual,33079.54
2000,2000,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,13632.26
2001,2001,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,14327.73
2002,2002,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,14733.62
2003,2003,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,15225.64
2004,2004,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,15739.86
2005,2005,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,16110.95
2006,2006,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,16732.47
2007,2007,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,17597.51
2008,2008,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,17854.16
2009,2009,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,17600.49
2010,2010,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,18052.61
2011,2011,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,18510.64
2012,2012,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,18545.04
2013,2013,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,19030.31
2014,2014,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,18954.38
2015,2015,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,18934.48
2016,2016,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,19239.18
2017,2017,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,19635.27
2018,2018,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,20417.53
2019,2019,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,20990.57
2020,2020,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,19727.91
2021,2021,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,21353.04
2022,2022,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,23730.26
2023,2023,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,25456.34
2024,2024,ITH2,Provincia Autonoma di Trento,MIO_EUR,Million euro,A,Annual,26055.72
2000,2000,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,112073.22
2001,2001,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,116583.77
2002,2002,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,119230.95
2003,2003,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,125031.74
2004,2004,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,131425.14
2005,2005,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,135169.05
2006,2006,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,140252.72
2007,2007,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,146294.3
2008,2008,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,146204.49
2009,2009,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,140973.32
2010,2010,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,143880.19
2011,2011,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,149063.64
2012,2012,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,146481.95
2013,2013,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,146577.37
2014,2014,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,148957.46
2015,2015,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,151974.78
2016,2016,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,157045.0
2017,2017,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,161147.13
2018,2018,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,164480.29
2019,2019,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,167403.97
2020,2020,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,153458.49
2021,2021,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,169965.8
2022,2022,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,183956.46
2023,2023,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,197226.12
2024,2024,ITH3,Veneto,MIO_EUR,Million euro,A,Annual,201245.73
2000,2000,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,27597.92
2001,2001,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,29095.77
2002,2002,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,30030.62
2003,2003,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,30259.01
2004,2004,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,31327.08
2005,2005,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,32645.72
2006,2006,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,34219.97
2007,2007,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,35751.13
2008,2008,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,35455.84
2009,2009,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,33521.84
2010,2010,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,34784.85
2011,2011,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,35603.02
2012,2012,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,34533.83
2013,2013,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,34785.4
2014,2014,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,34919.38
2015,2015,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,35867.79
2016,2016,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,36316.0
2017,2017,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,37064.09
2018,2018,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,38082.04
2019,2019,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,39007.17
2020,2020,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,36431.46
2021,2021,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,40494.97
2022,2022,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,42712.77
2023,2023,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,45063.15
2024,2024,ITH4,Friuli-Venezia Giulia,MIO_EUR,Million euro,A,Annual,46601.88
2000,2000,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,106749.77
2001,2001,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,111394.15
2002,2002,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,115098.22
2003,2003,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,118370.72
2004,2004,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,123378.25
2005,2005,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,126866.43
2006,2006,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,134027.04
2007,2007,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,140647.56
2008,2008,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,142319.1
2009,2009,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,135281.52
2010,2010,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,138341.51
2011,2011,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,144492.17
2012,2012,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,142394.06
2013,2013,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,143522.43
2014,2014,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,146323.67
2015,2015,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,148966.68
2016,2016,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,153805.67
2017,2017,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,158027.17
2018,2018,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,161556.51
2019,2019,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,162928.75
2020,2020,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,152125.33
2021,2021,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,168983.59
2022,2022,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,180468.76
2023,2023,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,194365.53
2024,2024,ITH5,Emilia-Romagna,MIO_EUR,Million euro,A,Annual,198395.23
2000,2000,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,268414.32
2001,2001,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,284058.59
2002,2002,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,296792.22
2003,2003,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,305945.72
2004,2004,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,322158.73
2005,2005,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,330743.73
2006,2006,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,344504.39
2007,2007,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,359319.35
2008,2008,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,360948.86
2009,2009,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,354325.03
2010,2010,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,357683.47
2011,2011,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,365824.23
2012,2012,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,358957.5
2013,2013,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,354976.53
2014,2014,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,358232.16
2015,2015,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,360252.89
2016,2016,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,371871.1
2017,2017,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,378348.98
2018,2018,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,385219.74
2019,2019,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,394048.76
2020,2020,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,359112.93
2021,2021,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,390243.43
2022,2022,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,429028.81
2023,2023,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,457202.34
2024,2024,ITI,Centro (IT),MIO_EUR,Million euro,A,Annual,468233.22
2000,2000,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,80822.9
2001,2001,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,84897.3
2002,2002,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,87880.52
2003,2003,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,90918.17
2004,2004,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,94370.34
2005,2005,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,96457.05
2006,2006,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,100811.01
2007,2007,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,105241.21
2008,2008,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,106095.69
2009,2009,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,104084.0
2010,2010,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,105391.06
2011,2011,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,108236.73
2012,2012,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,107780.58
2013,2013,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,106906.57
2014,2014,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,108877.96
2015,2015,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,109949.16
2016,2016,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,112443.94
2017,2017,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,114868.5
2018,2018,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,117534.22
2019,2019,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,122134.12
2020,2020,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,108018.04
2021,2021,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,119472.41
2022,2022,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,130459.87
2023,2023,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,139527.64
2024,2024,ITI1,Toscana,MIO_EUR,Million euro,A,Annual,143563.3
2000,2000,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,17418.89
2001,2001,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,18352.41
2002,2002,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,18771.94
2003,2003,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,19406.28
2004,2004,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,20223.9
2005,2005,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,20619.65
2006,2006,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21657.86
2007,2007,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22505.72
2008,2008,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22756.61
2009,2009,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21423.72
2010,2010,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21859.25
2011,2011,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22160.38
2012,2012,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21542.22
2013,2013,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21227.84
2014,2014,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,20845.27
2015,2015,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21439.67
2016,2016,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,21545.43
2017,2017,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22055.64
2018,2018,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22680.08
2019,2019,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,22832.79
2020,2020,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,20985.61
2021,2021,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,23023.83
2022,2022,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,24727.95
2023,2023,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,26868.16
2024,2024,ITI2,Umbria,MIO_EUR,Million euro,A,Annual,27673.58
2000,2000,ITI3,Marche,MIO_EUR,Million euro,A,Annual,29949.17
2001,2001,ITI3,Marche,MIO_EUR,Million euro,A,Annual,31630.26
2002,2002,ITI3,Marche,MIO_EUR,Million euro,A,Annual,33245.63
2003,2003,ITI3,Marche,MIO_EUR,Million euro,A,Annual,34078.04
2004,2004,ITI3,Marche,MIO_EUR,Million euro,A,Annual,35554.9
2005,2005,ITI3,Marche,MIO_EUR,Million euro,A,Annual,36607.86
2006,2006,ITI3,Marche,MIO_EUR,Million euro,A,Annual,38631.2
2007,2007,ITI3,Marche,MIO_EUR,Million euro,A,Annual,40349.04
2008,2008,ITI3,Marche,MIO_EUR,Million euro,A,Annual,40143.46
2009,2009,ITI3,Marche,MIO_EUR,Million euro,A,Annual,38937.21
2010,2010,ITI3,Marche,MIO_EUR,Million euro,A,Annual,39087.76
2011,2011,ITI3,Marche,MIO_EUR,Million euro,A,Annual,39817.72
2012,2012,ITI3,Marche,MIO_EUR,Million euro,A,Annual,38952.36
2013,2013,ITI3,Marche,MIO_EUR,Million euro,A,Annual,38401.79
2014,2014,ITI3,Marche,MIO_EUR,Million euro,A,Annual,39426.29
2015,2015,ITI3,Marche,MIO_EUR,Million euro,A,Annual,39568.53
2016,2016,ITI3,Marche,MIO_EUR,Million euro,A,Annual,40358.12
2017,2017,ITI3,Marche,MIO_EUR,Million euro,A,Annual,41229.28
2018,2018,ITI3,Marche,MIO_EUR,Million euro,A,Annual,41854.33
2019,2019,ITI3,Marche,MIO_EUR,Million euro,A,Annual,42596.26
2020,2020,ITI3,Marche,MIO_EUR,Million euro,A,Annual,39262.95
2021,2021,ITI3,Marche,MIO_EUR,Million euro,A,Annual,43161.87
2022,2022,ITI3,Marche,MIO_EUR,Million euro,A,Annual,46329.8
2023,2023,ITI3,Marche,MIO_EUR,Million euro,A,Annual,49374.18
2024,2024,ITI3,Marche,MIO_EUR,Million euro,A,Annual,50509.69
2000,2000,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,140223.36
2001,2001,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,149178.72
2002,2002,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,156894.13
2003,2003,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,161543.23
2004,2004,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,172009.48
2005,2005,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,177059.18
2006,2006,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,183404.22
2007,2007,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,191223.39
2008,2008,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,191953.09
2009,2009,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,189880.21
2010,2010,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,191345.4
2011,2011,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,195609.28
2012,2012,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,190682.33
2013,2013,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,188440.33
2014,2014,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,189082.76
2015,2015,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,189295.41
2016,2016,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,197523.61
2017,2017,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,200195.57
2018,2018,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,203151.22
2019,2019,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,206485.7
2020,2020,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,190846.32
2021,2021,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,204585.32
2022,2022,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,227511.3
2023,2023,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,241432.47
2024,2024,ITI4,Lazio,MIO_EUR,Million euro,A,Annual,246486.53
2000,2000,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,879.71
2001,2001,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,708.32
2002,2002,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,686.35
2003,2003,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,718.69
2004,2004,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,973.58
2005,2005,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,954.35
2006,2006,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1017.81
2007,2007,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1079.07
2008,2008,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1511.48
2009,2009,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1241.38
2010,2010,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1343.82
2011,2011,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1478.51
2012,2012,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1541.51
2013,2013,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1729.18
2014,2014,ITZ,Extra-Regio NUTS 1,MIO_EUR,Million euro,A,Annual,1420.76
