time,time_label,geo,geo_label,na_item,na_item_label,unit,unit_label,freq,freq_label,OBS_VALUE
1997,1997,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,19250.0
1998,1998,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20050.0
1999,1999,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20690.0
2000,2000,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21860.0
2001,2001,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22970.0
2002,2002,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,23740.0
2003,2003,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,24380.0
2004,2004,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,25200.0
2005,2005,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,25770.0
2006,2006,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,26710.0
2007,2007,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27600.0
2008,2008,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27760.0
2009,2009,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,26600.0
2010,2010,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27050.0
2011,2011,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27610.0
2012,2012,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27130.0
2013,2013,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,26880.0
2014,2014,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27120.0
2015,2015,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27620.0
2016,2016,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,28360.0
2017,2017,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,29070.0
2018,2018,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,29690.0
2019,2019,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,30200.0
2020,2020,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,28100.0
2021,2021,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,31160.0
2022,2022,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,33860.0
2023,2023,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,36330.0
2024,2024,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,37350.0
2025,2025,IT,Italy,B1GQ,Gross domestic product at market prices,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,38310.0
1995,1995,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13200.0
1996,1996,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13940.0
1997,1997,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,14680.0
1998,1998,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15390.0
1999,1999,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16040.0
2000,2000,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17010.0
2001,2001,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17780.0
2002,2002,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,18330.0
2003,2003,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,19010.0
2004,2004,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,19600.0
2005,2005,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20250.0
2006,2006,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20960.0
2007,2007,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21450.0
2008,2008,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21840.0
2009,2009,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21510.0
2010,2010,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21920.0
2011,2011,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22270.0
2012,2012,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21960.0
2013,2013,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21690.0
2014,2014,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21730.0
2015,2015,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22060.0
2016,2016,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22440.0
2017,2017,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,23010.0
2018,2018,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,23450.0
2019,2019,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,23690.0
2020,2020,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22080.0
2021,2021,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,23670.0
2022,2022,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,26150.0
2023,2023,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,27380.0
2024,2024,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,28260.0
2025,2025,IT,Italy,P3,Final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,29040.0
1995,1995,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1680.0
1996,1996,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1810.0
1997,1997,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1930.0
1998,1998,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1990.0
1999,1999,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2070.0
2000,2000,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2240.0
2001,2001,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2430.0
2002,2002,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2540.0
2003,2003,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2640.0
2004,2004,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2750.0
2005,2005,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2910.0
2006,2006,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3020.0
2007,2007,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3060.0
2008,2008,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3150.0
2009,2009,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3200.0
2010,2010,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3220.0
2011,2011,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3140.0
2012,2012,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3090.0
2013,2013,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3060.0
2014,2014,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3080.0
2015,2015,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3080.0
2016,2016,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3120.0
2017,2017,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3180.0
2018,2018,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3230.0
2019,2019,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3260.0
2020,2020,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3380.0
2021,2021,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3600.0
2022,2022,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3750.0
2023,2023,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3850.0
2024,2024,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,3960.0
2025,2025,IT,Italy,P31_S13,Individual consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,4090.0
1995,1995,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,10070.0
1996,1996,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,10590.0
1997,1997,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,11180.0
1998,1998,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,11760.0
1999,1999,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,12290.0
2000,2000,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13010.0
2001,2001,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13430.0
2002,2002,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13790.0
2003,2003,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,14240.0
2004,2004,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,14620.0
2005,2005,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15040.0
2006,2006,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15590.0
2007,2007,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16030.0
2008,2008,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16250.0
2009,2009,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15830.0
2010,2010,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16170.0
2011,2011,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16620.0
2012,2012,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16410.0
2013,2013,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16180.0
2014,2014,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16260.0
2015,2015,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16610.0
2016,2016,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16860.0
2017,2017,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17330.0
2018,2018,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17680.0
2019,2019,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17880.0
2020,2020,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16120.0
2021,2021,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17390.0
2022,2022,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,19600.0
2023,2023,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20690.0
2024,2024,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21320.0
2025,2025,IT,Italy,P31_S14,Final consumption expenditure of household,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21850.0
1995,1995,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,10160.0
1996,1996,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,10680.0
1997,1997,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,11270.0
1998,1998,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,11860.0
1999,1999,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,12390.0
2000,2000,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13120.0
2001,2001,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13540.0
2002,2002,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,13910.0
2003,2003,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,14360.0
2004,2004,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,14750.0
2005,2005,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15170.0
2006,2006,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15730.0
2007,2007,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16180.0
2008,2008,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16380.0
2009,2009,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,15980.0
2010,2010,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16320.0
2011,2011,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16770.0
2012,2012,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16550.0
2013,2013,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16320.0
2014,2014,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16410.0
2015,2015,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16760.0
2016,2016,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17010.0
2017,2017,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17480.0
2018,2018,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17840.0
2019,2019,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,18040.0
2020,2020,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,16260.0
2021,2021,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,17550.0
2022,2022,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,19770.0
2023,2023,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,20880.0
2024,2024,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,21500.0
2025,2025,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,22050.0
1995,1995,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,80.0
1996,1996,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,90.0
1997,1997,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,90.0
1998,1998,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,100.0
1999,1999,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,110.0
2000,2000,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,110.0
2001,2001,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,110.0
2002,2002,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,120.0
2003,2003,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,120.0
2004,2004,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,120.0
2005,2005,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,130.0
2006,2006,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,140.0
2007,2007,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2008,2008,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,140.0
2009,2009,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2010,2010,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2011,2011,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2012,2012,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,140.0
2013,2013,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2014,2014,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2015,2015,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2016,2016,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2017,2017,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,160.0
2018,2018,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,160.0
2019,2019,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,170.0
2020,2020,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,140.0
2021,2021,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,150.0
2022,2022,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,160.0
2023,2023,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,180.0
2024,2024,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,190.0
2025,2025,IT,Italy,P31_S15,Final consumption expenditure of NPISH,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,200.0
1995,1995,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1360.0
1996,1996,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1440.0
1997,1997,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1480.0
1998,1998,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1540.0
1999,1999,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1570.0
2000,2000,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1660.0
2001,2001,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1810.0
2002,2002,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,1880.0
2003,2003,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2010.0
2004,2004,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2100.0
2005,2005,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2170.0
2006,2006,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2200.0
2007,2007,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2210.0
2008,2008,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2320.0
2009,2009,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2340.0
2010,2010,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2370.0
2011,2011,IT,Italy,P32_S13,Collective consumption expenditure of general government,CP_NAC_HAB,"Current prices, units of national currency per capita",A,Annual,2360.0
