time,time_label,geo,geo_label,na_item,na_item_label,unit,unit_label,freq,freq_label,OBS_VALUE
2011,2011,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,97.411
2012,2012,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,94.879
2013,2013,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.669
2014,2014,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.093
2015,2015,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.136
2016,2016,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,94.493
2017,2017,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,94.935
2018,2018,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,95.115
2019,2019,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,94.942
2020,2020,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,95.729
2021,2021,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,98.45
2022,2022,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,99.458
2023,2023,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.507
2024,2024,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,102.047
2025,2025,IT,Italy,P3_S13,Final consumption expenditure of general government,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,102.645
1995,1995,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,87.348
1996,1996,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,88.427
1997,1997,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,91.218
1998,1998,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.926
1999,1999,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,96.369
2000,2000,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,99.102
2001,2001,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.425
2002,2002,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.52
2003,2003,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.738
2004,2004,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,101.053
2005,2005,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,101.809
2006,2006,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,102.574
2007,2007,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,103.061
2008,2008,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,101.355
2009,2009,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,99.658
2010,2010,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.0
2011,2011,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,99.371
2012,2012,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,95.775
2013,2013,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.608
2014,2014,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,93.992
2015,2015,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,95.753
2016,2016,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,96.645
2017,2017,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,97.976
2018,2018,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,98.78
2019,2019,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,98.918
2020,2020,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,90.437
2021,2021,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,95.962
2022,2022,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,100.444
2023,2023,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,101.18
2024,2024,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,102.331
2025,2025,IT,Italy,P41,Actual individual consumption,CLV_I10_HAB,"Chain linked volumes, Index 2010=100, per capita",A,Annual,103.315
1995,1995,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,95.981
1996,1996,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,97.245
1997,1997,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,99.065
1998,1998,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.823
1999,1999,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.498
2000,2000,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.429
2001,2001,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.492
2002,2002,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.576
2003,2003,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.062
2004,2004,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.842
2005,2005,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,109.033
2006,2006,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,110.552
2007,2007,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,111.488
2008,2008,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,109.5
2009,2009,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.091
2010,2010,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.206
2011,2011,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.568
2012,2012,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.023
2013,2013,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.989
2014,2014,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.972
2015,2015,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.0
2016,2016,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.429
2017,2017,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.249
2018,2018,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.32
2019,2019,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.028
2020,2020,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,96.181
2021,2021,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.313
2022,2022,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,110.614
2023,2023,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,111.69
2024,2024,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,112.616
2025,2025,IT,Italy,B1GQ,Gross domestic product at market prices,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,113.243
1995,1995,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,92.403
1996,1996,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,93.373
1997,1997,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,95.926
1998,1998,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.875
1999,1999,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.277
2000,2000,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.165
2001,2001,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.965
2002,2002,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.1
2003,2003,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.444
2004,2004,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.626
2005,2005,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.182
2006,2006,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.643
2007,2007,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.999
2008,2008,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.673
2009,2009,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.973
2010,2010,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.177
2011,2011,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.359
2012,2012,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.636
2013,2013,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.455
2014,2014,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.508
2015,2015,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.0
2016,2016,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.086
2017,2017,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.282
2018,2018,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.888
2019,2019,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.021
2020,2020,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,95.26
2021,2021,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.447
2022,2022,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.796
2023,2023,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.538
2024,2024,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.934
2025,2025,IT,Italy,P3,Final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.966
1995,1995,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,88.513
1996,1996,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,89.731
1997,1997,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,90.76
1998,1998,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,91.321
1999,1999,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,92.652
2000,2000,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,96.123
2001,2001,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.363
2002,2002,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.063
2003,2003,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.567
2004,2004,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.506
2005,2005,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.49
2006,2006,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.362
2007,2007,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.621
2008,2008,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.817
2009,2009,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.055
2010,2010,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.22
2011,2011,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.07
2012,2012,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.846
2013,2013,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,97.654
2014,2014,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.771
2015,2015,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.0
2016,2016,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.725
2017,2017,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,101.928
2018,2018,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.327
2019,2019,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.972
2020,2020,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.122
2021,2021,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.098
2022,2022,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.875
2023,2023,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,110.454
2024,2024,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,110.989
2025,2025,IT,Italy,P31_S13,Individual consumption expenditure of general government,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,111.318
1995,1995,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,91.928
1996,1996,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,93.017
1997,1997,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,96.238
1998,1998,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,99.437
1999,1999,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.185
2000,2000,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.941
2001,2001,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.598
2002,2002,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.364
2003,2003,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.564
2004,2004,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.773
2005,2005,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.516
2006,2006,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.45
2007,2007,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.993
2008,2008,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.083
2009,2009,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.849
2010,2010,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.451
2011,2011,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.294
2012,2012,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.257
2013,2013,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,97.769
2014,2014,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.021
2015,2015,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.0
2016,2016,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.984
2017,2017,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.388
2018,2018,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.117
2019,2019,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.351
2020,2020,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,92.91
2021,2021,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.779
2022,2022,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.252
2023,2023,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.806
2024,2024,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.118
2025,2025,IT,Italy,P31_S14,Final consumption expenditure of household,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.214
1995,1995,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,91.743
1996,1996,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,92.855
1997,1997,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,96.103
1998,1998,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,99.343
1999,1999,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,102.118
2000,2000,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.859
2001,2001,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.522
2002,2002,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.322
2003,2003,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.498
2004,2004,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,105.713
2005,2005,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.466
2006,2006,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,107.443
2007,2007,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,108.001
2008,2008,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,106.03
2009,2009,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,103.868
2010,2010,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.461
2011,2011,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,104.298
2012,2012,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,100.246
2013,2013,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,97.78
2014,2014,IT,Italy,P31_S14_S15,Household and NPISH final consumption expenditure,CLV_I15_HAB,"Chain linked volumes, Index 2015=100, per capita",A,Annual,98.048
