DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2014,98.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2016,104.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2017,106.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2018,109.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2019,106.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2020,103.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2021,106.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2022,106.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2023,112.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2024,115.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SAL_DC,IT,2025,118.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,1995,141.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,1996,141.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,1997,142.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,1998,138.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,1999,131.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2000,120.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2001,123.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2002,122.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2003,122.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2004,123.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2005,115.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2006,116.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2007,115.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2008,109.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2009,108.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2010,105.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2011,99.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2012,95.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2013,96.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2014,98.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2016,101.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2017,97.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2018,100.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2019,99.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2020,94.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2021,98.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2022,98.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2023,98.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2024,97.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,A,SELF_DC,IT,2025,95.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,1995,127.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,1996,126.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,1997,126.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,1998,129.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,1999,128.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2000,127.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2001,126.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2002,126.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2003,126.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2004,125.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2005,123.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2006,125.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2007,126.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2008,124.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2009,111.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2010,108.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2011,108.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2012,104.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2013,101.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2014,100.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2016,101.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2017,103.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2018,104.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2019,104.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2020,91.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2021,101.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2022,104.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2023,107.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2024,108.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,EMP_DC,IT,2025,107.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,1995,124.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,1996,124.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,1997,124.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,1998,127.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,1999,126.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2000,126.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2001,125.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2002,125.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2003,124.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2004,123.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2005,122.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2006,124.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2007,125.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2008,123.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2009,110.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2010,107.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2011,107.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2012,103.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2013,100.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2014,99.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2016,102.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2017,104.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2018,106.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2019,106.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2020,95.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2021,105.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2022,108.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2023,112.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2024,113.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SAL_DC,IT,2025,112.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,1995,142.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,1996,139.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,1997,137.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,1998,140.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,1999,137.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2000,133.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2001,130.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2002,132.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2003,135.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2004,133.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2005,127.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2006,127.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2007,132.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2008,127.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2009,116.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2010,115.5,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2011,113.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2012,108.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2013,105.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2014,101.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2016,97.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2017,94.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2018,93.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2019,90.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2020,69.2,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2021,79.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2022,79.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2023,79.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2024,79.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,B-E,SELF_DC,IT,2025,77.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,1995,130.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,1996,129.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,1997,128.9,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,1998,132.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,1999,130.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2000,129.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2001,128.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2002,128.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2003,128.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2004,127.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2005,124.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2006,126.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2007,128.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2008,126.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2009,111.7,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2010,109.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2011,109.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2012,104.4,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2013,101.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2014,100.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2015,100.0,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2016,101.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2017,103.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2018,104.6,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2019,104.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2020,91.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2021,101.3,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2022,104.1,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2023,106.8,,
ESTAT:NAMA_10_A10_E(1.0),15/07/26 11:00:00,A,I15_HW,C,EMP_DC,IT,2024,107.4,,
