time,time_label,geo,geo_label,na_item,na_item_label,direct,direct_label,unit,unit_label,freq,freq_label,OBS_VALUE
2012,2012,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,73211.8
2013,2013,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,69996.6
2014,2014,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,70792.3
2015,2015,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,69085.8
2016,2016,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,67102.7
2017,2017,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,69586.1
2018,2018,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,66988.2
2019,2019,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,66157.0
2020,2020,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,56336.6
2021,2021,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,62946.4
2022,2022,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,68794.8
2023,2023,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,83124.9
2024,2024,ITC,Nord-Ovest,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,83015.0
2000,2000,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,21068.4
2001,2001,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,21229.0
2002,2002,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,21243.8
2003,2003,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,21100.9
2004,2004,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,22830.1
2005,2005,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,23389.5
2006,2006,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,24941.6
2007,2007,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,25996.4
2008,2008,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,25707.3
2009,2009,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,20496.1
2010,2010,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,19068.6
2011,2011,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,20128.3
2012,2012,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,18995.1
2013,2013,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,18130.5
2014,2014,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,18257.6
2015,2015,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,17539.8
2016,2016,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,17088.7
2017,2017,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,17638.1
2018,2018,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,16853.8
2019,2019,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,16545.9
2020,2020,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14070.9
2021,2021,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,15542.2
2022,2022,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,16995.5
2023,2023,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,20613.7
2024,2024,ITC1,Piemonte,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,20653.6
2000,2000,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,542.8
2001,2001,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,568.1
2002,2002,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,545.8
2003,2003,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,541.2
2004,2004,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,558.9
2005,2005,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,565.8
2006,2006,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,601.9
2007,2007,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,648.3
2008,2008,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,666.7
2009,2009,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,533.2
2010,2010,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,511.6
2011,2011,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,536.2
2012,2012,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,518.7
2013,2013,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,478.1
2014,2014,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,464.8
2015,2015,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,437.8
2016,2016,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,426.8
2017,2017,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,430.8
2018,2018,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,412.0
2019,2019,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,404.6
2020,2020,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,336.2
2021,2021,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,369.8
2022,2022,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,402.3
2023,2023,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,483.9
2024,2024,ITC2,Valle d’Aosta/Vallée d’Aoste,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,484.6
2000,2000,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7459.9
2001,2001,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8023.2
2002,2002,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7604.9
2003,2003,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7302.9
2004,2004,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7625.2
2005,2005,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7961.1
2006,2006,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8416.1
2007,2007,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9155.0
2008,2008,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9044.4
2009,2009,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7218.9
2010,2010,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6489.5
2011,2011,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6881.3
2012,2012,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6578.0
2013,2013,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6120.5
2014,2014,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5995.8
2015,2015,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5803.9
2016,2016,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5698.2
2017,2017,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5801.4
2018,2018,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5449.5
2019,2019,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5389.5
2020,2020,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,4499.1
2021,2021,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,4922.9
2022,2022,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5350.5
2023,2023,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6468.5
2024,2024,ITC3,Liguria,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6475.1
2000,2000,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,52110.9
2001,2001,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,52777.6
2002,2002,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,52160.4
2003,2003,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,49356.0
2004,2004,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,53155.4
2005,2005,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,55059.6
2006,2006,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,58659.8
2007,2007,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,63811.5
2008,2008,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,63834.2
2009,2009,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,49565.0
2010,2010,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,46966.8
2011,2011,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,50228.6
2012,2012,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,47120.0
2013,2013,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,45267.5
2014,2014,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,46074.1
2015,2015,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,45304.4
2016,2016,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,43889.0
2017,2017,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,45715.7
2018,2018,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,44273.0
2019,2019,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,43817.1
2020,2020,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,37430.4
2021,2021,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,42111.5
2022,2022,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,46046.5
2023,2023,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,55558.8
2024,2024,ITC4,Lombardia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,55401.7
2000,2000,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,32773.2
2001,2001,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,33869.6
2002,2002,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,33431.6
2003,2003,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,32288.4
2004,2004,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,32732.9
2005,2005,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,33626.6
2006,2006,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,35363.9
2007,2007,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,38231.9
2008,2008,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,37725.3
2009,2009,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,31833.1
2010,2010,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,29340.1
2011,2011,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,31563.2
2012,2012,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,28696.5
2013,2013,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,26729.7
2014,2014,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,26480.1
2015,2015,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,25769.6
2016,2016,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,25709.4
2017,2017,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,24832.6
2018,2018,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,23904.6
2019,2019,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,23893.5
2020,2020,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,19925.5
2021,2021,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,21335.1
2022,2022,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,23675.5
2023,2023,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,28636.5
2024,2024,ITF,Sud,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,28839.0
2000,2000,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3732.6
2001,2001,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3865.6
2002,2002,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3742.3
2003,2003,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3591.0
2004,2004,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3643.6
2005,2005,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3737.5
2006,2006,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,4012.0
2007,2007,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,4422.3
2008,2008,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,4340.1
2009,2009,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3676.2
2010,2010,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3365.4
2011,2011,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3661.5
2012,2012,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3363.6
2013,2013,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3157.3
2014,2014,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3041.7
2015,2015,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2867.4
2016,2016,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2858.9
2017,2017,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2734.5
2018,2018,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2660.4
2019,2019,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2663.5
2020,2020,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2225.8
2021,2021,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2483.4
2022,2022,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,2738.1
2023,2023,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3298.0
2024,2024,ITF1,Abruzzo,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,3328.9
2000,2000,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,688.4
2001,2001,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,703.5
2002,2002,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,691.3
2003,2003,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,684.3
2004,2004,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,716.2
2005,2005,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,752.6
2006,2006,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,801.2
2007,2007,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,845.2
2008,2008,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,825.9
2009,2009,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,705.1
2010,2010,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,661.9
2011,2011,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,731.3
2012,2012,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,681.2
2013,2013,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,613.4
2014,2014,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,593.7
2015,2015,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,568.3
2016,2016,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,583.5
2017,2017,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,538.6
2018,2018,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,509.3
2019,2019,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,511.4
2020,2020,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,431.0
2021,2021,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,468.7
2022,2022,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,526.1
2023,2023,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,651.3
2024,2024,ITF2,Molise,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,661.8
2000,2000,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14726.7
2001,2001,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,15155.7
2002,2002,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14913.4
2003,2003,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14448.6
2004,2004,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14526.6
2005,2005,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14966.3
2006,2006,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,15548.6
2007,2007,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,16701.4
2008,2008,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,16444.6
2009,2009,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,14207.0
2010,2010,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,13088.5
2011,2011,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,13747.5
2012,2012,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,12431.9
2013,2013,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,11638.7
2014,2014,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,11703.2
2015,2015,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,11417.7
2016,2016,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,11482.6
2017,2017,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,11008.7
2018,2018,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,10730.9
2019,2019,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,10675.9
2020,2020,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8849.7
2021,2021,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9447.5
2022,2022,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,10472.4
2023,2023,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,12590.5
2024,2024,ITF3,Campania,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,12659.5
2000,2000,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8997.3
2001,2001,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9286.8
2002,2002,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9240.2
2003,2003,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8783.2
2004,2004,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8991.7
2005,2005,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9233.8
2006,2006,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,9694.7
2007,2007,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,10568.5
2008,2008,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,10333.2
2009,2009,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8454.7
2010,2010,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7811.5
2011,2011,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8619.4
2012,2012,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7881.2
2013,2013,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7394.9
2014,2014,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7295.4
2015,2015,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7145.7
2016,2016,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7065.3
2017,2017,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6946.0
2018,2018,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6610.9
2019,2019,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6618.4
2020,2020,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5563.7
2021,2021,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,5913.2
2022,2022,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,6574.6
2023,2023,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,7962.7
2024,2024,ITF4,Puglia,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,8009.7
2000,2000,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1139.4
2001,2001,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1163.3
2002,2002,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1144.9
2003,2003,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1120.6
2004,2004,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1155.5
2005,2005,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1201.4
2006,2006,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1270.3
2007,2007,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1388.5
2008,2008,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1424.9
2009,2009,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1139.7
2010,2010,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1065.5
2011,2011,ITF5,Basilicata,D4,Property income,RECV,Received,MIO_EUR,Million euro,A,Annual,1162.4
