time,time_label,geo,geo_label,na_item,na_item_label,direct,direct_label,unit,unit_label,freq,freq_label,OBS_VALUE
2000,2000,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,3872.9
2001,2001,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4022.2
2002,2002,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4099.2
2003,2003,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4261.7
2004,2004,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4430.8
2005,2005,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4494.8
2006,2006,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4755.4
2007,2007,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4968.1
2008,2008,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,5012.4
2009,2009,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4759.0
2010,2010,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4670.0
2011,2011,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4758.6
2012,2012,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4589.6
2013,2013,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4430.2
2014,2014,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4352.6
2015,2015,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4414.5
2016,2016,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4481.6
2017,2017,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4496.8
2018,2018,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4560.3
2019,2019,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4546.8
2020,2020,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4268.2
2021,2021,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4559.7
2022,2022,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,4864.9
2023,2023,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,5148.5
2024,2024,ITF2,Molise,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,5347.7
2000,2000,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,65654.2
2001,2001,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,69268.2
2002,2002,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,71754.0
2003,2003,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,73199.2
2004,2004,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,74269.8
2005,2005,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76390.1
2006,2006,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,78285.3
2007,2007,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,80783.7
2008,2008,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,80886.4
2009,2009,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,77528.6
2010,2010,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76236.8
2011,2011,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76505.9
2012,2012,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,73377.4
2013,2013,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,72464.7
2014,2014,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,72223.0
2015,2015,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,73810.4
2016,2016,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,74660.7
2017,2017,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,75392.3
2018,2018,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76769.4
2019,2019,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,77246.9
2020,2020,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,70519.0
2021,2021,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,75305.4
2022,2022,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,81494.4
2023,2023,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,87335.3
2024,2024,ITF3,Campania,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,91275.5
2000,2000,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,44360.0
2001,2001,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,46975.8
2002,2002,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,48237.3
2003,2003,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,49665.5
2004,2004,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,50807.0
2005,2005,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,51793.7
2006,2006,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,53513.2
2007,2007,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,55714.4
2008,2008,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,55917.7
2009,2009,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,53268.0
2010,2010,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,53165.8
2011,2011,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,55040.4
2012,2012,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,53762.9
2013,2013,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,52809.0
2014,2014,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,52442.1
2015,2015,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,53515.9
2016,2016,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,54187.2
2017,2017,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,54848.1
2018,2018,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,55877.5
2019,2019,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,56293.1
2020,2020,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,52145.8
2021,2021,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,55783.1
2022,2022,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,59452.6
2023,2023,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,62920.4
2024,2024,ITF4,Puglia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,65418.9
2000,2000,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,6672.3
2001,2001,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,6812.7
2002,2002,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7140.8
2003,2003,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7394.4
2004,2004,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7658.2
2005,2005,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7782.9
2006,2006,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,8051.6
2007,2007,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,8339.5
2008,2008,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,8321.8
2009,2009,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7890.6
2010,2010,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7675.6
2011,2011,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7775.6
2012,2012,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7494.7
2013,2013,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7337.3
2014,2014,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7327.6
2015,2015,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7699.1
2016,2016,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7700.8
2017,2017,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7724.3
2018,2018,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7909.1
2019,2019,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7995.3
2020,2020,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7477.2
2021,2021,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,7923.4
2022,2022,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,8364.9
2023,2023,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,8911.9
2024,2024,ITF5,Basilicata,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,9226.8
2000,2000,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,19701.0
2001,2001,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,20731.5
2002,2002,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,21596.5
2003,2003,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22445.4
2004,2004,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23105.1
2005,2005,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23558.5
2006,2006,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24499.8
2007,2007,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,25367.7
2008,2008,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,25629.9
2009,2009,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24776.0
2010,2010,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23865.1
2011,2011,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24407.7
2012,2012,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23483.9
2013,2013,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22960.9
2014,2014,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22628.6
2015,2015,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22985.4
2016,2016,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23226.4
2017,2017,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23648.5
2018,2018,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23737.5
2019,2019,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23828.3
2020,2020,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,21954.4
2021,2021,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23164.9
2022,2022,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24789.6
2023,2023,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,26364.7
2024,2024,ITF6,Calabria,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,27449.4
2000,2000,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,70116.1
2001,2001,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,73675.9
2002,2002,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76619.2
2003,2003,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,79372.0
2004,2004,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,81822.8
2005,2005,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,84215.4
2006,2006,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,87485.8
2007,2007,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,90188.6
2008,2008,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,92248.4
2009,2009,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,89973.8
2010,2010,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,88536.7
2011,2011,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,88763.3
2012,2012,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,86343.1
2013,2013,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,85370.0
2014,2014,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,84337.8
2015,2015,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,85045.6
2016,2016,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,85746.9
2017,2017,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,86896.8
2018,2018,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,88128.3
2019,2019,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,88502.3
2020,2020,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,82441.8
2021,2021,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,88238.5
2022,2022,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,94640.5
2023,2023,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,100179.7
2024,2024,ITG,Isole,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,104997.5
2000,2000,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,51573.3
2001,2001,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,54149.2
2002,2002,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,56380.3
2003,2003,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,58248.8
2004,2004,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,60153.6
2005,2005,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,62133.1
2006,2006,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,64487.5
2007,2007,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,66410.2
2008,2008,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,67906.0
2009,2009,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,66320.3
2010,2010,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,65166.4
2011,2011,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,65332.9
2012,2012,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,63297.8
2013,2013,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,62301.0
2014,2014,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,61424.4
2015,2015,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,62152.9
2016,2016,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,62605.6
2017,2017,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,63491.9
2018,2018,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,64015.9
2019,2019,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,64295.5
2020,2020,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,59693.3
2021,2021,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,63974.7
2022,2022,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,68617.2
2023,2023,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,72633.5
2024,2024,ITG1,Sicilia,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,76298.9
2000,2000,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,18542.8
2001,2001,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,19526.7
2002,2002,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,20238.9
2003,2003,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,21123.2
2004,2004,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,21669.2
2005,2005,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22082.3
2006,2006,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22998.2
2007,2007,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23778.4
2008,2008,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24342.5
2009,2009,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23653.4
2010,2010,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23370.3
2011,2011,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23430.4
2012,2012,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23045.3
2013,2013,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23069.0
2014,2014,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22913.4
2015,2015,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22892.8
2016,2016,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23141.3
2017,2017,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,23404.8
2018,2018,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24112.5
2019,2019,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,24206.8
2020,2020,ITG2,Sardegna,B5N,"Balance of primary incomes/national income, net",BAL,Balance,MIO_NAC,Million units of national currency,A,Annual,22748.4
