DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2006,273487.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2007,279923.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2008,272147.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2009,225720.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2010,243026.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2011,246796.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2012,237657.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2013,234183.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2014,232173.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2015,235424.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2016,241729.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2017,250208.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2018,253439.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2019,253990.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2020,223366.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2021,256003.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2022,255899.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2023,254312.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2024,259247.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,B-E,B1G,IT,2025,260012.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,1995,225132.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,1996,224186.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,1997,226607.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,1998,229826.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,1999,229292.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2000,235934.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2001,235297.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2002,234343.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2003,228620.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2004,232125.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2005,232700.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2006,243987.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2007,251804.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2008,243429.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2009,197406.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2010,216861.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2011,221120.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2012,212351.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2013,210276.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2014,209862.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2015,215118.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2016,219470.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2017,227521.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2018,229859.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2019,230214.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2020,198654.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2021,229695.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2022,235782.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2023,233331.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2024,235384.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,C,B1G,IT,2025,234723.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,1995,66293.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,1996,67668.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,1997,66024.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,1998,65304.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,1999,65667.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2000,68067.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2001,71625.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2002,73655.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2003,75747.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2004,77676.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2005,79023.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2006,80468.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2007,80298.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2008,78051.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2009,71326.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2010,67193.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2011,64641.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2012,59117.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2013,54896.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2014,50376.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2015,49325.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2016,49581.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2017,50032.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2018,50589.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2019,52096.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2020,48923.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2021,59616.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2022,69515.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2023,77395.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2024,74048.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,F,B1G,IT,2025,75847.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,1995,221667.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,1996,225624.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,1997,232968.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,1998,241562.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,1999,245736.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2000,259589.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2001,265299.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2002,261001.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2003,261125.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2004,267284.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2005,275104.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2006,278573.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2007,285404.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2008,282801.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2009,266453.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2010,274672.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2011,281259.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2012,276816.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2013,274326.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2014,279900.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2015,285658.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2016,292908.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2017,302953.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2018,306561.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2019,315109.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2020,261576.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2021,300728.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2022,326505.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2023,322720.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2024,322008.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,G-I,B1G,IT,2025,325347.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,1995,30263.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,1996,33927.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,1997,35066.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,1998,37191.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,1999,41951.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2000,45395.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2001,52023.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2002,56595.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2003,56396.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2004,57471.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2005,58808.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2006,60053.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2007,62830.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2008,64687.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2009,64845.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2010,65868.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2011,65538.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2012,62142.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2013,61271.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2014,60844.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2015,61302.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2016,63777.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2017,64758.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2018,63907.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2019,65665.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2020,65149.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2021,72015.4,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2022,74425.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2023,78397.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2024,79702.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,J,B1G,IT,2025,80589.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,1995,63065.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,1996,65331.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,1997,66814.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,1998,66745.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,1999,63749.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2000,67817.8,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2001,67241.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2002,63501.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2003,64343.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2004,66398.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2005,70631.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2006,73915.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2007,78841.6,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2008,78218.0,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2009,77677.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2010,81127.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2011,82484.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2012,83700.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2013,81289.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2014,80787.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2015,79776.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2016,79128.3,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2017,79252.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2018,78954.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2019,79255.9,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2020,79170.1,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2021,78402.2,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2022,78221.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2023,71428.5,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2024,72643.7,,
ESTAT:NAMA_10_A10(1.0),22/07/26 23:00:00,A,CLV05_MEUR,K,B1G,IT,2025,72587.5,,
