zone,date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
IT-Centre-South,2015-02-08,41.89,12.49,5.07,9.13,1.46,0.14,3.3,1.1,2.7953,79.96,98.74
IT-Centre-South,2015-02-09,41.89,12.49,1.74,5.61,-1.07,0.02,6.97,21.2,3.4147,67.83,99.52
IT-Centre-South,2015-02-10,41.89,12.49,5.26,13.24,-1.19,0.0,3.63,24.9,3.5921,72.36,99.75
IT-Centre-South,2015-02-11,41.89,12.49,7.5,14.28,1.35,0.0,2.2,63.9,3.5827,73.41,99.88
IT-Centre-South,2015-02-12,41.89,12.49,7.8,12.95,3.07,0.0,2.09,173.1,3.1915,75.8,99.88
IT-Centre-South,2015-02-13,41.89,12.49,7.92,10.6,6.21,0.3,1.74,174.1,2.0513,84.5,99.83
IT-Centre-South,2015-02-14,41.89,12.49,7.72,11.67,4.87,0.53,3.0,160.2,2.5462,83.44,99.37
IT-Centre-South,2015-02-15,41.89,12.49,7.68,10.8,5.77,2.28,4.26,129.1,2.6952,91.03,98.89
IT-Centre-South,2015-02-16,41.89,12.49,8.91,11.41,6.88,4.11,5.27,109.4,1.0507,87.28,98.87
IT-Centre-South,2015-02-17,41.89,12.49,9.83,16.42,4.82,0.02,3.47,65.1,3.8038,76.76,99.72
IT-Centre-South,2015-02-18,41.89,12.49,7.61,14.83,3.19,0.0,2.84,67.6,4.0519,70.72,100.47
IT-Centre-South,2015-02-19,41.89,12.49,7.07,12.63,3.15,0.0,1.86,318.9,3.9845,62.18,100.65
IT-Centre-South,2015-02-20,41.89,12.49,6.92,12.61,1.99,0.02,2.21,243.2,3.9014,76.87,100.04
IT-Centre-South,2015-02-21,41.89,12.49,6.39,9.27,2.92,3.57,5.23,135.4,1.92,84.35,98.68
IT-Centre-South,2015-02-22,41.89,12.49,9.33,11.33,7.17,5.8,3.92,68.0,2.3503,90.05,97.21
IT-Centre-South,2015-02-23,41.89,12.49,9.79,15.71,5.29,0.06,2.86,320.3,3.6247,82.69,97.82
IT-Centre-South,2015-02-24,41.89,12.49,9.32,12.7,6.09,13.61,3.6,139.3,2.2999,89.77,97.5
IT-Centre-South,2015-02-25,41.89,12.49,9.47,14.74,7.07,0.99,3.85,29.2,2.0585,81.39,97.68
IT-Centre-South,2015-02-26,41.89,12.49,9.14,14.2,5.12,0.3,2.76,50.4,3.5395,74.83,98.67
IT-Centre-South,2015-02-27,41.89,12.49,8.78,15.13,3.43,0.0,2.58,16.1,4.4842,73.64,98.56
IT-Centre-South,2015-02-28,41.89,12.49,9.17,15.21,3.57,0.01,2.23,15.5,4.2811,74.59,99.03
IT-Centre-South,2015-03-01,41.89,12.49,8.58,13.42,4.61,0.01,2.36,245.3,3.7543,78.88,99.45
IT-Centre-South,2015-03-02,41.89,12.49,10.14,13.43,6.41,2.33,4.78,204.5,2.1053,94.06,99.29
IT-Centre-South,2015-03-03,41.89,12.49,12.32,17.59,8.07,0.05,1.93,241.3,4.2482,84.38,99.59
IT-Centre-South,2015-03-04,41.89,12.49,10.38,14.52,6.41,22.42,3.92,152.2,2.2601,90.54,99.49
IT-Centre-South,2015-03-05,41.89,12.49,6.5,8.47,4.85,31.21,9.32,34.0,1.3584,75.11,98.26
IT-Centre-South,2015-03-06,41.89,12.49,6.28,9.64,2.91,0.0,11.09,26.3,4.705,63.49,99.54
IT-Centre-South,2015-03-07,41.89,12.49,5.31,9.85,1.4,0.0,6.59,27.1,4.7774,68.11,99.97
IT-Centre-South,2015-03-08,41.89,12.49,7.49,13.99,1.29,0.0,2.66,40.6,4.7676,66.99,99.71
IT-Centre-South,2015-03-09,41.89,12.49,9.12,14.68,4.02,0.0,1.94,84.0,4.6481,66.11,99.81
IT-Centre-South,2015-03-10,41.89,12.49,8.61,13.99,3.24,0.0,2.63,354.0,4.4952,72.21,99.82
IT-Centre-South,2015-03-11,41.89,12.49,9.29,16.1,3.75,0.0,2.42,291.1,4.4386,76.92,99.6
IT-Centre-South,2015-03-12,41.89,12.49,7.61,12.2,2.94,0.12,4.83,28.7,4.5029,73.56,99.4
IT-Centre-South,2015-03-13,41.89,12.49,7.81,15.02,1.45,0.0,2.53,21.1,4.7062,69.61,99.38
IT-Centre-South,2015-03-14,41.89,12.49,8.52,13.82,4.21,0.0,2.42,136.4,4.165,73.44,99.55
IT-Centre-South,2015-03-15,41.89,12.49,8.56,11.39,6.21,8.81,5.97,121.4,0.8976,86.62,99.72
IT-Centre-South,2015-03-16,41.89,12.49,10.2,12.3,7.91,25.19,5.0,115.6,0.7654,88.73,99.77
IT-Centre-South,2015-03-17,41.89,12.49,11.53,14.52,8.03,7.57,4.26,115.6,1.3354,80.05,99.69
IT-Centre-South,2015-03-18,41.89,12.49,10.93,17.26,5.98,0.03,2.69,269.4,4.5082,76.22,99.81
IT-Centre-South,2015-03-19,41.89,12.49,12.0,18.23,7.14,0.0,1.94,279.9,5.3825,77.37,99.72
IT-Centre-South,2015-03-20,41.89,12.49,10.79,16.32,6.41,0.0,2.88,164.8,5.2183,72.83,99.81
IT-Centre-South,2015-03-21,41.89,12.49,9.06,13.31,4.95,0.01,3.45,141.7,3.5143,69.86,99.49
IT-Centre-South,2015-03-22,41.89,12.49,8.77,12.09,5.9,6.88,3.3,74.2,1.9543,82.87,98.73
IT-Centre-South,2015-03-23,41.89,12.49,11.87,17.41,6.72,0.07,2.44,116.6,4.764,73.94,98.88
IT-Centre-South,2015-03-24,41.89,12.49,13.25,18.04,8.41,1.02,4.03,132.5,4.3901,78.4,98.61
IT-Centre-South,2015-03-25,41.89,12.49,12.26,14.76,10.36,50.8,9.1,150.3,1.2922,87.75,97.35
IT-Centre-South,2015-03-26,41.89,12.49,14.03,18.29,10.39,6.98,4.74,164.4,3.5974,82.86,98.12
IT-Centre-South,2015-03-27,41.89,12.49,11.65,17.23,8.86,1.89,5.6,355.9,4.2674,83.01,98.12
IT-Centre-South,2015-03-28,41.89,12.49,10.93,16.53,5.59,0.0,6.11,25.0,5.4401,67.89,98.8
IT-Centre-South,2015-03-29,41.89,12.49,11.19,19.11,4.13,0.0,2.73,317.2,6.0739,62.24,98.93
IT-Centre-South,2015-03-30,41.89,12.49,12.83,18.4,8.6,0.18,3.74,223.0,4.9927,83.5,98.44
IT-Centre-South,2015-03-31,41.89,12.49,13.32,19.25,8.21,0.06,3.34,180.0,6.0461,82.28,98.81
IT-Centre-South,2015-04-01,41.89,12.49,13.65,19.74,8.98,0.01,4.01,346.5,6.2825,70.83,98.83
IT-Centre-South,2015-04-02,41.89,12.49,12.17,17.9,6.99,0.02,3.13,190.2,6.2201,70.54,99.21
IT-Centre-South,2015-04-03,41.89,12.49,12.93,19.12,8.42,0.16,2.38,184.0,6.299,77.64,99.13
IT-Centre-South,2015-04-04,41.89,12.49,11.06,14.12,8.39,5.73,4.37,173.3,2.556,83.92,98.62
IT-Centre-South,2015-04-05,41.89,12.49,9.03,10.93,6.62,11.72,3.93,52.2,2.1571,84.81,98.03
IT-Centre-South,2015-04-06,41.89,12.49,7.91,12.8,2.89,0.04,5.9,24.6,5.4461,64.56,99.08
IT-Centre-South,2015-04-07,41.89,12.49,5.95,10.31,1.98,0.0,5.91,16.2,6.269,67.88,100.06
IT-Centre-South,2015-04-08,41.89,12.49,8.11,14.62,1.09,0.0,4.46,13.3,6.3821,63.62,100.3
IT-Centre-South,2015-04-09,41.89,12.49,11.41,19.01,3.57,0.0,2.64,24.2,6.8237,61.75,100.34
IT-Centre-South,2015-04-10,41.89,12.49,11.73,18.07,5.87,0.02,2.85,197.3,6.8318,76.69,100.47
IT-Centre-South,2015-04-11,41.89,12.49,11.25,16.3,6.09,0.02,2.59,182.3,5.5013,79.56,100.32
IT-Centre-South,2015-04-12,41.89,12.49,13.24,20.16,6.94,0.03,2.24,263.7,6.5753,73.33,100.38
IT-Centre-South,2015-04-13,41.89,12.49,15.11,21.65,10.1,0.01,2.37,279.3,6.7354,68.2,100.32
IT-Centre-South,2015-04-14,41.89,12.49,15.7,22.37,10.15,0.01,2.73,311.1,6.1495,70.33,100.12
IT-Centre-South,2015-04-15,41.89,12.49,15.46,21.19,9.36,0.03,2.54,176.6,5.557,75.72,99.97
IT-Centre-South,2015-04-16,41.89,12.49,14.81,20.82,9.5,0.03,2.85,176.5,6.7044,73.31,99.72
IT-Centre-South,2015-04-17,41.89,12.49,14.9,20.74,10.93,0.57,4.03,158.9,5.5673,72.89,99.34
IT-Centre-South,2015-04-18,41.89,12.49,14.74,20.25,9.64,0.16,2.54,228.8,6.3329,80.89,99.06
IT-Centre-South,2015-04-19,41.89,12.49,13.43,17.51,9.15,0.3,2.8,6.4,5.4391,76.97,99.15
IT-Centre-South,2015-04-20,41.89,12.49,14.6,18.84,10.33,0.11,2.36,243.5,6.4896,73.98,99.38
IT-Centre-South,2015-04-21,41.89,12.49,14.71,21.76,7.48,0.03,3.17,11.0,7.3999,59.79,99.82
IT-Centre-South,2015-04-22,41.89,12.49,15.57,22.08,9.38,0.0,2.9,199.0,7.3524,55.94,99.97
IT-Centre-South,2015-04-23,41.89,12.49,14.74,20.57,10.6,0.01,4.11,164.9,6.0511,68.85,99.5
IT-Centre-South,2015-04-24,41.89,12.49,15.69,20.74,10.2,0.23,2.75,175.9,6.3242,78.75,99.18
IT-Centre-South,2015-04-25,41.89,12.49,15.75,20.41,10.34,0.08,2.05,200.4,5.237,79.84,99.34
IT-Centre-South,2015-04-26,41.89,12.49,16.2,20.79,11.93,0.07,3.33,164.9,4.2295,78.09,99.08
IT-Centre-South,2015-04-27,41.89,12.49,13.58,16.59,10.99,32.22,6.11,151.4,2.0278,86.38,98.45
IT-Centre-South,2015-04-28,41.89,12.49,13.92,17.85,11.0,12.0,3.92,243.4,4.8132,86.75,98.22
IT-Centre-South,2015-04-29,41.89,12.49,14.55,19.85,9.98,0.45,3.13,240.2,6.0274,82.47,99.24
IT-Centre-South,2015-04-30,41.89,12.49,14.1,18.39,10.02,0.31,3.18,238.5,6.2153,79.2,99.48
IT-Centre-South,2015-05-01,41.89,12.49,14.48,19.4,9.27,0.15,4.6,179.7,6.6962,80.48,99.4
IT-Centre-South,2015-05-02,41.89,12.49,16.62,21.47,12.92,0.38,3.67,192.2,6.0302,83.24,98.99
IT-Centre-South,2015-05-03,41.89,12.49,17.57,23.29,11.79,0.02,3.06,172.0,6.8033,76.63,99.13
IT-Centre-South,2015-05-04,41.89,12.49,19.78,25.96,14.03,0.01,3.34,160.7,7.4892,66.16,99.17
IT-Centre-South,2015-05-05,41.89,12.49,21.17,27.62,16.04,0.0,5.56,143.2,6.671,62.92,98.97
IT-Centre-South,2015-05-06,41.89,12.49,21.12,25.72,15.6,0.02,2.73,146.3,5.7866,66.23,99.0
IT-Centre-South,2015-05-07,41.89,12.49,20.6,27.38,15.21,0.0,3.77,318.5,7.5734,65.16,99.14
IT-Centre-South,2015-05-08,41.89,12.49,19.58,25.8,14.45,0.0,2.35,284.3,7.5254,60.23,99.25
IT-Centre-South,2015-05-09,41.89,12.49,19.38,25.45,12.48,0.33,3.24,327.6,7.951,61.59,99.18
IT-Centre-South,2015-05-10,41.89,12.49,19.88,26.26,14.25,0.17,4.41,27.4,7.7126,64.93,99.64
IT-Centre-South,2015-05-11,41.89,12.49,19.86,26.18,12.89,0.01,3.22,336.3,7.9138,59.23,99.97
IT-Centre-South,2015-05-12,41.89,12.49,19.34,26.36,13.57,0.0,2.84,272.5,7.9687,59.75,100.03
IT-Centre-South,2015-05-13,41.89,12.49,19.48,25.71,13.86,0.0,2.39,243.8,7.6798,64.37,99.81
IT-Centre-South,2015-05-14,41.89,12.49,18.43,24.73,13.36,0.0,4.09,165.1,5.8195,73.35,99.08
IT-Centre-South,2015-05-15,41.89,12.49,18.46,22.93,13.69,0.12,5.34,150.7,3.0002,78.5,98.42
IT-Centre-South,2015-05-16,41.89,12.49,16.96,21.51,12.31,0.3,2.61,199.6,5.3875,73.81,99.18
IT-Centre-South,2015-05-17,41.89,12.49,22.39,30.64,14.69,0.08,2.55,50.1,7.2134,62.15,98.96
IT-Centre-South,2015-05-18,41.89,12.49,22.1,28.84,15.38,0.0,2.75,322.6,8.1994,51.14,98.82
IT-Centre-South,2015-05-19,41.89,12.49,20.34,26.18,14.83,0.0,3.39,174.4,7.9738,67.34,98.61
IT-Centre-South,2015-05-20,41.89,12.49,18.23,23.77,13.8,0.06,3.71,186.6,5.6518,76.32,98.77
IT-Centre-South,2015-05-21,41.89,12.49,15.39,19.22,11.43,0.02,3.93,228.3,6.4229,68.24,99.08
IT-Centre-South,2015-05-22,41.89,12.49,12.89,15.35,8.34,5.59,3.3,324.9,7.273,78.53,98.78
IT-Centre-South,2015-05-23,41.89,12.49,13.8,16.83,10.73,4.27,3.08,259.5,5.3537,81.54,98.77
IT-Centre-South,2015-05-24,41.89,12.49,14.45,17.65,10.24,2.92,1.86,312.6,5.1523,75.92,98.98
IT-Centre-South,2015-05-25,41.89,12.49,16.72,22.67,10.11,0.1,2.67,286.8,8.0494,72.26,98.93
IT-Centre-South,2015-05-26,41.89,12.49,17.25,21.86,12.28,3.92,1.58,272.6,7.7102,72.41,98.67
IT-Centre-South,2015-05-27,41.89,12.49,16.39,20.28,11.85,3.44,2.05,50.7,6.5851,72.86,98.9
IT-Centre-South,2015-05-28,41.89,12.49,16.91,23.15,9.43,0.01,3.84,6.6,8.3179,62.24,99.3
IT-Centre-South,2015-05-29,41.89,12.49,18.42,24.87,12.1,0.01,2.48,224.0,8.5298,59.89,99.29
IT-Centre-South,2015-05-30,41.89,12.49,18.15,24.33,12.77,0.02,2.23,234.8,8.2157,69.71,99.31
IT-Centre-South,2015-05-31,41.89,12.49,20.0,26.74,13.52,0.73,2.15,271.5,8.207,66.78,99.37
IT-Centre-South,2015-06-01,41.89,12.49,21.39,26.27,16.68,6.19,1.8,254.3,8.071,66.84,99.43
IT-Centre-South,2015-06-02,41.89,12.49,21.95,28.12,16.13,0.02,2.62,288.3,8.2663,61.3,99.6
IT-Centre-South,2015-06-03,41.89,12.49,22.62,29.22,16.27,0.03,2.54,290.9,8.5495,59.78,99.74
IT-Centre-South,2015-06-04,41.89,12.49,23.99,30.43,17.96,0.08,2.27,259.5,8.2793,62.33,99.68
IT-Centre-South,2015-06-05,41.89,12.49,25.34,32.27,18.39,0.76,1.99,136.5,7.7086,57.9,99.52
IT-Centre-South,2015-06-06,41.89,12.49,25.21,30.17,20.5,0.42,2.61,249.5,7.1213,57.55,99.65
IT-Centre-South,2015-06-07,41.89,12.49,25.56,31.16,19.88,0.95,2.08,247.6,7.1652,60.82,99.56
IT-Centre-South,2015-06-08,41.89,12.49,23.24,28.67,19.33,1.75,2.41,198.9,6.6626,75.06,99.29
IT-Centre-South,2015-06-09,41.89,12.49,22.92,27.78,18.71,0.63,2.05,253.7,7.2775,68.73,99.14
IT-Centre-South,2015-06-10,41.89,12.49,23.64,29.53,18.97,1.26,2.14,270.8,8.1305,67.32,99.37
IT-Centre-South,2015-06-11,41.89,12.49,24.23,29.36,19.26,0.38,1.93,223.7,8.2039,63.85,99.33
IT-Centre-South,2015-06-12,41.89,12.49,22.94,28.59,18.57,0.07,3.15,154.6,5.0683,68.16,99.29
IT-Centre-South,2015-06-13,41.89,12.49,24.95,30.93,19.48,0.76,3.5,149.2,5.3789,57.25,99.09
IT-Centre-South,2015-06-14,41.89,12.49,22.13,25.23,18.38,1.07,4.79,184.5,6.3259,77.11,98.9
IT-Centre-South,2015-06-15,41.89,12.49,20.77,24.7,16.85,0.8,3.26,209.4,3.2249,80.08,99.19
IT-Centre-South,2015-06-16,41.89,12.49,21.63,26.24,17.85,1.25,2.63,253.0,6.7356,71.88,99.25
IT-Centre-South,2015-06-17,41.89,12.49,20.63,25.16,16.96,8.5,2.0,296.4,6.9713,72.16,98.98
IT-Centre-South,2015-06-18,41.89,12.49,20.05,26.26,13.69,0.0,5.09,7.5,8.5286,57.73,99.0
IT-Centre-South,2015-06-19,41.89,12.49,21.35,27.8,14.23,0.05,2.74,276.9,8.4672,58.5,98.81
IT-Centre-South,2015-06-20,41.89,12.49,21.59,26.24,17.0,2.77,2.5,303.6,7.4686,70.01,98.81
IT-Centre-South,2015-06-21,41.89,12.49,20.88,27.55,14.1,0.39,3.31,350.9,8.3647,58.43,99.13
IT-Centre-South,2015-06-22,41.89,12.49,21.23,27.2,14.28,0.0,3.57,187.7,8.5457,58.67,99.35
IT-Centre-South,2015-06-23,41.89,12.49,21.8,26.95,16.54,2.54,5.35,172.5,6.7949,73.5,98.97
IT-Centre-South,2015-06-24,41.89,12.49,22.91,28.14,18.45,1.97,3.03,88.2,6.8453,68.2,99.1
IT-Centre-South,2015-06-25,41.89,12.49,22.06,26.7,17.24,0.01,3.26,241.0,8.555,63.34,99.51
IT-Centre-South,2015-06-26,41.89,12.49,22.24,29.33,13.7,0.0,3.33,8.3,8.5903,51.47,99.36
IT-Centre-South,2015-06-27,41.89,12.49,23.69,30.97,16.0,0.0,3.46,320.3,8.4485,51.73,99.28
IT-Centre-South,2015-06-28,41.89,12.49,24.73,31.14,18.12,0.87,2.1,253.0,7.9498,58.76,99.21
IT-Centre-South,2015-06-29,41.89,12.49,24.7,31.58,17.62,0.0,3.01,291.4,7.5641,56.23,99.51
IT-Centre-South,2015-06-30,41.89,12.49,25.53,31.66,19.32,0.03,2.92,267.7,7.243,59.8,99.56
IT-Centre-South,2015-07-01,41.89,12.49,25.69,32.66,19.01,0.0,2.77,218.1,8.3832,58.58,99.67
IT-Centre-South,2015-07-02,41.89,12.49,26.28,32.55,20.54,0.0,3.16,237.6,8.3052,58.16,99.84
IT-Centre-South,2015-07-03,41.89,12.49,27.79,34.12,20.72,0.02,2.66,280.7,7.885,60.48,99.88
IT-Centre-South,2015-07-04,41.89,12.49,28.34,34.69,21.52,0.0,2.95,282.2,8.142,52.05,99.74
IT-Centre-South,2015-07-05,41.89,12.49,27.55,33.65,21.49,0.1,2.99,205.2,7.9591,60.24,99.55
IT-Centre-South,2015-07-06,41.89,12.49,28.57,34.81,22.99,0.01,2.89,274.2,7.7858,59.08,99.5
IT-Centre-South,2015-07-07,41.89,12.49,28.36,34.64,23.31,0.74,2.39,249.4,7.5756,61.71,99.32
IT-Centre-South,2015-07-08,41.89,12.49,27.54,33.0,23.11,0.06,2.67,218.4,7.9332,61.93,98.85
IT-Centre-South,2015-07-09,41.89,12.49,27.47,32.79,22.35,0.13,3.04,206.9,7.7234,66.49,98.64
IT-Centre-South,2015-07-10,41.89,12.49,28.3,33.96,23.01,0.12,2.96,245.0,7.3217,54.91,99.07
IT-Centre-South,2015-07-11,41.89,12.49,27.59,33.4,22.12,0.0,3.41,242.5,7.878,58.7,99.33
IT-Centre-South,2015-07-12,41.89,12.49,27.44,33.89,21.24,0.0,2.44,250.1,8.0844,54.43,99.24
IT-Centre-South,2015-07-13,41.89,12.49,26.74,32.05,21.6,0.01,2.45,227.3,7.1441,62.19,99.12
IT-Centre-South,2015-07-14,41.89,12.49,28.46,35.46,21.87,0.77,2.74,269.3,7.7753,59.26,99.14
IT-Centre-South,2015-07-15,41.89,12.49,29.75,35.34,24.46,1.2,2.58,219.0,7.5132,55.11,99.3
IT-Centre-South,2015-07-16,41.89,12.49,30.7,36.1,25.83,0.02,2.58,225.3,7.9423,46.95,99.42
IT-Centre-South,2015-07-17,41.89,12.49,30.53,36.46,24.87,0.0,2.53,258.6,8.1696,41.15,99.47
IT-Centre-South,2015-07-18,41.89,12.49,29.94,36.91,23.62,0.01,2.71,281.9,8.2279,41.76,99.35
IT-Centre-South,2015-07-19,41.89,12.49,29.63,36.33,23.89,0.0,2.62,266.1,8.0748,46.39,99.11
IT-Centre-South,2015-07-20,41.89,12.49,30.01,36.71,23.45,0.02,2.68,277.6,7.9565,47.95,98.93
IT-Centre-South,2015-07-21,41.89,12.49,30.47,36.6,25.08,0.06,2.55,261.1,7.9109,44.61,99.05
IT-Centre-South,2015-07-22,41.89,12.49,30.14,35.68,25.1,0.24,2.58,293.5,7.3361,45.53,98.97
IT-Centre-South,2015-07-23,41.89,12.49,29.5,36.42,24.28,7.57,2.78,66.3,7.1803,51.5,98.73
IT-Centre-South,2015-07-24,41.89,12.49,28.17,34.1,23.11,2.27,2.35,290.7,6.8899,60.51,98.66
IT-Centre-South,2015-07-25,41.89,12.49,27.34,31.89,23.29,0.27,2.42,245.7,7.2722,63.3,98.72
IT-Centre-South,2015-07-26,41.89,12.49,26.8,32.06,22.72,0.02,3.52,202.2,7.6858,63.36,98.77
IT-Centre-South,2015-07-27,41.89,12.49,26.3,31.64,20.86,0.0,3.16,235.9,7.6178,63.27,98.64
IT-Centre-South,2015-07-28,41.89,12.49,26.38,31.63,21.69,0.0,3.72,205.4,7.8542,61.8,98.61
IT-Centre-South,2015-07-29,41.89,12.49,26.6,33.46,19.81,0.0,3.07,228.1,7.8262,58.29,98.68
IT-Centre-South,2015-07-30,41.89,12.49,27.51,33.54,21.21,0.07,3.05,203.0,7.2523,58.49,98.71
IT-Centre-South,2015-07-31,41.89,12.49,28.47,34.79,23.54,0.07,2.41,248.8,6.6521,54.46,98.7
IT-Centre-South,2015-08-01,41.89,12.49,27.6,33.84,23.7,0.05,2.83,204.5,6.9026,61.49,99.01
IT-Centre-South,2015-08-02,41.89,12.49,28.03,33.8,22.1,0.06,2.94,214.6,7.0116,55.74,99.18
IT-Centre-South,2015-08-03,41.89,12.49,29.0,35.13,22.29,0.0,3.21,283.1,7.5794,49.74,99.06
IT-Centre-South,2015-08-04,41.89,12.49,29.17,35.94,22.38,0.04,3.23,273.3,7.5758,48.25,98.99
IT-Centre-South,2015-08-05,41.89,12.49,30.31,36.68,23.83,0.18,2.99,284.3,7.5122,43.73,99.0
IT-Centre-South,2015-08-06,41.89,12.49,30.7,37.37,24.29,0.02,2.77,245.4,7.4162,44.34,99.01
IT-Centre-South,2015-08-07,41.89,12.49,30.9,36.55,25.0,0.03,2.82,224.9,6.8002,43.88,99.06
IT-Centre-South,2015-08-08,41.89,12.49,31.06,36.51,26.09,1.39,1.76,232.1,6.4236,44.79,99.2
IT-Centre-South,2015-08-09,41.89,12.49,29.58,35.32,24.64,1.89,2.42,226.8,6.7373,51.78,99.15
IT-Centre-South,2015-08-10,41.89,12.49,25.87,29.83,22.75,15.08,3.33,171.6,4.0896,72.89,98.92
IT-Centre-South,2015-08-11,41.89,12.49,24.95,28.84,21.76,16.56,1.96,108.4,5.5546,70.21,98.84
IT-Centre-South,2015-08-12,41.89,12.49,27.76,35.48,20.23,0.08,1.77,9.8,6.7891,52.7,99.09
IT-Centre-South,2015-08-13,41.89,12.49,29.44,36.68,22.6,0.01,2.81,299.0,7.0054,42.44,99.03
IT-Centre-South,2015-08-14,41.89,12.49,28.67,34.33,24.24,0.14,2.71,215.6,5.9508,46.6,98.8
