zone,date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
IT-Calabria,2015-01-01,38.91,16.59,6.44,9.5,3.87,0.66,8.05,24.5,2.1338,65.94,99.0
IT-Calabria,2015-01-02,38.91,16.59,6.76,10.12,3.88,0.01,6.12,1.9,2.6556,74.9,99.56
IT-Calabria,2015-01-03,38.91,16.59,8.93,14.68,5.15,0.05,4.16,295.0,2.1449,88.56,99.47
IT-Calabria,2015-01-04,38.91,16.59,11.48,16.4,8.52,0.41,5.76,331.8,1.8962,81.52,98.55
IT-Calabria,2015-01-05,38.91,16.59,6.71,8.46,4.76,0.98,9.67,1.4,2.0918,57.48,99.05
IT-Calabria,2015-01-06,38.91,16.59,5.96,9.04,3.63,0.32,7.14,340.8,2.3813,70.79,98.99
IT-Calabria,2015-01-07,38.91,16.59,6.65,10.52,3.75,0.0,3.98,5.6,2.8078,66.95,99.72
IT-Calabria,2015-01-08,38.91,16.59,9.01,13.41,6.0,0.1,1.36,317.2,2.1204,69.52,100.08
IT-Calabria,2015-01-09,38.91,16.59,10.01,14.26,7.58,0.27,3.01,281.6,1.404,83.72,100.01
IT-Calabria,2015-01-10,38.91,16.59,10.87,16.58,7.46,0.01,4.46,284.6,2.2018,85.1,99.08
IT-Calabria,2015-01-11,38.91,16.59,11.44,16.27,8.09,0.26,5.45,270.0,2.4398,88.16,98.47
IT-Calabria,2015-01-12,38.91,16.59,8.71,11.67,5.1,0.35,7.71,359.9,2.9026,67.66,99.45
IT-Calabria,2015-01-13,38.91,16.59,8.12,15.16,3.78,0.0,3.9,326.9,3.0629,72.63,99.66
IT-Calabria,2015-01-14,38.91,16.59,8.3,15.16,4.32,0.0,3.81,294.4,2.8601,74.28,99.03
IT-Calabria,2015-01-15,38.91,16.59,9.76,15.26,5.85,0.0,2.96,311.5,2.6954,79.05,99.03
IT-Calabria,2015-01-16,38.91,16.59,9.8,16.12,5.75,0.0,2.79,247.3,3.031,80.84,98.96
IT-Calabria,2015-01-17,38.91,16.59,12.44,16.29,9.28,0.24,5.06,198.0,2.7113,91.24,98.9
IT-Calabria,2015-01-18,38.91,16.59,12.43,13.64,10.96,9.7,5.9,178.1,0.907,94.63,98.6
IT-Calabria,2015-01-19,38.91,16.59,11.64,14.32,9.63,3.64,3.67,210.5,1.6788,87.94,98.04
IT-Calabria,2015-01-20,38.91,16.59,11.04,13.31,9.6,5.95,2.97,168.6,1.1218,91.76,97.92
IT-Calabria,2015-01-21,38.91,16.59,10.8,14.97,8.32,1.31,2.95,246.7,2.2728,84.57,98.01
IT-Calabria,2015-01-22,38.91,16.59,10.94,13.08,8.48,6.23,5.54,156.7,1.1244,92.09,97.69
IT-Calabria,2015-01-23,38.91,16.59,9.54,11.54,8.2,5.81,5.68,204.3,2.5752,81.93,96.84
IT-Calabria,2015-01-24,38.91,16.59,9.33,11.65,7.31,2.82,4.5,347.1,2.5954,86.86,97.02
IT-Calabria,2015-01-25,38.91,16.59,8.11,10.66,6.97,8.42,3.09,17.5,1.1167,85.71,97.79
IT-Calabria,2015-01-26,38.91,16.59,8.24,9.24,7.19,3.38,4.07,23.9,1.1777,87.0,98.29
IT-Calabria,2015-01-27,38.91,16.59,7.73,11.46,5.6,3.69,5.24,351.7,2.3738,75.01,98.02
IT-Calabria,2015-01-28,38.91,16.59,6.22,7.21,5.54,17.61,3.83,46.6,0.7262,86.04,97.63
IT-Calabria,2015-01-29,38.91,16.59,8.21,11.99,6.11,2.94,5.51,323.5,2.9856,80.58,97.42
IT-Calabria,2015-01-30,38.91,16.59,10.79,12.55,8.57,7.2,9.99,231.3,1.5787,82.65,96.16
IT-Calabria,2015-01-31,38.91,16.59,10.68,13.45,8.07,20.97,6.16,230.8,0.6098,86.19,95.72
IT-Calabria,2015-02-01,38.91,16.59,10.14,12.13,7.63,6.77,8.02,253.2,2.2003,80.56,96.17
IT-Calabria,2015-02-02,38.91,16.59,7.48,9.37,5.26,10.34,6.86,265.0,1.8874,80.22,96.93
IT-Calabria,2015-02-03,38.91,16.59,7.41,10.63,3.91,2.4,4.55,229.6,3.0007,79.04,97.56
IT-Calabria,2015-02-04,38.91,16.59,10.5,14.28,8.29,1.61,5.74,212.2,3.3106,84.81,97.42
IT-Calabria,2015-02-05,38.91,16.59,11.68,15.72,8.54,1.86,4.45,164.8,2.6674,94.83,97.01
IT-Calabria,2015-02-06,38.91,16.59,8.46,10.78,6.56,6.69,6.8,249.3,2.4403,81.32,97.26
IT-Calabria,2015-02-07,38.91,16.59,8.02,11.58,5.6,3.14,3.94,259.9,2.9849,79.45,98.21
IT-Calabria,2015-02-08,38.91,16.59,7.36,9.44,5.32,9.19,4.04,296.4,2.0532,83.25,97.69
IT-Calabria,2015-02-09,38.91,16.59,3.52,5.42,1.96,2.59,11.61,358.8,2.7612,72.15,97.65
IT-Calabria,2015-02-10,38.91,16.59,6.78,9.94,3.4,1.3,9.45,354.3,2.01,72.24,98.43
IT-Calabria,2015-02-11,38.91,16.59,7.98,10.99,5.6,0.04,5.6,5.3,3.2093,74.93,98.9
IT-Calabria,2015-02-12,38.91,16.59,6.94,11.13,4.45,0.11,4.07,21.2,2.7187,71.23,99.07
IT-Calabria,2015-02-13,38.91,16.59,7.48,10.62,4.56,0.96,2.51,54.4,3.5347,75.91,99.08
IT-Calabria,2015-02-14,38.91,16.59,8.41,11.34,6.52,0.0,1.68,123.6,2.4425,70.76,98.73
IT-Calabria,2015-02-15,38.91,16.59,8.62,11.0,6.46,0.48,2.89,184.2,2.8428,84.31,98.42
IT-Calabria,2015-02-16,38.91,16.59,9.91,11.41,8.6,2.88,4.7,133.4,2.4048,90.52,98.47
IT-Calabria,2015-02-17,38.91,16.59,9.63,11.23,7.82,9.63,7.13,112.2,1.5048,84.43,98.94
IT-Calabria,2015-02-18,38.91,16.59,8.47,11.15,6.67,0.09,4.49,85.6,2.4007,77.81,99.58
IT-Calabria,2015-02-19,38.91,16.59,7.65,12.12,4.39,0.0,4.02,21.9,4.3474,65.47,99.73
IT-Calabria,2015-02-20,38.91,16.59,7.65,13.04,3.42,0.0,2.54,313.8,4.254,66.52,99.27
IT-Calabria,2015-02-21,38.91,16.59,8.68,12.39,3.48,3.84,5.28,191.5,1.8005,85.19,98.28
IT-Calabria,2015-02-22,38.91,16.59,11.49,13.14,10.36,13.67,9.15,177.8,1.457,91.63,96.84
IT-Calabria,2015-02-23,38.91,16.59,10.64,13.22,8.67,3.52,2.91,180.5,1.5029,87.93,97.09
IT-Calabria,2015-02-24,38.91,16.59,9.95,13.3,8.08,9.99,4.23,231.2,2.1962,86.63,97.14
IT-Calabria,2015-02-25,38.91,16.59,8.4,10.69,6.52,4.51,5.12,235.1,3.8705,81.38,97.12
IT-Calabria,2015-02-26,38.91,16.59,9.21,12.54,7.18,5.2,4.22,148.4,2.0191,84.55,97.87
IT-Calabria,2015-02-27,38.91,16.59,9.78,13.19,7.63,2.32,3.13,280.5,3.3199,81.95,97.48
IT-Calabria,2015-02-28,38.91,16.59,9.87,13.9,6.62,1.71,2.0,321.4,2.7624,75.74,98.2
IT-Calabria,2015-03-01,38.91,16.59,10.51,14.61,7.78,1.28,2.01,301.3,4.0253,75.6,98.65
IT-Calabria,2015-03-02,38.91,16.59,10.54,14.42,6.89,0.03,5.2,267.2,3.8088,82.39,98.66
IT-Calabria,2015-03-03,38.91,16.59,14.21,18.77,11.13,0.02,3.22,290.3,3.419,80.15,98.77
IT-Calabria,2015-03-04,38.91,16.59,12.64,17.18,9.22,0.58,2.79,223.2,4.5372,83.36,98.91
IT-Calabria,2015-03-05,38.91,16.59,11.28,13.39,9.05,11.91,6.96,216.1,0.9953,82.82,97.55
IT-Calabria,2015-03-06,38.91,16.59,8.82,11.49,6.39,5.6,5.13,334.2,3.5371,80.68,97.8
IT-Calabria,2015-03-07,38.91,16.59,7.52,9.55,5.85,8.02,8.8,6.9,3.3742,83.36,98.3
IT-Calabria,2015-03-08,38.91,16.59,9.24,11.87,6.8,6.46,6.68,70.9,1.7465,86.0,98.57
IT-Calabria,2015-03-09,38.91,16.59,9.05,10.17,7.56,1.35,5.04,77.0,2.5253,86.52,98.83
IT-Calabria,2015-03-10,38.91,16.59,9.02,11.94,6.85,0.48,3.9,24.9,3.9341,80.52,98.96
IT-Calabria,2015-03-11,38.91,16.59,9.67,13.46,6.92,0.44,2.54,337.3,2.9688,76.6,98.72
IT-Calabria,2015-03-12,38.91,16.59,7.4,9.51,5.59,9.01,3.59,21.4,1.7239,89.1,98.23
IT-Calabria,2015-03-13,38.91,16.59,9.19,12.24,6.5,0.47,5.9,357.4,4.7498,74.75,98.34
IT-Calabria,2015-03-14,38.91,16.59,9.61,14.47,5.48,0.02,2.28,256.3,4.0906,70.64,98.82
IT-Calabria,2015-03-15,38.91,16.59,10.4,13.37,7.37,0.01,4.05,152.5,3.2426,81.51,99.27
IT-Calabria,2015-03-16,38.91,16.59,11.72,13.19,10.39,0.06,6.08,146.8,2.5493,85.46,99.41
IT-Calabria,2015-03-17,38.91,16.59,10.97,12.6,9.87,6.9,4.62,136.5,1.4148,91.64,99.14
IT-Calabria,2015-03-18,38.91,16.59,9.92,11.33,8.65,3.45,2.83,75.9,1.8538,89.28,99.0
IT-Calabria,2015-03-19,38.91,16.59,11.32,15.57,7.18,0.17,2.22,309.2,3.9074,78.72,98.89
IT-Calabria,2015-03-20,38.91,16.59,8.57,12.4,5.4,0.0,5.2,18.2,5.3225,72.9,99.02
IT-Calabria,2015-03-21,38.91,16.59,8.46,12.16,4.77,0.0,4.27,115.0,4.3951,69.95,98.92
IT-Calabria,2015-03-22,38.91,16.59,11.67,13.35,9.56,1.38,5.68,152.7,2.291,90.08,98.06
IT-Calabria,2015-03-23,38.91,16.59,12.96,17.12,9.48,1.06,1.82,314.1,4.2936,86.71,98.01
IT-Calabria,2015-03-24,38.91,16.59,12.77,15.48,10.76,1.81,4.68,130.1,3.061,91.19,98.17
IT-Calabria,2015-03-25,38.91,16.59,14.07,17.42,11.63,17.75,7.98,165.1,3.9079,91.83,97.3
IT-Calabria,2015-03-26,38.91,16.59,13.93,16.59,11.43,1.77,3.28,117.3,4.1126,90.52,97.52
IT-Calabria,2015-03-27,38.91,16.59,11.89,13.54,9.24,24.21,2.37,319.8,1.8826,90.39,97.07
IT-Calabria,2015-03-28,38.91,16.59,11.54,13.63,9.09,3.76,7.78,358.2,2.5548,81.34,97.45
IT-Calabria,2015-03-29,38.91,16.59,11.45,16.15,7.84,0.0,4.05,332.3,5.6868,76.58,97.97
IT-Calabria,2015-03-30,38.91,16.59,11.42,15.53,7.09,0.72,5.07,265.2,4.6663,81.62,97.71
IT-Calabria,2015-03-31,38.91,16.59,14.36,20.09,10.07,0.03,4.62,276.7,5.4842,78.61,98.02
IT-Calabria,2015-04-01,38.91,16.59,14.7,19.93,10.01,0.12,3.52,308.1,4.2557,76.68,97.83
IT-Calabria,2015-04-02,38.91,16.59,12.68,16.89,9.09,0.13,3.39,333.8,4.9217,77.94,98.47
IT-Calabria,2015-04-03,38.91,16.59,11.72,16.34,7.67,0.03,4.82,2.6,5.5277,76.19,98.29
IT-Calabria,2015-04-04,38.91,16.59,10.43,13.91,6.73,0.29,3.44,175.6,4.3102,71.57,98.24
IT-Calabria,2015-04-05,38.91,16.59,12.19,15.34,8.84,2.54,5.64,237.1,5.2214,80.77,97.4
IT-Calabria,2015-04-06,38.91,16.59,9.59,12.4,6.56,6.58,4.01,339.2,2.6652,81.86,97.79
IT-Calabria,2015-04-07,38.91,16.59,8.04,11.4,5.71,1.2,6.41,346.7,5.8884,72.02,98.57
IT-Calabria,2015-04-08,38.91,16.59,9.11,11.63,7.17,0.58,8.53,359.9,5.5478,68.78,98.89
IT-Calabria,2015-04-09,38.91,16.59,10.37,13.9,7.27,0.0,6.56,7.5,5.0335,71.4,99.28
IT-Calabria,2015-04-10,38.91,16.59,11.4,16.87,6.53,0.0,3.45,340.6,6.4757,76.71,99.66
IT-Calabria,2015-04-11,38.91,16.59,12.55,18.73,6.59,0.0,3.12,264.0,6.9499,72.59,99.44
IT-Calabria,2015-04-12,38.91,16.59,12.48,17.85,6.31,0.0,2.83,340.5,6.8045,70.86,99.47
IT-Calabria,2015-04-13,38.91,16.59,13.47,18.59,8.06,0.0,2.85,349.4,6.2122,73.86,99.44
IT-Calabria,2015-04-14,38.91,16.59,15.25,20.29,9.91,0.0,2.67,321.3,5.8272,69.79,99.26
IT-Calabria,2015-04-15,38.91,16.59,15.21,19.74,10.22,0.0,3.16,342.7,6.3326,71.34,99.14
IT-Calabria,2015-04-16,38.91,16.59,15.65,21.1,10.82,0.0,3.1,248.1,7.1323,71.48,98.95
IT-Calabria,2015-04-17,38.91,16.59,15.73,21.4,10.37,0.02,4.45,234.6,6.6247,70.6,98.68
IT-Calabria,2015-04-18,38.91,16.59,16.11,22.22,11.47,0.0,3.9,279.1,6.9204,72.84,98.18
IT-Calabria,2015-04-19,38.91,16.59,12.7,15.74,10.23,0.68,4.97,6.9,4.8398,81.32,98.32
IT-Calabria,2015-04-20,38.91,16.59,13.23,17.59,8.87,1.38,2.73,334.0,4.3702,75.72,98.52
IT-Calabria,2015-04-21,38.91,16.59,13.37,17.91,8.74,0.3,4.99,356.5,6.7399,70.16,98.8
IT-Calabria,2015-04-22,38.91,16.59,14.23,19.16,9.13,0.0,4.82,338.1,7.4004,60.97,99.06
IT-Calabria,2015-04-23,38.91,16.59,15.2,20.48,9.92,0.02,3.76,244.5,6.3694,64.67,98.88
IT-Calabria,2015-04-24,38.91,16.59,14.53,18.28,11.34,0.93,4.42,198.0,5.0338,83.2,98.61
IT-Calabria,2015-04-25,38.91,16.59,14.58,18.48,11.18,0.0,1.93,88.7,6.6614,82.24,98.6
IT-Calabria,2015-04-26,38.91,16.59,16.18,21.24,11.66,0.0,2.82,249.7,7.0507,70.86,98.37
IT-Calabria,2015-04-27,38.91,16.59,15.23,18.3,12.29,2.3,3.71,197.4,5.1494,78.61,98.01
IT-Calabria,2015-04-28,38.91,16.59,15.05,19.26,12.05,4.09,7.03,259.0,5.8404,77.47,97.69
IT-Calabria,2015-04-29,38.91,16.59,16.32,20.77,11.92,0.5,2.36,292.3,5.8488,73.33,98.42
IT-Calabria,2015-04-30,38.91,16.59,15.71,20.7,11.44,0.03,3.02,296.2,6.2582,73.59,98.61
IT-Calabria,2015-05-01,38.91,16.59,15.56,21.7,10.33,0.0,3.18,285.9,7.4376,65.38,98.66
IT-Calabria,2015-05-02,38.91,16.59,17.32,23.24,11.51,0.0,3.64,273.2,6.0178,59.61,98.25
IT-Calabria,2015-05-03,38.91,16.59,19.47,25.51,12.51,0.0,2.35,289.9,7.4095,55.45,98.31
IT-Calabria,2015-05-04,38.91,16.59,21.52,27.49,15.42,0.0,2.49,277.6,7.7002,61.26,98.41
IT-Calabria,2015-05-05,38.91,16.59,25.0,31.88,19.23,0.0,2.27,256.2,7.0056,46.92,98.33
IT-Calabria,2015-05-06,38.91,16.59,26.51,33.94,20.5,0.0,2.48,292.3,7.3978,40.17,98.21
IT-Calabria,2015-05-07,38.91,16.59,22.48,27.91,18.45,0.0,3.7,313.9,6.0785,58.77,98.14
IT-Calabria,2015-05-08,38.91,16.59,22.25,28.17,17.07,0.0,2.38,311.1,7.4834,64.2,98.35
IT-Calabria,2015-05-09,38.91,16.59,20.37,24.9,16.49,0.14,2.96,343.1,7.6915,70.54,98.22
IT-Calabria,2015-05-10,38.91,16.59,19.38,23.52,15.44,0.47,5.96,347.3,6.1836,61.82,98.58
IT-Calabria,2015-05-11,38.91,16.59,18.23,22.07,14.16,0.0,8.01,351.6,7.4959,53.72,98.92
IT-Calabria,2015-05-12,38.91,16.59,17.34,21.45,13.5,0.09,5.24,6.2,7.9658,62.65,99.12
IT-Calabria,2015-05-13,38.91,16.59,19.37,26.04,12.2,0.0,2.85,299.8,7.4546,55.01,99.0
IT-Calabria,2015-05-14,38.91,16.59,19.92,25.58,14.86,0.0,5.61,283.9,7.2691,51.53,98.35
IT-Calabria,2015-05-15,38.91,16.59,21.76,29.1,16.2,0.42,4.71,232.6,6.3953,53.55,98.07
IT-Calabria,2015-05-16,38.91,16.59,19.23,23.2,16.66,1.03,3.31,162.6,6.156,83.39,98.33
IT-Calabria,2015-05-17,38.91,16.59,18.66,22.05,16.16,0.39,4.94,83.0,4.8497,77.19,98.28
IT-Calabria,2015-05-18,38.91,16.59,18.3,21.4,15.58,4.32,2.56,75.8,5.7718,81.93,98.02
IT-Calabria,2015-05-19,38.91,16.59,18.81,22.86,14.57,1.32,1.92,15.8,5.8046,71.52,97.95
IT-Calabria,2015-05-20,38.91,16.59,21.53,28.5,15.02,0.0,2.97,270.3,7.8108,54.44,98.03
IT-Calabria,2015-05-21,38.91,16.59,20.32,24.22,16.43,1.84,2.07,212.1,3.9967,65.35,98.24
IT-Calabria,2015-05-22,38.91,16.59,18.05,23.51,13.2,1.47,3.77,284.9,6.6259,67.19,97.87
IT-Calabria,2015-05-23,38.91,16.59,16.86,22.03,11.97,0.32,3.77,267.5,6.5563,66.47,98.12
IT-Calabria,2015-05-24,38.91,16.59,17.25,22.02,12.57,1.44,2.99,282.5,5.2699,66.92,98.08
IT-Calabria,2015-05-25,38.91,16.59,17.77,23.25,12.46,0.34,2.64,278.6,7.097,65.36,98.09
IT-Calabria,2015-05-26,38.91,16.59,18.61,24.47,12.62,0.4,2.41,302.4,4.9879,61.05,97.78
IT-Calabria,2015-05-27,38.91,16.59,17.34,20.72,15.31,8.65,3.91,347.3,4.397,75.68,97.88
IT-Calabria,2015-05-28,38.91,16.59,16.67,20.49,12.65,2.64,3.38,342.6,5.0035,70.19,98.28
IT-Calabria,2015-05-29,38.91,16.59,17.64,23.93,10.66,0.0,3.29,342.4,8.1638,60.23,98.43
IT-Calabria,2015-05-30,38.91,16.59,19.14,24.33,12.7,0.0,2.41,330.2,8.1857,61.05,98.49
IT-Calabria,2015-05-31,38.91,16.59,19.42,23.23,15.9,0.03,1.5,150.8,5.7986,59.94,98.62
IT-Calabria,2015-06-01,38.91,16.59,19.8,24.05,16.22,0.0,1.93,122.8,7.1868,58.71,98.71
IT-Calabria,2015-06-02,38.91,16.59,21.66,26.74,15.47,0.0,2.65,345.5,7.6769,54.95,98.75
IT-Calabria,2015-06-03,38.91,16.59,22.49,27.65,16.5,0.0,3.35,355.8,7.6392,52.92,98.89
IT-Calabria,2015-06-04,38.91,16.59,23.59,29.07,17.42,0.02,2.75,357.4,7.6428,50.6,98.85
IT-Calabria,2015-06-05,38.91,16.59,22.86,27.34,18.6,0.95,3.72,2.5,4.7441,59.34,98.67
IT-Calabria,2015-06-06,38.91,16.59,22.69,27.18,17.66,0.31,2.26,37.4,7.6205,63.3,98.86
IT-Calabria,2015-06-07,38.91,16.59,23.08,27.29,18.4,1.37,1.85,33.8,5.7701,60.44,98.82
IT-Calabria,2015-06-08,38.91,16.59,21.81,24.95,18.59,1.69,1.12,85.0,5.8466,65.06,98.57
IT-Calabria,2015-06-09,38.91,16.59,22.05,26.14,17.47,2.35,1.56,270.5,6.779,64.41,98.39
IT-Calabria,2015-06-10,38.91,16.59,22.94,27.49,17.72,1.06,2.11,2.0,7.3466,63.09,98.56
IT-Calabria,2015-06-11,38.91,16.59,24.27,29.2,18.32,0.0,2.07,359.4,7.7249,54.3,98.53
IT-Calabria,2015-06-12,38.91,16.59,24.86,29.41,21.03,0.0,1.86,192.3,8.0366,56.73,98.65
IT-Calabria,2015-06-13,38.91,16.59,23.76,28.87,19.23,0.0,3.36,201.4,6.9024,63.09,98.57
IT-Calabria,2015-06-14,38.91,16.59,23.38,28.47,18.83,0.0,3.7,209.4,7.6116,63.87,98.35
IT-Calabria,2015-06-15,38.91,16.59,25.69,32.59,18.4,0.0,2.85,270.0,8.0004,50.97,98.24
IT-Calabria,2015-06-16,38.91,16.59,25.6,31.56,19.72,0.0,2.55,304.5,8.2488,51.89,98.28
IT-Calabria,2015-06-17,38.91,16.59,23.69,28.04,19.34,4.22,2.09,326.2,6.0862,61.88,98.02
IT-Calabria,2015-06-18,38.91,16.59,21.16,25.95,17.66,1.45,4.16,344.1,5.3006,62.57,97.9
IT-Calabria,2015-06-19,38.91,16.59,22.21,27.52,16.05,0.0,3.57,303.4,7.3798,56.37,98.01
IT-Calabria,2015-06-20,38.91,16.59,22.61,26.77,18.06,0.36,2.87,253.0,8.0882,64.6,97.99
IT-Calabria,2015-06-21,38.91,16.59,21.14,25.41,17.5,1.09,4.02,7.2,5.4406,64.85,98.2
IT-Calabria,2015-06-22,38.91,16.59,21.36,26.87,15.22,0.0,3.49,343.5,8.3491,51.54,98.52
IT-Calabria,2015-06-23,38.91,16.59,23.39,29.7,15.61,0.0,2.8,265.0,8.5051,51.73,98.32
IT-Calabria,2015-06-24,38.91,16.59,25.42,31.24,19.32,0.08,2.95,270.3,4.8955,45.7,98.36
IT-Calabria,2015-06-25,38.91,16.59,22.84,28.14,18.6,0.12,4.38,24.8,7.584,60.15,98.66
IT-Calabria,2015-06-26,38.91,16.59,21.49,26.26,16.73,0.0,5.7,358.7,6.6612,52.12,98.42
IT-Calabria,2015-06-27,38.91,16.59,22.35,26.85,17.64,0.01,5.45,350.9,7.7014,55.65,98.36
IT-Calabria,2015-06-28,38.91,16.59,22.65,28.58,17.89,1.73,2.89,330.9,5.3021,58.69,98.4
IT-Calabria,2015-06-29,38.91,16.59,23.14,27.35,17.81,1.06,3.75,351.4,7.0567,56.68,98.66
IT-Calabria,2015-06-30,38.91,16.59,24.09,29.33,19.08,0.07,2.69,357.0,7.0315,52.44,98.74
IT-Calabria,2015-07-01,38.91,16.59,23.79,29.02,17.69,0.0,3.24,5.9,8.0796,52.02,98.86
IT-Calabria,2015-07-02,38.91,16.59,24.2,29.13,17.79,0.0,2.64,27.0,8.2622,55.44,99.07
IT-Calabria,2015-07-03,38.91,16.59,25.55,30.37,19.64,0.0,2.46,13.1,8.1667,47.78,99.09
IT-Calabria,2015-07-04,38.91,16.59,26.14,30.69,20.44,0.01,3.07,2.4,7.4525,47.47,98.95
IT-Calabria,2015-07-05,38.91,16.59,26.01,31.18,19.68,0.0,1.65,43.7,7.8166,55.08,98.81
IT-Calabria,2015-07-06,38.91,16.59,26.9,31.98,21.29,0.0,1.86,25.0,8.0854,49.1,98.77
IT-Calabria,2015-07-07,38.91,16.59,27.53,32.73,21.82,0.0,2.11,22.9,7.9505,45.83,98.57
IT-Calabria,2015-07-08,38.91,16.59,28.62,34.21,22.56,0.0,2.84,259.4,7.9961,43.52,98.1
IT-Calabria,2015-07-09,38.91,16.59,28.67,34.28,22.71,0.02,2.41,252.1,7.7275,52.03,97.85
IT-Calabria,2015-07-10,38.91,16.59,27.05,31.64,22.63,0.41,3.08,38.2,7.2989,62.01,98.29
IT-Calabria,2015-07-11,38.91,16.59,27.52,32.88,21.4,0.4,2.53,349.0,7.4321,54.14,98.53
IT-Calabria,2015-07-12,38.91,16.59,27.65,32.85,22.56,0.79,2.32,336.2,7.5583,58.85,98.42
IT-Calabria,2015-07-13,38.91,16.59,28.6,33.74,22.05,0.0,2.49,290.5,7.7686,53.65,98.27
IT-Calabria,2015-07-14,38.91,16.59,28.42,32.61,23.51,0.01,2.78,7.2,7.2946,53.25,98.34
IT-Calabria,2015-07-15,38.91,16.59,28.22,33.17,22.79,0.0,3.77,16.0,7.6685,49.0,98.54
IT-Calabria,2015-07-16,38.91,16.59,29.31,34.13,23.04,0.0,2.25,47.3,7.902,40.13,98.71
IT-Calabria,2015-07-17,38.91,16.59,30.23,34.8,24.87,0.0,2.19,25.6,7.89,40.37,98.68
IT-Calabria,2015-07-18,38.91,16.59,30.83,35.86,25.01,0.0,2.51,4.6,7.5228,35.73,98.5
IT-Calabria,2015-07-19,38.91,16.59,30.42,35.47,24.92,0.0,2.43,15.3,7.373,43.56,98.33
IT-Calabria,2015-07-20,38.91,16.59,30.78,35.79,24.98,0.0,2.49,1.7,7.4875,41.73,98.11
IT-Calabria,2015-07-21,38.91,16.59,31.46,36.83,25.31,0.08,3.29,353.8,7.4093,40.79,98.18
IT-Calabria,2015-07-22,38.91,16.59,30.56,35.41,25.31,0.41,2.5,310.2,6.4279,51.46,98.19
IT-Calabria,2015-07-23,38.91,16.59,29.43,33.25,26.03,1.47,1.44,169.3,6.1651,57.06,97.93
IT-Calabria,2015-07-24,38.91,16.59,27.98,31.2,24.19,5.01,1.58,7.4,6.2534,63.58,97.91
IT-Calabria,2015-07-25,38.91,16.59,28.59,33.24,23.47,0.46,2.09,271.7,7.013,55.35,97.91
IT-Calabria,2015-07-26,38.91,16.59,29.12,34.5,24.21,0.07,3.3,303.2,7.2406,54.57,97.96
IT-Calabria,2015-07-27,38.91,16.59,29.06,34.73,24.09,0.01,3.08,298.9,7.6901,54.9,97.78
IT-Calabria,2015-07-28,38.91,16.59,29.15,35.17,22.66,0.0,2.92,309.2,7.6572,52.34,97.77
IT-Calabria,2015-07-29,38.91,16.59,29.56,36.12,22.92,0.0,1.89,308.6,7.7681,50.18,97.81
IT-Calabria,2015-07-30,38.91,16.59,30.07,36.87,22.68,0.0,2.75,319.5,7.649,47.01,97.84
IT-Calabria,2015-07-31,38.91,16.59,31.57,38.38,25.61,0.04,2.41,307.5,7.3829,37.53,97.88
IT-Calabria,2015-08-01,38.91,16.59,29.81,35.84,24.62,0.16,3.16,6.7,7.6692,57.21,98.23
IT-Calabria,2015-08-02,38.91,16.59,30.05,34.83,25.19,0.29,2.52,185.9,7.2238,50.94,98.48
IT-Calabria,2015-08-03,38.91,16.59,30.3,35.27,25.61,1.5,2.61,253.8,7.0289,54.75,98.19
IT-Calabria,2015-08-04,38.91,16.59,27.86,31.48,24.92,1.82,3.63,18.8,6.1586,64.36,98.21
IT-Calabria,2015-08-05,38.91,16.59,27.94,32.83,23.63,0.96,2.94,11.5,5.7542,57.05,98.28
IT-Calabria,2015-08-06,38.91,16.59,28.19,33.16,23.31,1.45,3.75,11.9,6.4313,57.51,98.23
IT-Calabria,2015-08-07,38.91,16.59,27.67,31.44,24.33,1.83,3.24,39.9,5.1624,62.34,98.28
IT-Calabria,2015-08-08,38.91,16.59,26.52,29.91,23.92,2.94,2.96,65.7,5.646,63.3,98.46
IT-Calabria,2015-08-09,38.91,16.59,27.13,31.88,22.37,1.22,2.03,272.3,6.1709,58.13,98.45
IT-Calabria,2015-08-10,38.91,16.59,27.69,32.91,22.58,1.24,2.05,291.4,6.8304,59.03,98.22
IT-Calabria,2015-08-11,38.91,16.59,25.84,29.03,23.24,4.69,1.99,181.3,3.8194,67.22,98.12
IT-Calabria,2015-08-12,38.91,16.59,23.51,25.11,22.23,5.72,2.67,80.2,5.418,81.57,98.24
IT-Calabria,2015-08-13,38.91,16.59,25.81,29.51,21.72,1.62,3.5,29.0,6.137,68.43,98.22
IT-Calabria,2015-08-14,38.91,16.59,27.26,31.44,22.85,1.56,2.61,330.0,6.035,62.85,98.05
IT-Calabria,2015-08-15,38.91,16.59,26.83,31.09,23.14,2.83,2.59,286.8,5.4439,68.65,97.92
IT-Calabria,2015-08-16,38.91,16.59,24.39,28.89,20.95,1.78,5.1,266.0,3.9559,68.08,97.95
IT-Calabria,2015-08-17,38.91,16.59,24.39,30.36,19.65,0.03,4.39,267.1,6.7277,62.4,98.03
IT-Calabria,2015-08-18,38.91,16.59,24.75,30.76,18.76,0.0,2.29,310.3,7.1268,59.98,98.18
IT-Calabria,2015-08-19,38.91,16.59,25.34,30.84,20.04,0.04,3.0,257.4,5.8872,62.48,98.24
IT-Calabria,2015-08-20,38.91,16.59,25.74,31.37,21.23,0.05,2.32,303.5,7.026,58.34,98.45
