Type,Country/area,Subregion,Region,Plant / Project name,Unit / Phase name,Plant / Project name (local),Plant / Project name (other),Capacity (MW),Status,Start year,Retired year,Technology,Fuel,Hydrogen production,Hydrogen capable,Country/area 1 (hydropower only),Country/area 2 (hydropower only),Country/area 1 Capacity (MW) (hydropower only),Country/area 2 Capacity (MW) (hydropower only),Owner,Parent,CHP,CCS,Conversion/replacement,Unit conversion year,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Captive Industry Type,Captive Industry Use,Captive Non Industry Use,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (state, province)",GEM location ID,GEM unit/phase ID,GEM.Wiki URL
bioenergy,Italy,Southern Europe,Europe,Biomasse Italia power station,1,,Biomasse Strongoli,46.0,operating,2003,,,"bioenergy: wood & other biomass (solids), bioenergy: agricultural waste (solids)",,,,,,,Biomasse Italia SpA [100%],,,,,,,,,,,39.263,17.0517,approximate,,Crotone,,Calabria,L100000200219,G100000200249,https://www.gem.wiki/Biomasse_Italia_power_station
bioenergy,Italy,Southern Europe,Europe,BioPower Sardegna power station,1,,,37.0,operating,2009,,,bioenergy: biodiesel,,,,,,,BioPower Sardegna SRL [100%],,,,,,,,,,,40.2394,9.0197,exact,,Nuoro,,Sardinia,L100000200220,G100000200250,https://www.gem.wiki/BioPower_Sardegna_power_station
bioenergy,Italy,Southern Europe,Europe,Brescia Waste-to-Energy power station,1,,Brescia Termoutilizzatore,85.0,operating,1998,,,bioenergy: refuse (municipal and industrial wastes),,,,,,,A2A SpA [100%],,,,,,,,,,,45.5115,10.2099,exact,Brescia,Brescia,,Lombardy,L100000200223,G100000200253,https://www.gem.wiki/Brescia_Waste-to-Energy_power_station
bioenergy,Italy,Southern Europe,Europe,Conselice Factory power station,1,,,51.0,operating,2008,,,bioenergy: biodiesel,,,,,,,Unigrà SRL [100%],,,,,,,,,,,44.5351,11.8608,exact,,Ravenna,,Emilia-Romagna,L100000200228,G100000200258,https://www.gem.wiki/Conselice_Factory_power_station
bioenergy,Italy,Southern Europe,Europe,Gorizia Pulita power station,1,,,34.0,cancelled - inferred 4 y,,,,bioenergy: biodiesel,,,,,,,,,,,,,,,,,,45.9382,13.6206,approximate,Gorizia,Gorizia,,Friuli-Venezia Giulia,L100000201182,G100000201405,https://www.gem.wiki/Gorizia_Pulita_power_station
bioenergy,Italy,Southern Europe,Europe,Mercure power station,1,,,41.0,operating,1965,,,bioenergy: wood & other biomass (solids),,,,,,,F2i [100%],,,,coal to bioenergy conversion,2012.0,,,,,,39.9516,15.9697,approximate,,Cosenza,,Calabria,L100000200205,G100000200231,https://www.gem.wiki/Mercure_power_station
bioenergy,Italy,Southern Europe,Europe,Monopoli power station,3,,,100.0,cancelled - inferred 4 y,,,,bioenergy: biodiesel,,,,,,,ItalGreen Energy SRL [100%],,,,,,,,,,,40.9601,17.2628,exact,,Bari,,Apulia,L100000201183,G100000201406,https://www.gem.wiki/Monopoli_power_station
bioenergy,Italy,Southern Europe,Europe,Polo Energie Rinnovabili di Russi power station,1,,"Centrale Santa Brigida, Powercrop Russi",30.0,operating,2018,,,bioenergy: wood & other biomass (solids),,,,,,,PowerCrop Russi SRL [100%],,,,,,,,,,,44.3854,12.0232,exact,,Ravenna,,Emilia-Romagna,L100000200279,G100000200312,https://www.gem.wiki/Polo_Energie_Rinnovabili_di_Russi_power_station
bioenergy,Italy,Southern Europe,Europe,Silla 2 power station,1,,Milano Silla,59.0,operating,2001,,,bioenergy: refuse (municipal and industrial wastes),,,,,,,A2A SpA [100%],,,,,,,,,,,45.5044,9.071,exact,Milan,Milan,,Lombardy,L100000200290,G100000200325,https://www.gem.wiki/Silla_2_power_station
bioenergy,Italy,Southern Europe,Europe,Turin-Gerbido Waste-to-Energy power station,1,,"Torino Gerbido, Termovalorizzatore di Gerbido",65.0,operating,2013,,,bioenergy: refuse (municipal and industrial wastes),,,,,,,Iren Group [100%],,,,,,,,,,,45.037,7.5868,exact,Turin,Torino,,Piedmont,L100000200310,G100000200346,https://www.gem.wiki/Turin-Gerbido_Waste-to-Energy_power_station
oil/gas,Italy,Southern Europe,Europe,ACTV power station,1,Centrale Di Vercelli,Vercelli,50.0,operating,2004,,gas turbine,fossil gas: natural gas,,,,,,,Alpiq Energia Italia SpA [100%],EOS Holdings SA [33.3%]; Schweizer Kraftwerksbeteiligungs-AG [33.3%]; Genossenschaft Elektra Birseck [19.9%]; unknown [7.0%]; Genossenschaft Elektra Baselland [6.4%],yes,,,,,,,,,45.297,8.41,exact,Vercelli,,,Vercelli,L100000400336,G100000400336,https://www.gem.wiki/ACTV_power_station
oil/gas,Italy,Southern Europe,Europe,Alto Garda power station,1,,,55.0,operating,2008,,combined cycle,fossil gas: natural gas,,,,,,,Alto Garda Power [100%],Lecta SA [80.0%]; Alto Garda Servizi [20.0%],yes,,,,,,pulp & paper,both,heat,45.886876,10.853338,exact,Riva del Garda,,,Trento,L100000400338,G100000400338,https://www.gem.wiki/Alto_Garda_power_station
oil/gas,Italy,Southern Europe,Europe,Altomonte power station,1,,,808.0,operating,2006,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],no,,,,,,,,,39.7118,16.215,exact,Altomonte,,,Cosenza,L100000400339,G100000400339,https://www.gem.wiki/Altomonte_power_station
oil/gas,Italy,Southern Europe,Europe,Andrea Palladio power station,1,,Fusina power station,860.0,pre-construction,2025,,gas turbine,fossil gas: natural gas,,not found,,,,,Enel SpA [100%],Enel SpA [100.0%],not found,not found,replacement,,"coal: bituminous, coal: bituminous, fossil gas: natural gas, bioenergy: refuse (municipal and industrial wastes), coal: bituminous, coal: bituminous, fossil gas: natural gas, bioenergy: refuse (municipal and industrial wastes)","G100000100196, G100000100198, G100000100197, G100000100199",,,,45.4314,12.2468,exact,Fusina,,Venezia,Veneto,L100000102860,G100000401333,https://www.gem.wiki/Andrea_Palladio_power_station
oil/gas,Italy,Southern Europe,Europe,Aprilia power station,1,,Aprilia Sorgenia,800.0,operating,2012,,combined cycle,fossil gas: natural gas,,,,,,,Sorgenia SpA [100%],Zaffiro [27.6%]; Intesa Sanpaolo SpA [12.0%]; Cassa Depositi e Prestiti SpA [8.4%]; small shareholder(s); unknown,not found,,,,,,,,,41.5616,12.6337,exact,Aprilia,,,Latina,L100000400342,G100000400342,https://www.gem.wiki/Aprilia_power_station
oil/gas,Italy,Southern Europe,Europe,Assemini power station,GT1,,,90.0,operating,1992,,gas turbine,"fossil liquids: diesel, fossil gas: natural gas, fossil liquids: heavy fuel oil",,,,,,,Enel SpA [100%],Enel SpA [100.0%],yes,,,,,,,,,39.22777,8.99654,exact,Assemini,,,Sardinia,L100000408812,G100000412826,https://www.gem.wiki/Assemini_power_station
oil/gas,Italy,Southern Europe,Europe,Assemini power station,GT2,,,90.0,operating,1992,,gas turbine,"fossil liquids: diesel, fossil gas: natural gas, fossil liquids: heavy fuel oil",,,,,,,Enel SpA [100%],Enel SpA [100.0%],yes,,,,,,,,,39.22777,8.99654,exact,Assemini,,,Sardinia,L100000408812,G100000412825,https://www.gem.wiki/Assemini_power_station
oil/gas,Italy,Southern Europe,Europe,Atessa Fiat Sevel power station,1,,,34.0,operating,2008,,gas turbine,fossil gas: natural gas,,,,,,,Edison Next SpA [100%],Edison SpA [100.0%],yes,,,,,,automobiles,both,,42.147432,14.459167,exact,Atessa,,,Chieti,L100000400344,G100000400344,https://www.gem.wiki/Atessa_Fiat_Sevel_power_station
oil/gas,Italy,Southern Europe,Europe,Augusta Refinery power station,1,,,44.0,operating,not found,,combined cycle,fossil gas: natural gas,,,,,,,Sasol Italy [100%],Sasol Ltd [100.0%],yes,,,,,,chemicals,both,,37.22038,15.17781,approximate,Augusta,,,Syracuse,L100000400345,G100000400345,https://www.gem.wiki/Augusta_Refinery_power_station
oil/gas,Italy,Southern Europe,Europe,Avezzano Burgo power station,CC,,,88.0,operating,1999,,combined cycle,fossil gas: natural gas,,,,,,,Burgo Group SpA [100%],BG Holdings SRL [91.7%],yes,,,,,,pulp & paper,both,power,41.99558,13.43856,exact,Avezzano,,,L'Aquila,L100000400346,G100000400346,https://www.gem.wiki/Avezzano_Burgo_power_station
oil/gas,Italy,Southern Europe,Europe,Azotati power station,1,,,239.0,operating,1993,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],yes,,,,,,chemicals,heat,both,45.4511,12.2239,exact,Venice,,,Veneto,L100000400349,G100000400349,https://www.gem.wiki/Azotati_power_station
oil/gas,Italy,Southern Europe,Europe,Benevento power station,1,,,385.0,announced,not found,,combined cycle,fossil gas: natural gas,,not found,,,,,Luminosa Energia SRL [100%],Luminosa Energia SRL [100.0%],not found,not found,,,,,,,,41.149441,14.830305,exact,Benevento,,,Benevento,L100000407618,G100000409943,https://www.gem.wiki/Benevento_power_station
oil/gas,Italy,Southern Europe,Europe,Bertonico - Turano Lodigliano power station,1,,,800.0,operating,2011,,combined cycle,fossil gas: natural gas,,,,,,,Sorgenia SpA [100%],Zaffiro [27.6%]; Intesa Sanpaolo SpA [12.0%]; Cassa Depositi e Prestiti SpA [8.4%]; small shareholder(s); unknown,no,,,,,,,,,45.2268,9.6377,exact,Turano Lodigiano,,,Lodi,L100000407559,G100000400351,https://www.gem.wiki/Bertonico_-_Turano_Lodigliano_power_station
oil/gas,Italy,Southern Europe,Europe,Bertonico Peaker power station,P1,Impianto Peaker di Bertonico,BERTONICO-TURANO 2,110.0,shelved,,,gas turbine,fossil gas: natural gas,,not found,,,,,Sorgenia SpA [100%],Zaffiro [27.6%]; Intesa Sanpaolo SpA [12.0%]; Cassa Depositi e Prestiti SpA [8.4%]; small shareholder(s); unknown,not found,not found,,,,,,,,45.228252,9.639852,exact,Turano Lodigiano,,,Lodi,L100000400351,G100000409838,https://www.gem.wiki/Bertonico_Peaker_power_station
oil/gas,Italy,Southern Europe,Europe,Bertonico Peaker power station,P2,Impianto Peaker di Bertonico,BERTONICO-TURANO 2,110.0,shelved,,,gas turbine,fossil gas: natural gas,,not found,,,,,Sorgenia SpA [100%],Zaffiro [27.6%]; Intesa Sanpaolo SpA [12.0%]; Cassa Depositi e Prestiti SpA [8.4%]; small shareholder(s); unknown,not found,not found,,,,,,,,45.228252,9.639852,exact,Turano Lodigiano,,,Lodi,L100000400351,G100000409837,https://www.gem.wiki/Bertonico_Peaker_power_station
oil/gas,Italy,Southern Europe,Europe,Bertonico Peaker power station,P3,Impianto Peaker di Bertonico,BERTONICO-TURANO 2,110.0,shelved,,,gas turbine,fossil gas: natural gas,,not found,,,,,Sorgenia SpA [100%],Zaffiro [27.6%]; Intesa Sanpaolo SpA [12.0%]; Cassa Depositi e Prestiti SpA [8.4%]; small shareholder(s); unknown,not found,not found,,,,,,,,45.228252,9.639852,exact,Turano Lodigiano,,,Lodi,L100000400351,G100000409836,https://www.gem.wiki/Bertonico_Peaker_power_station
oil/gas,Italy,Southern Europe,Europe,Bolgiano power station,1,,,62.0,operating,2015,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,45.41634,9.28332,exact,San Donato Milanese,,,Milan,L100000400353,G100000400353,https://www.gem.wiki/Bolgiano_power_station
oil/gas,Italy,Southern Europe,Europe,Borgo Trento power station,1,,,31.5,operating,1994,,ICCC,fossil gas: natural gas,,,,,,,Azienda Generale Servizi Municipali di Verona SpA [100%],Azienda Generale Servizi Municipali di Verona SpA [100.0%],yes,,,,,,,,,45.44848,10.98074,approximate,Borgo Trento,,,Verona,L100000400354,G100000400354,https://www.gem.wiki/Borgo_Trento_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Nord power station,8,,,381.0,operating,2006,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000400356,https://www.gem.wiki/Brindisi_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Nord power station,9,,,381.0,operating,2006,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000400357,https://www.gem.wiki/Brindisi_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Nord power station,10,,,381.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000400355,https://www.gem.wiki/Brindisi_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Nord power station,ST1,,,70.0,operating,1967,,steam turbine,"fossil gas: unknown, fossil liquids: heavy fuel oil",,,,,,,Enipower SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000412824,https://www.gem.wiki/Brindisi_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Nord power station,ST2,,,70.0,operating,1971,,steam turbine,"fossil gas: unknown, fossil liquids: heavy fuel oil",,,,,,,Enipower SpA [100%],Eni SpA [100.0%],yes,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000412823,https://www.gem.wiki/Brindisi_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Sud power station,CC1,,"Federico 5 (Unit 4), Federico 4 (Unit 3), Federico II, Federico 2 (Unit 1), Federico 3 (Unit 2)",840.0,shelved,,,combined cycle,fossil gas: natural gas,,not found,,,,,Enel SpA [100%],Enel SpA [100.0%],not found,not found,replacement,,"coal: bituminous, coal: bituminous","G100000101063, G100000101064",,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000401334,https://www.gem.wiki/Brindisi_Sud_power_station
oil/gas,Italy,Southern Europe,Europe,Brindisi Sud power station,CC2,,"Federico 5 (Unit 4), Federico 4 (Unit 3), Federico II, Federico 2 (Unit 1), Federico 3 (Unit 2)",840.0,shelved,,,combined cycle,fossil gas: natural gas,,,,,,,Enel SpA [100%],Enel SpA [100.0%],not found,,replacement,,"coal: bituminous, coal: bituminous","G100000101062, G100000101061",,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000401335,https://www.gem.wiki/Brindisi_Sud_power_station
oil/gas,Italy,Southern Europe,Europe,Bussi power station,1,,,122.0,operating,1994,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],yes,,,,,,chemicals,heat,,42.2002,13.8398,exact,Bussi Officine,,,Pescara,L100000400358,G100000400358,https://www.gem.wiki/Bussi_power_station
oil/gas,Italy,Southern Europe,Europe,Candela power station,1,,,401.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],no,,,,,,,,,41.2014,15.4762,exact,Candela,,,Foggia,L100000400360,G100000400360,https://www.gem.wiki/Candela_power_station
oil/gas,Italy,Southern Europe,Europe,Cassano D'Adda power station,CC,,,848.0,operating,2003,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA [100%],A2A SpA [100.0%],yes,,,,,,,,,45.5115,9.5098,exact,Cassano d'Adda,,,Milan,L100000400361,G100000400361,https://www.gem.wiki/Cassano_D%27Adda_power_station
oil/gas,Italy,Southern Europe,Europe,Cassano D'Adda power station,IC 1-6,,,108.0,construction,2024,,ICCC,fossil gas: natural gas,,hydrogen capable: turbine,,,,,A2A SpA [100%],A2A SpA [100.0%],yes,,,,,,,,,45.5115,9.5098,exact,Cassano d'Adda,,,Milan,L100000400361,G100000412822,https://www.gem.wiki/Cassano_D%27Adda_power_station
oil/gas,Italy,Southern Europe,Europe,Cassano Spinola power station,1,,,50.0,operating,2003,,gas turbine,fossil gas: natural gas,,,,,,,Roquette Italia SpA [100%],Roquette Freres SA,yes,,,,,,,,,44.76046,8.85529,exact,Cassano Spinola,,,Alessandria,L100000400362,G100000400362,https://www.gem.wiki/Cassano_Spinola_power_station
oil/gas,Italy,Southern Europe,Europe,Cassino power station,CC1 & CC2,,,106.0,operating,1997,,combined cycle,fossil gas: natural gas,,,,,,,Serene SpA [100%],Shell PLC [100.0%],yes,,,,,,,,,41.4764,13.75315,exact,Piedimonte San Germano,,,Frosinone,L100000400363,G100000400363,https://www.gem.wiki/Cassino_power_station
oil/gas,Italy,Southern Europe,Europe,Castellanza CHP power station,IC,,,73.6,operating,2023,,ICCC,"fossil gas: natural gas, fossil liquids: diesel",,hydrogen capable: turbine,,,,,Metaenergia SpA [100%],Metaenergia SpA [100.0%],yes,,,,,,,,,45.604911,8.892628,approximate,Castellanza,,,Varese,L100000408810,G100000412820,https://www.gem.wiki/Castellanza_CHP_power_station
oil/gas,Italy,Southern Europe,Europe,Castelmassa power station,1,,,54.0,operating,1994,,combined cycle,fossil gas: natural gas,,,,,,,Cogenio SRL [100%],Enel SpA; Infracapital Greenfield Partners I Gp Ltd; Infracapital Greenfield Partners I Subholdings Gp Ltd; M&G PLC,yes,,,,,,,,,45.02131,11.31159,exact,Castelmassa,,,Rovigo,L100000400364,G100000400364,https://www.gem.wiki/Castelmassa_power_station
oil/gas,Italy,Southern Europe,Europe,Celano power station,1,,,175.0,mothballed,1998,,combined cycle,fossil gas: natural gas,,,,,,,MWE SRL [100%],MWE SRL [100.0%],yes,,,,,,,,,42.048236,13.535986,exact,Celano,,,L'Aquila,L100000400365,G100000400365,https://www.gem.wiki/Celano_power_station
oil/gas,Italy,Southern Europe,Europe,Chivasso power station,1,,,753.0,operating,2004,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA [100%],A2A SpA [100.0%],no,,,,,,,,,45.1856,7.9016,exact,Chivasso,,,Turin,L100000400367,G100000400367,https://www.gem.wiki/Chivasso_power_station
oil/gas,Italy,Southern Europe,Europe,Chivasso power station,2,,,370.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA [100%],A2A SpA [100.0%],not found,,,,,,,,,45.1856,7.9016,exact,Chivasso,,,Turin,L100000400367,G100000400368,https://www.gem.wiki/Chivasso_power_station
oil/gas,Italy,Southern Europe,Europe,Codrongianos power station,GT 1&2,,,34.0,operating,1969,,combined cycle,"fossil liquids: heavy fuel oil, fossil gas: natural gas",,,,,,,Enel SpA [100%],Enel SpA [100.0%],yes,,,,,,,,,40.65292,8.71249,exact,Sassari,,,Sardinia,L100000408809,G100000412819,https://www.gem.wiki/Codrongianos_power_station
oil/gas,Italy,Southern Europe,Europe,Codrongianos power station,GT 3-6,,,66.0,operating,1970,,combined cycle,"fossil liquids: heavy fuel oil, fossil gas: natural gas",,,,,,,Enel SpA [100%],Enel SpA [100.0%],yes,,,,,,,,,40.65292,8.71249,exact,Sassari,,,Sardinia,L100000408809,G100000412818,https://www.gem.wiki/Codrongianos_power_station
oil/gas,Italy,Southern Europe,Europe,Cologno Monzese power station,1,,,50.0,operating,1998,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA,A2A SpA,yes,,,,,,pulp & paper,heat,heat,45.53356,9.26311,approximate,Cologno Monzese,,,Milan,L100000400369,G100000400369,https://www.gem.wiki/Cologno_Monzese_power_station
oil/gas,Italy,Southern Europe,Europe,CTE Tamarete power station,1,,,104.0,operating,2013,,combined cycle,fossil gas: natural gas,,,,,,,Tamarete Energi [100%],BKW AG [60.0%]; Hera SpA [40.0%],yes,,,,,,,,,42.32325,14.37755,exact,Ortona,,,Chieti,L100000400370,G100000400370,https://www.gem.wiki/CTE_Tamarete_power_station
oil/gas,Italy,Southern Europe,Europe,Duino Mill power station,1,,,120.0,operating,2009,,combined cycle,fossil gas: natural gas,,,,,,,Burgo Group SpA [100%],BG Holdings SRL [91.7%],yes,,,,,,pulp & paper,both,,45.793,13.583,exact,San Giovanni di Duino,,,UTI Giuliana,L100000400371,G100000400371,https://www.gem.wiki/Duino_Mill_power_station
oil/gas,Italy,Southern Europe,Europe,Enipower Mantova power station,2,,,390.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Enipower Mantova SpA [100%],Eni SpA [86.5%]; Gruppo Tea [13.0%],yes,,,,,,,,,45.15026,10.83491,exact,Mantova,,,Mantua,L100000400374,G100000400374,https://www.gem.wiki/Enipower_Mantova_power_station
oil/gas,Italy,Southern Europe,Europe,Enipower Mantova power station,3,,,390.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Enipower Mantova SpA [100%],Eni SpA [86.5%]; Gruppo Tea [13.0%],yes,,,,,,,,,45.15026,10.83491,exact,Mantova,,,Mantua,L100000400374,G100000400375,https://www.gem.wiki/Enipower_Mantova_power_station
oil/gas,Italy,Southern Europe,Europe,Enipower Mantova power station,B6,,,51.0,mothballed,not found,,steam turbine,fossil gas: natural gas,,,,,,,Enipower Mantova SpA [100%],Eni SpA [86.5%]; Gruppo Tea [13.0%],yes,,,,,,,,,45.15026,10.83491,exact,Mantova,,,Mantua,L100000400374,G100000409834,https://www.gem.wiki/Enipower_Mantova_power_station
oil/gas,Italy,Southern Europe,Europe,Falconara power station,ST1,,,100.0,operating,2001,,steam turbine,"fossil liquids: heavy fuel oil, fossil gas: unknown",,,,,,,Italiana Petroli [100%],API Holding SpA [100.0%],yes,,,,,,oil & refining,both,,43.6411,13.3796,exact,Falconara Marittima,,,Ancona,L100000407626,G100000409954,https://www.gem.wiki/Falconara_power_station
oil/gas,Italy,Southern Europe,Europe,Ferrera Erbognone Refinery power station,8,,,395.0,operating,2004,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],not found,,,,,,oil & refining,power,power,45.09963,8.86632,exact,Ferrera Erbognone,,,Pavia,L100000400376,G100000400377,https://www.gem.wiki/Ferrera_Erbognone_Refinery_power_station
oil/gas,Italy,Southern Europe,Europe,Ferrera Erbognone Refinery power station,9,,,381.0,operating,2004,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],not found,,,,,,oil & refining,power,power,45.09963,8.86632,exact,Ferrera Erbognone,,,Pavia,L100000400376,G100000400378,https://www.gem.wiki/Ferrera_Erbognone_Refinery_power_station
oil/gas,Italy,Southern Europe,Europe,Ferrera Erbognone Refinery power station,10,,,230.0,operating,2004,,combined cycle,fossil gas: natural gas,,,,,,,Eni SpA [100%],Eni SpA [100.0%],not found,,,,,,oil & refining,power,power,45.09963,8.86632,exact,Ferrera Erbognone,,,Pavia,L100000400376,G100000400376,https://www.gem.wiki/Ferrera_Erbognone_Refinery_power_station
oil/gas,Italy,Southern Europe,Europe,Ferrero cogeneration power station,1,,Albapower spa,50.0,operating,2006,,combined cycle,fossil gas: natural gas,,,,,,,Energhe [100%],Ferrero Group SpA [100.0%],yes,,,,,,sugar,both,both,44.703,8.027,exact,Alba,,,Cuneo,L100000400337,G100000400337,https://www.gem.wiki/Ferrero_cogeneration_power_station
oil/gas,Italy,Southern Europe,Europe,Fiume Santo power station,1,,,560.0,pre-construction,2025,,combined cycle,fossil gas: natural gas,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,not found,,replacement,,"coal: bituminous, coal: bituminous","G100000102764, G100000102765",,,,40.8461,8.3068,exact,Porto Torres,,,Sassari,L100000102856,G100000410766,https://www.gem.wiki/Fiume_Santo_power_station
oil/gas,Italy,Southern Europe,Europe,Fiume Santo power station,GT1,,,40.0,mothballed,2005,,gas turbine,fossil liquids: heavy fuel oil,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,not found,,,,,,,,,40.8461,8.3068,exact,Porto Torres,,,Sassari,L100000102856,G100000412816,https://www.gem.wiki/Fiume_Santo_power_station
oil/gas,Italy,Southern Europe,Europe,Fiume Santo power station,GT2,,,40.0,mothballed,2005,,gas turbine,fossil liquids: heavy fuel oil,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,not found,,,,,,,,,40.8461,8.3068,exact,Porto Torres,,,Sassari,L100000102856,G100000412815,https://www.gem.wiki/Fiume_Santo_power_station
oil/gas,Italy,Southern Europe,Europe,Fiumicio Airport power station,1-3,,,24.6,operating,2013,,ICCC,fossil gas: natural gas,,hydrogen capable: turbine,,,,,Fiumicino Energia SRL [100%],Mundys SpA [87.1%],yes,,,,,,,,,41.7995,12.2625,exact,Fiumicino,,,Rome,L100000408807,G100000412814,https://www.gem.wiki/Fiumicio_Airport_power_station
oil/gas,Italy,Southern Europe,Europe,Gela Biorefinery power station,ST1,,,70.0,operating,1962,,steam turbine,"fossil liquids: heavy fuel oil, bioenergy: unknown, fossil liquids: petroleum coke",,,,,,,Eni Rewind SpA [100%],Eni SpA [100.0%],yes,,,,,,oil & refining,both,,37.0546,14.2769,exact,Gela,,,Siciliy,L100000408801,G100000412813,https://www.gem.wiki/Gela_Biorefinery_power_station
oil/gas,Italy,Southern Europe,Europe,Gela Biorefinery power station,ST2,,,70.0,operating,1962,,steam turbine,"fossil liquids: heavy fuel oil, bioenergy: unknown, fossil liquids: petroleum coke",,,,,,,Eni Rewind SpA [100%],Eni SpA [100.0%],yes,,,,,,oil & refining,both,,37.0546,14.2769,exact,Gela,,,Siciliy,L100000408801,G100000412812,https://www.gem.wiki/Gela_Biorefinery_power_station
oil/gas,Italy,Southern Europe,Europe,Gela Biorefinery power station,ST3,,,70.0,operating,1962,,steam turbine,"fossil liquids: heavy fuel oil, bioenergy: unknown, fossil liquids: petroleum coke",,,,,,,Eni Rewind SpA [100%],Eni SpA [100.0%],yes,,,,,,oil & refining,both,,37.0546,14.2769,exact,Gela,,,Siciliy,L100000408801,G100000412811,https://www.gem.wiki/Gela_Biorefinery_power_station
oil/gas,Italy,Southern Europe,Europe,Genova Sampierdarena power station,1,,,30.0,operating,1990,,gas turbine,fossil gas: natural gas,,,,,,,Ansaldo Energia SpA [100%],CDP Equity SpA [99.5%],yes,,,,,,,,,44.42868,8.88469,exact,Genova,,,Liguria,L100000400379,G100000400379,https://www.gem.wiki/Genova_Sampierdarena_power_station
oil/gas,Italy,Southern Europe,Europe,Gissi power station,1,,,420.0,operating,2008,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA [100%],A2A SpA [100.0%],no,,,,,,,,,42.0502,14.5639,exact,Gissi,,,Chieti,L100000400380,G100000400380,https://www.gem.wiki/Gissi_power_station
oil/gas,Italy,Southern Europe,Europe,Gissi power station,2,,,420.0,operating,2008,,combined cycle,fossil gas: natural gas,,,,,,,A2A SpA [100%],A2A SpA [100.0%],no,,,,,,,,,42.0502,14.5639,exact,Gissi,,,Chieti,L100000400380,G100000400381,https://www.gem.wiki/Gissi_power_station
oil/gas,Italy,Southern Europe,Europe,Gorizia CHP power station,IC,,,70.0,operating,2023,,ICCC,"fossil gas: natural gas, fossil liquids: diesel",,hydrogen capable: turbine,,,,,Metaenergia SpA [100%],Metaenergia SpA [100.0%],yes,,,,,,,,,45.940175,13.619666,approximate,Gorizia,,,,L100000408800,G100000412810,https://www.gem.wiki/Gorizia_CHP_power_station
oil/gas,Italy,Southern Europe,Europe,Hera Casalegno power station,1,,,86.0,operating,2009,,combined cycle,fossil gas: natural gas,,,,,,,Hera SpA [100%],Hera SpA [100.0%],yes,,,,,,,,,44.36995,11.70129,exact,Imola,,,Bologna,L100000400359,G100000400359,https://www.gem.wiki/Hera_Casalegno_power_station
