date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-09-05,6.2,2.0,8.0,Unnamed: 4,Unnamed: 5,281.0,11.5,Unnamed: 8,Unnamed: 9,Unnamed: 10
2015-09-07,5.6,2.0,11.0,,,,9.6,,,
2015-09-11,4.9,2.8,9.0,,,143.0,10.3,,,
2015-09-18,10.0,7.0,12.0,,,177.0,17.8,,,
2015-09-22,6.5,5.0,9.4,,,85.0,10.5,,,
2018-07-21,9.8,7.0,13.0,,,140.0,8.6,29.6,1018.4,
2018-07-22,10.3,7.0,14.0,,,326.0,8.6,25.9,1017.3,
2018-07-23,11.7,8.0,16.6,,,323.0,13.9,35.2,1018.6,
2018-07-24,12.4,8.8,17.0,,,95.0,10.4,29.6,1021.4,
2018-07-25,13.6,10.0,18.0,,,92.0,9.5,29.6,1020.7,
2018-07-26,13.3,10.0,17.0,,,104.0,12.3,31.5,1020.3,
2018-07-27,13.3,10.0,17.0,,,110.0,10.3,29.6,1019.3,
2018-07-28,13.2,9.0,20.0,,,332.0,12.2,27.8,1019.1,
2018-07-29,14.5,11.8,17.4,,,111.0,11.0,27.8,1021.2,
2018-07-30,14.6,9.0,20.0,,,117.0,9.3,29.6,1023.5,
2018-07-31,14.3,8.0,21.0,,,15.0,9.8,27.8,1022.9,
2018-08-01,15.8,10.8,19.6,,,101.0,12.4,29.6,1025.2,
2018-08-02,14.5,10.0,19.0,,,45.0,7.7,31.5,1025.5,
2018-08-03,15.7,12.0,20.2,,,115.0,9.5,29.6,1027.1,
2018-08-04,14.8,12.0,19.2,,,98.0,11.5,29.6,1025.2,
2018-08-05,15.2,12.0,20.0,,,103.0,10.6,27.8,1025.7,
2018-08-06,14.5,11.0,19.0,,,106.0,10.5,29.6,1025.1,
2018-08-07,14.8,11.8,18.0,,,141.0,11.6,35.2,1023.6,
2018-08-08,14.5,12.0,18.0,,,129.0,11.0,31.5,1022.9,
2018-08-09,13.6,11.0,16.4,,,137.0,11.7,35.2,1024.0,
2018-08-10,13.4,11.6,16.6,,,140.0,14.0,35.2,1025.4,
2018-08-11,12.9,10.0,18.0,,,124.0,12.0,33.3,1025.0,
2018-08-12,12.0,9.8,15.8,,,129.0,16.1,31.5,1024.1,
2018-08-13,11.9,9.8,16.0,,,125.0,12.3,33.3,1018.8,
2018-08-14,10.5,8.0,15.0,,,324.0,7.3,25.9,1017.2,
2018-08-15,10.7,7.0,15.0,,,62.0,10.7,27.8,1021.5,
2018-08-16,11.2,8.0,15.0,,,105.0,11.8,27.8,1022.3,
2018-08-17,12.0,9.4,17.0,,,97.0,11.5,25.9,1021.8,
2018-08-18,12.9,10.0,17.0,,,102.0,8.3,27.8,1024.1,
2018-08-19,13.7,10.0,18.0,,,102.0,9.2,27.8,1025.9,
2018-08-20,13.2,9.8,18.0,,,36.0,9.1,25.9,1024.5,
2018-08-21,13.2,10.0,17.4,,,118.0,9.7,27.8,1023.9,
2018-08-22,13.6,11.0,17.0,,,143.0,8.3,29.6,1023.7,
2018-08-23,13.5,11.0,17.0,,,96.0,7.4,25.9,1022.0,
2018-08-24,12.1,9.0,15.0,,,102.0,6.8,27.8,1018.0,
2018-08-25,9.4,6.8,12.0,,,159.0,12.7,31.5,1013.5,
2018-08-26,4.1,0.0,8.0,,,333.0,13.1,40.8,1012.4,
2018-08-27,9.0,3.0,14.2,,,332.0,9.7,25.9,1017.7,
2018-08-28,12.1,9.5,15.4,,,88.0,12.1,27.8,1023.0,
2018-08-29,12.2,9.0,16.2,,,137.0,9.7,27.8,1022.3,
2018-08-30,10.9,8.0,14.8,,,124.0,9.1,29.6,1021.1,
2018-08-31,9.1,7.0,10.0,,,143.0,12.3,27.8,1020.4,
2018-09-01,6.9,5.0,10.0,,,250.0,9.7,25.9,1017.8,
2018-09-02,6.7,5.0,9.0,,,54.0,9.7,24.1,1019.3,
2018-09-03,7.2,5.0,10.0,,,2.0,5.6,22.2,1016.7,
2018-09-04,8.4,5.0,13.0,,,5.0,9.2,24.1,1017.0,
2018-09-05,9.9,7.6,13.0,,,109.0,9.4,25.9,1020.3,
2018-09-06,10.0,7.0,14.0,,,113.0,9.9,24.1,1017.9,
2018-09-07,8.8,7.4,11.0,,,121.0,6.4,22.2,1016.0,
2018-09-08,9.8,7.6,13.4,,,122.0,11.2,25.9,1022.2,
2018-09-09,10.9,6.8,16.0,,,139.0,9.6,25.9,1025.7,
2018-09-10,12.1,9.7,16.0,,,95.0,8.8,25.9,1027.6,
2018-09-11,13.0,9.8,18.0,,,344.0,8.2,25.9,1030.2,
2018-09-12,14.3,11.6,18.8,,,112.0,10.4,27.8,1028.3,
2018-09-13,13.1,10.8,17.0,,,123.0,9.3,24.1,1023.1,
2018-09-14,11.3,9.0,15.0,,,122.0,8.6,24.1,1021.1,
2018-09-15,10.7,8.6,13.5,,,128.0,11.4,25.9,1023.0,
2018-09-16,10.8,8.5,14.6,,,151.0,10.6,27.8,1025.2,
2018-09-17,10.9,8.8,15.2,,,139.0,10.3,25.9,1024.0,
2018-09-18,10.4,8.4,13.4,,,136.0,9.6,27.8,1022.9,
2018-09-19,11.1,8.7,16.0,,,71.0,8.9,24.1,1024.8,
2018-09-20,11.9,9.4,17.0,,,102.0,8.6,24.1,1023.1,
2018-09-21,11.8,9.5,15.6,,,158.0,10.5,27.8,1018.8,
