date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,5.3,0.6,11.4,0.0,,,,,,
2015-01-02,5.9,0.4,14.2,0.0,,,,,,
2015-01-03,10.5,3.4,17.6,0.0,,,,,,
2015-01-04,14.3,10.0,16.8,0.0,,,,,,
2015-01-05,9.7,,17.8,0.0,,,,,,
2015-01-06,6.9,0.0,16.0,0.0,,345.0,8.3,,,
2015-01-07,9.4,5.0,14.6,0.0,,322.0,4.5,,,
2015-01-08,9.2,3.0,15.8,0.0,,347.0,8.0,,,
2015-01-09,10.9,6.6,15.4,0.0,,327.0,13.5,,,
2015-01-10,14.9,10.2,18.2,0.0,,319.0,23.6,,,
2015-01-11,13.3,10.0,17.4,0.0,,314.0,17.8,,,
2015-01-12,10.2,5.0,17.0,0.0,,336.0,8.5,,,
2015-01-13,8.7,1.0,16.2,0.0,,,3.3,,,
2015-01-14,9.4,3.8,17.0,0.0,,342.0,6.8,,,
2015-01-15,9.8,3.0,19.6,0.0,,,3.6,,,
2015-01-16,12.5,7.0,20.8,0.0,,,4.3,,,
2015-01-17,10.9,6.0,15.4,0.0,,,6.7,,,
2015-01-18,8.8,4.0,13.2,0.0,,347.0,10.2,,,
2015-01-19,6.8,-0.2,15.2,0.0,,28.0,7.1,,,
2015-01-20,8.4,5.0,13.8,2.0,,,2.9,,,
2015-01-21,8.9,5.0,15.0,2.0,,,4.5,,,
2015-01-22,8.9,5.0,15.8,3.3,,,4.6,,,
2015-01-23,8.9,3.6,13.8,0.5,,324.0,15.4,,,
2015-01-24,9.9,7.0,13.8,7.1,,308.0,12.8,,,
2015-01-25,8.1,3.0,14.8,0.5,,,8.1,,,
2015-01-26,6.6,3.0,12.2,0.0,,348.0,9.3,,,
2015-01-27,6.2,0.8,11.6,0.3,,,6.5,,,
2015-01-28,7.6,3.0,13.6,3.0,,327.0,8.2,,,
2015-01-29,8.6,2.4,13.0,2.0,,,6.6,,,
2015-01-30,11.3,8.0,16.4,7.1,,259.0,18.8,,,
2015-01-31,9.3,7.8,12.2,27.9,,,4.6,,,
2015-02-01,7.2,5.0,11.4,8.9,,,10.8,,,
2015-02-02,5.8,2.0,10.6,5.1,,308.0,13.4,,,
2015-02-03,6.4,0.6,11.0,10.9,,,8.1,,,
2015-02-04,7.2,3.6,11.8,5.8,,,6.0,,,
2015-02-05,6.6,4.0,10.4,10.9,,202.0,11.9,,,
2015-02-06,6.8,3.0,11.8,8.9,,267.0,12.7,,,
2015-02-07,6.2,1.0,11.0,0.0,,276.0,6.9,,,
2015-02-08,6.7,2.0,11.2,7.4,,322.0,11.6,,,
2015-02-09,7.1,4.0,12.4,0.3,,346.0,10.1,,,
2015-02-10,6.8,0.8,14.0,0.0,,,12.7,,,
2015-02-11,7.6,0.2,16.4,0.0,,45.0,6.5,,,
2015-02-12,8.6,1.4,16.8,0.0,,,8.5,,,
