1975-02-17,5.1,1.0,8.0,Unnamed: 4,Unnamed: 5,36,55.4,Unnamed: 8,Unnamed: 9,Unnamed: 10
1975-03-12,9.5,8.0,12.0,,,,17.4,,,
1975-03-31,9.9,7.0,12.0,,,,13.9,,,
1975-04-13,7.9,0.0,15.0,,,,5.5,,,
1976-02-11,6.1,4.0,9.0,,,,3.0,,,
1976-02-25,6.7,2.0,12.0,,,,18.6,,,
1976-02-29,8.2,1.0,19.0,,,,3.3,,,
1976-03-02,8.6,6.0,13.0,,,,0.8,,,
1976-03-06,3.2,1.0,7.0,,,,12.3,,,
1976-03-21,6.6,3.0,12.0,,,39.0,16.2,,,
1977-02-08,9.2,5.0,13.0,,,,7.4,,,
1977-02-20,10.3,7.0,13.0,,,,8.3,,,
1977-02-28,6.8,1.0,10.0,,,,23.3,,,
1977-03-10,10.4,7.0,15.0,,,,1.5,,,
1977-05-14,13.9,9.0,17.0,,,,7.7,,,
1977-05-15,13.3,10.0,17.0,,,,2.9,,,
1977-05-16,13.0,9.0,16.0,,,,3.7,,,
1977-06-18,21.1,14.0,27.0,,,,4.4,,,
1977-06-22,18.3,11.0,25.0,,,,4.0,,,
1977-07-09,20.9,14.0,26.0,,,,6.9,,,
1977-08-19,20.9,18.0,24.0,,,,13.1,,,
1977-08-22,18.5,16.0,22.0,,,,9.2,,,
1977-08-23,15.0,12.0,18.0,,,,3.4,,,
1977-08-25,16.8,9.0,24.0,,,,1.5,,,
1977-09-08,19.7,12.0,27.0,,,,2.1,,,
1977-09-16,17.1,10.0,24.0,,,,2.9,,,
1977-10-14,14.7,11.0,20.0,,,,5.8,,,
1977-10-16,13.5,8.0,19.0,,,,3.6,,,
1977-10-23,12.4,6.0,20.0,,,,0.2,,,
1977-10-26,14.3,10.0,20.0,,,,0.4,,,
1977-10-27,14.6,11.0,19.0,,,,0.4,,,
1977-11-11,10.0,6.0,16.0,,,,5.0,,,
1977-12-01,9.0,5.0,14.0,,,,2.1,,,
1977-12-09,9.0,4.0,13.0,,,,1.6,,,
1977-12-24,7.8,5.0,11.0,,,,0.0,,,
1977-12-29,9.7,7.0,12.0,,,,0.2,,,
1978-01-05,3.6,0.0,6.0,,,,30.4,,,
1978-01-11,6.3,3.0,9.0,,,,6.7,,,
1978-01-13,8.8,7.0,10.0,,,,,,,
1978-01-14,8.5,6.0,10.0,,,,,,,
1978-01-19,5.9,4.0,9.0,,,,1.6,,,
1978-01-21,6.8,3.0,10.0,,,,,,,
1978-02-12,6.1,4.0,8.0,,,,6.2,,,
1978-02-17,8.2,5.0,15.0,,,,5.3,,,
1978-02-20,11.5,6.0,16.0,,,,2.5,,,
1978-04-01,9.1,7.0,12.0,,,,0.9,,,
1978-04-02,9.9,8.0,13.0,,,,2.1,,,
1978-04-08,7.1,5.0,10.0,,,28.0,30.2,,,
1978-04-25,9.4,7.0,14.0,,,,8.1,,,
1978-04-26,10.9,7.0,15.0,,,,8.5,,,
1978-05-02,10.7,7.0,15.0,,,,3.1,,,
1978-05-14,11.7,8.0,16.0,,,,2.4,,,
1978-05-20,15.4,10.0,22.0,,,,2.5,,,
1978-05-22,15.7,13.0,18.0,,,,13.5,,,
1978-05-23,15.0,13.0,17.0,,,,13.5,,,
1978-05-26,13.6,12.0,16.0,,,,3.3,,,
1978-09-18,19.5,11.0,28.0,,,,3.1,,,
1978-09-30,17.3,15.0,22.0,,,198.0,12.9,,,
1978-10-01,14.5,13.0,16.0,,,,4.5,,,
1978-10-02,14.0,13.0,15.0,,,,9.0,,,
1978-12-11,4.7,1.0,11.0,,,,3.1,,,
1978-12-15,9.6,8.0,13.0,,,,3.8,,,
1978-12-27,6.9,2.0,13.0,,,,6.8,,,
1978-12-28,10.7,5.0,15.0,,,,11.0,,,
1978-12-29,11.3,6.0,13.0,,,,17.1,,,
1978-12-30,11.4,8.0,15.0,,,,8.4,,,
