1983-11-13,12.7,11.0,15.0,Unnamed: 4,Unnamed: 5,Unnamed: 6,1.4,Unnamed: 8,Unnamed: 9,Unnamed: 10
1984-09-09,25.2,21.0,31.0,,,,9.4,,,
1984-09-15,22.5,19.0,29.0,,,,,,,
1984-12-01,16.9,12.8,22.8,,,,1.3,,1017.1,
1984-12-02,14.3,8.9,20.0,,,,2.8,,1017.4,
1984-12-03,14.4,11.1,17.2,,,,6.3,,1011.9,
1984-12-04,12.9,11.1,17.8,,,,5.5,,1013.5,
1984-12-05,12.9,11.1,16.1,,,,5.3,,1021.3,
1984-12-06,13.5,10.0,16.1,,,,4.0,,1026.5,
1984-12-07,14.2,11.1,21.1,,,,2.5,,1028.5,
1984-12-08,11.9,7.2,18.9,,,,4.2,,1031.5,
1984-12-09,10.8,6.1,17.2,,,,3.8,,1029.9,
1984-12-10,12.1,3.9,21.1,,,,4.7,,1025.5,
1984-12-11,13.6,8.9,20.0,,,,6.7,,1023.5,
1984-12-12,13.5,7.8,20.0,,,,4.0,,1022.2,
1984-12-13,11.8,6.1,18.9,,,,4.9,,1021.1,
1984-12-14,12.1,6.1,18.9,,,,6.0,,1020.4,
1984-12-15,13.7,7.2,22.2,,,,5.1,,1024.1,
1984-12-16,12.0,6.1,20.0,,,,5.9,,1026.4,
1984-12-17,13.2,7.8,21.1,,,,2.9,,1024.4,
1984-12-18,12.4,7.8,17.2,,,,2.7,,1025.4,
1984-12-19,13.7,12.2,17.2,,,,2.1,,1024.4,
1984-12-20,14.0,11.1,17.8,,,,2.2,,1019.9,
1984-12-21,13.6,11.1,17.2,,,,6.2,,1018.3,
1984-12-22,13.5,11.1,17.2,,,,3.9,,1015.9,
1984-12-23,12.6,11.1,15.0,,,,12.2,,1016.9,
1984-12-24,12.9,10.0,17.8,,,,4.1,,1015.2,
1984-12-25,10.7,7.2,17.8,,,,7.8,,1012.5,
1984-12-26,10.4,7.2,16.1,,,,7.7,,1012.3,
1984-12-27,9.0,3.9,13.9,,,,4.2,,1018.3,
1984-12-28,10.9,7.8,13.9,,,,6.0,,1013.9,
1984-12-29,11.7,8.9,16.1,,,,18.5,,1005.2,
1984-12-30,12.0,10.0,13.9,,,,16.8,,1007.3,
1984-12-31,11.3,8.9,13.9,,,,5.7,,1009.0,
1985-01-01,11.8,7.8,17.8,,,,7.2,,,
1985-01-02,8.7,6.1,15.0,,,269.0,16.1,,1004.6,
1985-01-03,8.1,5.0,12.8,,,271.0,12.9,,,
1985-01-04,8.0,5.0,12.2,,,266.0,20.0,,1008.3,
1985-01-05,9.9,3.9,17.2,,,,8.0,,,
1985-01-06,9.9,6.1,12.8,,,,5.8,,997.9,
1985-01-07,11.3,7.8,16.1,,,,8.4,,1005.4,
1985-01-08,8.9,6.1,13.9,,,272.0,12.4,,1003.0,
1985-01-09,7.0,2.8,13.9,,,273.0,16.0,,,
1985-01-10,5.9,2.2,11.1,,,291.0,15.6,,1014.1,
1985-01-11,7.5,2.2,15.0,,,,4.7,,,
1985-01-12,7.2,2.2,13.9,,,,5.7,,1021.6,
1985-01-13,8.5,7.2,10.0,,,,7.4,,,
1985-01-14,9.1,6.1,15.0,,,,7.3,,1014.0,
1985-01-15,9.8,5.0,13.9,,,,8.1,,1018.1,
1985-01-16,10.8,7.8,13.9,,,179.0,14.5,,,
1985-01-17,11.6,8.9,12.8,,,304.0,18.8,,,
1985-01-18,11.1,7.8,13.9,,,278.0,17.6,,1009.1,
1985-01-19,9.9,7.8,12.8,,,,10.7,,1005.4,
1985-01-20,10.3,7.2,13.9,,,275.0,16.4,,1011.9,
1985-01-21,12.2,7.2,18.9,,,,5.8,,1015.1,
1985-01-22,13.6,7.2,21.1,,,,5.5,,,
1985-01-23,13.7,8.9,18.9,,,298.0,8.4,,1018.8,
1985-01-24,13.8,7.8,21.1,,,271.0,9.5,,1016.3,
1985-01-25,13.6,10.0,18.9,,,,3.9,,1016.8,
1985-01-26,13.1,7.8,17.8,,,,0.7,,1014.9,
1985-01-27,10.7,7.8,12.8,,,,1.8,,,
1985-01-28,12.7,7.8,17.2,,,270.0,10.8,,1012.0,
1985-01-29,12.1,8.9,17.8,,,,6.4,,,
1985-01-30,12.8,7.8,18.9,,,,2.9,,1020.5,
1985-01-31,12.6,7.2,20.0,,,,4.0,,1021.8,
1985-02-01,10.2,2.2,18.9,,,,1.6,,1020.9,
1985-02-02,12.0,3.9,20.0,,,,7.1,,1019.2,
1985-02-03,12.8,6.1,18.9,,,,4.5,,1015.7,
1985-02-04,11.9,7.8,15.0,,,,4.0,,1022.0,
1985-02-05,11.1,7.2,18.9,,,,4.9,,1026.2,
1985-02-06,13.6,11.1,17.2,,,,6.8,,1020.2,
1985-02-07,13.2,7.2,20.0,,,,3.5,,1015.4,
1985-02-08,11.9,6.1,20.0,,,,5.1,,1016.5,
1985-02-09,14.4,10.0,21.1,,,,3.2,,1011.8,
1985-02-10,13.6,7.8,18.9,,,,10.3,,1008.5,
1985-02-11,15.3,11.1,20.0,,,,5.0,,1005.2,
1985-02-12,14.3,11.1,16.1,,,,15.4,,1000.3,
1985-02-13,12.3,11.1,15.0,,,268.0,10.0,,1005.4,
1985-02-14,13.6,10.0,21.1,,,,10.8,,1015.0,
1985-02-15,14.1,7.2,22.2,,,,9.6,,1016.7,
1985-02-16,15.3,10.0,22.2,,,,11.3,,1019.0,
1985-02-17,15.1,10.0,20.0,,,,2.9,,1019.7,
1985-02-18,16.3,12.2,23.9,,,,7.1,,1012.0,
1985-02-19,12.1,10.0,13.9,,,,6.5,,1019.4,
1985-02-20,10.7,8.9,12.8,,,,1.7,,1025.2,
1985-02-21,11.2,8.9,15.0,,,,2.4,,1027.5,
1985-02-22,9.6,6.1,12.2,,,,7.3,,1023.3,
1985-02-23,10.1,7.2,12.8,,,63.0,12.9,,1021.5,
1985-02-24,9.1,2.8,13.9,,,,9.4,,1026.1,
1985-02-25,10.7,6.1,16.1,,,,6.2,,1030.1,
1985-02-26,10.9,3.9,17.2,,,,3.3,,1030.1,
1985-02-27,11.9,3.9,17.8,,,,2.5,,1027.2,
1985-02-28,12.9,8.9,17.8,,,,1.4,,1026.2,
1985-03-01,13.0,7.2,22.2,,,,2.6,,1025.8,
1985-03-02,13.2,7.2,20.0,,,,3.5,,1024.3,
1985-03-03,11.2,7.8,16.1,,,267.0,9.1,,1017.9,
1985-03-04,12.2,7.8,18.9,,,,2.7,,1019.4,
1985-03-05,13.5,7.2,20.0,,,,3.4,,1025.2,
1985-03-06,16.1,12.8,21.1,,,86.0,7.7,,1026.2,
1985-03-07,15.5,12.8,17.2,,,101.0,12.3,,1021.0,
1985-03-08,15.7,11.1,20.0,,,,6.0,,1018.1,
1985-03-09,14.1,8.9,20.0,,,,1.2,,1022.6,
1985-03-10,13.9,10.0,21.1,,,,2.1,,1021.6,
1985-03-11,12.2,7.2,17.8,,,,2.5,,1017.0,
1985-03-12,12.6,7.8,17.8,,,,6.2,,1015.8,
1985-03-13,14.4,11.1,20.0,,,,3.5,,1013.7,
1985-03-14,11.9,7.8,17.2,,,,6.1,,1012.8,
1985-03-15,13.0,7.2,20.0,,,,5.8,,1009.5,
1985-03-16,11.9,6.1,17.2,,,,9.8,,1011.8,
1985-03-17,12.1,7.8,18.9,,,,7.8,,1009.0,
1985-03-18,9.8,6.1,15.0,,,,10.9,,1001.8,
1985-03-19,7.8,2.8,12.8,,,,13.5,,1001.7,
1985-03-20,12.4,5.0,17.8,,,,5.8,,1004.9,
1985-03-21,15.0,12.8,17.2,,,,8.5,,999.4,
1985-03-22,14.0,7.8,20.0,,,,4.7,,1001.9,
1985-03-23,13.5,6.1,21.1,,,,9.7,,1007.5,
1985-03-24,13.4,6.1,20.0,,,,4.9,,1011.6,
1985-03-25,13.8,7.8,18.9,,,,7.5,,1011.8,
1985-03-26,14.6,11.1,17.8,,,,1.9,,1012.2,
1985-03-27,13.5,7.8,22.2,,,,5.2,,1012.8,
1985-03-28,13.7,8.9,18.9,,,,4.7,,1009.9,
1985-03-29,14.0,10.0,18.9,,,,4.5,,1014.3,
1985-03-30,12.5,3.9,21.1,,,,3.1,,1020.1,
1985-03-31,11.6,2.8,20.0,,,,4.2,,1021.1,
1985-04-01,12.1,2.8,21.1,,,,3.1,,1019.8,
1985-04-02,13.4,5.0,23.9,,,,3.0,,1019.2,
1985-04-03,12.7,6.1,20.0,,,,6.9,,1017.9,
1985-04-04,14.5,7.8,21.1,,,,3.7,,1021.4,
1985-04-05,14.2,7.8,22.8,,,248.0,9.8,,1019.8,
1985-04-06,17.1,10.0,26.1,,,255.0,7.3,,1018.4,
1985-04-07,17.3,12.2,23.9,,,,7.4,,1017.6,
1985-04-08,18.7,11.1,27.8,,,,5.9,,1015.2,
1985-04-09,21.1,12.2,32.8,,,,7.2,,1012.1,
1985-04-10,21.8,12.2,32.2,,,,10.6,,1012.5,
1985-04-11,17.7,11.1,25.0,,,,5.0,,1017.2,
1985-04-12,15.6,7.8,22.2,,,250.0,15.3,,1016.0,
1985-04-13,15.1,11.1,22.2,,,,18.7,,1014.2,
1985-04-14,12.7,6.1,20.0,,,,2.4,,1014.8,
1985-04-15,13.6,11.1,17.2,,,,11.8,,1009.2,
1985-04-16,12.5,10.0,13.9,,,,6.9,,1000.2,
1985-04-17,13.6,11.1,18.9,,,,3.8,,1001.4,
1985-04-18,12.7,8.9,17.8,,,,3.6,,1004.1,
1985-04-19,14.8,12.2,21.1,,,,4.2,,1009.5,
1985-04-20,14.5,11.1,22.2,,,,4.2,,1012.2,
1985-04-21,14.5,7.2,23.9,,,,3.6,,1015.2,
1985-04-22,15.7,11.1,21.1,,,,8.0,,1015.9,
1985-04-23,16.4,12.8,21.1,,,,4.3,,1008.0,
1985-04-24,16.8,11.1,23.9,,,,5.2,,1009.8,
1985-04-25,15.6,8.9,21.1,,,,5.9,,1013.6,
1985-04-26,17.9,13.9,26.1,,,,4.2,,1011.6,
1985-04-27,19.2,12.8,27.8,,,,3.8,,1011.5,
1985-04-28,20.5,17.2,25.0,,,,4.7,,1007.1,
1985-04-29,18.6,13.9,22.8,,,252.0,14.1,,1007.0,
1985-04-30,17.1,10.0,22.8,,,,6.8,,1016.9,
1985-06-22,22.8,16.0,29.0,,,,8.1,,,
1985-07-31,30.4,20.0,42.0,,,,9.1,,,
1985-09-01,23.7,17.0,33.0,,,227.0,8.7,,,
1985-09-13,23.3,15.0,31.0,,,305.0,7.9,,,
1987-02-18,10.9,7.0,17.0,,,,7.2,,,
1987-02-22,10.9,5.0,17.0,,,,5.4,,,
1987-03-01,9.7,3.9,16.1,,,,1.1,,1017.3,
1987-03-02,11.6,2.8,20.0,,,,8.0,,1018.2,
1987-03-03,14.6,11.1,17.8,,,269.0,19.5,,1000.6,
1987-03-04,9.8,5.0,13.9,,,291.0,13.6,,1008.6,
1987-03-05,5.6,1.1,10.0,,,,6.2,,1016.9,
1987-03-06,5.9,1.1,11.1,,,,7.2,,1020.1,
1987-03-07,3.9,-1.1,8.9,,,,5.1,,1021.1,
1987-03-08,4.3,-1.1,11.1,,,,8.5,,1017.6,
1987-03-09,5.6,0.0,11.1,,,,8.0,,1018.1,
1987-03-10,5.3,-1.1,12.8,,,,5.9,,1014.4,
1987-03-11,5.6,1.1,12.2,,,272.0,6.0,,1019.3,
1987-03-12,4.8,-2.2,13.9,,,,4.0,,1022.9,
1987-03-13,6.3,1.1,12.8,,,,4.0,,1020.6,
1987-03-14,7.7,6.1,10.0,,,,0.7,,1016.0,
1987-03-15,8.4,3.9,13.9,,,,10.5,,1010.2,
1987-03-16,8.7,2.2,15.0,,,268.0,9.0,,1012.0,
1987-03-17,9.7,2.8,15.0,,,288.0,13.4,,1011.0,
1987-03-18,6.9,-2.2,16.1,,,,4.4,,1017.1,
1987-03-19,9.4,2.2,17.2,,,,6.1,,1014.9,
1987-03-20,12.3,7.2,17.8,,,,5.1,,1011.8,
1987-03-21,12.1,6.1,17.8,,,,5.7,,1014.4,
1987-03-22,12.2,8.9,13.9,,,,5.1,,1010.8,
1987-03-23,10.5,7.2,16.1,,,283.0,12.8,,1013.1,
1987-03-24,11.4,5.0,17.2,,,,12.1,,1014.7,
1987-03-25,10.8,2.2,18.9,,,,2.2,,1017.8,
1987-03-26,12.2,2.8,22.2,,,,4.2,,1019.3,
1987-03-27,14.4,7.8,23.9,,,,5.3,,1019.9,
1987-03-28,14.1,6.1,22.2,,,,7.2,,1015.0,
1987-03-29,14.8,8.9,21.1,,,,6.5,,1007.0,
1987-03-30,11.1,7.2,16.1,,,261.0,11.1,,1008.3,
1987-03-31,8.8,3.9,12.8,,,,5.0,,1008.9,
1987-04-01,9.5,5.0,15.0,,,,5.2,,1005.9,
1987-04-02,10.3,6.1,16.1,,,255.0,11.4,,1008.8,
1987-04-04,13.9,7.2,17.8,,,,6.5,,1016.8,
1987-04-05,14.5,7.2,22.8,,,,2.0,,1015.8,
1987-04-06,15.7,7.8,23.9,,,,5.7,,1016.0,
1987-04-07,15.1,6.1,26.1,,,,4.1,,1018.7,
1987-04-08,16.0,8.9,25.0,,,,4.4,,1016.9,
1987-04-09,16.3,11.1,22.2,,,,4.1,,1013.4,
1987-04-11,14.0,8.9,21.1,,,278.0,10.6,,1012.1,
1987-04-12,13.1,7.2,21.1,,,275.0,11.0,,1012.2,
1987-04-13,11.2,7.2,17.2,,,278.0,9.6,,1010.6,
1987-04-14,11.3,7.2,16.1,,,,4.8,,1011.9,
1987-04-15,11.7,6.1,17.2,,,,2.6,,1018.0,
1987-04-16,11.0,3.9,17.8,,,,6.9,,,
1987-04-17,11.0,2.2,21.1,,,,3.8,,1025.1,
1987-04-18,12.2,2.8,22.2,,,,3.5,,1025.5,
1987-04-19,13.0,2.8,22.8,,,,2.5,,1024.4,
1987-04-20,13.6,2.8,23.9,,,,3.5,,1022.5,
1987-04-21,16.8,8.9,27.2,,,285.0,10.8,,1018.5,
1987-04-22,15.8,12.2,21.1,,,297.0,8.4,,1018.0,
1987-04-23,14.3,7.2,22.2,,,,4.9,,1024.0,
1987-04-24,13.7,6.1,21.1,,,,4.1,,1025.2,
1987-04-25,15.0,6.1,23.9,,,,4.5,,1022.4,
1987-04-26,15.5,7.8,25.0,,,,3.7,,1018.5,
1987-04-27,14.9,7.2,22.8,,,,4.3,,1016.5,
1987-04-28,15.4,7.8,22.8,,,,5.2,,1019.8,
1987-04-29,12.9,6.1,20.0,,,,7.8,,1025.0,
1987-04-30,13.4,5.0,22.8,,,,6.9,,1022.4,
1987-05-01,15.1,6.1,22.8,,,,4.6,,1017.3,
1987-05-02,15.0,6.1,22.8,,,,6.8,,1014.3,
1987-05-03,15.8,7.8,25.0,,,,5.2,,1012.6,
1987-05-04,17.2,11.1,23.9,,,,6.6,,1011.7,
1987-05-05,14.8,12.2,18.9,,,,3.8,,1013.5,
1987-05-06,11.7,7.2,17.2,,,,10.1,,1011.1,
1987-05-07,12.9,6.1,18.9,,,276.0,13.5,,1010.9,
1987-05-08,15.0,10.0,20.0,,,,6.6,,1014.9,
1987-05-09,14.1,5.0,22.2,,,,9.1,,1019.5,
1987-05-10,15.4,5.0,26.1,,,278.0,7.3,,1020.8,
1987-05-11,16.4,10.0,22.8,,,,6.9,,1016.3,
1987-05-12,15.5,8.9,22.2,,,,6.7,,1013.0,
1987-05-13,17.2,8.9,26.1,,,,7.3,,1013.1,
1987-05-14,17.8,11.1,27.8,,,327.0,12.5,,1013.5,
1987-05-15,15.8,13.9,17.2,,,76.0,19.5,,1006.8,
1987-05-16,17.4,12.2,26.1,,,58.0,12.5,,1014.0,
1987-05-17,16.9,8.9,25.0,,,64.0,11.0,,1017.8,
1987-05-18,16.5,12.2,21.1,,,,10.7,,1014.0,
1987-05-19,18.2,11.1,27.2,,,,8.8,,1014.9,
1987-05-20,18.7,16.1,23.9,,,,7.6,,1014.5,
1987-05-21,19.1,13.9,26.1,,,290.0,17.6,,1009.8,
1987-05-22,18.2,11.1,27.8,,,312.0,13.8,,1011.1,
1987-05-23,15.9,8.9,23.9,,,,8.0,,1012.4,
1987-05-24,15.6,13.9,17.2,,,,4.9,,1013.0,
1987-05-25,18.3,12.8,25.0,,,,10.3,,1014.6,
1987-05-26,18.6,12.2,25.0,,,,6.8,,1016.1,
1987-05-27,19.4,12.8,27.2,,,,7.6,,1016.2,
1987-05-28,19.4,13.9,27.2,,,,6.3,,1014.2,
1987-05-29,18.8,15.0,25.0,,,,9.1,,1012.4,
1987-05-30,17.5,12.2,23.9,,,,5.4,,1012.1,
1987-05-31,18.7,12.2,25.0,,,,8.9,,1014.7,
1987-07-01,22.2,17.2,27.8,,,,6.3,,1015.2,
1987-07-02,24.0,16.1,32.2,,,29.0,9.6,,1015.3,
1987-07-03,24.3,17.2,33.9,,,,7.6,,1014.5,
1987-07-04,24.7,17.2,32.2,,,,7.5,,1013.2,
1987-07-05,25.1,17.8,33.9,,,,7.8,,1013.5,
1987-07-06,25.4,18.9,32.2,,,,9.1,,,
1987-07-07,26.5,20.0,32.8,,,319.0,8.7,,1017.0,
1987-07-08,23.9,17.2,30.0,,,109.0,7.7,,1017.1,
1987-07-09,25.6,18.9,32.8,,,310.0,8.5,,1014.4,
1987-07-10,24.8,20.0,32.8,,,96.0,9.5,,1014.6,
1987-07-11,24.3,17.2,32.2,,,,9.3,,1016.4,
1987-07-12,25.2,20.0,32.2,,,,8.6,,1017.1,
1987-07-13,25.5,17.2,33.9,,,,9.3,,1016.1,
1987-07-14,26.5,17.8,36.1,,,16.0,9.4,,1016.0,
1987-07-15,26.6,17.8,33.9,,,126.0,10.7,,1015.7,
1987-07-16,26.4,17.8,33.9,,,124.0,8.4,,1013.1,
1987-07-17,26.9,17.8,36.1,,,9.0,8.6,,1010.5,
1987-07-18,30.6,22.2,41.1,,,271.0,12.3,,1010.9,
1987-07-19,31.3,22.2,41.1,,,270.0,15.4,,1013.0,
1987-07-20,33.0,25.0,43.9,,,,13.4,,1012.7,
1987-07-21,31.9,22.8,42.8,,,259.0,11.0,,1012.0,
1987-07-22,30.6,22.8,41.1,,,44.0,11.4,,1013.8,
1987-07-23,31.2,22.2,41.1,,,335.0,12.1,,1014.9,
1987-07-24,30.6,22.2,37.2,,,79.0,10.6,,1015.1,
1987-07-25,32.0,22.2,43.9,,,,8.6,,1014.0,
1987-07-26,33.2,22.8,43.9,,,,14.5,,1010.6,
1987-07-27,29.1,22.2,36.1,,,,13.2,,1011.0,
1987-07-28,26.8,22.2,33.9,,,,10.2,,1012.2,
1987-07-29,26.4,18.9,33.9,,,346.0,10.3,,1013.2,
1987-07-30,25.9,17.8,33.9,,,243.0,10.3,,1013.7,
1987-07-31,29.2,22.8,37.2,,,247.0,11.9,,1012.0,
1987-08-01,27.5,23.9,32.2,,,237.0,14.0,,1011.4,
1987-08-02,25.5,18.9,32.8,,,,10.4,,1013.1,
1987-08-03,25.8,17.2,33.9,,,,9.0,,1014.7,
1987-08-04,25.7,17.8,33.9,,,,7.1,,1014.5,
1987-08-06,26.1,18.9,32.8,,,,11.2,,1011.7,
1987-08-07,29.1,22.2,37.8,,,,9.1,,1014.2,
1987-08-08,29.9,22.2,38.0,,,,10.5,,1015.3,
1987-08-09,28.2,22.2,35.0,,,,9.7,,1015.8,
1987-08-10,28.7,22.2,37.8,,,,7.4,,1013.9,
1987-08-11,29.5,21.1,41.1,,,,7.3,,1014.3,
1987-08-12,30.2,22.8,46.0,,,,,,1011.9,
1987-08-13,29.0,22.8,36.1,,,,11.2,,1011.5,
1987-08-14,27.3,20.0,35.0,,,,7.3,,1015.4,
1987-08-15,28.5,22.2,37.2,,,,8.1,,1014.9,
1987-08-16,29.3,23.9,36.1,,,,12.2,,1010.8,
1987-08-17,26.3,18.9,32.8,,,,7.9,,1015.4,
1987-08-18,27.1,21.1,36.1,,,,6.2,,1015.2,
1987-08-19,28.1,23.9,35.0,,,,7.5,,1012.9,
1987-08-20,26.9,22.2,32.2,,,,5.2,,1014.3,
1987-08-21,27.4,21.1,36.1,,,,5.9,,1013.6,
1987-08-22,27.0,18.9,33.9,,,,8.0,,1012.6,
1987-08-23,27.1,22.2,33.9,,,,5.3,,1014.7,
1987-08-24,27.7,21.1,33.9,,,,6.5,,1015.5,
1987-08-25,29.3,22.2,37.2,,,274.0,11.1,,1015.3,
1987-08-26,28.5,22.8,35.0,,,,10.3,,1015.4,
1987-08-27,27.2,21.1,33.9,,,,5.9,,1016.3,
1987-08-28,27.7,21.1,33.9,,,,8.8,,1016.2,
1987-08-29,27.5,22.2,32.2,,,,8.5,,1015.7,
1987-08-30,27.2,21.1,32.8,,,,7.3,,1017.1,
1987-08-31,27.1,22.2,32.8,,,,7.7,,1017.1,
1987-09-01,26.8,21.1,33.9,,,,7.3,,1016.4,
1987-09-02,27.2,21.1,35.0,,,,6.3,,1015.0,
1987-09-03,23.9,20.0,30.0,,,,5.1,,1013.6,
1987-09-04,23.0,18.9,32.2,,,,5.0,,1013.4,
1987-09-05,24.0,18.9,30.0,,,,5.4,,1014.1,
1987-09-06,24.0,18.9,32.2,,,,6.0,,1014.2,
1987-09-07,23.8,17.8,31.1,,,,7.3,,1015.1,
1987-09-08,24.3,17.8,32.8,,,,6.8,,1018.2,
1987-09-09,25.6,17.8,33.9,,,,6.7,,1017.6,
1987-09-10,25.2,17.8,32.2,,,,5.2,,1017.4,
1987-09-11,24.8,17.8,32.2,,,,6.5,,1018.5,
1987-09-12,24.3,17.2,32.2,,,,7.6,,1019.7,
1987-09-13,25.0,18.9,32.2,,,,6.5,,1021.2,
1987-09-14,25.5,17.8,33.9,,,,4.9,,1021.3,
1987-09-15,25.3,17.8,32.8,,,,5.4,,1020.0,
1987-09-16,25.3,17.2,35.0,,,,7.2,,1019.9,
1987-09-17,26.1,17.2,37.2,,,,6.9,,1021.1,
1987-09-18,27.2,20.0,37.2,,,,4.2,,1021.3,
1987-09-19,25.5,16.1,35.0,,,,5.4,,1020.3,
1987-09-20,24.8,15.0,36.1,,,,8.0,,1019.1,
1987-09-21,24.4,16.1,33.9,,,,7.5,,1018.4,
1987-09-22,24.1,15.0,32.8,,,,6.8,,1020.0,
1987-09-23,24.3,15.0,35.0,,,,5.4,,1018.8,
1987-09-24,25.2,17.2,36.1,,,,4.9,,1014.1,
1987-09-25,27.3,18.9,37.2,,,270.0,10.7,,1012.6,
1987-09-26,28.6,20.0,37.8,,,280.0,10.8,,1013.2,
1987-09-27,28.7,21.1,37.8,,,266.0,8.9,,1014.6,
1987-09-28,28.8,21.1,37.8,,,276.0,11.6,,1013.8,
1987-09-30,25.1,22.2,27.2,,,74.0,16.6,,1012.2,
1987-10-01,21.2,17.8,23.9,,,,10.1,,1016.3,
1987-10-02,20.4,16.1,25.0,,,,5.3,,1022.7,
1987-10-03,21.0,16.1,26.1,,,,5.0,,1023.9,
1987-10-04,21.5,16.1,26.1,,,,9.3,,1022.8,
1987-10-05,22.7,21.1,25.0,,,106.0,13.4,,1022.5,
1987-10-06,24.2,22.2,27.2,,,,4.4,,1018.5,
1987-10-07,22.0,21.1,23.9,,,,5.7,,1014.2,
1987-10-08,22.4,17.8,30.0,,,,8.5,,1012.7,
1987-10-09,21.7,16.1,30.0,,,,5.8,,1015.7,
1987-10-10,21.8,16.1,27.2,,,,8.8,,1015.1,
1987-10-11,24.9,22.2,30.0,,,77.0,14.1,,1010.2,
1987-10-12,21.2,16.1,26.1,,,276.0,12.8,,1008.4,
1987-10-13,20.0,15.0,27.2,,,286.0,15.9,,1010.8,
1987-10-14,20.2,13.9,27.2,,,,9.8,,1016.5,
1987-10-15,19.7,12.2,26.1,,,,4.4,,1018.7,
1987-10-16,22.1,17.2,28.9,,,,3.7,,1016.7,
1987-10-17,22.6,17.8,28.9,,,308.0,6.5,,,
1987-10-18,20.8,12.8,28.9,,,,5.4,,1015.4,
1987-10-19,20.1,12.8,27.2,,,,4.8,,1016.9,
1987-10-20,19.6,12.2,26.1,,,,5.0,,1018.2,
1987-10-21,20.6,15.0,27.8,,,284.0,5.2,,1018.3,
1987-10-22,21.7,13.9,31.1,,,,6.8,,1016.9,
1987-10-23,23.9,18.9,32.8,,,,7.6,,1016.3,
1987-10-24,21.3,15.0,27.8,,,,5.5,,1020.6,
1987-10-25,20.5,13.9,27.8,,,294.0,5.1,,1025.2,
1987-10-26,22.0,15.0,32.8,,,,6.6,,,
1987-10-27,21.2,16.1,31.1,,,,7.9,,1021.5,
1987-10-28,21.9,18.9,26.1,,,,5.6,,1021.5,
1987-10-29,20.8,17.2,27.2,,,,4.8,,1019.8,
1987-10-30,21.7,15.0,32.2,,,261.0,10.2,,1014.7,
1987-10-31,20.0,15.0,26.1,,,,6.5,,1014.6,
1987-11-01,18.8,12.8,27.2,,,,5.5,,1017.2,
1987-11-02,18.2,12.2,27.2,,,,5.1,,,
1987-11-03,18.8,12.8,30.0,,,,7.0,,1014.4,
1987-11-05,15.3,12.8,17.8,,,74.0,9.7,,1023.5,
1987-11-06,13.5,7.8,18.9,,,,3.9,,1028.2,
1987-11-07,12.6,3.9,21.1,,,,4.7,,1025.5,
1987-11-08,14.1,7.2,22.8,,,,5.4,,1022.4,
1987-11-09,15.8,8.9,22.2,,,,2.0,,1018.4,
1987-11-10,16.2,11.1,21.1,,,,7.0,,1009.9,
1987-11-11,16.9,12.8,21.1,,,,6.6,,1005.3,
1987-11-12,17.3,13.9,23.9,,,276.0,15.4,,1010.9,
1987-11-13,16.2,8.9,23.9,,,277.0,10.7,,1016.1,
1987-11-14,15.9,11.1,22.8,,,,6.8,,1012.9,
1987-11-15,16.6,11.1,23.9,,,,2.4,,1009.5,
1987-11-16,16.6,7.8,22.2,,,,6.4,,1016.5,
1987-11-17,16.4,11.1,22.8,,,,7.5,,,
1987-11-18,16.1,11.1,22.2,,,280.0,13.6,,1019.9,
1987-11-19,14.1,8.9,20.0,,,285.0,12.4,,1022.7,
1987-11-20,13.4,6.1,17.2,,,277.0,12.3,,1013.1,
1987-11-21,13.1,8.9,17.8,,,278.0,19.8,,1000.3,
1987-11-22,11.0,7.2,17.2,,,274.0,12.7,,1004.2,
1987-11-24,15.9,7.8,23.9,,,,11.3,,1004.1,
1987-11-25,14.4,11.1,22.2,,,287.0,6.5,,1005.6,
1987-11-26,12.2,6.1,18.9,,,309.0,6.7,,1003.9,
1987-11-27,12.4,7.8,18.9,,,264.0,11.6,,,
1987-11-28,10.9,7.2,18.9,,,,5.0,,1013.5,
1987-11-29,11.0,7.2,17.8,,,278.0,10.5,,1014.8,
1987-11-30,10.5,7.2,17.8,,,,,,1016.9,
1987-12-01,9.5,2.2,17.8,,,,7.4,,1016.5,
1987-12-02,10.0,3.9,17.8,,,,6.6,,1020.3,
1987-12-03,9.2,3.9,12.8,,,,1.6,,1023.7,
1987-12-04,12.5,11.1,15.0,,,,1.8,,1022.9,
1987-12-05,13.5,11.1,16.1,,,,1.4,,1019.6,
1987-12-06,15.3,12.2,21.1,,,,3.5,,1014.3,
1987-12-07,14.2,8.9,18.9,,,,1.9,,1014.1,
1987-12-08,16.2,12.2,22.2,,,,4.1,,1011.2,
1987-12-09,17.1,12.8,22.2,,,,8.9,,1007.2,
1987-12-10,14.2,11.1,18.9,,,,8.2,,1007.8,
1987-12-11,13.1,7.8,17.8,,,279.0,17.1,,1010.2,
1987-12-12,10.6,5.0,16.1,,,,2.3,,1015.9,
1987-12-13,13.8,11.1,18.9,,,,2.4,,1013.2,
1987-12-14,12.6,7.2,17.8,,,,5.8,,1008.8,
1987-12-15,14.3,11.1,17.8,,,278.0,11.1,,1007.6,
1987-12-16,14.3,10.0,21.1,,,274.0,9.2,,1015.3,
1987-12-17,12.1,6.1,22.2,,,,2.4,,1018.2,
1987-12-18,11.8,6.1,20.0,,,,2.7,,1020.0,
