date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,8.3,1.8,11.0,,,21.0,22.9,,,
2015-01-02,4.6,-1.1,12.0,,,,8.5,,,
2015-01-03,8.1,1.0,15.0,,,255.0,12.1,,,
2015-01-04,11.8,7.0,17.2,,,,10.5,,,
2015-01-05,9.6,7.2,12.0,,,,18.7,,,
2015-01-06,9.8,3.0,15.0,,,270.0,19.8,,,
2015-01-07,6.9,1.0,13.6,,,237.0,9.4,,,
2015-01-08,7.3,1.9,15.5,,,252.0,10.5,,,
2015-01-09,8.7,3.0,16.5,,,246.0,13.8,,,
2015-01-10,9.9,5.0,16.0,,,266.0,10.5,,,
2015-01-11,9.7,3.0,15.3,,,,8.2,,,
2015-01-12,11.5,4.0,15.0,,,223.0,13.2,,,
2015-01-13,6.6,0.8,15.0,,,,8.6,,,
2015-01-14,6.4,-1.0,18.0,,,,8.8,,,
2015-01-18,14.0,11.5,16.0,,,,10.9,,,
2015-01-19,10.7,7.7,15.0,,,255.0,10.7,,,
2015-01-20,8.6,4.0,14.0,,,,7.2,,,
2015-01-21,9.5,3.3,16.2,,,247.0,12.7,,,
2015-01-22,7.9,3.0,13.2,,,248.0,15.6,,,
2015-01-23,7.7,3.7,11.0,,,246.0,14.5,,,
2015-01-25,8.3,2.0,13.0,,,309.0,12.2,,,
2015-01-26,8.0,3.0,12.0,,,350.0,13.5,,,
2015-01-27,7.9,2.7,14.5,,,249.0,11.3,,,
2015-01-28,5.1,2.0,10.1,,,255.0,14.8,,,
2015-01-29,7.4,2.0,14.0,,,244.0,11.2,,,
2015-01-31,12.1,8.0,17.5,,,,17.0,,,
2015-02-01,9.6,6.3,12.2,,,249.0,19.7,,,
2015-02-02,6.9,4.0,10.4,,,253.0,22.8,,,
2015-02-03,7.6,1.1,13.4,,,252.0,13.0,,,
2015-02-04,9.9,3.4,15.6,,,,7.8,,,
2015-02-05,10.5,4.9,15.0,,,38.0,14.3,,,
2015-02-06,8.4,4.0,13.0,,,252.0,21.0,,,
2015-02-07,8.3,5.0,13.0,,,259.0,14.8,,,
2015-02-08,7.0,3.7,13.0,,,257.0,19.5,,,
2015-02-09,5.0,3.0,7.0,,,307.0,17.7,,,
2015-02-11,8.4,1.7,13.6,,,,7.6,,,
2015-02-12,7.8,2.4,12.0,,,122.0,11.0,,,
2015-02-13,9.1,3.7,12.7,,,,7.5,,,
2015-02-14,9.0,5.9,12.3,,,,5.9,,,
2015-02-15,9.8,6.9,14.2,,,,8.3,,,
2015-02-16,9.9,5.8,13.3,,,159.0,8.4,,,
