DATE,CLOSE
2021-07-07,20.5300
2021-07-08,20.1800
2021-07-09,20.5600
2021-07-12,20.4400
2021-07-13,20.3900
2021-07-14,20.3500
2021-07-15,19.9000
2021-07-16,19.5500
2021-07-19,18.8900
2021-07-20,18.9700
2021-07-21,19.6800
2021-07-22,19.6300
2021-07-23,19.4700
2021-07-26,20.0500
2021-07-27,19.8500
2021-07-28,19.9200
2021-07-29,19.9300
2021-07-30,19.5600
2021-08-02,19.7900
2021-08-03,20.2500
2021-08-04,19.8400
2021-08-05,20.0700
2021-08-06,20.4200
2021-08-09,20.2200
2021-08-10,20.5600
2021-08-11,20.8100
2021-08-12,21.0700
2021-08-13,21.0900
2021-08-16,20.9100
2021-08-17,21.0100
2021-08-18,20.8600
2021-08-19,19.9300
2021-08-20,19.8900
2021-08-23,20.8600
2021-08-24,21.0400
2021-08-25,21.1400
2021-08-26,20.9400
2021-08-27,21.7200
2021-08-30,21.6800
2021-08-31,21.1900
2021-09-01,21.3500
2021-09-02,22.1700
2021-09-03,22.3500
2021-09-07,22.9900
2021-09-08,22.6000
2021-09-09,22.4300
2021-09-10,22.8400
2021-09-13,23.2600
2021-09-14,23.2900
2021-09-15,24.4200
2021-09-16,23.8700
2021-09-17,23.2500
2021-09-20,23.1300
2021-09-21,23.3000
2021-09-22,24.0200
2021-09-23,24.0700
2021-09-24,23.9400
2021-09-27,24.6900
2021-09-28,25.1600
2021-09-29,24.8400
2021-09-30,25.5000
2021-10-01,26.3100
2021-10-04,26.5000
2021-10-05,26.8300
2021-10-06,25.9600
2021-10-07,25.7200
2021-10-08,26.3300
2021-10-11,26.4600
2021-10-12,26.5700
2021-10-13,27.0000
2021-10-14,27.4100
2021-10-15,27.2500
2021-10-18,27.4000
2021-10-19,27.8300
2021-10-20,28.2600
2021-10-21,27.7500
2021-10-22,27.6000
2021-10-25,28.0900
2021-10-26,28.0200
2021-10-27,26.0400
2021-10-28,25.9300
2021-10-29,25.4300
2021-11-01,26.2400
2021-11-02,26.0000
2021-11-03,25.9000
2021-11-04,25.9000
2021-11-05,26.2800
2021-11-08,27.0900
2021-11-09,26.8100
2021-11-10,25.7700
2021-11-11,26.1300
2021-11-12,25.6000
2021-11-15,26.2000
2021-11-16,27.0000
2021-11-17,26.7900
2021-11-18,26.0500
2021-11-19,24.6900
2021-11-22,24.9000
2021-11-23,25.7800
2021-11-24,25.7100
2021-11-26,24.7300
2021-11-29,24.9900
2021-11-30,25.0600
2021-12-01,24.6300
2021-12-02,25.4600
2021-12-03,25.0000
2021-12-06,25.5600
2021-12-07,26.3500
2021-12-08,26.9200
2021-12-09,26.3300
2021-12-10,26.4000
2021-12-13,25.7500
2021-12-14,25.5400
2021-12-15,26.1400
2021-12-16,26.7000
2021-12-17,26.4900
2021-12-20,26.3600
2021-12-21,27.9200
2021-12-22,27.8700
2021-12-23,27.4400
2021-12-27,27.4400
2021-12-28,27.2000
2021-12-29,26.9700
2021-12-30,26.6800
2021-12-31,26.3300
2022-01-03,26.7200
2022-01-04,26.9800
2022-01-05,27.4300
2022-01-06,27.8500
2022-01-07,27.8200
2022-01-10,27.3700
2022-01-11,27.8600
2022-01-12,28.2200
2022-01-13,28.3000
2022-01-14,29.2900
2022-01-18,29.0300
2022-01-19,28.6600
2022-01-20,28.6500
2022-01-21,27.9200
2022-01-24,28.1900
2022-01-25,28.9700
2022-01-26,28.4500
2022-01-27,28.0900
2022-01-28,27.4700
2022-01-31,27.5500
2022-02-01,28.2000
2022-02-02,28.5200
2022-02-03,28.6800
2022-02-04,29.3000
2022-02-07,29.7600
2022-02-08,29.0300
2022-02-09,29.5900
2022-02-10,30.3400
2022-02-11,31.9300
2022-02-14,30.8600
2022-02-15,29.5300
2022-02-16,29.4500
2022-02-17,30.0400
2022-02-18,30.0200
2022-02-22,30.2800
2022-02-23,31.2400
2022-02-24,31.1200
2022-02-25,31.2700
2022-02-28,31.4600
2022-03-01,33.6700
2022-03-02,33.8700
2022-03-03,32.5100
2022-03-04,33.6400
2022-03-07,33.5800
2022-03-08,33.7700
2022-03-09,33.2200
2022-03-10,33.1200
2022-03-11,32.2900
2022-03-14,32.0600
2022-03-15,32.1900
2022-03-16,32.2700
2022-03-17,34.1500
2022-03-18,34.3800
2022-03-21,36.4100
2022-03-22,36.0900
