DATE,CLOSE
2021-07-07,87.5800
2021-07-08,87.3800
2021-07-09,88.0100
2021-07-12,86.7000
2021-07-13,83.8800
2021-07-14,83.4300
2021-07-15,83.0700
2021-07-16,83.5600
2021-07-19,80.8300
2021-07-20,83.6000
2021-07-21,84.3600
2021-07-22,84.3800
2021-07-23,83.8900
2021-07-26,85.3400
2021-07-27,84.6300
2021-07-28,85.1700
2021-07-29,86.8500
2021-07-30,84.9300
2021-08-02,84.9000
2021-08-03,86.1600
2021-08-04,85.4500
2021-08-05,85.9100
2021-08-06,84.6400
2021-08-09,83.8800
2021-08-10,87.6700
2021-08-11,86.5100
2021-08-12,88.1300
2021-08-13,87.1300
2021-08-16,85.0000
2021-08-17,86.0700
2021-08-18,85.8800
2021-08-19,83.0400
2021-08-20,83.4900
2021-08-23,85.8000
2021-08-24,86.9100
2021-08-25,88.5300
2021-08-26,87.9200
2021-08-27,89.7000
2021-08-30,88.9500
2021-08-31,87.4600
2021-09-01,88.2900
2021-09-02,89.7500
2021-09-03,89.9200
2021-09-07,89.8400
2021-09-08,89.9800
2021-09-09,87.5600
2021-09-10,88.0500
2021-09-13,90.8300
2021-09-14,88.5400
2021-09-15,92.0900
2021-09-16,90.7000
2021-09-17,86.9300
2021-09-20,85.2700
2021-09-21,87.7400
2021-09-22,89.9200
2021-09-23,93.7900
2021-09-24,94.6700
2021-09-27,96.0100
2021-09-28,96.9300
2021-09-29,97.5900
2021-09-30,97.6700
2021-10-01,98.8300
2021-10-04,102.3000
2021-10-05,100.4400
2021-10-06,98.8000
2021-10-07,100.0600
2021-10-08,99.6700
2021-10-11,101.6300
2021-10-12,102.5200
2021-10-13,105.0100
2021-10-14,105.9700
2021-10-15,110.4900
2021-10-18,111.5100
2021-10-19,108.2900
2021-10-20,104.1500
2021-10-21,105.9000
2021-10-22,105.2700
2021-10-25,108.0000
2021-10-26,107.1800
2021-10-27,105.8600
2021-10-28,104.5700
2021-10-29,103.4000
2021-11-01,105.3400
2021-11-02,105.5700
2021-11-03,105.6400
2021-11-04,105.5700
2021-11-05,107.8200
2021-11-08,108.0300
2021-11-09,106.9200
2021-11-10,104.5900
2021-11-11,104.2200
2021-11-12,104.3100
2021-11-15,103.4000
2021-11-16,106.2400
2021-11-17,104.8900
2021-11-18,107.2100
2021-11-19,104.2300
2021-11-22,102.8500
2021-11-23,104.8500
2021-11-24,108.8500
2021-11-26,106.8900
2021-11-29,106.6000
2021-11-30,104.8100
2021-12-01,101.7800
2021-12-02,105.0200
2021-12-03,103.5100
2021-12-06,105.3700
2021-12-07,106.5600
2021-12-08,105.4800
2021-12-09,102.1700
2021-12-10,103.0400
2021-12-13,102.3500
2021-12-14,102.0800
2021-12-15,101.4500
2021-12-16,100.8600
2021-12-17,100.4100
2021-12-20,101.1200
2021-12-21,105.5700
2021-12-22,103.6800
2021-12-23,103.9500
2021-12-27,103.4300
2021-12-28,103.8000
2021-12-29,103.4500
2021-12-30,101.3200
2021-12-31,101.4200
2022-01-03,102.4900
2022-01-04,104.7400
2022-01-05,105.2500
2022-01-06,109.5600
2022-01-07,108.5200
2022-01-10,107.9500
2022-01-11,111.1700
2022-01-12,114.3000
2022-01-13,112.7100
2022-01-14,113.0000
2022-01-18,112.3200
2022-01-19,108.3300
2022-01-20,106.2900
2022-01-21,104.5500
2022-01-24,105.1300
2022-01-25,109.8800
2022-01-26,110.2600
2022-01-27,110.1600
2022-01-28,112.8600
2022-01-31,111.9000
2022-02-01,115.0500
