DATE,CLOSE
2021-07-07,31.9800
2021-07-08,31.2500
2021-07-09,31.2700
2021-07-12,32.0200
2021-07-13,31.5000
2021-07-14,31.1900
2021-07-15,30.5300
2021-07-16,30.2000
2021-07-19,29.0500
2021-07-20,28.6400
2021-07-21,29.0600
2021-07-22,29.7000
2021-07-23,30.1900
2021-07-26,29.8900
2021-07-27,29.8900
2021-07-28,30.0300
2021-07-29,29.9500
2021-07-30,30.0100
2021-08-02,30.1700
2021-08-03,30.1000
2021-08-04,30.3400
2021-08-05,30.8400
2021-08-06,30.5200
2021-08-09,30.9900
2021-08-10,31.3000
2021-08-11,31.3600
2021-08-12,31.0000
2021-08-13,31.4000
2021-08-16,31.6400
2021-08-17,31.9300
2021-08-18,32.5500
2021-08-19,32.8200
2021-08-20,33.5900
2021-08-23,33.3400
2021-08-24,33.5000
2021-08-25,33.0800
2021-08-26,33.0500
2021-08-27,32.8000
2021-08-30,32.6700
2021-08-31,33.0900
2021-09-01,33.5000
2021-09-02,33.5100
2021-09-03,33.3500
2021-09-06,33.1700
2021-09-07,32.6500
2021-09-08,32.7300
2021-09-09,33.0400
2021-09-10,32.7800
2021-09-13,33.0300
2021-09-14,33.4700
2021-09-15,32.5400
2021-09-16,32.5000
2021-09-17,31.9700
2021-09-20,32.1300
2021-09-21,32.1500
2021-09-22,31.8900
2021-09-23,32.2100
2021-09-24,32.0500
2021-09-27,32.3100
2021-09-28,31.5400
2021-09-29,31.4200
2021-09-30,30.5500
2021-10-01,30.6700
2021-10-04,31.1400
2021-10-05,31.9400
2021-10-06,31.8000
2021-10-07,31.7300
2021-10-08,30.9500
2021-10-11,30.1400
2021-10-12,30.4100
2021-10-13,30.9200
2021-10-14,30.7100
2021-10-15,32.0900
2021-10-18,31.9200
2021-10-19,32.2800
2021-10-20,32.8700
2021-10-21,32.7800
2021-10-22,33.1300
2021-10-25,32.5900
2021-10-26,33.2500
2021-10-27,33.6200
2021-10-28,33.8200
2021-10-29,33.2700
2021-11-01,33.8000
2021-11-02,33.4400
2021-11-03,32.8900
2021-11-04,32.8000
2021-11-05,32.4800
2021-11-08,32.0400
2021-11-09,32.0700
2021-11-10,32.6000
2021-11-11,32.6600
2021-11-12,32.1300
2021-11-15,33.2300
2021-11-16,32.9400
2021-11-17,33.1400
2021-11-18,33.4100
2021-11-19,32.7500
2021-11-22,32.4200
2021-11-23,32.5000
2021-11-24,32.7300
2021-11-25,34.9600
2021-11-26,34.1100
2021-11-29,35.0200
2021-11-30,34.1500
2021-12-01,35.1900
2021-12-02,34.1600
2021-12-03,34.6400
2021-12-06,35.2100
2021-12-07,35.1000
2021-12-08,34.7800
2021-12-09,34.9000
2021-12-10,34.5200
2021-12-13,34.4500
2021-12-14,34.3100
2021-12-15,34.7600
2021-12-16,34.9600
2021-12-17,34.9400
2021-12-20,34.6600
2021-12-21,35.3000
2021-12-22,34.9700
2021-12-23,35.0600
2021-12-27,34.8200
2021-12-28,35.4300
2021-12-29,35.4100
2021-12-30,35.7200
2022-01-03,35.9700
2022-01-04,35.7600
2022-01-05,34.5600
2022-01-06,34.4000
2022-01-07,34.4800
2022-01-10,34.6300
2022-01-11,34.5900
2022-01-12,35.2900
2022-01-13,35.9700
2022-01-14,36.2600
2022-01-17,36.5800
2022-01-18,35.9000
2022-01-19,35.7700
2022-01-20,36.5400
2022-01-21,36.0100
2022-01-24,35.1200
2022-01-25,34.6600
2022-01-26,36.1500
2022-01-27,38.0000
2022-01-28,37.5600
2022-01-31,37.3100
2022-02-01,37.1000
2022-02-02,37.2200
2022-02-03,36.7700
2022-02-04,36.8700
2022-02-07,36.7600
2022-02-08,36.8600
2022-02-09,37.1200
2022-02-10,37.2500
2022-02-11,37.6400
2022-02-14,36.5200
2022-02-15,37.1100
2022-02-16,36.8800
2022-02-17,38.6000
2022-02-18,38.3400
2022-02-21,37.6900
2022-02-22,37.7900
2022-02-23,37.5400
2022-02-24,37.7100
2022-02-25,40.0000
2022-02-28,41.4900
2022-03-01,39.0700
2022-03-02,37.5700
2022-03-03,34.3400
2022-03-04,35.9900
2022-03-07,34.5000
2022-03-08,34.7900
2022-03-09,37.6800
2022-03-10,37.7300
2022-03-11,37.0700
2022-03-14,36.9400
2022-03-15,37.2900
2022-03-16,37.0500
2022-03-17,37.3600
2022-03-18,37.6600
2022-03-21,37.3600
2022-03-22,38.0000
2022-03-23,37.3300
2022-03-24,37.5500
2022-03-25,37.4500
2022-03-28,38.0800
2022-03-29,38.3600
2022-03-30,38.6500
2022-03-31,39.5300
2022-04-01,39.2200
2022-04-04,39.5500
2022-04-05,40.6200
2022-04-06,41.0800
2022-04-07,40.6200
2022-04-08,41.6400
2022-04-11,41.2500
2022-04-12,40.4800
2022-04-13,40.4400
2022-04-14,39.9000
2022-04-19,40.2000
2022-04-20,40.9600
2022-04-21,40.1400
2022-04-22,39.6100
2022-04-25,40.0800
2022-04-26,39.6600
2022-04-27,40.0200
2022-04-28,40.4300
2022-04-29,39.5900
2022-05-02,38.8500
2022-05-03,39.0800
2022-05-04,40.5700
2022-05-05,40.3000
2022-05-06,40.6300
2022-05-09,40.0300
2022-05-10,39.4900
2022-05-11,40.4000
2022-05-12,38.8500
2022-05-13,39.9100
2022-05-16,41.2000
2022-05-17,41.2500
2022-05-18,42.5500
2022-05-19,42.4700
2022-05-20,43.1200
2022-05-23,43.3200
2022-05-24,41.4200
2022-05-25,42.3000
2022-05-26,41.7000
2022-05-27,40.4600
2022-05-30,40.6100
2022-05-31,41.0000
2022-06-01,40.8000
2022-06-02,40.6000
2022-06-03,40.5200
2022-06-06,41.0000
2022-06-07,41.7600
2022-06-08,41.3600
2022-06-09,41.0500
2022-06-10,40.7000
2022-06-13,38.9800
2022-06-14,38.1700
2022-06-15,38.5700
2022-06-16,37.1000
2022-06-17,37.3900
2022-06-20,38.7900
2022-06-21,39.0100
2022-06-22,38.3900
2022-06-23,38.6200
2022-06-24,37.4200
2022-06-27,36.8100
2022-06-28,37.5300
2022-06-29,37.0300
2022-06-30,35.0800
2022-07-01,36.9200
2022-07-04,36.6100
2022-07-05,35.4900
2022-07-06,35.5500
2022-07-07,35.7100
2022-07-08,35.8200
2022-07-11,36.4900
2022-07-12,36.4800
2022-07-13,36.1600
2022-07-14,35.5600
2022-07-15,36.8200
2022-07-18,37.1100
2022-07-19,38.5900
2022-07-20,38.2600
2022-07-21,37.2500
2022-07-22,37.5200
2022-07-25,37.8400
2022-07-26,38.1500
2022-07-27,39.1600
2022-07-28,39.8200
2022-07-29,40.1800
2022-08-01,40.3100
2022-08-02,40.1600
2022-08-03,40.0300
2022-08-04,40.3600
2022-08-05,41.1000
2022-08-08,41.9700
2022-08-09,42.3200
2022-08-10,42.4900
2022-08-11,42.2500
2022-08-12,42.5200
2022-08-15,42.3800
2022-08-16,43.5200
2022-08-17,43.0700
2022-08-18,42.9100
2022-08-19,43.0800
2022-08-22,42.7000
2022-08-23,43.0700
2022-08-24,43.5800
2022-08-25,43.7200
2022-08-26,40.9900
2022-08-29,40.0900
2022-08-30,38.9600
2022-08-31,38.0800
2022-09-01,38.3800
2022-09-02,38.9700
2022-09-05,39.0000
2022-09-06,38.3200
2022-09-07,41.0700
2022-09-08,41.2200
2022-09-09,41.5000
2022-09-12,41.6100
2022-09-13,42.8100
2022-09-14,41.4600
2022-09-15,40.7700
2022-09-16,40.7300
2022-09-19,40.9300
2022-09-20,40.4300
2022-09-21,41.0000
2022-09-22,40.6900
2022-09-23,40.1500
2022-09-26,38.8000
2022-09-27,38.2500
2022-09-28,38.8200
2022-09-29,38.0900
2022-09-30,37.7900
2022-10-03,38.5100
2022-10-04,39.6800
2022-10-05,40.1100
2022-10-06,39.0700
2022-10-07,39.0900
2022-10-10,37.5500
2022-10-11,36.8400
2022-10-12,36.8800
2022-10-13,38.2000
2022-10-14,38.6300
2022-10-17,38.8500
2022-10-18,38.7100
2022-10-19,37.9600
2022-10-20,37.6800
2022-10-21,36.9000
2022-10-24,38.3800
2022-10-25,39.1500
2022-10-26,38.7700
2022-10-27,38.9000
2022-10-28,38.7700
2022-10-31,38.9900
2022-11-01,39.2900
2022-11-02,38.9600
2022-11-03,39.1100
2022-11-04,39.0500
2022-11-07,38.5800
2022-11-08,38.7800
2022-11-09,39.4400
2022-11-10,40.6000
2022-11-11,39.7800
2022-11-14,38.9200
2022-11-15,39.5300
2022-11-16,39.8900
2022-11-17,40.6200
2022-11-18,41.2100
2022-11-21,40.9900
2022-11-22,41.3000
2022-11-23,41.0500
2022-11-24,41.6100
2022-11-25,42.4100
2022-11-28,42.3600
2022-11-29,41.7400
2022-11-30,42.0000
2022-12-01,42.6500
2022-12-02,42.0600
2022-12-05,41.6400
2022-12-06,42.2800
2022-12-07,42.2300
2022-12-08,41.8600
2022-12-09,42.3200
2022-12-12,42.1300
2022-12-13,42.2900
2022-12-14,42.7300
2022-12-15,42.1000
2022-12-16,41.4900
2022-12-19,41.5700
2022-12-20,41.5000
2022-12-21,41.8500
2022-12-22,41.9100
2022-12-23,41.5100
2022-12-27,41.3900
2022-12-28,41.2900
2022-12-29,41.7300
2022-12-30,41.5900
2023-01-02,41.5900
2023-01-03,39.6200
2023-01-04,38.6700
2023-01-05,38.8900
2023-01-06,39.1400
2023-01-09,39.0700
2023-01-10,39.4500
2023-01-11,40.4000
2023-01-12,41.9100
2023-01-13,42.3100
2023-01-16,41.6800
2023-01-17,41.3700
2023-01-18,40.8900
2023-01-19,40.9300
2023-01-20,41.6700
2023-01-23,41.6800
2023-01-24,42.1500
2023-01-25,42.7500
2023-01-26,41.8600
2023-01-27,41.1600
2023-01-30,40.9400
2023-01-31,40.8000
2023-02-01,40.6700
2023-02-02,40.8800
2023-02-03,40.4800
2023-02-06,40.7800
2023-02-07,40.4700
2023-02-08,40.6100
2023-02-09,40.0700
2023-02-10,39.8200
2023-02-13,39.8200
2023-02-14,39.4400
2023-02-15,39.1700
2023-02-16,39.1100
2023-02-17,39.5200
2023-02-20,39.5500
2023-02-21,40.3900
2023-02-22,40.3000
2023-02-23,40.0300
2023-02-24,39.9000
2023-02-27,39.9700
2023-02-28,40.2400
2023-03-01,39.0900
2023-03-02,39.2600
2023-03-03,39.0500
2023-03-06,38.8000
2023-03-07,38.6600
2023-03-08,38.8300
2023-03-09,38.6900
2023-03-10,38.5700
2023-03-13,38.5600
2023-03-14,39.5400
2023-03-15,38.2200
2023-03-16,38.8200
2023-03-17,37.8500
2023-03-20,38.3800
2023-03-21,38.9300
2023-03-22,38.6700
2023-03-23,38.9600
2023-03-24,37.4600
2023-03-27,38.1500
2023-03-28,38.0800
2023-03-29,38.7200
2023-03-30,39.2700
2023-03-31,39.6400
2023-04-03,39.7300
2023-04-04,39.1800
2023-04-05,39.7400
2023-04-06,40.5200
2023-04-11,40.8900
2023-04-12,41.0000
2023-04-13,40.7800
2023-04-14,40.3400
2023-04-17,40.5800
2023-04-18,40.4300
2023-04-19,40.9300
2023-04-20,40.9000
2023-04-21,41.0500
2023-04-24,41.0900
2023-04-25,41.5700
2023-04-26,41.6000
2023-04-27,42.4400
2023-04-28,42.5500
2023-05-02,41.8300
2023-05-03,41.6800
2023-05-04,42.1600
2023-05-05,41.4700
2023-05-08,41.3500
2023-05-09,42.0400
2023-05-10,41.8100
2023-05-11,41.7600
2023-05-12,42.5000
2023-05-15,42.4500
2023-05-16,42.3000
2023-05-17,41.8400
2023-05-18,41.2000
2023-05-19,41.1600
2023-05-22,41.0600
2023-05-23,40.8900
2023-05-24,40.3100
2023-05-25,39.3000
2023-05-26,39.0100
2023-05-29,39.0000
2023-05-30,38.9900
2023-05-31,39.1200
2023-06-01,39.0900
2023-06-02,39.3300
2023-06-05,39.1100
2023-06-06,39.5100
