DATE,CLOSE
2021-07-07,10.6800
2021-07-08,10.2100
2021-07-09,10.2800
2021-07-12,10.4150
2021-07-13,10.3900
2021-07-14,10.3000
2021-07-15,10.2300
2021-07-16,10.2950
2021-07-19,10.1300
2021-07-20,10.1400
2021-07-21,10.2100
2021-07-22,10.3650
2021-07-23,10.4250
2021-07-26,10.3550
2021-07-27,10.2350
2021-07-28,10.3000
2021-07-29,10.3450
2021-07-30,10.1600
2021-08-02,10.1700
2021-08-03,10.2700
2021-08-04,10.2300
2021-08-05,10.1800
2021-08-06,10.1650
2021-08-09,10.1800
2021-08-10,10.1600
2021-08-11,10.2000
2021-08-12,10.1350
2021-08-13,10.1500
2021-08-16,10.2100
2021-08-17,10.2700
2021-08-18,10.4500
2021-08-19,10.6550
2021-08-20,10.7600
2021-08-23,10.6700
2021-08-24,10.5800
2021-08-25,10.5300
2021-08-26,10.4750
2021-08-27,10.4500
2021-08-30,10.4500
2021-08-31,10.4950
2021-09-01,10.5850
2021-09-02,10.6250
2021-09-03,10.5550
2021-09-06,10.4150
2021-09-07,10.3800
2021-09-08,10.3500
2021-09-09,10.2750
2021-09-10,10.0700
2021-09-13,10.2550
2021-09-14,10.0800
2021-09-15,9.4960
2021-09-16,9.3700
2021-09-17,9.3540
2021-09-20,9.2620
2021-09-21,9.3340
2021-09-22,9.2540
2021-09-23,9.3000
2021-09-24,9.2180
2021-09-27,9.1960
2021-09-28,8.9800
2021-09-29,8.9340
2021-09-30,8.6840
2021-10-01,8.7280
2021-10-04,8.6380
2021-10-05,8.7880
2021-10-06,8.7980
2021-10-07,9.4140
2021-10-08,9.4360
2021-10-11,9.2760
2021-10-12,9.3600
2021-10-13,9.4820
2021-10-14,9.5920
2021-10-15,9.4480
2021-10-18,9.3940
2021-10-19,9.6460
2021-10-20,9.8340
2021-10-21,9.7520
2021-10-22,9.7160
2021-10-25,9.6500
2021-10-26,9.8860
2021-10-27,10.0500
2021-10-28,10.2500
2021-10-29,10.2150
2021-11-01,10.2950
2021-11-02,10.2950
2021-11-03,10.1400
2021-11-04,10.2050
2021-11-05,10.2750
2021-11-08,10.1350
2021-11-09,10.1000
2021-11-10,10.1600
2021-11-11,10.1250
2021-11-12,10.0700
2021-11-15,10.1950
2021-11-16,10.1900
2021-11-17,10.1950
2021-11-18,10.1600
2021-11-19,10.0900
2021-11-22,10.0250
2021-11-23,10.0400
2021-11-24,10.0850
2021-11-25,10.2650
2021-11-26,9.9460
2021-11-29,9.9160
2021-11-30,9.9040
2021-12-01,10.0600
2021-12-02,9.6300
2021-12-03,9.6940
2021-12-06,9.9620
2021-12-07,10.0600
2021-12-08,10.0100
2021-12-09,9.8660
2021-12-10,9.7380
2021-12-13,9.8040
2021-12-14,9.7500
2021-12-15,9.7820
2021-12-16,9.8780
2021-12-17,9.7480
2021-12-20,9.7380
2021-12-21,9.9000
2021-12-22,9.9440
2021-12-23,10.0800
2021-12-27,10.0300
2021-12-28,10.2900
2021-12-29,10.2850
2021-12-30,10.4100
2022-01-03,10.4450
2022-01-04,10.3850
2022-01-05,10.3150
2022-01-06,10.2500
2022-01-07,10.2550
2022-01-10,10.0200
2022-01-11,10.0250
2022-01-12,9.9900
2022-01-13,10.0100
2022-01-14,9.9320
2022-01-17,10.0450
2022-01-18,9.9560
2022-01-19,9.9960
2022-01-20,10.2200
2022-01-21,10.1450
2022-01-24,9.9700
2022-01-25,9.9100
2022-01-26,10.0000
2022-01-27,10.1950
2022-01-28,10.1200
2022-01-31,10.1600
2022-02-01,10.2100
2022-02-02,10.1450
2022-02-03,9.9020
2022-02-04,9.7000
2022-02-07,9.4980
2022-02-08,9.3940
2022-02-09,9.5580
2022-02-10,9.5520
2022-02-11,9.4440
2022-02-14,9.1440
2022-02-15,9.4020
2022-02-16,9.4140
2022-02-17,9.4080
2022-02-18,9.2900
2022-02-21,9.1200
2022-02-22,9.2240
2022-02-23,9.3440
2022-02-24,9.4320
2022-02-25,9.9240
2022-02-28,10.1800
2022-03-01,9.5520
2022-03-02,9.5760
2022-03-03,9.0660
2022-03-04,8.9600
2022-03-07,9.1900
2022-03-08,9.4400
2022-03-09,9.8000
2022-03-10,9.6700
2022-03-11,9.8240
2022-03-14,9.8600
2022-03-15,9.8500
2022-03-16,9.7740
2022-03-17,9.8060
2022-03-18,9.7500
2022-03-21,9.7560
2022-03-22,9.8220
2022-03-23,9.4840
2022-03-24,9.5440
2022-03-25,9.5360
2022-03-28,9.7520
2022-03-29,9.9820
2022-03-30,9.9380
2022-03-31,9.9200
2022-04-01,9.9140
2022-04-04,10.0300
2022-04-05,10.4850
2022-04-06,10.7450
2022-04-07,10.4950
2022-04-08,10.8150
2022-04-11,10.5700
2022-04-12,10.4800
2022-04-13,10.3900
2022-04-14,10.5050
2022-04-19,10.4650
2022-04-20,10.6200
2022-04-21,10.5200
2022-04-22,10.4350
2022-04-25,10.5850
2022-04-26,10.5450
2022-04-27,10.7550
2022-04-28,11.0950
2022-04-29,11.0100
2022-05-02,10.9200
2022-05-03,11.0350
2022-05-04,11.0050
2022-05-05,10.8150
2022-05-06,10.6650
2022-05-09,10.6100
2022-05-10,10.5550
2022-05-11,10.8750
2022-05-12,10.6300
2022-05-13,10.6800
2022-05-16,10.7850
2022-05-17,10.7900
2022-05-18,10.8850
2022-05-19,10.7650
2022-05-20,11.1000
2022-05-23,11.1450
2022-05-24,11.1300
2022-05-25,11.4150
2022-05-26,11.2850
2022-05-27,11.3050
2022-05-30,11.1100
2022-05-31,11.0350
2022-06-01,10.8450
2022-06-02,10.7900
2022-06-03,10.8100
2022-06-06,10.9000
2022-06-07,10.8350
2022-06-08,10.7400
2022-06-09,10.5900
2022-06-10,10.3100
2022-06-13,10.1000
2022-06-14,9.8720
2022-06-15,9.9840
2022-06-16,9.8780
2022-06-17,9.8600
2022-06-20,10.0100
2022-06-21,9.7380
2022-06-22,9.4560
2022-06-23,9.8180
2022-06-24,10.0550
2022-06-27,9.9220
2022-06-28,10.1750
2022-06-29,10.0750
2022-06-30,9.8960
2022-07-01,10.3400
2022-07-04,10.2700
2022-07-05,10.1250
2022-07-06,10.2650
2022-07-07,10.3450
2022-07-08,9.9120
2022-07-11,10.1500
2022-07-12,10.1250
2022-07-13,9.8900
2022-07-14,9.7160
2022-07-15,9.8080
2022-07-18,9.7880
2022-07-19,9.8400
2022-07-20,9.7780
2022-07-21,9.7960
2022-07-22,9.9920
2022-07-25,9.9780
2022-07-26,10.0750
2022-07-27,10.2600
2022-07-28,10.3450
2022-07-29,10.4300
2022-08-01,10.4200
2022-08-02,10.4500
2022-08-03,10.4050
2022-08-04,10.4900
2022-08-05,10.4800
2022-08-08,10.6300
2022-08-09,10.7350
2022-08-10,10.7300
2022-08-11,10.7550
2022-08-12,10.7350
2022-08-15,10.8450
2022-08-16,10.9450
2022-08-17,10.9500
2022-08-18,10.9100
2022-08-19,10.9400
2022-08-22,10.9800
2022-08-23,10.8650
2022-08-24,10.9150
2022-08-25,11.0050
2022-08-26,10.9250
2022-08-29,10.7750
2022-08-30,10.6450
2022-08-31,10.3850
2022-09-01,10.5050
2022-09-02,10.5600
2022-09-05,10.6100
2022-09-06,10.4700
2022-09-07,10.6900
2022-09-08,10.7550
2022-09-09,10.7100
2022-09-12,10.8100
2022-09-13,10.8150
2022-09-14,10.6100
2022-09-15,10.5250
2022-09-16,10.5650
