name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info
Italy,IT,IT,2019-01-01 00:00:00,2018-12-31,2019-01-01,145.1964,692.0000,20.98,11.75,886.2,874.5,194.7151,1674.69,2892.87,-,-,-,C,-0.45,74.57,[]
Italy,IT,IT,2018-12-31 00:00:00,2018-12-30,2018-12-31,146.0713,692.0000,21.11,11.75,831.3,819.5,194.7151,1674.69,2892.87,-,-,-,C,-0.42,75.02,[]
Italy,IT,IT,2018-12-30 00:00:00,2018-12-29,2018-12-30,146.8911,692.0000,21.23,12.71,889.6,876.8,194.7151,1674.69,2892.87,-,-,-,C,-0.45,75.44,[]
Italy,IT,IT,2018-12-29 00:00:00,2018-12-28,2018-12-29,147.7693,692.0000,21.35,9.89,956.1,946.2,194.5207,1657.41,2876.67,-,-,-,C,-0.49,75.97,[]
Italy,IT,IT,2018-12-28 00:00:00,2018-12-27,2018-12-28,148.7279,692.0000,21.49,0,977.3,977.3,194.5207,1657.41,2876.67,-,-,-,C,-0.5,76.46,[]
Italy,IT,IT,2018-12-27 00:00:00,2018-12-26,2018-12-27,149.7057,692.0000,21.63,4.03,833,828.9,194.5207,1657.41,2876.67,-,-,-,C,-0.43,76.96,[]
Italy,IT,IT,2018-12-26 00:00:00,2018-12-25,2018-12-26,150.539,692.0000,21.75,16.32,580.3,564,194.5207,1657.41,2876.67,-,-,-,C,-0.3,77.39,[]
Italy,IT,IT,2018-12-25 00:00:00,2018-12-24,2018-12-25,151.1195,692.0000,21.84,12.48,588.6,576.1,194.5207,1657.41,2876.67,-,-,-,C,-0.3,77.69,[]
Italy,IT,IT,2018-12-24 00:00:00,2018-12-23,2018-12-24,151.7046,692.0000,21.92,17.28,734.9,717.6,194.5207,1657.41,2876.67,-,-,-,C,-0.38,77.99,[]
Italy,IT,IT,2018-12-23 00:00:00,2018-12-22,2018-12-23,152.4397,692.0000,22.03,17.28,780.6,763.3,194.5207,1657.41,2876.67,-,-,-,C,-0.4,78.37,[]
Italy,IT,IT,2018-12-22 00:00:00,2018-12-21,2018-12-22,153.2206,692.0000,22.14,0.48,901.2,900.7,194.5207,1657.41,2876.67,-,-,-,C,-0.46,78.77,[]
Italy,IT,IT,2018-12-21 00:00:00,2018-12-20,2018-12-21,154.1222,692.0000,22.27,0.48,985.3,984.9,194.5207,1657.41,2876.67,-,-,-,C,-0.51,79.23,[]
Italy,IT,IT,2018-12-20 00:00:00,2018-12-19,2018-12-20,155.1079,692.0000,22.41,0.48,1058.1,1057.6,194.5207,1657.41,2876.67,-,-,-,C,-0.55,79.74,[]
Italy,IT,IT,2018-12-19 00:00:00,2018-12-18,2018-12-19,156.174,692.0000,22.57,0.48,1046.6,1046.2,194.5207,1657.41,2876.67,-,-,-,C,-0.54,80.29,[]
Italy,IT,IT,2018-12-18 00:00:00,2018-12-17,2018-12-18,157.2212,692.0000,22.72,10.94,1058,1047,194.5207,1657.41,2876.67,-,-,-,C,-0.54,80.82,[]
Italy,IT,IT,2018-12-17 00:00:00,2018-12-16,2018-12-17,158.2798,692.0000,22.87,20.74,1005.4,984.7,194.5207,1657.41,2876.67,-,-,-,C,-0.52,81.37,[]
Italy,IT,IT,2018-12-16 00:00:00,2018-12-15,2018-12-16,159.2859,692.0000,23.02,22.36,952.3,930,194.5207,1657.41,2876.67,-,-,-,C,-0.58,81.89,[]
