name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info
Italy,IT,IT,2017-01-01 00:00:00,2016-12-31,2017-01-01,146.2805,675.0000,21.67,0,992,992,189.2281,1590.64,2534,-,-,-,C,-0.45,77.3,[]
Italy,IT,IT,2016-12-31 00:00:00,2016-12-30,2016-12-31,147.1345,675.0000,21.8,0,959.7,959.7,189.2281,1590.64,2534,-,-,-,C,-0.51,77.76,[]
Italy,IT,IT,2016-12-30 00:00:00,2016-12-29,2016-12-30,148.0955,675.0000,21.94,0,867.9,867.9,189.2281,1590.64,2534,-,-,-,C,-0.46,78.26,[]
Italy,IT,IT,2016-12-29 00:00:00,2016-12-28,2016-12-29,148.9646,675.0000,22.07,0,880.8,880.8,189.2281,1590.64,2534,-,-,-,C,-0.47,78.72,[]
Italy,IT,IT,2016-12-28 00:00:00,2016-12-27,2016-12-28,149.8465,675.0000,22.2,0,838.7,838.7,189.2281,1590.64,2534,-,-,-,C,-0.44,79.19,[]
Italy,IT,IT,2016-12-27 00:00:00,2016-12-26,2016-12-27,150.6863,675.0000,22.32,0,537,537,189.2281,1590.64,2534,-,-,-,C,-0.28,79.63,[]
Italy,IT,IT,2016-12-26 00:00:00,2016-12-25,2016-12-26,151.2241,675.0000,22.4,0,534.4,534.4,189.2281,1590.64,2534,-,-,-,C,-0.28,79.92,[]
Italy,IT,IT,2016-12-25 00:00:00,2016-12-24,2016-12-25,151.7595,675.0000,22.48,0,700.3,700.3,189.2281,1590.64,2534,-,-,-,C,-0.37,80.2,[]
Italy,IT,IT,2016-12-24 00:00:00,2016-12-23,2016-12-24,152.4608,675.0000,22.59,0,843.2,843.2,189.2281,1590.64,2534,-,-,-,C,-0.45,80.57,[]
Italy,IT,IT,2016-12-23 00:00:00,2016-12-22,2016-12-23,153.3053,675.0000,22.71,0,893.9,893.9,189.2281,1590.64,2534,-,-,-,C,-0.48,81.02,[]
Italy,IT,IT,2016-12-22 00:00:00,2016-12-21,2016-12-22,154.2103,675.0000,22.85,0,823.2,823.2,189.2281,1590.64,2534,-,-,-,C,-0.44,81.49,[]
Italy,IT,IT,2016-12-21 00:00:00,2016-12-20,2016-12-21,155.0347,675.0000,22.97,0,1076.3,1076.3,189.2281,1590.64,2534,-,-,-,C,-0.57,81.93,[]
Italy,IT,IT,2016-12-20 00:00:00,2016-12-19,2016-12-20,156.1124,675.0000,23.13,0,1113.1,1113.1,189.2281,1590.64,2534,-,-,-,C,-0.59,82.5,[]
Italy,IT,IT,2016-12-19 00:00:00,2016-12-18,2016-12-19,157.2269,675.0000,23.29,0,962.6,962.6,189.2281,1590.64,2534,-,-,-,C,-0.51,83.09,[]
Italy,IT,IT,2016-12-18 00:00:00,2016-12-17,2016-12-18,158.1895,675.0000,23.44,0,989.9,989.9,189.2281,1590.64,2534,-,-,-,C,-0.52,83.6,[]
Italy,IT,IT,2016-12-17 00:00:00,2016-12-16,2016-12-17,159.1794,675.0000,23.58,0,1085,1085,189.2281,1590.64,2534,-,-,-,C,-0.57,84.12,[]
Italy,IT,IT,2016-12-16 00:00:00,2016-12-15,2016-12-16,160.2644,675.0000,23.74,0,1046.3,1046.3,189.2281,1590.64,2534,-,-,-,C,-0.55,84.69,[]
Italy,IT,IT,2016-12-15 00:00:00,2016-12-14,2016-12-15,161.3107,675.0000,23.9,0,1045.6,1045.6,189.2281,1590.64,2534,-,-,-,C,-0.55,85.25,[]
Italy,IT,IT,2016-12-14 00:00:00,2016-12-13,2016-12-14,162.3577,675.0000,24.05,0,1033.1,1033.1,189.2281,1590.64,2534,-,-,-,C,-0.55,85.8,[]
Italy,IT,IT,2016-12-13 00:00:00,2016-12-12,2016-12-13,163.3922,675.0000,24.21,0,1042.8,1042.8,189.2281,1590.64,2534,-,-,-,C,-0.55,86.35,[]
Italy,IT,IT,2016-12-12 00:00:00,2016-12-11,2016-12-12,164.4337,675.0000,24.36,0,855,855,189.2281,1590.64,2534,-,-,-,C,-0.45,86.9,[]
Italy,IT,IT,2016-12-11 00:00:00,2016-12-10,2016-12-11,165.2899,675.0000,24.49,0,1000.4,1000.4,189.2281,1590.64,2534,-,-,-,C,-0.53,87.35,[]
Italy,IT,IT,2016-12-10 00:00:00,2016-12-09,2016-12-10,166.2917,675.0000,24.64,0,1011.5,1011.5,189.2281,1590.64,2534,-,-,-,C,-0.54,87.88,[]
Italy,IT,IT,2016-12-09 00:00:00,2016-12-08,2016-12-09,167.3045,675.0000,24.79,0,870.8,870.8,189.2281,1590.64,2534,-,-,-,C,-0.46,88.41,[]
Italy,IT,IT,2016-12-08 00:00:00,2016-12-07,2016-12-08,168.1766,675.0000,24.92,0,1042.7,1042.7,189.2281,1590.64,2534,-,-,-,C,-0.55,88.88,[]
Italy,IT,IT,2016-12-07 00:00:00,2016-12-06,2016-12-07,169.2207,675.0000,25.07,0,1028,1028,189.2281,1590.64,2534,-,-,-,C,-0.54,89.43,[]
Italy,IT,IT,2016-12-06 00:00:00,2016-12-05,2016-12-06,170.2501,675.0000,25.22,0,941.7,941.7,189.2281,1590.64,2534,-,-,-,C,-0.5,89.97,[]
Italy,IT,IT,2016-12-05 00:00:00,2016-12-04,2016-12-05,171.193,675.0000,25.36,0,540.9,540.9,189.2281,1590.64,2534,-,-,-,C,-0.29,90.47,[]
Italy,IT,IT,2016-12-04 00:00:00,2016-12-03,2016-12-04,171.7348,675.0000,25.44,0,639.8,639.8,189.2281,1590.64,2534,-,-,-,C,-0.34,90.76,[]
Italy,IT,IT,2016-12-03 00:00:00,2016-12-02,2016-12-03,172.3756,675.0000,25.54,0,942.9,942.9,189.2281,1590.64,2534,-,-,-,C,-0.5,91.09,[]
Italy,IT,IT,2016-12-02 00:00:00,2016-12-01,2016-12-02,173.3197,675.0000,25.68,0,1010.6,1010.6,189.2281,1590.64,2534,-,-,-,C,-0.53,91.59,[]
Italy,IT,IT,2016-12-01 00:00:00,2016-11-30,2016-12-01,174.3317,675.0000,25.83,0,986.4,986.4,189.2281,1590.64,2534,-,-,-,C,-0.52,92.13,[]
Italy,IT,IT,2016-11-30 00:00:00,2016-11-29,2016-11-30,175.3193,675.0000,25.97,0,759.4,759.4,189.2281,1590.64,2534,-,-,-,C,-0.4,92.65,[]
Italy,IT,IT,2016-11-29 00:00:00,2016-11-28,2016-11-29,176.0797,675.0000,26.09,0,424.5,424.5,189.2281,1590.64,2534,-,-,-,C,-0.2,93.05,[]
Italy,IT,IT,2016-11-28 00:00:00,2016-11-27,2016-11-28,176.4579,675.0000,26.14,0,175.9,175.9,189.2281,1590.64,2534,-,-,-,C,-0.09,93.25,[]
Italy,IT,IT,2016-11-27 00:00:00,2016-11-26,2016-11-27,176.6343,675.0000,26.17,0,121.7,121.7,189.2281,1590.64,2534,-,-,-,C,-0.09,93.34,[]
Italy,IT,IT,2016-11-26 00:00:00,2016-11-25,2016-11-26,176.8034,675.0000,26.19,0,296.7,296.7,189.2281,1590.64,2534,-,-,-,C,-0.16,93.43,[]
Italy,IT,IT,2016-11-25 00:00:00,2016-11-24,2016-11-25,177.1001,675.0000,26.24,0,393.2,393.2,189.2281,1590.64,2534,-,-,-,C,-0.21,93.59,[]
Italy,IT,IT,2016-11-24 00:00:00,2016-11-23,2016-11-24,177.4933,675.0000,26.3,0,408.2,408.2,189.2281,1590.64,2534,-,-,-,C,-0.22,93.8,[]
Italy,IT,IT,2016-11-23 00:00:00,2016-11-22,2016-11-23,177.9015,675.0000,26.36,0,386.8,386.8,189.2281,1590.64,2534,-,-,-,C,-0.2,94.01,[]
Italy,IT,IT,2016-11-22 00:00:00,2016-11-21,2016-11-22,178.2883,675.0000,26.41,0,486.2,486.2,189.2281,1590.64,2534,-,-,-,C,-0.26,94.22,[]
Italy,IT,IT,2016-11-21 00:00:00,2016-11-20,2016-11-21,178.7745,675.0000,26.49,0,201.6,201.6,189.2281,1590.64,2534,-,-,-,C,-0.11,94.48,[]
Italy,IT,IT,2016-11-20 00:00:00,2016-11-19,2016-11-20,178.9761,675.0000,26.51,0,300.7,300.7,189.2281,1590.64,2534,-,-,-,C,-0.16,94.58,[]
Italy,IT,IT,2016-11-19 00:00:00,2016-11-18,2016-11-19,179.2768,675.0000,26.56,0,603.6,603.6,189.2281,1590.64,2534,-,-,-,C,-0.32,94.74,[]
Italy,IT,IT,2016-11-18 00:00:00,2016-11-17,2016-11-18,179.8804,675.0000,26.65,0,765.7,765.7,189.2281,1590.64,2534,-,-,-,C,-0.4,95.06,[]
Italy,IT,IT,2016-11-17 00:00:00,2016-11-16,2016-11-17,180.6461,675.0000,26.76,0,768.7,768.7,189.2281,1590.64,2534,-,-,-,C,-0.41,95.46,[]
Italy,IT,IT,2016-11-16 00:00:00,2016-11-15,2016-11-16,181.4148,675.0000,26.88,0,710.4,710.4,189.2281,1590.64,2534,-,-,-,C,-0.38,95.87,[]
Italy,IT,IT,2016-11-15 00:00:00,2016-11-14,2016-11-15,182.1251,675.0000,26.98,0,717.7,717.7,189.2281,1590.64,2534,-,-,-,C,-0.38,96.25,[]
Italy,IT,IT,2016-11-14 00:00:00,2016-11-13,2016-11-14,182.8428,675.0000,27.09,0,368.6,368.6,189.2281,1590.64,2534,-,-,-,C,-0.19,96.63,[]
Italy,IT,IT,2016-11-13 00:00:00,2016-11-12,2016-11-13,183.2114,675.0000,27.14,0,371.5,371.5,189.2281,1590.64,2534,-,-,-,C,-0.2,96.82,[]
Italy,IT,IT,2016-11-12 00:00:00,2016-11-11,2016-11-12,183.5829,675.0000,27.2,0,562.8,562.8,189.2281,1590.64,2534,-,-,-,C,-0.3,97.02,[]
Italy,IT,IT,2016-11-11 00:00:00,2016-11-10,2016-11-11,184.1456,675.0000,27.28,0,580.3,580.3,189.2281,1590.64,2534,-,-,-,C,-0.31,97.31,[]
Italy,IT,IT,2016-11-10 00:00:00,2016-11-09,2016-11-10,184.7259,675.0000,27.37,0,576.4,576.4,189.2281,1590.64,2534,-,-,-,C,-0.3,97.62,[]
Italy,IT,IT,2016-11-09 00:00:00,2016-11-08,2016-11-09,185.3023,675.0000,27.45,0,468.6,468.6,189.2281,1590.64,2534,-,-,-,C,-0.25,97.93,[]
Italy,IT,IT,2016-11-08 00:00:00,2016-11-07,2016-11-08,185.7709,675.0000,27.52,0,502.4,502.4,189.2281,1590.64,2534,-,-,-,C,-0.27,98.17,[]
Italy,IT,IT,2016-11-07 00:00:00,2016-11-06,2016-11-07,186.2732,675.0000,27.6,0,168.6,168.6,189.2281,1590.64,2534,-,-,-,C,-0.09,98.44,[]
Italy,IT,IT,2016-11-06 00:00:00,2016-11-05,2016-11-06,186.4418,675.0000,27.62,0,163.9,163.9,189.2281,1590.64,2534,-,-,-,C,-0.09,98.53,[]
