name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info
Italy,IT,IT,2026-05-28 13:38:12,2015-11-18,2015-11-19,164.5606,643.0000,25.59,0,356.3,356.3,173.6004,1411.94,2443.75,-,-,-,C,-0.21,94.79,[]
Italy,IT,IT,2026-05-28 13:38:09,2015-11-17,2015-11-18,164.9169,643.0000,25.65,0,387.5,387.5,173.6004,1411.94,2443.75,-,-,-,C,-0.22,95,[]
Italy,IT,IT,2026-05-28 13:38:07,2015-11-16,2015-11-17,165.3044,643.0000,25.71,0,317.8,317.8,173.6004,1411.94,2443.75,-,-,-,C,-0.18,95.22,[]
Italy,IT,IT,2026-05-28 13:38:04,2015-11-15,2015-11-16,165.6222,643.0000,25.76,144.37,0,-144.4,173.6004,1411.94,2443.75,-,-,-,C,0.08,95.4,[]
Italy,IT,IT,2026-05-28 13:38:02,2015-11-14,2015-11-15,165.4778,643.0000,25.74,94.17,0,-94.2,173.6004,1411.94,2443.75,-,-,-,C,0.05,95.32,[]
Italy,IT,IT,2026-05-28 13:37:59,2015-11-13,2015-11-14,165.3837,643.0000,25.72,0,241,241,173.6004,1411.94,2443.75,-,-,-,C,-0.14,95.27,[]
Italy,IT,IT,2026-05-28 13:37:57,2015-11-12,2015-11-13,165.6247,643.0000,25.76,0,253.8,253.8,173.6004,1411.94,2443.75,-,-,-,C,-0.15,95.41,[]
Italy,IT,IT,2026-05-28 13:37:55,2015-11-11,2015-11-12,165.8785,643.0000,25.8,0,121.6,121.6,173.6004,1411.94,2443.75,-,-,-,C,-0.07,95.55,[]
Italy,IT,IT,2026-05-28 13:37:52,2015-11-10,2015-11-11,166.0001,643.0000,25.82,0,129.6,129.6,173.6004,1411.94,2443.75,-,-,-,C,-0.07,95.62,[]
Italy,IT,IT,2026-05-28 13:37:50,2015-11-09,2015-11-10,166.1298,643.0000,25.84,0,46.7,46.7,173.6004,1411.94,2443.75,-,-,-,C,-0.03,95.7,[]
Italy,IT,IT,2026-05-28 13:37:47,2015-11-08,2015-11-09,166.1764,643.0000,25.84,0,22,22,173.6004,1411.94,2443.75,-,-,-,C,-0.01,95.72,[]
Italy,IT,IT,2026-05-28 13:37:45,2015-11-07,2015-11-08,166.1984,643.0000,25.85,0.06,0,-0.1,173.6004,1411.94,2443.75,-,-,-,C,0,95.74,[]
Italy,IT,IT,2026-05-28 13:37:43,2015-11-06,2015-11-07,166.1983,643.0000,25.85,0,82.9,82.9,173.6004,1411.94,2443.75,-,-,-,C,-0.05,95.74,[]
Italy,IT,IT,2026-05-28 13:37:40,2015-11-05,2015-11-06,166.2813,643.0000,25.86,0,218.4,218.4,173.6004,1411.94,2443.75,-,-,-,C,-0.13,95.78,[]
Italy,IT,IT,2026-05-28 13:37:38,2015-11-04,2015-11-05,166.4997,643.0000,25.89,0,330.2,330.2,173.6004,1411.94,2443.75,-,-,-,C,-0.19,95.91,[]
Italy,IT,IT,2026-05-28 13:37:35,2015-11-03,2015-11-04,166.8298,643.0000,25.95,0,397.2,397.2,173.6004,1411.94,2443.75,-,-,-,C,-0.23,96.1,[]
Italy,IT,IT,2026-05-28 13:37:33,2015-11-02,2015-11-03,167.227,643.0000,26.01,0,302,302,173.6004,1411.94,2443.75,-,-,-,C,-0.17,96.33,[]
Italy,IT,IT,2026-05-28 13:37:30,2015-11-01,2015-11-02,167.5291,643.0000,26.05,169.7,0,-169.7,173.6004,1411.94,2443.75,-,-,-,C,0.1,96.5,[]
Italy,IT,IT,2026-05-28 13:37:28,2015-10-31,2015-11-01,167.3594,643.0000,26.03,285.64,0,-285.6,173.6004,1411.94,2443.75,-,-,-,C,0.16,96.4,[]
Italy,IT,IT,2026-05-28 13:37:25,2015-10-30,2015-10-31,167.0737,643.0000,25.98,184.59,0,-184.6,173.6004,1411.94,2443.75,-,-,-,C,0.11,96.24,[]
Italy,IT,IT,2026-05-28 13:37:23,2015-10-29,2015-10-30,166.8891,643.0000,25.95,0.08,0,-0.1,173.6004,1411.94,2443.75,-,-,-,C,0,96.13,[]
Italy,IT,IT,2026-05-28 13:37:20,2015-10-28,2015-10-29,166.889,643.0000,25.95,26.59,0,-26.6,173.6004,1411.94,2443.75,-,-,-,C,0.02,96.13,[]
Italy,IT,IT,2026-05-28 13:37:18,2015-10-27,2015-10-28,166.8625,643.0000,25.95,43.61,0,-43.6,173.6004,1411.94,2443.75,-,-,-,C,0.03,96.12,[]
Italy,IT,IT,2026-05-28 13:37:16,2015-10-26,2015-10-27,166.8189,643.0000,25.94,44.82,0,-44.8,173.6004,1411.94,2443.75,-,-,-,C,0.03,96.09,[]
Italy,IT,IT,2026-05-28 13:37:13,2015-10-25,2015-10-26,166.774,643.0000,25.94,92.99,0,-93,173.6004,1411.94,2443.75,-,-,-,C,0.05,96.07,[]
Italy,IT,IT,2026-05-28 13:37:10,2015-10-24,2015-10-25,166.681,643.0000,25.92,128.48,0,-128.5,173.6004,1411.94,2443.75,-,-,-,C,0.07,96.01,[]
Italy,IT,IT,2026-05-28 13:37:08,2015-10-23,2015-10-24,166.5526,643.0000,25.9,65.86,0,-65.9,173.6004,1411.94,2443.75,-,-,-,C,0.04,95.94,[]
Italy,IT,IT,2026-05-28 13:37:05,2015-10-22,2015-10-23,166.4867,643.0000,25.89,0,29.5,29.5,173.6004,1411.94,2443.75,-,-,-,C,-0.02,95.9,[]
Italy,IT,IT,2026-05-28 13:37:03,2015-10-21,2015-10-22,166.5162,643.0000,25.9,10.78,0,-10.8,173.6004,1411.94,2443.75,-,-,-,C,0.01,95.92,[]
Italy,IT,IT,2026-05-28 13:37:01,2015-10-20,2015-10-21,166.5054,643.0000,25.9,28.01,0,-28,173.6004,1411.94,2443.75,-,-,-,C,0.02,95.91,[]
Italy,IT,IT,2026-05-28 13:36:58,2015-10-19,2015-10-20,166.4774,643.0000,25.89,8.78,0,-8.8,173.6004,1411.94,2443.75,-,-,-,C,0.01,95.9,[]
Italy,IT,IT,2026-05-28 13:36:55,2015-10-18,2015-10-19,166.4686,643.0000,25.89,141.3,0,-141.3,173.6004,1411.94,2443.75,-,-,-,C,0.08,95.89,[]
Italy,IT,IT,2026-05-28 13:36:53,2015-10-17,2015-10-18,166.3273,643.0000,25.87,163.87,0,-163.9,173.6004,1411.94,2443.75,-,-,-,C,0.09,95.81,[]
Italy,IT,IT,2026-05-28 13:36:50,2015-10-16,2015-10-17,166.1634,643.0000,25.84,64.77,0,-64.8,173.6004,1411.94,2443.75,-,-,-,C,0.04,95.72,[]
Italy,IT,IT,2026-05-28 13:36:47,2015-10-15,2015-10-16,166.0987,643.0000,25.83,93.53,0,-93.5,173.6004,1411.94,2443.75,-,-,-,C,0.05,95.68,[]
Italy,IT,IT,2026-05-28 13:36:44,2015-10-14,2015-10-15,166.0051,643.0000,25.82,81.25,0,-81.2,173.6004,1411.94,2443.75,-,-,-,C,0.05,95.62,[]
Italy,IT,IT,2026-05-28 13:36:42,2015-10-13,2015-10-14,165.9239,643.0000,25.8,237.24,0,-237.2,173.6004,1411.94,2443.75,-,-,-,C,0.14,95.58,[]
Italy,IT,IT,2026-05-28 13:36:40,2015-10-12,2015-10-13,165.6866,643.0000,25.77,216.85,0,-216.8,173.6004,1411.94,2443.75,-,-,-,C,0.12,95.44,[]
Italy,IT,IT,2026-05-28 13:36:37,2015-10-11,2015-10-12,165.4698,643.0000,25.73,332.22,0,-332.2,173.6004,1411.94,2443.75,-,-,-,C,0.19,95.32,[]
Italy,IT,IT,2026-05-28 13:36:34,2015-10-10,2015-10-11,165.1376,643.0000,25.68,282.67,0,-282.7,173.6004,1411.94,2443.75,-,-,-,C,0.16,95.13,[]
Italy,IT,IT,2026-05-28 13:36:32,2015-10-09,2015-10-10,164.8549,643.0000,25.64,315.52,0,-315.5,173.6004,1411.94,2443.75,-,-,-,C,0.18,94.96,[]
Italy,IT,IT,2026-05-28 13:36:29,2015-10-08,2015-10-09,164.5394,643.0000,25.59,292.97,0,-293,173.6004,1411.94,2443.75,-,-,-,C,0.17,94.78,[]
Italy,IT,IT,2026-05-28 13:36:26,2015-10-07,2015-10-08,164.2464,643.0000,25.54,339.89,0,-339.9,173.6004,1411.94,2443.75,-,-,-,C,0.2,94.61,[]
Italy,IT,IT,2026-05-28 13:36:24,2015-10-06,2015-10-07,163.9065,643.0000,25.49,300.16,0,-300.2,173.6004,1411.94,2443.75,-,-,-,C,0.17,94.42,[]
Italy,IT,IT,2026-05-28 13:36:21,2015-10-05,2015-10-06,163.6064,643.0000,25.44,312.01,0,-312,173.6004,1411.94,2443.75,-,-,-,C,0.18,94.24,[]
Italy,IT,IT,2026-05-28 13:36:19,2015-10-04,2015-10-05,163.2944,643.0000,25.4,308.09,0,-308.1,173.6004,1411.94,2443.75,-,-,-,C,0.18,94.06,[]
Italy,IT,IT,2026-05-28 13:36:16,2015-10-03,2015-10-04,162.9863,643.0000,25.35,343.75,0,-343.8,173.6004,1411.94,2443.75,-,-,-,C,0.2,93.89,[]
Italy,IT,IT,2026-05-28 13:36:13,2015-10-02,2015-10-03,162.6425,643.0000,25.29,258.4,0,-258.4,173.6004,1411.94,2443.75,-,-,-,C,0.15,93.69,[]
Italy,IT,IT,2026-05-28 13:36:11,2015-10-01,2015-10-02,162.3841,643.0000,25.25,245.37,0,-245.4,173.6004,1411.94,2443.75,-,-,-,C,0.14,93.54,[]
Italy,IT,IT,2026-05-28 13:36:08,2015-09-30,2015-10-01,162.1388,643.0000,25.22,414.07,0,-414.1,173.6004,1411.94,2443.75,-,-,-,C,0.24,93.4,[]
Italy,IT,IT,2026-05-28 13:36:06,2015-09-29,2015-09-30,161.7247,643.0000,25.15,411.92,0,-411.9,173.6004,1411.94,2443.75,-,-,-,C,0.24,93.16,[]
Italy,IT,IT,2026-05-28 13:36:03,2015-09-28,2015-09-29,161.3128,643.0000,25.09,383.32,0,-383.3,173.6004,1411.94,2443.75,-,-,-,C,0.22,92.92,[]
Italy,IT,IT,2026-05-28 13:36:00,2015-09-27,2015-09-28,160.9294,643.0000,25.03,492.36,0,-492.4,173.6004,1411.94,2443.75,-,-,-,C,0.28,92.7,[]
Italy,IT,IT,2026-05-28 13:35:58,2015-09-26,2015-09-27,160.4371,643.0000,24.95,366.53,0,-366.5,173.6004,1411.94,2443.75,-,-,-,C,0.21,92.42,[]
Italy,IT,IT,2026-05-28 13:35:55,2015-09-25,2015-09-26,160.0706,643.0000,24.89,405.8,0,-405.8,173.6004,1411.94,2443.75,-,-,-,C,0.23,92.21,[]
Italy,IT,IT,2026-05-28 13:35:53,2015-09-24,2015-09-25,159.6648,643.0000,24.83,490.79,0,-490.8,173.6004,1411.94,2443.75,-,-,-,C,0.28,91.97,[]
Italy,IT,IT,2026-05-28 13:35:50,2015-09-23,2015-09-24,159.174,643.0000,24.75,375.58,0,-375.6,173.6004,1411.94,2443.75,-,-,-,C,0.22,91.69,[]
Italy,IT,IT,2026-05-28 13:35:48,2015-09-22,2015-09-23,158.7984,643.0000,24.7,208.23,0,-208.2,173.6004,1411.94,2443.75,-,-,-,C,0.12,91.47,[]
Italy,IT,IT,2026-05-28 13:35:45,2015-09-21,2015-09-22,158.5902,643.0000,24.66,411.86,0,-411.9,173.6004,1411.94,2443.75,-,-,-,C,0.24,91.35,[]
Italy,IT,IT,2026-05-28 13:35:43,2015-09-20,2015-09-21,158.1783,643.0000,24.6,533.61,0,-533.6,173.6004,1411.94,2443.75,-,-,-,C,0.31,91.12,[]
Italy,IT,IT,2026-05-28 13:35:41,2015-09-19,2015-09-20,157.6447,643.0000,24.52,522.63,0,-522.6,173.6004,1411.94,2443.75,-,-,-,C,0.3,90.81,[]
Italy,IT,IT,2026-05-28 13:35:38,2015-09-18,2015-09-19,157.1221,643.0000,24.44,511.18,0,-511.2,173.6004,1411.94,2443.75,-,-,-,C,0.29,90.51,[]
Italy,IT,IT,2026-05-28 13:35:36,2015-09-17,2015-09-18,156.6109,643.0000,24.36,418.59,0,-418.6,173.6004,1411.94,2443.75,-,-,-,C,0.24,90.21,[]
Italy,IT,IT,2026-05-28 13:35:33,2015-09-16,2015-09-17,156.1923,643.0000,24.29,454.77,0,-454.8,173.6004,1411.94,2443.75,-,-,-,C,0.26,89.97,[]
Italy,IT,IT,2026-05-28 13:35:31,2015-09-15,2015-09-16,155.7375,643.0000,24.22,493.92,0,-493.9,173.6004,1411.94,2443.75,-,-,-,C,0.28,89.71,[]
Italy,IT,IT,2026-05-28 13:35:28,2015-09-14,2015-09-15,155.2436,643.0000,24.14,487.77,0,-487.8,173.6004,1411.94,2443.75,-,-,-,C,0.28,89.43,[]
Italy,IT,IT,2026-05-28 13:35:25,2015-09-13,2015-09-14,154.7558,643.0000,24.07,585.88,0,-585.9,173.6004,1411.94,2443.75,-,-,-,C,0.34,89.14,[]
Italy,IT,IT,2026-05-28 13:35:23,2015-09-12,2015-09-13,154.17,643.0000,23.98,547.44,0,-547.4,173.6004,1411.94,2443.75,-,-,-,C,0.32,88.81,[]
Italy,IT,IT,2026-05-28 13:35:20,2015-09-11,2015-09-12,153.6225,643.0000,23.89,417.08,0,-417.1,173.6004,1411.94,2443.75,-,-,-,C,0.24,88.49,[]
Italy,IT,IT,2026-05-28 13:35:18,2015-09-10,2015-09-11,153.2054,643.0000,23.83,382.12,0,-382.1,173.6004,1411.94,2443.75,-,-,-,C,0.22,88.25,[]
Italy,IT,IT,2026-05-28 13:35:15,2015-09-09,2015-09-10,152.8233,643.0000,23.77,266.34,0,-266.3,173.6004,1411.94,2443.75,-,-,-,C,0.15,88.03,[]
Italy,IT,IT,2026-05-28 13:35:13,2015-09-08,2015-09-09,152.557,643.0000,23.73,336.24,0,-336.2,173.6004,1411.94,2443.75,-,-,-,C,0.19,87.88,[]
Italy,IT,IT,2026-05-28 13:35:10,2015-09-07,2015-09-08,152.2207,643.0000,23.67,410.69,0,-410.7,173.6004,1411.94,2443.75,-,-,-,C,0.24,87.68,[]
Italy,IT,IT,2026-05-28 13:35:08,2015-09-06,2015-09-07,151.8101,643.0000,23.61,676.79,0,-676.8,173.6004,1411.94,2443.75,-,-,-,C,0.39,87.45,[]
Italy,IT,IT,2026-05-28 13:35:05,2015-09-05,2015-09-06,151.1333,643.0000,23.5,580.57,0,-580.6,173.6004,1411.94,2443.75,-,-,-,C,0.33,87.06,[]
Italy,IT,IT,2026-05-28 13:35:01,2015-09-04,2015-09-05,150.5527,643.0000,23.41,415.75,0,-415.8,173.6004,1411.94,2443.75,-,-,-,C,0.24,86.72,[]
Italy,IT,IT,2026-05-28 13:34:58,2015-09-03,2015-09-04,150.1369,643.0000,23.35,394.12,0,-394.1,173.6004,1411.94,2443.75,-,-,-,C,0.23,86.48,[]
Italy,IT,IT,2026-05-28 13:34:56,2015-09-02,2015-09-03,149.7428,643.0000,23.29,336.04,0,-336,173.6004,1411.94,2443.75,-,-,-,C,0.19,86.26,[]
Italy,IT,IT,2026-05-28 13:34:53,2015-09-01,2015-09-02,149.4068,643.0000,23.24,227.44,0,-227.4,173.6004,1411.94,2443.75,-,-,-,C,0.13,86.06,[]
Italy,IT,IT,2026-05-28 13:34:50,2015-08-31,2015-09-01,149.1793,643.0000,23.2,297.35,0,-297.4,173.6004,1411.94,2443.75,-,-,-,C,0.17,85.93,[]
Italy,IT,IT,2026-05-28 13:34:48,2015-08-30,2015-08-31,148.882,643.0000,23.15,561.07,0,-561.1,173.6004,1411.94,2443.75,-,-,-,C,0.32,85.76,[]
Italy,IT,IT,2026-05-28 13:34:45,2015-08-29,2015-08-30,148.3209,643.0000,23.07,511.43,0,-511.4,173.6004,1411.94,2443.75,-,-,-,C,0.29,85.44,[]
Italy,IT,IT,2026-05-28 13:34:42,2015-08-28,2015-08-29,147.8095,643.0000,22.99,578.73,0,-578.7,173.6004,1411.94,2443.75,-,-,-,C,0.33,85.14,[]
Italy,IT,IT,2026-05-28 13:34:40,2015-08-27,2015-08-28,147.2308,643.0000,22.9,599.43,0,-599.4,173.6004,1411.94,2443.75,-,-,-,C,0.35,84.81,[]
Italy,IT,IT,2026-05-28 13:34:37,2015-08-26,2015-08-27,146.6313,643.0000,22.8,561.76,0,-561.8,173.6004,1411.94,2443.75,-,-,-,C,0.32,84.46,[]
Italy,IT,IT,2026-05-28 13:34:35,2015-08-25,2015-08-26,146.0696,643.0000,22.72,539.51,0,-539.5,173.6004,1411.94,2443.75,-,-,-,C,0.31,84.14,[]
Italy,IT,IT,2026-05-28 13:34:32,2015-08-24,2015-08-25,145.53,643.0000,22.63,531.41,0,-531.4,173.6004,1411.94,2443.75,-,-,-,C,0.31,83.83,[]
Italy,IT,IT,2026-05-28 13:34:29,2015-08-23,2015-08-24,144.9986,643.0000,22.55,544.36,0,-544.4,173.6004,1411.94,2443.75,-,-,-,C,0.31,83.52,[]
Italy,IT,IT,2026-05-28 13:34:27,2015-08-22,2015-08-23,144.4543,643.0000,22.47,572.38,0,-572.4,173.6004,1411.94,2443.75,-,-,-,C,0.33,83.21,[]
Italy,IT,IT,2026-05-28 13:34:24,2015-08-21,2015-08-22,143.8819,643.0000,22.38,720.13,0,-720.1,173.6004,1411.94,2443.75,-,-,-,C,0.41,82.88,[]
Italy,IT,IT,2026-05-28 13:34:22,2015-08-20,2015-08-21,143.1618,643.0000,22.26,653.21,0,-653.2,173.6004,1411.94,2443.75,-,-,-,C,0.38,82.47,[]
Italy,IT,IT,2026-05-28 13:34:19,2015-08-19,2015-08-20,142.5086,643.0000,22.16,608.44,0,-608.4,173.6004,1411.94,2443.75,-,-,-,C,0.35,82.09,[]
Italy,IT,IT,2026-05-28 13:34:16,2015-08-18,2015-08-19,141.9001,643.0000,22.07,753.11,0,-753.1,173.6004,1411.94,2443.75,-,-,-,C,0.43,81.74,[]
Italy,IT,IT,2026-05-28 13:34:14,2015-08-17,2015-08-18,141.147,643.0000,21.95,677.99,0,-678,173.6004,1411.94,2443.75,-,-,-,C,0.39,81.31,[]
Italy,IT,IT,2026-05-28 13:34:11,2015-08-16,2015-08-17,140.469,643.0000,21.85,636.08,0,-636.1,173.6004,1411.94,2443.75,-,-,-,C,0.37,80.92,[]
Italy,IT,IT,2026-05-28 13:34:08,2015-08-15,2015-08-16,139.8329,643.0000,21.75,709.99,0,-710,173.6004,1411.94,2443.75,-,-,-,C,0.41,80.55,[]
Italy,IT,IT,2026-05-28 13:34:05,2015-08-14,2015-08-15,139.123,643.0000,21.64,578.25,0,-578.3,173.6004,1411.94,2443.75,-,-,-,C,0.33,80.14,[]
Italy,IT,IT,2026-05-28 13:34:02,2015-08-13,2015-08-14,138.5447,643.0000,21.55,644.22,0,-644.2,173.6004,1411.94,2443.75,-,-,-,C,0.37,79.81,[]
Italy,IT,IT,2026-05-28 13:34:00,2015-08-12,2015-08-13,137.9005,643.0000,21.45,749.29,0,-749.3,173.6004,1411.94,2443.75,-,-,-,C,0.43,79.44,[]
Italy,IT,IT,2026-05-28 13:33:57,2015-08-11,2015-08-12,137.1512,643.0000,21.33,684.35,0,-684.4,173.6004,1411.94,2443.75,-,-,-,C,0.39,79,[]
Italy,IT,IT,2026-05-28 13:33:54,2015-08-10,2015-08-11,136.4668,643.0000,21.22,629.97,0,-630,173.6004,1411.94,2443.75,-,-,-,C,0.36,78.61,[]
