year,region,type,demand_GWh
2024,Campania,Saldo import/export,4690.844
2024,Campania,Fonti tradizionali,8185.187984433
2024,Emilia-Romagna,Fonti rinnovabili,5359.258981698
2024,Emilia-Romagna,Saldo import/export,8478.507
2024,Emilia-Romagna,Fonti tradizionali,16346.652933302
2024,Friuli-Venezia Giulia,Fonti tradizionali,3395.39851105
2024,Friuli-Venezia Giulia,Saldo import/export,3341.3887
2024,Friuli-Venezia Giulia,Fonti rinnovabili,1578.55823555
2024,Lazio,Fonti tradizionali,5044.732201321
2024,Lazio,Saldo import/export,13960.329
2024,Lazio,Fonti rinnovabili,3832.129648679
2024,Liguria,Fonti tradizionali,1468.856555163
2024,Liguria,Saldo import/export,4137.133
2024,Liguria,Fonti rinnovabili,514.264268837
2024,Lombardia,Saldo import/export,16770.428
2024,Lombardia,Fonti tradizionali,32275.960628253
2024,Lombardia,Fonti rinnovabili,7581.651883747
2024,Marche,Fonti tradizionali,475.6841637739999
2024,Marche,Fonti rinnovabili,1730.052761226
2024,Marche,Saldo import/export,5038.562
2024,Molise,Saldo import/export,-984.0914
2024,Molise,Fonti tradizionali,1415.820221189
2024,Molise,Fonti rinnovabili,1016.850138811
2024,Piemonte,Saldo import/export,-2409.194
2024,Piemonte,Fonti tradizionali,15689.25969009
2024,Piemonte,Fonti rinnovabili,4193.47218891
2024,Puglia,Fonti tradizionali,14785.550590128
2024,Puglia,Fonti rinnovabili,12353.048109872
2024,Puglia,Saldo import/export,-7347.151
2024,Sardegna,Fonti tradizionali,7824.16383411
2024,Sardegna,Saldo import/export,-3110.2715
2024,Sardegna,Fonti rinnovabili,4094.21014589
2024,Sicilia,Fonti rinnovabili,6971.920614924
2024,Sicilia,Saldo import/export,3427.954
2024,Sicilia,Fonti tradizionali,8576.368495076
2024,Toscana,Fonti rinnovabili,7201.457586632
2024,Toscana,Saldo import/export,4169.9536
2024,Toscana,Fonti tradizionali,7742.235083368
2024,Trentino-Alto Adige,Fonti rinnovabili,1005.2616128
2024,Trentino-Alto Adige,Fonti tradizionali,1377.8772752
2024,Trentino-Alto Adige,Saldo import/export,-7771.0156
2024,Umbria,Fonti tradizionali,1112.87013687
2024,Umbria,Fonti rinnovabili,860.20610823
2024,Umbria,Saldo import/export,2482.9746
2024,Valle d'Aosta,Fonti rinnovabili,50.464785
2024,Valle d'Aosta,Saldo import/export,-2798.0562
2024,Valle d'Aosta,Fonti tradizionali,56.077841
2024,Veneto,Saldo import/export,15720.918
2024,Veneto,Fonti tradizionali,7665.563831929
2024,Veneto,Fonti rinnovabili,4881.180661431
