time,time_label,geo,geo_label,unit,unit_label,siec,siec_label,nrg_bal,nrg_bal_label,freq,freq_label,OBS_VALUE
2017,2017,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,196.201
2018,2018,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,199.69
2019,2019,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,195.427
2020,2020,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,196.699
2021,2021,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,194.809
2022,2022,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,192.513
2023,2023,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,195.103
2024,2024,IT,Italy,THS_T,Thousand tonnes,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,198.913
2010,2010,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8030.447
2016,2016,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8294.239
2017,2017,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8712.051
2018,2018,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8838.323
2019,2019,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8688.799
2020,2020,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8760.307
2021,2021,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8694.038
2022,2022,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8607.556
2023,2023,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8743.864
2024,2024,IT,Italy,TJ,Terajoule,O4000,Oil and petroleum products,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8951.06
2010,2010,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,182.143
2016,2016,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,187.674
2017,2017,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,196.201
2018,2018,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,199.69
2019,2019,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,195.427
2020,2020,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,196.699
2021,2021,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,194.809
2022,2022,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,192.513
2023,2023,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,195.103
2024,2024,IT,Italy,THS_T,Thousand tonnes,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,198.913
2010,2010,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8378.578
2016,2016,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8633.004
2017,2017,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,9025.246
2018,2018,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,9185.74
2019,2019,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8989.642
2020,2020,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,9048.154
2021,2021,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8961.205
2022,2022,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8855.58
2023,2023,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,8974.723
2024,2024,IT,Italy,TJ,Terajoule,O4630,Liquefied petroleum gases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,9149.986
2010,2010,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2016,2016,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2017,2017,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2018,2018,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2019,2019,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2020,2020,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2021,2021,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2022,2022,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2023,2023,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2024,2024,IT,Italy,THS_T,Thousand tonnes,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2010,2010,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2016,2016,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2017,2017,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2018,2018,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2019,2019,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2020,2020,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2021,2021,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2022,2022,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2023,2023,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2024,2024,IT,Italy,TJ,Terajoule,O4669,Other kerosene,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2010,2010,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2016,2016,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2017,2017,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2018,2018,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2019,2019,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2020,2020,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2021,2021,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2022,2022,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2023,2023,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2024,2024,IT,Italy,THS_T,Thousand tonnes,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2010,2010,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2016,2016,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2017,2017,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2018,2018,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2019,2019,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2020,2020,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2021,2021,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2022,2022,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2023,2023,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2024,2024,IT,Italy,TJ,Terajoule,O4671,Gas oil and diesel oil,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2010,2010,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2114.643
2016,2016,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2040.618
2017,2017,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2236.524
2018,2018,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2066.338
2019,2019,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2062.665
2020,2020,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,1982.768
2021,2021,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,2197.514
2022,2022,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,1834.475
2023,2023,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,1633.535
2024,2024,IT,Italy,TJ,Terajoule,R5110-5150_W6000RI,Primary solid biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,1546.977
2010,2010,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2016,2016,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2017,2017,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2018,2018,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2019,2019,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2020,2020,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2021,2021,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2022,2022,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2023,2023,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2024,2024,IT,Italy,TJ,Terajoule,R5300,Biogases,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2010,2010,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3870.243
2016,2016,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3888.618
2017,2017,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3899.724
2018,2018,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3960.908
2019,2019,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,4047.694
2020,2020,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,4391.113
2021,2021,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,4222.583
2022,2022,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3544.46
2023,2023,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3703.234
2024,2024,IT,Italy,TJ,Terajoule,RA000,Renewables and biofuels,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,3438.067
2010,2010,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2011,2011,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2012,2012,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2013,2013,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2014,2014,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
2015,2015,IT,Italy,TJ,Terajoule,RA410,Solar thermal,FC_OTH_HH_E_CK,Final consumption - other sectors - households - energy use - cooking,A,Annual,0.0
