indicator,slug,year,value,country
SP.DYN.LE00.IN,life_expectancy,1980,73.9431707317073,IT
SP.DYN.LE00.IN,life_expectancy,1979,74.0026829268293,IT
SP.DYN.LE00.IN,life_expectancy,1978,73.6931707317073,IT
SP.DYN.LE00.IN,life_expectancy,1977,73.3646341463415,IT
SP.DYN.LE00.IN,life_expectancy,1976,72.9919512195122,IT
SP.DYN.LE00.IN,life_expectancy,1975,72.6473170731708,IT
SP.DYN.LE00.IN,life_expectancy,1974,72.7343902439025,IT
SP.DYN.LE00.IN,life_expectancy,1973,72.0263414634146,IT
SP.DYN.LE00.IN,life_expectancy,1972,72.0753658536586,IT
SP.DYN.LE00.IN,life_expectancy,1971,71.8068292682927,IT
SP.DYN.LE00.IN,life_expectancy,1970,71.5587804878049,IT
SP.DYN.LE00.IN,life_expectancy,1969,70.8119512195122,IT
SP.DYN.LE00.IN,life_expectancy,1968,70.78,IT
SP.DYN.LE00.IN,life_expectancy,1967,70.9565853658537,IT
SP.DYN.LE00.IN,life_expectancy,1966,70.9260975609756,IT
SP.DYN.LE00.IN,life_expectancy,1965,70.1717073170732,IT
SP.DYN.LE00.IN,life_expectancy,1964,70.3117073170732,IT
SP.DYN.LE00.IN,life_expectancy,1963,69.2480487804878,IT
SP.DYN.LE00.IN,life_expectancy,1962,69.149756097561,IT
SP.DYN.LE00.IN,life_expectancy,1961,69.760243902439,IT
SP.DYN.LE00.IN,life_expectancy,1960,69.1239024390244,IT
AG.LND.TOTL.K2,land_area_km2,2025,,IT
AG.LND.TOTL.K2,land_area_km2,2024,,IT
AG.LND.TOTL.K2,land_area_km2,2023,295720.0,IT
AG.LND.TOTL.K2,land_area_km2,2022,295720.0,IT
AG.LND.TOTL.K2,land_area_km2,2021,295717.0,IT
AG.LND.TOTL.K2,land_area_km2,2020,295717.0,IT
AG.LND.TOTL.K2,land_area_km2,2019,295717.0,IT
AG.LND.TOTL.K2,land_area_km2,2018,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2017,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2016,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2015,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2014,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2013,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2012,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2011,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2010,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2009,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2008,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2007,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2006,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2005,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2004,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2003,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2002,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2001,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,2000,295718.0,IT
AG.LND.TOTL.K2,land_area_km2,1999,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1998,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1997,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1996,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1995,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1994,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1993,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1992,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1991,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1990,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1989,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1988,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1987,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1986,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1985,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1984,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1983,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1982,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1981,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1980,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1979,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1978,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1977,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1976,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1975,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1974,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1973,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1972,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1971,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1970,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1969,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1968,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1967,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1966,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1965,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1964,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1963,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1962,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1961,294110.0,IT
AG.LND.TOTL.K2,land_area_km2,1960,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2025,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2024,5136.67702163416,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2023,5047.46897034285,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2022,5215.69012140866,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2021,5290.22854904133,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2020,4969.24141417202,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2019,5260.0173104957,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2018,5271.10301261309,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2017,5248.5196722283,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2016,5124.17628393394,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2015,5141.22581411583,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2014,5041.25390970633,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2013,5152.52344519454,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2012,5339.31453521805,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2011,5455.30956726508,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2010,5443.93561106348,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2009,5326.90087460336,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2008,5720.55808175824,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2007,5772.90104999388,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2006,5807.89053590384,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2005,5711.65465480737,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2004,5673.94660654972,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2003,5644.03493959078,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2002,5536.7310293337,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2001,5406.20079537033,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,2000,5299.85647879422,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1999,5079.49240636916,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1998,4955.721943958,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1997,4791.28524594636,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1996,4658.70015661723,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1995,4597.89259796184,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1994,4439.31925254295,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1993,4303.64531166439,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1992,4310.53796825883,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1991,4224.74010554292,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1990,4144.90744234232,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1989,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1988,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1987,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1986,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1985,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1984,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1983,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1982,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1981,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1980,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1979,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1978,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1977,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1976,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1975,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1974,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1973,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1972,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1971,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1970,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1969,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1968,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1967,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1966,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1965,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1964,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1963,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1962,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1961,,IT
EG.USE.ELEC.KH.PC,electric_power_consumption_pc,1960,,IT
