indicator_id,date,value,countryiso3code,unit,obs_status,indicator_name
EG.USE.PCAP.KG.OE,1992,2627.54011715057,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1991,2645.87384365211,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1990,2584.07898755354,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1989,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1988,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1987,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1986,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1985,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1984,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1983,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1982,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1981,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1980,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1979,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1978,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1977,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1976,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1975,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1974,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1973,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1972,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1971,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1970,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1969,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1968,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1967,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1966,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1965,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1964,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1963,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1962,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1961,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.USE.PCAP.KG.OE,1960,,ITA,,,Energy use (kg of oil equivalent per capita)
EG.IMP.CONS.ZS,2025,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2024,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2023,79.59805806701,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2022,83.6290340580981,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2021,76.6329781818496,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2020,76.8695186600949,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2019,82.2279640302359,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2018,80.9707217224841,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2017,81.1780064494272,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2016,80.4850506548451,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2015,79.5879551148895,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2014,78.3881613742621,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2013,79.2945394918256,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2012,81.8390323727707,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2011,84.1225458006764,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2010,85.4618786500618,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2009,83.3030445890869,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2008,85.491305751847,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2007,85.6775303732499,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2006,88.4757014724615,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2005,85.7235768898601,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2004,86.7924296664505,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2003,85.3649353296641,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2002,87.9148588781137,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2001,85.4335353165297,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,2000,88.8679040891303,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1999,85.0464120461185,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1998,84.200323646416,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1997,82.9194722222962,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1996,84.1061705655149,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1995,84.3318601044953,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1994,83.1214168207048,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1993,82.7717440707131,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1992,86.4251191415696,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1991,84.2643033136524,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1990,86.8342484364381,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1989,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1988,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1987,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1986,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1985,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1984,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1983,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1982,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1981,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1980,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1979,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1978,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1977,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1976,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1975,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1974,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1973,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1972,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1971,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1970,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1969,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1968,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1967,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1966,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1965,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1964,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1963,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1962,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1961,,ITA,,,"Energy imports, net (% of energy use)"
EG.IMP.CONS.ZS,1960,,ITA,,,"Energy imports, net (% of energy use)"
