year,region,province,activity,class,consumption_GWh
2021,Marche,Ancona,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,86.023064
2021,Marche,Ancona,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,12.522343
2021,Marche,Ancona,Manifatturiera,Industrie tessili,2.315101
2021,Marche,Ancona,Manifatturiera,Fabbricazione di articoli in pelle e simili,5.407176
2021,Marche,Ancona,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1.760036
2021,Marche,Ancona,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,22.299304
2021,Marche,Ancona,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",7.930683
2021,Marche,Ancona,Manifatturiera,Fabbricazione di prodotti chimici,9.703684
2021,Marche,Ancona,Manifatturiera,Industrie alimentari,73.854604
2021,Marche,Ancona,Manifatturiera,Fabbricazione di carta e di prodotti di carta,134.05102
2021,Marche,Ancona,Costruzioni,Lavori di costruzione specializzati,11.120972
2021,Marche,Ancona,Manifatturiera,Industria del tabacco,0.394984
2021,Marche,Ancona,Estrazione,Estrazione di carbone (esclusa torba),6.391459
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,31.331886
2021,Marche,Ascoli Piceno,Estrazione,Attività dei servizi di supporto all'estrazione,0.000241
2021,Marche,Ascoli Piceno,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",3.823274
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di prodotti chimici,49.503914
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,1.583336
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,21.189883
2021,Marche,Ascoli Piceno,Manifatturiera,Industrie alimentari,76.502704
2021,Marche,Ascoli Piceno,Costruzioni,Lavori di costruzione specializzati,2.112696
2021,Marche,Ascoli Piceno,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,2.829114
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di articoli in pelle e simili,6.087881
2021,Marche,Ascoli Piceno,Estrazione,Altre attività di estrazione di minerali da cave e miniere,0.480484
2021,Marche,Ascoli Piceno,Manifatturiera,Stampa e riproduzione di supporti registrati,1.725345
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),36.194499
2021,Marche,Ascoli Piceno,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.0
2021,Marche,Ascoli Piceno,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",18.722434
2021,Marche,Ascoli Piceno,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,3.745576
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di altri mezzi di trasporto,0.260394
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di mobili,5.929438
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,22.922762
2021,Marche,Ascoli Piceno,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1.260184
2021,Marche,Ascoli Piceno,Manifatturiera,Industria delle bevande,2.891043
2021,Marche,Ascoli Piceno,Estrazione,Estrazione di carbone (esclusa torba),0.013202
2021,Marche,Ascoli Piceno,Estrazione,Estrazione di petrolio greggio e di gas naturale,0.02865
2021,Marche,Ascoli Piceno,Manifatturiera,Altre industrie manifatturiere,10.772254
2021,Marche,Ascoli Piceno,Costruzioni,Ingegneria civile,0.175851
2021,Marche,Ascoli Piceno,Manifatturiera,Industria del tabacco,0.0
2021,Marche,Ascoli Piceno,Manifatturiera,Metallurgia,3.361672
2021,Marche,Ascoli Piceno,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",2.153016
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,3.834804
2021,Marche,Ascoli Piceno,Fornitura di acqua,Gestione delle reti fognarie,2.806716
2021,Marche,Ascoli Piceno,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",11.488972
2021,Marche,Ascoli Piceno,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,2.945576
2021,Marche,Ascoli Piceno,,,0.0
2021,Marche,Ascoli Piceno,Manifatturiera,Fabbricazione di carta e di prodotti di carta,8.714569
2021,Marche,Ascoli Piceno,Manifatturiera,Industrie tessili,3.469383
2021,Marche,Ascoli Piceno,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",11.303821
2021,Marche,Ascoli Piceno,Costruzioni,Costruzione di edifici,2.949497
2021,Marche,Fermo,Estrazione,Attività dei servizi di supporto all'estrazione,0.000203
2021,Marche,Fermo,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,0.007722
2021,Marche,Fermo,Estrazione,Estrazione di minerali metalliferi non ferrosi,8.1e-05
2021,Marche,Fermo,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,3.383206
2021,Marche,Fermo,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",3.571846
2021,Marche,Fermo,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,41.794089
2021,Marche,Fermo,,,0.0
2021,Marche,Fermo,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,1.57287
2021,Marche,Fermo,Costruzioni,Ingegneria civile,0.536952
2021,Marche,Fermo,Estrazione,Altre attività di estrazione di minerali da cave e miniere,0.055466
2021,Marche,Fermo,Manifatturiera,Fabbricazione di articoli in pelle e simili,63.370979
2021,Marche,Fermo,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",0.096405
2021,Marche,Fermo,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),21.866957
2021,Marche,Fermo,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",9.789704
2021,Marche,Fermo,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Marche,Fermo,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,4.981078
2021,Marche,Fermo,Manifatturiera,Fabbricazione di altri mezzi di trasporto,0.193684
2021,Marche,Fermo,Manifatturiera,Industria del tabacco,0.003205
2021,Marche,Fermo,Manifatturiera,Metallurgia,0.613515
2021,Marche,Fermo,Manifatturiera,Industrie tessili,1.158697
2021,Marche,Fermo,Fornitura di acqua,Gestione delle reti fognarie,0.006193
2021,Marche,Fermo,Costruzioni,Costruzione di edifici,0.992465
2021,Marche,Fermo,Costruzioni,Lavori di costruzione specializzati,4.516087
2021,Marche,Fermo,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,2.085327
2021,Marche,Fermo,Manifatturiera,Fabbricazione di mobili,0.733131
2021,Marche,Fermo,Estrazione,Estrazione di carbone (esclusa torba),0.0
2021,Marche,Fermo,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",1.313684
2021,Marche,Fermo,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,0.494273
2021,Marche,Fermo,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,2.285168
2021,Marche,Fermo,Manifatturiera,Industria delle bevande,0.28391
2021,Marche,Fermo,Manifatturiera,Fabbricazione di prodotti chimici,11.607803
2021,Marche,Fermo,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1.243953
2021,Marche,Fermo,Manifatturiera,Altre industrie manifatturiere,0.916581
2021,Marche,Fermo,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",2.211522
2021,Marche,Fermo,Manifatturiera,Stampa e riproduzione di supporti registrati,1.367454
2021,Marche,Fermo,Manifatturiera,Industrie alimentari,19.516312
2021,Marche,Fermo,Estrazione,Estrazione di petrolio greggio e di gas naturale,1.086048
2021,Marche,Fermo,Manifatturiera,Fabbricazione di carta e di prodotti di carta,5.042395
2021,Marche,Macerata,Manifatturiera,Fabbricazione di carta e di prodotti di carta,92.651463
2021,Marche,Macerata,Manifatturiera,Industrie tessili,1.99898
2021,Marche,Macerata,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Marche,Macerata,Estrazione,Estrazione di carbone (esclusa torba),0.004637
2021,Marche,Macerata,Fornitura di acqua,Gestione delle reti fognarie,1.399969
2021,Marche,Macerata,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,6.446124
2021,Marche,Macerata,Manifatturiera,Metallurgia,60.930226
2021,Marche,Macerata,Manifatturiera,Industria del tabacco,0.014953
2021,Marche,Macerata,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",3.462282
2021,Marche,Macerata,Costruzioni,Ingegneria civile,1.278815
2021,Marche,Macerata,Manifatturiera,Fabbricazione di prodotti chimici,19.014117
2021,Marche,Macerata,Manifatturiera,Fabbricazione di mobili,33.903211
2021,Marche,Macerata,Costruzioni,Costruzione di edifici,3.4246
2021,Marche,Macerata,Manifatturiera,Fabbricazione di altri mezzi di trasporto,0.312547
2021,Marche,Macerata,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,16.042481
2021,Marche,Macerata,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,9.601802
2021,Marche,Macerata,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",3.693581
2021,Marche,Macerata,Manifatturiera,Fabbricazione di articoli in pelle e simili,52.585575
2021,Marche,Macerata,,,0.0
2021,Marche,Macerata,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),51.858194
2021,Marche,Macerata,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,0.368642
2021,Marche,Macerata,Costruzioni,Lavori di costruzione specializzati,3.964137
2021,Marche,Macerata,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,25.464594
2021,Marche,Macerata,Manifatturiera,Industrie alimentari,40.057549
2021,Marche,Macerata,Estrazione,Estrazione di petrolio greggio e di gas naturale,0.000325
2021,Marche,Macerata,Manifatturiera,Altre industrie manifatturiere,15.599645
2021,Marche,Macerata,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,0.689477
2021,Marche,Macerata,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.002674
2021,Marche,Macerata,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",24.518792
2021,Marche,Macerata,Manifatturiera,Industria delle bevande,3.455453
2021,Marche,Macerata,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,8.322625
2021,Marche,Macerata,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",12.007899
2021,Marche,Macerata,Estrazione,Altre attività di estrazione di minerali da cave e miniere,0.797024
2021,Marche,Macerata,Estrazione,Attività dei servizi di supporto all'estrazione,0.019542
2021,Marche,Macerata,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",11.404529
2021,Marche,Macerata,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,74.832442
2021,Marche,Macerata,Manifatturiera,Stampa e riproduzione di supporti registrati,5.180508
2021,Marche,Macerata,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",0.334074
2021,Marche,Pesaro E Urbino,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,23.343392
2021,Marche,Pesaro E Urbino,Estrazione,Attività dei servizi di supporto all'estrazione,0.015434
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di articoli in pelle e simili,0.802757
2021,Marche,Pesaro E Urbino,Manifatturiera,Stampa e riproduzione di supporti registrati,4.098507
2021,Marche,Pesaro E Urbino,Fornitura di acqua,Gestione delle reti fognarie,0.153764
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,44.055166
2021,Marche,Pesaro E Urbino,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",24.885302
2021,Marche,Pesaro E Urbino,Manifatturiera,Metallurgia,146.418142
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,27.439524
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),139.923319
2021,Marche,Pesaro E Urbino,Manifatturiera,Industrie tessili,10.242807
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,0.030155
2021,Marche,Pesaro E Urbino,Costruzioni,Costruzione di edifici,2.860152
2021,Marche,Pesaro E Urbino,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.0
2021,Marche,Pesaro E Urbino,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",12.128386
2021,Marche,Pesaro E Urbino,Manifatturiera,Altre industrie manifatturiere,2.14945
2021,Marche,Pesaro E Urbino,Manifatturiera,Industria delle bevande,7.049414
2021,Marche,Pesaro E Urbino,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",3.112603
2021,Marche,Pesaro E Urbino,Manifatturiera,Industria del tabacco,0.0
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di carta e di prodotti di carta,5.837759
2021,Marche,Pesaro E Urbino,,,0.0
2021,Marche,Pesaro E Urbino,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,5.69215
2021,Marche,Pesaro E Urbino,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1.23474
2021,Marche,Pesaro E Urbino,Manifatturiera,Industrie alimentari,46.482203
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di mobili,145.726868
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,113.005606
2021,Marche,Pesaro E Urbino,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",0.974777
2021,Marche,Pesaro E Urbino,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,0.212457
2021,Marche,Pesaro E Urbino,Estrazione,Altre attività di estrazione di minerali da cave e miniere,2.295075
2021,Marche,Pesaro E Urbino,Estrazione,Estrazione di petrolio greggio e di gas naturale,2.992711
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di prodotti chimici,8.441958
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,22.402042
2021,Marche,Pesaro E Urbino,Costruzioni,Ingegneria civile,0.341454
2021,Marche,Pesaro E Urbino,Costruzioni,Lavori di costruzione specializzati,10.411066
2021,Marche,Pesaro E Urbino,Estrazione,Estrazione di carbone (esclusa torba),0.086026
2021,Marche,Pesaro E Urbino,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",3.234978
2021,Marche,Pesaro E Urbino,Manifatturiera,Fabbricazione di altri mezzi di trasporto,8.218434
2021,Molise,Campobasso,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,1.756454
2021,Molise,Campobasso,Costruzioni,Lavori di costruzione specializzati,4.116303
2021,Molise,Campobasso,Manifatturiera,Industria delle bevande,2.555319
2021,Molise,Campobasso,,,0.0
2021,Molise,Campobasso,Estrazione,Altre attività di estrazione di minerali da cave e miniere,2.055154
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,0.51457
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di prodotti chimici,29.430256
2021,Molise,Campobasso,Manifatturiera,Stampa e riproduzione di supporti registrati,0.2023
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,8.926527
2021,Molise,Campobasso,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",113.390396
2021,Molise,Campobasso,Manifatturiera,Metallurgia,0.035751
2021,Molise,Campobasso,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",70.608247
2021,Molise,Campobasso,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.0
2021,Molise,Campobasso,Estrazione,Estrazione di minerali metalliferi,2.3e-05
2021,Molise,Campobasso,Costruzioni,Ingegneria civile,1.937298
2021,Molise,Campobasso,Costruzioni,Costruzione di edifici,2.54458
2021,Molise,Campobasso,Manifatturiera,Industria del tabacco,0.013626
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di altri mezzi di trasporto,0.090176
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,1.607968
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di carta e di prodotti di carta,14.1209
2021,Molise,Campobasso,Manifatturiera,Industrie tessili,0.019969
2021,Molise,Campobasso,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",1.272751
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,37.546187
2021,Molise,Campobasso,Estrazione,Attività dei servizi di supporto all'estrazione,0.139365
2021,Molise,Campobasso,Manifatturiera,Industrie alimentari,80.836703
2021,Molise,Campobasso,Estrazione,Estrazione di petrolio greggio e di gas naturale,1.353857
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),6.751777
2021,Molise,Campobasso,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",3.242449
2021,Molise,Campobasso,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",8.738251
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di articoli in pelle e simili,0.109015
2021,Molise,Campobasso,Fornitura di acqua,Gestione delle reti fognarie,0.073913
2021,Molise,Campobasso,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",0.343949
2021,Molise,Campobasso,Manifatturiera,Altre industrie manifatturiere,0.418355
2021,Molise,Campobasso,Estrazione,Estrazione di carbone (esclusa torba),0.050466
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,50.886984
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di mobili,1.818465
2021,Molise,Campobasso,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,41.77114
2021,Molise,Campobasso,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,1.403104
2021,Molise,Isernia,Costruzioni,Ingegneria civile,0.389673
2021,Molise,Isernia,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,138.87105
2021,Molise,Isernia,Manifatturiera,Industrie alimentari,17.274729
2021,Molise,Isernia,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,0.109867
2021,Molise,Isernia,Costruzioni,Costruzione di edifici,0.864087
2021,Molise,Isernia,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,0.06528
2021,Molise,Isernia,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),1.698552
2021,Molise,Isernia,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Molise,Isernia,Manifatturiera,Stampa e riproduzione di supporti registrati,0.410141
2021,Molise,Isernia,Manifatturiera,Fabbricazione di carta e di prodotti di carta,1.643412
2021,Molise,Isernia,Manifatturiera,Industrie tessili,0.019983
2021,Molise,Isernia,Estrazione,Attività dei servizi di supporto all'estrazione,0.0
2021,Molise,Isernia,Manifatturiera,Industria delle bevande,5.223055
2021,Molise,Isernia,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",4.967246
2021,Molise,Isernia,Manifatturiera,Metallurgia,4.903588
2021,Molise,Isernia,Estrazione,Altre attività di estrazione di minerali da cave e miniere,0.008331
2021,Molise,Isernia,Costruzioni,Lavori di costruzione specializzati,0.408698
2021,Molise,Isernia,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",0.495839
2021,Molise,Isernia,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,0.569194
2021,Molise,Isernia,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",17.091893
2021,Molise,Isernia,Manifatturiera,Fabbricazione di articoli in pelle e simili,0.005455
2021,Molise,Isernia,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,0.126294
2021,Molise,Isernia,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,12.748187
2021,Molise,Isernia,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",0.780475
2021,Molise,Isernia,Manifatturiera,Fabbricazione di mobili,0.239304
2021,Molise,Isernia,,,0.0
2021,Molise,Isernia,Estrazione,Estrazione di carbone (esclusa torba),0.0
2021,Molise,Isernia,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",1.097463
2021,Molise,Isernia,Manifatturiera,Fabbricazione di prodotti chimici,7.966672
2021,Molise,Isernia,Manifatturiera,Fabbricazione di altri mezzi di trasporto,0.17042
2021,Molise,Isernia,Manifatturiera,Altre industrie manifatturiere,2.642655
2021,Molise,Isernia,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,4.96317
2021,Molise,Isernia,Manifatturiera,Industria del tabacco,0.0
2021,Molise,Isernia,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,1.062642
2021,Molise,Isernia,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",0.315026
2021,Molise,Isernia,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.0
2021,Molise,Isernia,Estrazione,Estrazione di petrolio greggio e di gas naturale,0.000539
2021,Molise,Isernia,Fornitura di acqua,Gestione delle reti fognarie,1.374186
2021,Piemonte,Alessandria,Manifatturiera,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,3.815822
2021,Piemonte,Alessandria,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",3.097037
2021,Piemonte,Alessandria,Manifatturiera,Altre industrie manifatturiere,27.404164
2021,Piemonte,Alessandria,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",4.796641
2021,Piemonte,Alessandria,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Piemonte,Alessandria,Estrazione,Estrazione di carbone (esclusa torba),0.51641
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di prodotti chimici,271.442477
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,12.990499
2021,Piemonte,Alessandria,Fornitura di acqua,"Raccolta, trattamento e fornitura di acqua",49.553124
2021,Piemonte,Alessandria,Costruzioni,Ingegneria civile,33.204792
2021,Piemonte,Alessandria,Estrazione,Estrazione di minerali metalliferi non ferrosi,0.007692
2021,Piemonte,Alessandria,Costruzioni,Costruzione di edifici,3.709264
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,35.563353
2021,Piemonte,Alessandria,Manifatturiera,Industrie alimentari,333.892357
2021,Piemonte,Alessandria,Estrazione,Estrazione di petrolio greggio e di gas naturale,0.001686
2021,Piemonte,Alessandria,Costruzioni,Lavori di costruzione specializzati,12.394188
2021,Piemonte,Alessandria,Estrazione,Attività dei servizi di supporto all'estrazione,0.020219
2021,Piemonte,Alessandria,Fornitura di acqua,Gestione delle reti fognarie,0.587678
2021,Piemonte,Alessandria,Manifatturiera,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1.363099
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di macchinari ed apparecchiature nca,20.882062
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di altri mezzi di trasporto,1.043848
2021,Piemonte,Alessandria,,,0.0
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di articoli in gomma e materie plastiche,281.851551
2021,Piemonte,Alessandria,Manifatturiera,Metallurgia,369.071309
2021,Piemonte,Alessandria,Manifatturiera,Industrie tessili,1.38904
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),59.814526
2021,Piemonte,Alessandria,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",30.533675
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di mobili,1.218492
2021,Piemonte,Alessandria,Manifatturiera,Stampa e riproduzione di supporti registrati,4.096001
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,49.572075
2021,Piemonte,Alessandria,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",22.011312
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di articoli in pelle e simili,0.416578
2021,Piemonte,Alessandria,Manifatturiera,Industria del tabacco,0.007011
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,6.867037
2021,Piemonte,Alessandria,Manifatturiera,Industria delle bevande,14.953351
2021,Piemonte,Alessandria,Estrazione,Altre attività di estrazione di minerali da cave e miniere,3.810972
2021,Piemonte,Alessandria,Manifatturiera,Fabbricazione di carta e di prodotti di carta,40.044285
2021,Piemonte,Alessandria,Manifatturiera,Industria del legno e dei prodotti in legno e sughero (esclusi i mobili); fabbricazione di articoli in paglia e materiali da intreccio,28.40772
2021,Piemonte,Asti,Manifatturiera,Fabbricazione di carta e di prodotti di carta,5.544549
2021,Piemonte,Asti,Manifatturiera,Stampa e riproduzione di supporti registrati,1.955826
2021,Piemonte,Asti,Manifatturiera,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",15.404452
2021,Piemonte,Asti,Costruzioni,Ingegneria civile,0.536391
2021,Piemonte,Asti,Manifatturiera,"Fabbricazione di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e di orologi",2.258912
2021,Piemonte,Asti,Manifatturiera,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),82.281059
2021,Piemonte,Asti,Estrazione,Estrazione di minerali metalliferi,0.0
2021,Piemonte,Asti,Fornitura di energia,"Produzione, trasmissione e distribuzione di energia elettrica",26.787923
2021,Piemonte,Asti,Fornitura di acqua,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",11.328117
2021,Piemonte,Asti,Manifatturiera,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,17.308358
