year,region,province,activity,class,consumption_GWh
2017,Sicilia,Enna,Energia ed acqua,Raffinazione e cokerie,0.003248
2017,Sicilia,Enna,Manifatturiera di base,Materiali da costruzione,2.948113
2017,Sicilia,Enna,Manifatturiera di base,Cartaria,0.240924
2017,Sicilia,Enna,Manifatturiera non di base,Mezzi di trasporto,0.290961
2017,Sicilia,Enna,Manifatturiera di base,Chimica,0.250354
2017,Sicilia,Enna,Manifatturiera di base,Metalli non ferrosi,0.033609
2017,Sicilia,Enna,Energia ed acqua,Acquedotti,18.034206
2017,Sicilia,Enna,Energia ed acqua,Elettricità e gas,3.939455
2017,Sicilia,Enna,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.912231
2017,Sicilia,Enna,,,0.0
2017,Sicilia,Enna,Manifatturiera di base,Siderurgica,0.017418
2017,Sicilia,Enna,Manifatturiera non di base,Alimentare,6.399104
2017,Sicilia,Enna,Manifatturiera non di base,Meccanica,2.388298
2017,Sicilia,Enna,Manifatturiera non di base,Lavorazione plastica e gomma,8.764092
2017,Sicilia,Enna,,,1.637124
2017,Sicilia,Enna,Manifatturiera non di base,Altre manifatturiere,1.825971
2017,Sicilia,Enna,Manifatturiera non di base,Legno e mobilio,0.418678
2017,Sicilia,Messina,Manifatturiera non di base,Lavorazione plastica e gomma,41.336386
2017,Sicilia,Messina,Manifatturiera non di base,Alimentare,48.655703
2017,Sicilia,Messina,Manifatturiera non di base,Mezzi di trasporto,9.960604
2017,Sicilia,Messina,Manifatturiera di base,Siderurgica,24.159541
2017,Sicilia,Messina,Manifatturiera non di base,Meccanica,15.339553
2017,Sicilia,Messina,Energia ed acqua,Raffinazione e cokerie,769.322218
2017,Sicilia,Messina,Energia ed acqua,Elettricità e gas,0.467113
2017,Sicilia,Messina,Manifatturiera di base,Metalli non ferrosi,0.328084
2017,Sicilia,Messina,,,6.97999
2017,Sicilia,Messina,Manifatturiera non di base,Legno e mobilio,3.943354
2017,Sicilia,Messina,Energia ed acqua,Estrazione combustibili,0.388749
2017,Sicilia,Messina,Manifatturiera di base,Chimica,30.840133
2017,Sicilia,Messina,Manifatturiera non di base,"Tessile, abbigl. e calzature",2.158397
2017,Sicilia,Messina,Energia ed acqua,Acquedotti,73.420667
2017,Sicilia,Messina,Manifatturiera di base,Cartaria,4.303085
2017,Sicilia,Messina,Manifatturiera non di base,Altre manifatturiere,1.463714
2017,Sicilia,Messina,,,0.0
2017,Sicilia,Messina,Manifatturiera di base,Materiali da costruzione,19.585903
2017,Sicilia,Palermo,Manifatturiera non di base,Meccanica,26.954059
2017,Sicilia,Palermo,Manifatturiera non di base,Altre manifatturiere,3.352526
2017,Sicilia,Palermo,,,19.243211
2017,Sicilia,Palermo,,,0.0
2017,Sicilia,Palermo,Manifatturiera non di base,Mezzi di trasporto,13.15117
2017,Sicilia,Palermo,Energia ed acqua,Elettricità e gas,8.579735
2017,Sicilia,Palermo,Manifatturiera di base,Metalli non ferrosi,0.702604
2017,Sicilia,Palermo,Manifatturiera non di base,Lavorazione plastica e gomma,5.023243
2017,Sicilia,Palermo,Manifatturiera di base,Chimica,4.203053
2017,Sicilia,Palermo,Manifatturiera di base,Materiali da costruzione,84.316233
2017,Sicilia,Palermo,Energia ed acqua,Estrazione combustibili,0.296877
2017,Sicilia,Palermo,Energia ed acqua,Acquedotti,127.603836
2017,Sicilia,Palermo,Manifatturiera non di base,"Tessile, abbigl. e calzature",3.345481
2017,Sicilia,Palermo,Manifatturiera di base,Siderurgica,0.132668
2017,Sicilia,Palermo,Manifatturiera non di base,Legno e mobilio,4.947131
2017,Sicilia,Palermo,Manifatturiera di base,Cartaria,6.256206
2017,Sicilia,Palermo,Energia ed acqua,Raffinazione e cokerie,1.42886
2017,Sicilia,Palermo,Manifatturiera non di base,Alimentare,73.130175
2017,Sicilia,Ragusa,,,7.649289
2017,Sicilia,Ragusa,Manifatturiera non di base,Mezzi di trasporto,1.606737
2017,Sicilia,Ragusa,Manifatturiera non di base,Meccanica,15.945323
2017,Sicilia,Ragusa,Energia ed acqua,Acquedotti,52.881561
2017,Sicilia,Ragusa,,,0.0
2017,Sicilia,Ragusa,Manifatturiera non di base,Altre manifatturiere,1.663655
2017,Sicilia,Ragusa,Manifatturiera non di base,Legno e mobilio,4.029481
2017,Sicilia,Ragusa,Manifatturiera di base,Chimica,172.841995
2017,Sicilia,Ragusa,Manifatturiera non di base,Alimentare,41.281379
2017,Sicilia,Ragusa,Manifatturiera di base,Cartaria,1.202162
2017,Sicilia,Ragusa,Energia ed acqua,Estrazione combustibili,8.761224
2017,Sicilia,Ragusa,Manifatturiera di base,Metalli non ferrosi,3.609587
2017,Sicilia,Ragusa,Manifatturiera non di base,Lavorazione plastica e gomma,40.391961
2017,Sicilia,Ragusa,Energia ed acqua,Elettricità e gas,5.276402
2017,Sicilia,Ragusa,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.705454
2017,Sicilia,Ragusa,Manifatturiera di base,Siderurgica,0.146284
2017,Sicilia,Ragusa,Energia ed acqua,Raffinazione e cokerie,0.233977
2017,Sicilia,Ragusa,Manifatturiera di base,Materiali da costruzione,88.302008
2017,Sicilia,Siracusa,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.46486
2017,Sicilia,Siracusa,Manifatturiera non di base,Legno e mobilio,0.936671
2017,Sicilia,Siracusa,Manifatturiera non di base,Meccanica,10.286756
2017,Sicilia,Siracusa,Energia ed acqua,Acquedotti,40.467816
2017,Sicilia,Siracusa,Manifatturiera di base,Cartaria,0.959614
2017,Sicilia,Siracusa,Manifatturiera non di base,Alimentare,22.581267
2017,Sicilia,Siracusa,,,5.518703
2017,Sicilia,Siracusa,Manifatturiera di base,Chimica,784.497558
2017,Sicilia,Siracusa,Manifatturiera non di base,Lavorazione plastica e gomma,30.049195
2017,Sicilia,Siracusa,Manifatturiera non di base,Altre manifatturiere,0.700369
2017,Sicilia,Siracusa,Manifatturiera di base,Siderurgica,0.229633
2017,Sicilia,Siracusa,,,0.0
2017,Sicilia,Siracusa,Manifatturiera di base,Materiali da costruzione,86.692802
2017,Sicilia,Siracusa,Manifatturiera di base,Metalli non ferrosi,0.141517
2017,Sicilia,Siracusa,Energia ed acqua,Estrazione combustibili,0.012039
2017,Sicilia,Siracusa,Energia ed acqua,Elettricità e gas,68.644721
2017,Sicilia,Siracusa,Energia ed acqua,Raffinazione e cokerie,1308.643347
2017,Sicilia,Siracusa,Manifatturiera non di base,Mezzi di trasporto,2.55492
2017,Sicilia,Trapani,Manifatturiera non di base,Alimentare,63.738645
2017,Sicilia,Trapani,Manifatturiera di base,Siderurgica,0.592138
2017,Sicilia,Trapani,Manifatturiera di base,Materiali da costruzione,43.767876
2017,Sicilia,Trapani,Manifatturiera non di base,Lavorazione plastica e gomma,4.89263
2017,Sicilia,Trapani,Manifatturiera di base,Metalli non ferrosi,0.463794
2017,Sicilia,Trapani,Energia ed acqua,Raffinazione e cokerie,0.139324
2017,Sicilia,Trapani,Manifatturiera non di base,Mezzi di trasporto,1.558044
2017,Sicilia,Trapani,Manifatturiera di base,Cartaria,1.686539
2017,Sicilia,Trapani,Manifatturiera non di base,Altre manifatturiere,5.55501
2017,Sicilia,Trapani,Energia ed acqua,Estrazione combustibili,0.18508
2017,Sicilia,Trapani,Manifatturiera di base,Chimica,2.627587
2017,Sicilia,Trapani,,,4.610306
2017,Sicilia,Trapani,Manifatturiera non di base,Meccanica,16.658001
2017,Sicilia,Trapani,Manifatturiera non di base,"Tessile, abbigl. e calzature",1.506172
2017,Sicilia,Trapani,Energia ed acqua,Acquedotti,55.097306
2017,Sicilia,Trapani,Manifatturiera non di base,Legno e mobilio,2.511895
2017,Sicilia,Trapani,Energia ed acqua,Elettricità e gas,5.904164
2017,Sicilia,Trapani,,,0.0
2017,Toscana,Arezzo,,,0.0
2017,Toscana,Arezzo,Manifatturiera non di base,Meccanica,104.011166
2017,Toscana,Arezzo,Energia ed acqua,Acquedotti,23.991194
2017,Toscana,Arezzo,Energia ed acqua,Raffinazione e cokerie,0.584289
2017,Toscana,Arezzo,Manifatturiera non di base,Mezzi di trasporto,1.698381
2017,Toscana,Arezzo,Manifatturiera non di base,Lavorazione plastica e gomma,40.151538
2017,Toscana,Arezzo,Energia ed acqua,Elettricità e gas,6.344376
2017,Toscana,Arezzo,Manifatturiera non di base,Alimentare,53.358388
2017,Toscana,Arezzo,Manifatturiera non di base,"Tessile, abbigl. e calzature",35.933367
2017,Toscana,Arezzo,Manifatturiera di base,Cartaria,23.179614
2017,Toscana,Arezzo,Manifatturiera di base,Metalli non ferrosi,34.127614
2017,Toscana,Arezzo,,,4.87757
2017,Toscana,Arezzo,Manifatturiera non di base,Altre manifatturiere,49.098242
2017,Toscana,Arezzo,Manifatturiera non di base,Legno e mobilio,20.334775
2017,Toscana,Arezzo,Manifatturiera di base,Materiali da costruzione,76.532013
2017,Toscana,Arezzo,Manifatturiera di base,Siderurgica,17.301003
2017,Toscana,Arezzo,Manifatturiera di base,Chimica,37.964752
2017,Toscana,Arezzo,Energia ed acqua,Estrazione combustibili,0.035546
2017,Toscana,Firenze,Manifatturiera di base,Materiali da costruzione,169.100353
2017,Toscana,Firenze,Manifatturiera di base,Metalli non ferrosi,5.338107
2017,Toscana,Firenze,Energia ed acqua,Elettricità e gas,7.368687
2017,Toscana,Firenze,Manifatturiera non di base,Altre manifatturiere,30.416158
2017,Toscana,Firenze,Energia ed acqua,Acquedotti,98.422751
2017,Toscana,Firenze,,,33.170692
2017,Toscana,Firenze,Manifatturiera non di base,Alimentare,141.365644
2017,Toscana,Firenze,Manifatturiera non di base,Legno e mobilio,22.684807
2017,Toscana,Firenze,Manifatturiera non di base,Mezzi di trasporto,18.149867
2017,Toscana,Firenze,Manifatturiera non di base,"Tessile, abbigl. e calzature",139.78251
2017,Toscana,Firenze,Energia ed acqua,Estrazione combustibili,2.053344
2017,Toscana,Firenze,Manifatturiera non di base,Meccanica,234.886982
2017,Toscana,Firenze,Manifatturiera di base,Cartaria,40.659198
2017,Toscana,Firenze,Energia ed acqua,Raffinazione e cokerie,0.455991
2017,Toscana,Firenze,Manifatturiera di base,Chimica,132.671745
2017,Toscana,Firenze,Manifatturiera di base,Siderurgica,8.235842
2017,Toscana,Firenze,,,0.0
2017,Toscana,Firenze,Manifatturiera non di base,Lavorazione plastica e gomma,110.238659
2017,Toscana,Grosseto,Manifatturiera di base,Siderurgica,0.113076
2017,Toscana,Grosseto,,,4.946385
2017,Toscana,Grosseto,Energia ed acqua,Elettricità e gas,4.680068
2017,Toscana,Grosseto,Manifatturiera non di base,Lavorazione plastica e gomma,4.124586
2017,Toscana,Grosseto,Manifatturiera di base,Cartaria,0.5807
2017,Toscana,Grosseto,Manifatturiera non di base,Mezzi di trasporto,1.567141
2017,Toscana,Grosseto,Manifatturiera di base,Chimica,125.563569
2017,Toscana,Grosseto,Manifatturiera non di base,Legno e mobilio,1.973044
2017,Toscana,Grosseto,Energia ed acqua,Raffinazione e cokerie,0.475283
2017,Toscana,Grosseto,,,0.0
2017,Toscana,Grosseto,Manifatturiera non di base,Meccanica,8.39745
2017,Toscana,Grosseto,Manifatturiera di base,Materiali da costruzione,15.884612
2017,Toscana,Grosseto,Energia ed acqua,Estrazione combustibili,0.013335
2017,Toscana,Grosseto,Manifatturiera di base,Metalli non ferrosi,1.149377
2017,Toscana,Grosseto,Energia ed acqua,Acquedotti,31.051906
2017,Toscana,Grosseto,Manifatturiera non di base,Altre manifatturiere,1.864936
2017,Toscana,Grosseto,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.821965
2017,Toscana,Grosseto,Manifatturiera non di base,Alimentare,32.985676
2017,Toscana,Livorno,,,5.206819
2017,Toscana,Livorno,Manifatturiera non di base,Mezzi di trasporto,21.46043
2017,Toscana,Livorno,Manifatturiera non di base,Lavorazione plastica e gomma,23.863992
2017,Toscana,Livorno,Manifatturiera di base,Metalli non ferrosi,0.51478
2017,Toscana,Livorno,Manifatturiera non di base,Legno e mobilio,1.255617
2017,Toscana,Livorno,Energia ed acqua,Raffinazione e cokerie,288.634229
2017,Toscana,Livorno,Manifatturiera di base,Chimica,685.741546
2017,Toscana,Livorno,Manifatturiera di base,Cartaria,4.951472
2017,Toscana,Livorno,Manifatturiera di base,Siderurgica,138.030592
2017,Toscana,Livorno,Manifatturiera non di base,Altre manifatturiere,3.686959
2017,Toscana,Livorno,Manifatturiera di base,Materiali da costruzione,22.953528
2017,Toscana,Livorno,Energia ed acqua,Elettricità e gas,10.09828
2017,Toscana,Livorno,,,0.0
2017,Toscana,Livorno,Manifatturiera non di base,Meccanica,25.435299
2017,Toscana,Livorno,Energia ed acqua,Estrazione combustibili,0.075814
2017,Toscana,Livorno,Energia ed acqua,Acquedotti,48.476958
2017,Toscana,Livorno,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.456461
2017,Toscana,Livorno,Manifatturiera non di base,Alimentare,16.093546
2017,Toscana,Lucca,Manifatturiera non di base,Meccanica,84.254471
2017,Toscana,Lucca,Energia ed acqua,Estrazione combustibili,0.118497
2017,Toscana,Lucca,,,0.0
2017,Toscana,Lucca,Manifatturiera di base,Metalli non ferrosi,64.808276
2017,Toscana,Lucca,Energia ed acqua,Raffinazione e cokerie,0.196986
2017,Toscana,Lucca,Manifatturiera non di base,Lavorazione plastica e gomma,67.793836
2017,Toscana,Lucca,Manifatturiera di base,Cartaria,1671.312629
2017,Toscana,Lucca,Manifatturiera non di base,Legno e mobilio,4.425942
2017,Toscana,Lucca,Energia ed acqua,Acquedotti,40.027038
2017,Toscana,Lucca,Manifatturiera non di base,Altre manifatturiere,27.360583
2017,Toscana,Lucca,Manifatturiera non di base,"Tessile, abbigl. e calzature",10.971538
2017,Toscana,Lucca,Manifatturiera di base,Materiali da costruzione,57.77921
2017,Toscana,Lucca,Manifatturiera di base,Siderurgica,0.394504
2017,Toscana,Lucca,Manifatturiera non di base,Mezzi di trasporto,18.024155
2017,Toscana,Lucca,Manifatturiera di base,Chimica,36.411453
2017,Toscana,Lucca,,,7.689474
2017,Toscana,Lucca,Energia ed acqua,Elettricità e gas,2.954994
2017,Toscana,Lucca,Manifatturiera non di base,Alimentare,55.50187
2017,Toscana,Massa-Carrara,,,4.59204
2017,Toscana,Massa-Carrara,Manifatturiera di base,Cartaria,47.060286
2017,Toscana,Massa-Carrara,Manifatturiera di base,Materiali da costruzione,162.921446
2017,Toscana,Massa-Carrara,Manifatturiera di base,Siderurgica,2.602191
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Meccanica,42.845533
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Alimentare,5.810596
2017,Toscana,Massa-Carrara,Manifatturiera di base,Metalli non ferrosi,3.724661
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Mezzi di trasporto,6.152969
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Altre manifatturiere,1.633308
2017,Toscana,Massa-Carrara,Energia ed acqua,Raffinazione e cokerie,0.810731
2017,Toscana,Massa-Carrara,Energia ed acqua,Elettricità e gas,1.91545
2017,Toscana,Massa-Carrara,Manifatturiera non di base,"Tessile, abbigl. e calzature",1.787968
2017,Toscana,Massa-Carrara,Manifatturiera di base,Chimica,21.643725
2017,Toscana,Massa-Carrara,Energia ed acqua,Estrazione combustibili,0.00082
2017,Toscana,Massa-Carrara,,,0.0
2017,Toscana,Massa-Carrara,Energia ed acqua,Acquedotti,30.921008
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Legno e mobilio,1.731528
2017,Toscana,Massa-Carrara,Manifatturiera non di base,Lavorazione plastica e gomma,1.305492
2017,Toscana,Pisa,Manifatturiera non di base,Lavorazione plastica e gomma,21.032043
2017,Toscana,Pisa,Manifatturiera non di base,"Tessile, abbigl. e calzature",160.943355
2017,Toscana,Pisa,Manifatturiera di base,Materiali da costruzione,99.824097
2017,Toscana,Pisa,Manifatturiera non di base,Meccanica,80.438783
2017,Toscana,Pisa,Manifatturiera di base,Cartaria,14.817711
2017,Toscana,Pisa,Manifatturiera di base,Siderurgica,6.401902
2017,Toscana,Pisa,Manifatturiera non di base,Altre manifatturiere,17.152724
2017,Toscana,Pisa,Energia ed acqua,Acquedotti,76.639691
2017,Toscana,Pisa,,,0.0
2017,Toscana,Pisa,Manifatturiera non di base,Mezzi di trasporto,53.709749
2017,Toscana,Pisa,Energia ed acqua,Estrazione combustibili,0.089031
2017,Toscana,Pisa,Manifatturiera di base,Chimica,167.412094
2017,Toscana,Pisa,Manifatturiera di base,Metalli non ferrosi,8.428608
2017,Toscana,Pisa,,,8.874001
2017,Toscana,Pisa,Energia ed acqua,Raffinazione e cokerie,0.035999
2017,Toscana,Pisa,Manifatturiera non di base,Legno e mobilio,19.537363
2017,Toscana,Pisa,Manifatturiera non di base,Alimentare,39.010677
2017,Toscana,Pisa,Energia ed acqua,Elettricità e gas,4.496364
2017,Toscana,Pistoia,Manifatturiera non di base,Lavorazione plastica e gomma,22.956697
2017,Toscana,Pistoia,Manifatturiera non di base,Legno e mobilio,9.882111
2017,Toscana,Pistoia,,,3.616295
2017,Toscana,Pistoia,,,0.0
2017,Toscana,Pistoia,Manifatturiera di base,Cartaria,59.884333
2017,Toscana,Pistoia,Manifatturiera di base,Metalli non ferrosi,0.159827
2017,Toscana,Pistoia,Manifatturiera non di base,Alimentare,41.696365
2017,Toscana,Pistoia,Energia ed acqua,Elettricità e gas,1.333785
2017,Toscana,Pistoia,Manifatturiera non di base,"Tessile, abbigl. e calzature",75.013457
2017,Toscana,Pistoia,Manifatturiera non di base,Mezzi di trasporto,12.431554
2017,Toscana,Pistoia,Energia ed acqua,Raffinazione e cokerie,0.07328
2017,Toscana,Pistoia,Manifatturiera di base,Materiali da costruzione,50.082489
2017,Toscana,Pistoia,Manifatturiera non di base,Meccanica,39.164272
2017,Toscana,Pistoia,Manifatturiera di base,Chimica,9.058708
2017,Toscana,Pistoia,Manifatturiera di base,Siderurgica,0.561421
2017,Toscana,Pistoia,Energia ed acqua,Estrazione combustibili,0.156292
2017,Toscana,Pistoia,Energia ed acqua,Acquedotti,15.600148
2017,Toscana,Pistoia,Manifatturiera non di base,Altre manifatturiere,11.838823
2017,Toscana,Prato,Manifatturiera di base,Materiali da costruzione,3.740721
2017,Toscana,Prato,Manifatturiera di base,Siderurgica,0.229818
2017,Toscana,Prato,Energia ed acqua,Raffinazione e cokerie,0.005317
2017,Toscana,Prato,Manifatturiera non di base,Meccanica,18.941856
2017,Toscana,Prato,Energia ed acqua,Elettricità e gas,9.099146
2017,Toscana,Prato,,,3.861868
2017,Toscana,Prato,Manifatturiera non di base,Legno e mobilio,3.197952
2017,Toscana,Prato,Manifatturiera non di base,Lavorazione plastica e gomma,12.288927
2017,Toscana,Prato,Manifatturiera di base,Metalli non ferrosi,0.320756
2017,Toscana,Prato,Energia ed acqua,Estrazione combustibili,0.05877
2017,Toscana,Prato,Manifatturiera non di base,"Tessile, abbigl. e calzature",387.20192
2017,Toscana,Prato,Manifatturiera non di base,Altre manifatturiere,10.929003
2017,Toscana,Prato,,,0.0
2017,Toscana,Prato,Manifatturiera non di base,Mezzi di trasporto,1.812916
2017,Toscana,Prato,Energia ed acqua,Acquedotti,10.445532
2017,Toscana,Prato,Manifatturiera di base,Cartaria,6.17129
2017,Toscana,Prato,Manifatturiera di base,Chimica,3.484167
2017,Toscana,Prato,Manifatturiera non di base,Alimentare,11.900069
2017,Toscana,Siena,Manifatturiera non di base,Legno e mobilio,19.297998
2017,Toscana,Siena,Manifatturiera non di base,Lavorazione plastica e gomma,20.26598
2017,Toscana,Siena,Manifatturiera di base,Cartaria,5.22159
2017,Toscana,Siena,Manifatturiera non di base,Alimentare,36.508067
2017,Toscana,Siena,Manifatturiera non di base,Mezzi di trasporto,5.567818
2017,Toscana,Siena,Manifatturiera di base,Materiali da costruzione,60.090698
2017,Toscana,Siena,Manifatturiera non di base,"Tessile, abbigl. e calzature",4.690813
2017,Toscana,Siena,Energia ed acqua,Acquedotti,29.038866
2017,Toscana,Siena,Energia ed acqua,Raffinazione e cokerie,0.024615
2017,Toscana,Siena,Manifatturiera di base,Siderurgica,3.67231
2017,Toscana,Siena,Manifatturiera di base,Chimica,106.109253
2017,Toscana,Siena,Manifatturiera di base,Metalli non ferrosi,1.009705
2017,Toscana,Siena,,,3.57142
2017,Toscana,Siena,Manifatturiera non di base,Meccanica,52.088988
2017,Toscana,Siena,Manifatturiera non di base,Altre manifatturiere,5.389979
2017,Toscana,Siena,,,0.0
2017,Toscana,Siena,Energia ed acqua,Elettricità e gas,5.635803
2017,Toscana,Siena,Energia ed acqua,Estrazione combustibili,0.080392
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera di base,Cartaria,16.42686886
2017,Trentino-Alto Adige,Bolzano/Bozen,Energia ed acqua,Elettricità e gas,94.7091808
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Alimentare,225.4554858
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera di base,Siderurgica,83.00213
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera di base,Chimica,57.66546683
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera di base,Materiali da costruzione,36.53370429
2017,Trentino-Alto Adige,Bolzano/Bozen,Energia ed acqua,Raffinazione e cokerie,0.206749
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Legno e mobilio,66.051199
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,"Tessile, abbigl. e calzature",3.49611378
2017,Trentino-Alto Adige,Bolzano/Bozen,Energia ed acqua,Estrazione combustibili,0.214117
2017,Trentino-Alto Adige,Bolzano/Bozen,,,37.0973995
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Altre manifatturiere,4.7254414
2017,Trentino-Alto Adige,Bolzano/Bozen,Energia ed acqua,Acquedotti,9.3055017
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera di base,Metalli non ferrosi,13.422846
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Mezzi di trasporto,8.7894755
2017,Trentino-Alto Adige,Bolzano/Bozen,,,0.0
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Lavorazione plastica e gomma,38.253097
2017,Trentino-Alto Adige,Bolzano/Bozen,Manifatturiera non di base,Meccanica,151.89650345
2017,Trentino-Alto Adige,Trento,Manifatturiera di base,Materiali da costruzione,64.13149
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Mezzi di trasporto,6.799586
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Altre manifatturiere,6.77542
2017,Trentino-Alto Adige,Trento,Energia ed acqua,Raffinazione e cokerie,0.098834
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Meccanica,271.49505
2017,Trentino-Alto Adige,Trento,Energia ed acqua,Estrazione combustibili,0.205521
2017,Trentino-Alto Adige,Trento,Manifatturiera di base,Metalli non ferrosi,7.750766
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Legno e mobilio,42.900616
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,"Tessile, abbigl. e calzature",61.367624
2017,Trentino-Alto Adige,Trento,Energia ed acqua,Elettricità e gas,46.254518
2017,Trentino-Alto Adige,Trento,Energia ed acqua,Acquedotti,27.591997
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Alimentare,120.118892
2017,Trentino-Alto Adige,Trento,Manifatturiera di base,Cartaria,509.23883
2017,Trentino-Alto Adige,Trento,,,0.0
2017,Trentino-Alto Adige,Trento,Manifatturiera non di base,Lavorazione plastica e gomma,42.620291
2017,Trentino-Alto Adige,Trento,Manifatturiera di base,Siderurgica,53.409287
2017,Trentino-Alto Adige,Trento,,,27.057453
2017,Trentino-Alto Adige,Trento,Manifatturiera di base,Chimica,188.263017
2017,Umbria,Perugia,Manifatturiera di base,Chimica,56.399912
2017,Umbria,Perugia,Manifatturiera non di base,"Tessile, abbigl. e calzature",30.940306
2017,Umbria,Perugia,Manifatturiera di base,Cartaria,59.955202
2017,Umbria,Perugia,Energia ed acqua,Acquedotti,85.382363
2017,Umbria,Perugia,Manifatturiera non di base,Mezzi di trasporto,14.044695
2017,Umbria,Perugia,Manifatturiera non di base,Alimentare,198.022474
2017,Umbria,Perugia,Energia ed acqua,Raffinazione e cokerie,1.062618
2017,Umbria,Perugia,Manifatturiera non di base,Legno e mobilio,32.954051
2017,Umbria,Perugia,Manifatturiera non di base,Lavorazione plastica e gomma,49.562546
2017,Umbria,Perugia,Energia ed acqua,Estrazione combustibili,0.331811
2017,Umbria,Perugia,Manifatturiera non di base,Altre manifatturiere,17.514088
2017,Umbria,Perugia,Manifatturiera di base,Siderurgica,6.626942
2017,Umbria,Perugia,,,0.0
2017,Umbria,Perugia,,,11.338089
2017,Umbria,Perugia,Energia ed acqua,Elettricità e gas,10.920455
2017,Umbria,Perugia,Manifatturiera di base,Metalli non ferrosi,24.280811
2017,Umbria,Perugia,Manifatturiera non di base,Meccanica,162.50092
2017,Umbria,Perugia,Manifatturiera di base,Materiali da costruzione,340.289983
2017,Umbria,Terni,,,6.126385
2017,Umbria,Terni,Manifatturiera non di base,Lavorazione plastica e gomma,19.224165
2017,Umbria,Terni,Energia ed acqua,Estrazione combustibili,0.034875
2017,Umbria,Terni,Energia ed acqua,Raffinazione e cokerie,0.0
2017,Umbria,Terni,Manifatturiera di base,Cartaria,0.358718
2017,Umbria,Terni,Manifatturiera non di base,Mezzi di trasporto,0.60953
2017,Umbria,Terni,Manifatturiera di base,Chimica,82.319334
2017,Umbria,Terni,Manifatturiera di base,Metalli non ferrosi,0.12344
2017,Umbria,Terni,,,0.0
2017,Umbria,Terni,Manifatturiera di base,Materiali da costruzione,45.448971
2017,Umbria,Terni,Energia ed acqua,Acquedotti,43.002397
2017,Umbria,Terni,Manifatturiera non di base,Legno e mobilio,2.856711
2017,Umbria,Terni,Manifatturiera non di base,Meccanica,36.489284
2017,Umbria,Terni,Manifatturiera non di base,"Tessile, abbigl. e calzature",25.117776
2017,Umbria,Terni,Manifatturiera di base,Siderurgica,1150.325835
2017,Umbria,Terni,Energia ed acqua,Elettricità e gas,14.7682
2017,Umbria,Terni,Manifatturiera non di base,Alimentare,71.256007
2017,Umbria,Terni,Manifatturiera non di base,Altre manifatturiere,3.455076
2017,Valle D'Aosta,Aosta,,,6.73768
2017,Valle D'Aosta,Aosta,Manifatturiera di base,Siderurgica,286.302224
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Altre manifatturiere,0.891743
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Alimentare,25.742909
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Meccanica,8.192734
2017,Valle D'Aosta,Aosta,Energia ed acqua,Estrazione combustibili,0.190557
2017,Valle D'Aosta,Aosta,,,0.0
2017,Valle D'Aosta,Aosta,Manifatturiera di base,Materiali da costruzione,2.07311
2017,Valle D'Aosta,Aosta,Manifatturiera di base,Chimica,28.910149
2017,Valle D'Aosta,Aosta,Manifatturiera di base,Metalli non ferrosi,16.936087
2017,Valle D'Aosta,Aosta,Energia ed acqua,Raffinazione e cokerie,0.049265
2017,Valle D'Aosta,Aosta,Energia ed acqua,Acquedotti,2.547623
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,"Tessile, abbigl. e calzature",0.56599
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Lavorazione plastica e gomma,17.732946
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Legno e mobilio,2.633549
2017,Valle D'Aosta,Aosta,Manifatturiera non di base,Mezzi di trasporto,0.24279
2017,Valle D'Aosta,Aosta,Energia ed acqua,Elettricità e gas,22.289331
