date,price
2022-12-19,0.63720000
2022-12-20,0.63320000
2022-12-21,0.62860000
2022-12-22,0.62530000
2022-12-23,0.62930000
2022-12-27,0.62840000
2022-12-28,0.63080000
2022-12-29,0.63510000
2022-12-30,0.63420000
2023-01-03,0.62470000
2023-01-04,0.63140000
2023-01-05,0.62240000
2023-01-06,0.63340000
2023-01-09,0.64010000
2023-01-10,0.63620000
2023-01-11,0.63470000
2023-01-12,0.63770000
2023-01-13,0.63610000
2023-01-17,0.64250000
2023-01-18,0.64600000
2023-01-19,0.63750000
2023-01-20,0.64570000
2023-01-23,0.64770000
2023-01-24,0.65010000
2023-01-25,0.64630000
2023-01-26,0.64710000
2023-01-27,0.64830000
2023-01-30,0.64860000
2023-01-31,0.64660000
2023-02-01,0.64350000
2023-02-02,0.64930000
2023-02-03,0.63440000
2023-02-06,0.62840000
2023-02-07,0.63050000
2023-02-08,0.63120000
2023-02-09,0.63520000
2023-02-10,0.63080000
2023-02-13,0.63590000
2023-02-14,0.63240000
2023-02-15,0.62760000
2023-02-16,0.62670000
2023-02-17,0.62350000
2023-02-21,0.62140000
2023-02-22,0.62340000
2023-02-23,0.62080000
2023-02-24,0.61660000
2023-02-27,0.61640000
2023-02-28,0.61940000
2023-03-01,0.62620000
2023-03-02,0.62100000
2023-03-03,0.62100000
2023-03-06,0.61930000
2023-03-07,0.61270000
2023-03-08,0.61110000
2023-03-09,0.61300000
2023-03-10,0.61470000
2023-03-13,0.62400000
2023-03-14,0.62240000
2023-03-15,0.61820000
2023-03-16,0.61720000
2023-03-17,0.62490000
2023-03-20,0.62460000
2023-03-21,0.61710000
2023-03-22,0.62210000
2023-03-23,0.62840000
2023-03-24,0.62070000
2023-03-27,0.61890000
2023-03-28,0.62500000
2023-03-29,0.62220000
2023-03-30,0.62520000
2023-03-31,0.62710000
2023-04-03,0.62890000
2023-04-04,0.63040000
2023-04-05,0.63300000
2023-04-06,0.62520000
2023-04-07,0.62460000
2023-04-10,0.62020000
2023-04-11,0.61940000
2023-04-12,0.62130000
2023-04-13,0.63070000
2023-04-14,0.62080000
2023-04-17,0.61740000
2023-04-18,0.62040000
2023-04-19,0.62060000
2023-04-20,0.61910000
2023-04-21,0.61380000
2023-04-24,0.61420000
2023-04-25,0.61440000
2023-04-26,0.61350000
2023-04-27,0.61330000
2023-04-28,0.61870000
2023-05-01,0.61710000
2023-05-02,0.62080000
2023-05-03,0.62380000
2023-05-04,0.62820000
2023-05-05,0.62990000
2023-05-08,0.63500000
2023-05-09,0.63210000
2023-05-10,0.63540000
2023-05-11,0.62960000
2023-05-12,0.61930000
2023-05-15,0.62260000
2023-05-16,0.62370000
2023-05-17,0.62500000
2023-05-18,0.62190000
2023-05-19,0.62880000
2023-05-22,0.62750000
2023-05-23,0.62600000
2023-05-24,0.61080000
2023-05-25,0.60510000
2023-05-26,0.60460000
2023-05-30,0.60450000
2023-05-31,0.59950000
2023-06-01,0.60760000
2023-06-02,0.60720000
2023-06-05,0.60840000
2023-06-06,0.60800000
2023-06-07,0.60490000
2023-06-08,0.60940000
2023-06-09,0.61270000
2023-06-12,0.61170000
2023-06-13,0.61480000
2023-06-14,0.62350000
2023-06-15,0.62280000
2023-06-16,0.62220000
2023-06-20,0.61510000
2023-06-21,0.61890000
2023-06-22,0.61880000
2023-06-23,0.61490000
2023-06-26,0.61700000
2023-06-27,0.61680000
2023-06-28,0.60890000
2023-06-29,0.60750000
2023-06-30,0.61330000
2023-07-03,0.61550000
2023-07-05,0.61850000
2023-07-06,0.61520000
2023-07-07,0.62100000
2023-07-10,0.62080000
2023-07-11,0.61810000
2023-07-12,0.62940000
2023-07-13,0.63730000
2023-07-14,0.63760000
2023-07-17,0.63350000
2023-07-18,0.62920000
2023-07-19,0.62440000
2023-07-20,0.62240000
2023-07-21,0.61780000
2023-07-24,0.62110000
2023-07-25,0.62240000
2023-07-26,0.62100000
2023-07-27,0.62090000
2023-07-28,0.61670000
2023-07-31,0.62200000
2023-08-01,0.61420000
2023-08-02,0.60840000
2023-08-03,0.60870000
2023-08-04,0.61270000
2023-08-07,0.60970000
2023-08-08,0.60470000
2023-08-09,0.60480000
2023-08-10,0.60620000
2023-08-11,0.59830000
2023-08-14,0.59850000
2023-08-15,0.59770000
2023-08-16,0.59500000
2023-08-17,0.59340000
2023-08-18,0.59420000
2023-08-21,0.59050000
2023-08-22,0.59480000
2023-08-23,0.59740000
2023-08-24,0.59250000
2023-08-25,0.59000000
2023-08-28,0.59120000
2023-08-29,0.59490000
2023-08-30,0.59840000
2023-08-31,0.59480000
2023-09-01,0.59400000
2023-09-05,0.58830000
2023-09-06,0.58750000
2023-09-07,0.58840000
2023-09-08,0.58980000
2023-09-11,0.59210000
2023-09-12,0.59050000
2023-09-13,0.59180000
2023-09-14,0.59170000
2023-09-15,0.59090000
2023-09-18,0.59200000
2023-09-19,0.59320000
2023-09-20,0.59770000
2023-09-21,0.59340000
2023-09-22,0.59750000
2023-09-25,0.59660000
2023-09-26,0.59540000
2023-09-27,0.59270000
2023-09-28,0.59730000
2023-09-29,0.60130000
2023-10-02,0.59570000
2023-10-03,0.58950000
2023-10-04,0.59220000
2023-10-05,0.59480000
2023-10-06,0.59960000
2023-10-10,0.60440000
2023-10-11,0.60230000
2023-10-12,0.59440000
2023-10-13,0.58930000
2023-10-16,0.59240000
2023-10-17,0.59070000
2023-10-18,0.58590000
2023-10-19,0.58390000
2023-10-20,0.58300000
2023-10-23,0.58430000
2023-10-24,0.58350000
2023-10-25,0.58250000
2023-10-26,0.58160000
2023-10-27,0.58240000
2023-10-30,0.58370000
2023-10-31,0.58160000
2023-11-01,0.58300000
2023-11-02,0.58850000
2023-11-03,0.59900000
2023-11-06,0.59800000
2023-11-07,0.59320000
2023-11-08,0.59290000
2023-11-09,0.59470000
2023-11-13,0.58920000
2023-11-14,0.59870000
2023-11-15,0.60310000
2023-11-16,0.59780000
2023-11-17,0.59710000
2023-11-20,0.60290000
2023-11-21,0.60630000
2023-11-22,0.60140000
2023-11-24,0.60830000
2023-11-27,0.60900000
2023-11-28,0.61480000
2023-11-29,0.61490000
2023-11-30,0.61660000
2023-12-01,0.61980000
2023-12-04,0.61700000
2023-12-05,0.61330000
2023-12-06,0.61570000
2023-12-07,0.61730000
2023-12-08,0.61180000
2023-12-11,0.61200000
2023-12-12,0.61310000
2023-12-13,0.61240000
2023-12-14,0.62220000
2023-12-15,0.62210000
2023-12-18,0.62070000
2023-12-19,0.62690000
2023-12-20,0.62830000
2023-12-21,0.62840000
2023-12-22,0.62970000
2023-12-26,0.63220000
2023-12-27,0.63430000
2023-12-28,0.63460000
2023-12-29,0.63400000
2024-01-02,0.62630000
2024-01-03,0.62350000
2024-01-04,0.62330000
2024-01-05,0.62550000
2024-01-08,0.62500000
2024-01-09,0.62420000
2024-01-10,0.62240000
2024-01-11,0.62110000
2024-01-12,0.62470000
2024-01-16,0.61470000
2024-01-17,0.61040000
2024-01-18,0.61070000
2024-01-19,0.61010000
2024-01-22,0.61030000
2024-01-23,0.60710000
2024-01-24,0.61280000
2024-01-25,0.61160000
2024-01-26,0.61030000
2024-01-29,0.61100000
2024-01-30,0.61290000
2024-01-31,0.61470000
2024-02-01,0.61350000
2024-02-02,0.60660000
2024-02-05,0.60480000
2024-02-06,0.60730000
2024-02-07,0.61110000
2024-02-08,0.60920000
2024-02-09,0.61410000
2024-02-12,0.61380000
2024-02-13,0.60620000
2024-02-14,0.60900000
2024-02-15,0.61040000
2024-02-16,0.61190000
2024-02-20,0.61770000
2024-02-21,0.61750000
2024-02-22,0.61880000
2024-02-23,0.61980000
2024-02-26,0.61760000
2024-02-27,0.61730000
2024-02-28,0.60930000
2024-02-29,0.60920000
2024-03-01,0.61060000
2024-03-04,0.61000000
2024-03-05,0.60910000
2024-03-06,0.61420000
2024-03-07,0.61730000
2024-03-08,0.61800000
2024-03-11,0.61710000
2024-03-12,0.61510000
2024-03-13,0.61590000
2024-03-14,0.61330000
2024-03-15,0.60910000
2024-03-18,0.60850000
2024-03-19,0.60500000
2024-03-20,0.60370000
2024-03-21,0.60460000
2024-03-22,0.59980000
2024-03-25,0.60040000
2024-03-26,0.60100000
2024-03-27,0.60020000
2024-03-28,0.59840000
2024-03-29,0.59870000
2024-04-01,0.59440000
2024-04-02,0.59680000
2024-04-03,0.60000000
2024-04-04,0.60420000
2024-04-05,0.60200000
2024-04-08,0.60320000
2024-04-09,0.60570000
2024-04-10,0.59790000
2024-04-11,0.59830000
2024-04-12,0.59500000
2024-04-15,0.59280000
2024-04-16,0.58880000
2024-04-17,0.59020000
2024-04-18,0.59190000
2024-04-19,0.58950000
2024-04-22,0.59090000
2024-04-23,0.59350000
2024-04-24,0.59240000
2024-04-25,0.59420000
2024-04-26,0.59400000
2024-04-29,0.59740000
2024-04-30,0.59120000
2024-05-01,0.59030000
2024-05-02,0.59430000
2024-05-03,0.60210000
2024-05-06,0.60130000
2024-05-07,0.60120000
2024-05-08,0.60040000
2024-05-09,0.60200000
2024-05-10,0.60200000
2024-05-13,0.60190000
2024-05-14,0.60340000
2024-05-15,0.61040000
2024-05-16,0.61240000
2024-05-17,0.61320000
2024-05-20,0.61140000
2024-05-21,0.60970000
2024-05-22,0.61050000
2024-05-23,0.61150000
2024-05-24,0.61210000
2024-05-28,0.61570000
2024-05-29,0.61180000
2024-05-30,0.61280000
2024-05-31,0.61370000
2024-06-03,0.61830000
2024-06-04,0.61750000
2024-06-05,0.61860000
2024-06-06,0.61970000
2024-06-07,0.61130000
2024-06-10,0.61260000
2024-06-11,0.61320000
2024-06-12,0.62190000
2024-06-13,0.61740000
2024-06-14,0.61420000
2024-06-17,0.61180000
2024-06-18,0.61390000
2024-06-20,0.61200000
2024-06-21,0.61200000
2024-06-24,0.61260000
2024-06-25,0.61150000
2024-06-26,0.60780000
2024-06-27,0.60890000
2024-06-28,0.60960000
2024-07-01,0.60720000
2024-07-02,0.60720000
2024-07-03,0.61140000
2024-07-05,0.61380000
2024-07-08,0.61340000
2024-07-09,0.61230000
2024-07-10,0.60830000
2024-07-11,0.61130000
2024-07-12,0.61220000
2024-07-15,0.60940000
2024-07-16,0.60440000
2024-07-17,0.60730000
2024-07-18,0.60670000
2024-07-19,0.60190000
2024-07-22,0.59770000
2024-07-23,0.59610000
2024-07-24,0.59480000
2024-07-25,0.59030000
2024-07-26,0.58950000
2024-07-29,0.58720000
2024-07-30,0.58970000
2024-07-31,0.59470000
2024-08-01,0.59620000
2024-08-02,0.59720000
2024-08-05,0.59300000
2024-08-06,0.59510000
2024-08-07,0.60150000
2024-08-08,0.60020000
2024-08-09,0.60120000
2024-08-12,0.60210000
2024-08-13,0.60590000
2024-08-14,0.60210000
2024-08-15,0.60060000
2024-08-16,0.60350000
2024-08-19,0.60930000
2024-08-20,0.61440000
2024-08-21,0.61610000
2024-08-22,0.61400000
2024-08-23,0.62120000
2024-08-26,0.62040000
2024-08-27,0.62370000
2024-08-28,0.62420000
2024-08-29,0.62680000
2024-08-30,0.62420000
2024-09-03,0.61890000
2024-09-04,0.61990000
2024-09-05,0.62130000
2024-09-06,0.61780000
2024-09-09,0.61500000
2024-09-10,0.61550000
2024-09-11,0.61210000
2024-09-12,0.61520000
2024-09-13,0.61660000
2024-09-16,0.61850000
2024-09-17,0.61830000
2024-09-18,0.62030000
2024-09-19,0.62410000
2024-09-20,0.62340000
2024-09-23,0.62710000
2024-09-24,0.63210000
2024-09-25,0.62790000
2024-09-26,0.63270000
2024-09-27,0.63420000
2024-09-30,0.63630000
2024-10-01,0.62840000
2024-10-02,0.62770000
2024-10-03,0.62160000
2024-10-04,0.61560000
2024-10-07,0.61230000
2024-10-08,0.61240000
2024-10-09,0.60650000
2024-10-10,0.60860000
2024-10-11,0.61110000
2024-10-15,0.60860000
2024-10-16,0.60580000
2024-10-17,0.60630000
2024-10-18,0.60650000
2024-10-21,0.60330000
2024-10-22,0.60440000
2024-10-23,0.60070000
2024-10-24,0.60080000
2024-10-25,0.59940000
2024-10-28,0.59800000
2024-10-29,0.59610000
2024-10-30,0.59860000
2024-10-31,0.59510000
2024-11-01,0.59800000
2024-11-04,0.59780000
2024-11-05,0.59990000
2024-11-06,0.59460000
2024-11-07,0.60200000
2024-11-08,0.59610000
2024-11-12,0.59170000
2024-11-13,0.58860000
2024-11-14,0.58720000
2024-11-15,0.58620000
2024-11-18,0.58830000
2024-11-19,0.59070000
2024-11-20,0.58720000
2024-11-21,0.58530000
2024-11-22,0.58270000
2024-11-25,0.58410000
2024-11-26,0.58260000
2024-11-27,0.59020000
2024-11-29,0.59130000
2024-12-02,0.58770000
2024-12-03,0.58830000
2024-12-04,0.58640000
2024-12-05,0.58700000
2024-12-06,0.58320000
2024-12-09,0.58810000
2024-12-10,0.58020000
2024-12-11,0.57970000
2024-12-12,0.57900000
2024-12-13,0.57610000
2024-12-16,0.57810000
2024-12-17,0.57590000
2024-12-18,0.57190000
2024-12-19,0.56440000
2024-12-20,0.56640000
2024-12-23,0.56490000
2024-12-24,0.56390000
2024-12-26,0.56320000
2024-12-27,0.56310000
2024-12-30,0.56400000
2024-12-31,0.55960000
2025-01-02,0.56010000
2025-01-03,0.56040000
2025-01-06,0.56460000
2025-01-07,0.56430000
2025-01-08,0.56130000
2025-01-09,0.55980000
2025-01-10,0.55560000
2025-01-13,0.55560000
2025-01-14,0.55960000
2025-01-15,0.56130000
2025-01-16,0.56180000
2025-01-17,0.55960000
2025-01-21,0.56670000
2025-01-22,0.56690000
2025-01-23,0.56770000
2025-01-24,0.57200000
2025-01-27,0.56820000
2025-01-28,0.56630000
2025-01-29,0.56540000
2025-01-30,0.56540000
2025-01-31,0.56680000
2025-02-03,0.55890000
2025-02-04,0.56500000
2025-02-05,0.56970000
2025-02-06,0.56700000
2025-02-07,0.56520000
2025-02-10,0.56510000
2025-02-11,0.56570000
2025-02-12,0.56410000
2025-02-13,0.56520000
2025-02-14,0.57340000
2025-02-18,0.57050000
2025-02-19,0.57010000
2025-02-20,0.57560000
2025-02-21,0.57510000
2025-02-24,0.57460000
2025-02-25,0.57160000
2025-02-26,0.57110000
2025-02-27,0.56470000
2025-02-28,0.56020000
2025-03-03,0.56350000
2025-03-04,0.56210000
2025-03-05,0.57070000
2025-03-06,0.57490000
2025-03-07,0.57100000
2025-03-10,0.57250000
2025-03-11,0.57100000
2025-03-12,0.57230000
2025-03-13,0.57090000
2025-03-14,0.57410000
2025-03-17,0.58110000
2025-03-18,0.58100000
2025-03-19,0.57830000
2025-03-20,0.57510000
2025-03-21,0.57310000
2025-03-24,0.57190000
2025-03-25,0.57380000
2025-03-26,0.57430000
2025-03-27,0.57480000
2025-03-28,0.57300000
2025-03-31,0.56660000
2025-04-01,0.57040000
2025-04-02,0.57410000
2025-04-03,0.58150000
2025-04-04,0.55930000
2025-04-07,0.55360000
2025-04-08,0.55770000
2025-04-09,0.55610000
2025-04-10,0.57220000
2025-04-11,0.57960000
2025-04-14,0.58670000
2025-04-15,0.59160000
2025-04-16,0.59290000
2025-04-17,0.59710000
2025-04-18,0.59330000
2025-04-21,0.60010000
2025-04-22,0.59940000
2025-04-23,0.59650000
2025-04-24,0.59870000
2025-04-25,0.59690000
2025-04-28,0.59650000
2025-04-29,0.59400000
2025-04-30,0.59330000
2025-05-01,0.59010000
2025-05-02,0.59550000
2025-05-05,0.59740000
2025-05-06,0.60040000
2025-05-07,0.59770000
2025-05-08,0.59220000
2025-05-09,0.59200000
2025-05-12,0.58640000
2025-05-13,0.59380000
2025-05-14,0.59180000
2025-05-15,0.58730000
2025-05-16,0.58720000
2025-05-19,0.59260000
2025-05-20,0.59090000
2025-05-21,0.59650000
2025-05-22,0.59070000
2025-05-23,0.59770000
2025-05-27,0.59440000
2025-05-28,0.59520000
2025-05-29,0.59800000
2025-05-30,0.59720000
2025-06-02,0.60350000
2025-06-03,0.59990000
2025-06-04,0.60320000
2025-06-05,0.60450000
2025-06-06,0.60200000
2025-06-09,0.60560000
2025-06-10,0.60450000
2025-06-11,0.60470000
2025-06-12,0.60630000
2025-06-13,0.60350000
2025-06-16,0.60720000
2025-06-17,0.60560000
2025-06-18,0.60460000
2025-06-20,0.59690000
2025-06-23,0.59400000
2025-06-24,0.60160000
2025-06-25,0.60200000
2025-06-26,0.60690000
2025-06-27,0.60620000
2025-06-30,0.60920000
2025-07-01,0.60870000
2025-07-02,0.60770000
2025-07-03,0.60680000
2025-07-07,0.60140000
2025-07-08,0.59940000
2025-07-09,0.59920000
2025-07-10,0.60190000
2025-07-11,0.60110000
2025-07-14,0.59740000
2025-07-15,0.59510000
2025-07-16,0.59390000
2025-07-17,0.59300000
2025-07-18,0.59770000
2025-07-21,0.59790000
2025-07-22,0.60010000
2025-07-23,0.60390000
2025-07-24,0.60410000
2025-07-25,0.60060000
2025-07-28,0.59730000
2025-07-29,0.59550000
2025-07-30,0.59120000
2025-07-31,0.58940000
2025-08-01,0.59120000
2025-08-04,0.59070000
2025-08-05,0.59010000
2025-08-06,0.59390000
2025-08-07,0.59440000
2025-08-08,0.59560000
2025-08-11,0.59360000
2025-08-12,0.59570000
2025-08-13,0.59780000
2025-08-14,0.59160000
2025-08-15,0.59300000
2025-08-18,0.59250000
2025-08-19,0.59010000
